,src,iso_code,region,trg,weighted,log-weight,norm-log-weight,days_since_100_cases_in_China_2019,weeks_since_100_cases
10664,Montenegro,MNE,Europe,France,2.0,0.6931471805599453,0.11090398820673722,74.0,10
10665,Montenegro,MNE,Europe,Germany,2.0,0.6931471805599453,0.11090398820673722,74.0,10
10666,Montenegro,MNE,Europe,Italy,2.0,0.6931471805599453,0.11090398820673722,74.0,10
10667,Montenegro,MNE,Europe,Russian Federation,7.0,1.9459101490553132,0.3113468571680022,74.0,10
10668,Montenegro,MNE,Europe,Serbia,4.0,1.3862943611198906,0.22180797641347444,74.0,10
10669,Montenegro,MNE,Europe,Slovenia,2.0,0.6931471805599453,0.11090398820673722,74.0,10
10670,Montenegro,MNE,Europe,Switzerland,1.0,0.0,0.0,74.0,10
10671,Montenegro,MNE,Europe,Turkey,1.0,0.0,0.0,74.0,10
10672,Montenegro,MNE,Europe,United Kingdom of Great Britain and Northern Ireland,2.0,0.6931471805599453,0.11090398820673722,74.0,10
10706,Morocco,MAR,Africa,Algeria,3.0,1.0986122886681098,0.17577866248809984,65.0,9
10707,Morocco,MAR,Africa,Angola,1.0,0.0,0.0,65.0,9
10708,Morocco,MAR,Africa,Belgium,21.0,3.044522437723423,0.48712551965610207,65.0,9
10709,Morocco,MAR,Africa,Benin,1.0,0.0,0.0,65.0,9
10710,Morocco,MAR,Africa,Brazil,1.0,0.0,0.0,65.0,9
10711,Morocco,MAR,Africa,Burkina Faso,1.0,0.0,0.0,65.0,9
10712,Morocco,MAR,Africa,Cameroon,2.0,0.6931471805599453,0.11090398820673722,65.0,9
10713,Morocco,MAR,Africa,Canada,1.0,0.0,0.0,65.0,9
10714,Morocco,MAR,Africa,Cabo Verde,1.0,0.0,0.0,65.0,9
10715,Morocco,MAR,Africa,Congo,2.0,0.6931471805599453,0.11090398820673722,65.0,9
10716,Morocco,MAR,Africa,"Congo, Democratic Republic of the",1.0,0.0,0.0,65.0,9
10717,Morocco,MAR,Africa,Côte d'Ivoire,1.0,0.0,0.0,65.0,9
10718,Morocco,MAR,Africa,Denmark,1.0,0.0,0.0,65.0,9
10719,Morocco,MAR,Africa,Egypt,2.0,0.6931471805599453,0.11090398820673722,65.0,9
10720,Morocco,MAR,Africa,Equatorial Guinea,1.0,0.0,0.0,65.0,9
10721,Morocco,MAR,Africa,France,80.0,4.382026634673881,0.7011270388792287,65.0,9
10722,Morocco,MAR,Africa,Gabon,1.0,0.0,0.0,65.0,9
10723,Morocco,MAR,Africa,Gambia,1.0,0.0,0.0,65.0,9
10724,Morocco,MAR,Africa,Germany,21.0,3.044522437723423,0.48712551965610207,65.0,9
10725,Morocco,MAR,Africa,Guinea,1.0,0.0,0.0,65.0,9
10726,Morocco,MAR,Africa,Guinea-Bissau,1.0,0.0,0.0,65.0,9
10727,Morocco,MAR,Africa,Ireland,1.0,0.0,0.0,65.0,9
10728,Morocco,MAR,Africa,Italy,17.0,2.833213344056216,0.4533159307415043,65.0,9
10729,Morocco,MAR,Africa,Lebanon,1.0,0.0,0.0,65.0,9
10730,Morocco,MAR,Africa,Liberia,1.0,0.0,0.0,65.0,9
10731,Morocco,MAR,Africa,Libya,5.0,1.6094379124341003,0.25751108605227985,65.0,9
10732,Morocco,MAR,Africa,Luxembourg,2.0,0.6931471805599453,0.11090398820673722,65.0,9
10733,Morocco,MAR,Africa,Mali,1.0,0.0,0.0,65.0,9
10734,Morocco,MAR,Africa,Mauritania,3.0,1.0986122886681098,0.17577866248809984,65.0,9
10735,Morocco,MAR,Africa,Netherlands,11.0,2.3978952727983707,0.3836647634353647,65.0,9
10736,Morocco,MAR,Africa,Niger,1.0,0.0,0.0,65.0,9
10737,Morocco,MAR,Africa,Norway,1.0,0.0,0.0,65.0,9
10738,Morocco,MAR,Africa,Portugal,4.0,1.3862943611198906,0.22180797641347444,65.0,9
10739,Morocco,MAR,Africa,Qatar,1.0,0.0,0.0,65.0,9
10740,Morocco,MAR,Africa,Russian Federation,2.0,0.6931471805599453,0.11090398820673722,65.0,9
10741,Morocco,MAR,Africa,Saudi Arabia,4.0,1.3862943611198906,0.22180797641347444,65.0,9
10742,Morocco,MAR,Africa,Senegal,1.0,0.0,0.0,65.0,9
10743,Morocco,MAR,Africa,Sierra Leone,1.0,0.0,0.0,65.0,9
10744,Morocco,MAR,Africa,Spain,39.0,3.6635616461296463,0.5861721853485615,65.0,9
10745,Morocco,MAR,Africa,Sweden,1.0,0.0,0.0,65.0,9
10746,Morocco,MAR,Africa,Switzerland,5.0,1.6094379124341003,0.25751108605227985,65.0,9
10747,Morocco,MAR,Africa,Togo,1.0,0.0,0.0,65.0,9
10748,Morocco,MAR,Africa,Tunisia,2.0,0.6931471805599453,0.11090398820673722,65.0,9
10749,Morocco,MAR,Africa,Turkey,3.0,1.0986122886681098,0.17577866248809984,65.0,9
10750,Morocco,MAR,Africa,United Arab Emirates,4.0,1.3862943611198906,0.22180797641347444,65.0,9
10751,Morocco,MAR,Africa,United Kingdom of Great Britain and Northern Ireland,26.0,3.258096538021482,0.5212975110671989,65.0,9
10752,Morocco,MAR,Africa,United States of America,1.0,0.0,0.0,65.0,9
10753,Morocco,MAR,Africa,Western Sahara,4.0,1.3862943611198906,0.22180797641347444,65.0,9
10850,Mozambique,MOZ,Africa,Angola,1.0,0.0,0.0,115.0,16
10851,Mozambique,MOZ,Africa,Ethiopia,1.0,0.0,0.0,115.0,16
10852,Mozambique,MOZ,Africa,Kenya,4.0,1.3862943611198906,0.22180797641347444,115.0,16
10853,Mozambique,MOZ,Africa,Portugal,1.0,0.0,0.0,115.0,16
10854,Mozambique,MOZ,Africa,South Africa,15.0,2.70805020110221,0.4332897485403797,115.0,16
10855,Mozambique,MOZ,Africa,"Tanzania, United Republic of",1.0,0.0,0.0,115.0,16
10892,Myanmar,MMR,Asia,Bangladesh,1.0,0.0,0.0,92.0,13
10893,Myanmar,MMR,Asia,Cambodia,1.0,0.0,0.0,92.0,13
10894,Myanmar,MMR,Asia,China,8.0,2.0794415416798357,0.33271196462021163,92.0,13
10895,Myanmar,MMR,Asia,Hong Kong,1.0,0.0,0.0,92.0,13
10896,Myanmar,MMR,Asia,India,1.0,0.0,0.0,92.0,13
10897,Myanmar,MMR,Asia,Japan,1.0,0.0,0.0,92.0,13
10898,Myanmar,MMR,Asia,Malaysia,3.0,1.0986122886681098,0.17577866248809984,92.0,13
10899,Myanmar,MMR,Asia,Qatar,1.0,0.0,0.0,92.0,13
10900,Myanmar,MMR,Asia,Singapore,6.0,1.791759469228055,0.28668265069483706,92.0,13
10901,Myanmar,MMR,Asia,"Korea, Republic of",3.0,1.0986122886681098,0.17577866248809984,92.0,13
10902,Myanmar,MMR,Asia,Taiwan,1.0,0.0,0.0,92.0,13
10903,Myanmar,MMR,Asia,Thailand,12.0,2.4849066497880004,0.3975866389015743,92.0,13
10904,Myanmar,MMR,Asia,Viet Nam,2.0,0.6931471805599453,0.11090398820673722,92.0,13
10957,Namibia,NAM,Africa,Angola,3.0,1.0986122886681098,0.17577866248809984,161.0,23
10958,Namibia,NAM,Africa,Botswana,1.0,0.0,0.0,161.0,23
10959,Namibia,NAM,Africa,Germany,1.0,0.0,0.0,161.0,23
10960,Namibia,NAM,Africa,Ghana,1.0,0.0,0.0,161.0,23
10961,Namibia,NAM,Africa,South Africa,9.0,2.1972245773362196,0.3515573249761997,161.0,23
10962,Namibia,NAM,Africa,Zambia,2.0,0.6931471805599453,0.11090398820673722,161.0,23
10963,Namibia,NAM,Africa,Zimbabwe,2.0,0.6931471805599453,0.11090398820673722,161.0,23
10985,Nauru,NRU,Oceania,Australia,1.0,0.0,0.0,999.0,142
10986,Nauru,NRU,Oceania,Kiribati,1.0,0.0,0.0,999.0,142
10987,Nauru,NRU,Oceania,Marshall Islands,1.0,0.0,0.0,999.0,142
10988,Nepal,NPL,Asia,Bangladesh,4.0,1.3862943611198906,0.22180797641347444,111.0,15
10989,Nepal,NPL,Asia,Bhutan,1.0,0.0,0.0,111.0,15
10990,Nepal,NPL,Asia,China,4.0,1.3862943611198906,0.22180797641347444,111.0,15
10991,Nepal,NPL,Asia,Hong Kong,1.0,0.0,0.0,111.0,15
10992,Nepal,NPL,Asia,India,8.0,2.0794415416798357,0.33271196462021163,111.0,15
10993,Nepal,NPL,Asia,Malaysia,3.0,1.0986122886681098,0.17577866248809984,111.0,15
10994,Nepal,NPL,Asia,Oman,1.0,0.0,0.0,111.0,15
10995,Nepal,NPL,Asia,Pakistan,1.0,0.0,0.0,111.0,15
10996,Nepal,NPL,Asia,Qatar,2.0,0.6931471805599453,0.11090398820673722,111.0,15
10997,Nepal,NPL,Asia,Singapore,2.0,0.6931471805599453,0.11090398820673722,111.0,15
10998,Nepal,NPL,Asia,"Korea, Republic of",1.0,0.0,0.0,111.0,15
10999,Nepal,NPL,Asia,Thailand,2.0,0.6931471805599453,0.11090398820673722,111.0,15
11000,Nepal,NPL,Asia,Turkey,1.0,0.0,0.0,111.0,15
11001,Nepal,NPL,Asia,United Arab Emirates,4.0,1.3862943611198906,0.22180797641347444,111.0,15
11016,Netherlands,NLD,Europe,Angola,1.0,0.0,0.0,49.0,7
11017,Netherlands,NLD,Europe,Argentina,1.0,0.0,0.0,49.0,7
11018,Netherlands,NLD,Europe,Aruba,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11019,Netherlands,NLD,Europe,Austria,5.0,1.6094379124341003,0.25751108605227985,49.0,7
11020,Netherlands,NLD,Europe,Belarus,1.0,0.0,0.0,49.0,7
11021,Netherlands,NLD,Europe,Belgium,1.0,0.0,0.0,49.0,7
11022,Netherlands,NLD,Europe,Brazil,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11023,Netherlands,NLD,Europe,Bulgaria,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11024,Netherlands,NLD,Europe,Canada,10.0,2.302585092994046,0.3684150742590171,49.0,7
11025,Netherlands,NLD,Europe,Cabo Verde,1.0,0.0,0.0,49.0,7
11026,Netherlands,NLD,Europe,China,13.0,2.5649493574615367,0.4103935228604617,49.0,7
11027,Netherlands,NLD,Europe,Croatia,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11028,Netherlands,NLD,Europe,Cuba,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11029,Netherlands,NLD,Europe,Cyprus,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11030,Netherlands,NLD,Europe,Czechia,5.0,1.6094379124341003,0.25751108605227985,49.0,7
11031,Netherlands,NLD,Europe,Denmark,11.0,2.3978952727983707,0.3836647634353647,49.0,7
11032,Netherlands,NLD,Europe,Dominican Republic,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11033,Netherlands,NLD,Europe,Ecuador,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11034,Netherlands,NLD,Europe,Egypt,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11035,Netherlands,NLD,Europe,Estonia,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11036,Netherlands,NLD,Europe,Finland,4.0,1.3862943611198906,0.22180797641347444,49.0,7
11037,Netherlands,NLD,Europe,France,34.0,3.5263605246161616,0.5642199189482415,49.0,7
11038,Netherlands,NLD,Europe,Georgia,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11039,Netherlands,NLD,Europe,Germany,25.0,3.2188758248682006,0.5150221721045597,49.0,7
11040,Netherlands,NLD,Europe,Ghana,1.0,0.0,0.0,49.0,7
11041,Netherlands,NLD,Europe,Greece,21.0,3.044522437723423,0.48712551965610207,49.0,7
11042,Netherlands,NLD,Europe,Guernsey,1.0,0.0,0.0,49.0,7
11043,Netherlands,NLD,Europe,Hong Kong,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11044,Netherlands,NLD,Europe,Hungary,4.0,1.3862943611198906,0.22180797641347444,49.0,7
11045,Netherlands,NLD,Europe,Iceland,1.0,0.0,0.0,49.0,7
11046,Netherlands,NLD,Europe,India,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11047,Netherlands,NLD,Europe,Iran (Islamic Republic of),1.0,0.0,0.0,49.0,7
11048,Netherlands,NLD,Europe,Iraq,1.0,0.0,0.0,49.0,7
11049,Netherlands,NLD,Europe,Ireland,4.0,1.3862943611198906,0.22180797641347444,49.0,7
11050,Netherlands,NLD,Europe,Israel,4.0,1.3862943611198906,0.22180797641347444,49.0,7
11051,Netherlands,NLD,Europe,Italy,42.0,3.7376696182833684,0.5980295078628393,49.0,7
11052,Netherlands,NLD,Europe,Japan,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11053,Netherlands,NLD,Europe,Jersey,1.0,0.0,0.0,49.0,7
11054,Netherlands,NLD,Europe,Jordan,1.0,0.0,0.0,49.0,7
11055,Netherlands,NLD,Europe,Kazakhstan,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11056,Netherlands,NLD,Europe,Kenya,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11057,Netherlands,NLD,Europe,Kuwait,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11058,Netherlands,NLD,Europe,Latvia,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11059,Netherlands,NLD,Europe,Lithuania,1.0,0.0,0.0,49.0,7
11060,Netherlands,NLD,Europe,Luxembourg,1.0,0.0,0.0,49.0,7
11061,Netherlands,NLD,Europe,North Macedonia,1.0,0.0,0.0,49.0,7
11062,Netherlands,NLD,Europe,Malaysia,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11063,Netherlands,NLD,Europe,Malta,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11064,Netherlands,NLD,Europe,Mexico,1.0,0.0,0.0,49.0,7
11065,Netherlands,NLD,Europe,Morocco,10.0,2.302585092994046,0.3684150742590171,49.0,7
11066,Netherlands,NLD,Europe,Netherlands Antilles,4.0,1.3862943611198906,0.22180797641347444,49.0,7
11067,Netherlands,NLD,Europe,Nigeria,1.0,0.0,0.0,49.0,7
11068,Netherlands,NLD,Europe,Norway,15.0,2.70805020110221,0.4332897485403797,49.0,7
11069,Netherlands,NLD,Europe,Panama,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11070,Netherlands,NLD,Europe,Peru,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11071,Netherlands,NLD,Europe,Poland,9.0,2.1972245773362196,0.3515573249761997,49.0,7
11072,Netherlands,NLD,Europe,Portugal,23.0,3.1354942159291497,0.5016810618269921,49.0,7
11073,Netherlands,NLD,Europe,Qatar,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11074,Netherlands,NLD,Europe,Romania,4.0,1.3862943611198906,0.22180797641347444,49.0,7
11075,Netherlands,NLD,Europe,Russian Federation,4.0,1.3862943611198906,0.22180797641347444,49.0,7
11076,Netherlands,NLD,Europe,Rwanda,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11077,Netherlands,NLD,Europe,Saudi Arabia,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11078,Netherlands,NLD,Europe,Serbia,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11079,Netherlands,NLD,Europe,Singapore,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11080,Netherlands,NLD,Europe,Slovenia,1.0,0.0,0.0,49.0,7
11081,Netherlands,NLD,Europe,South Africa,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11082,Netherlands,NLD,Europe,"Korea, Republic of",2.0,0.6931471805599453,0.11090398820673722,49.0,7
11083,Netherlands,NLD,Europe,Spain,68.0,4.219507705176107,0.6751239071549787,49.0,7
11084,Netherlands,NLD,Europe,Suriname,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11085,Netherlands,NLD,Europe,Sweden,7.0,1.9459101490553132,0.3113468571680022,49.0,7
11086,Netherlands,NLD,Europe,Switzerland,6.0,1.791759469228055,0.28668265069483706,49.0,7
11087,Netherlands,NLD,Europe,Taiwan,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11088,Netherlands,NLD,Europe,"Tanzania, United Republic of",3.0,1.0986122886681098,0.17577866248809984,49.0,7
11089,Netherlands,NLD,Europe,Thailand,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11090,Netherlands,NLD,Europe,Tunisia,1.0,0.0,0.0,49.0,7
11091,Netherlands,NLD,Europe,Turkey,24.0,3.1780538303479458,0.5084906271083115,49.0,7
11092,Netherlands,NLD,Europe,Ukraine,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11093,Netherlands,NLD,Europe,United Arab Emirates,10.0,2.302585092994046,0.3684150742590171,49.0,7
11094,Netherlands,NLD,Europe,United Kingdom of Great Britain and Northern Ireland,54.0,3.9889840465642745,0.6382399756710367,49.0,7
11095,Netherlands,NLD,Europe,United States of America,39.0,3.6635616461296463,0.5861721853485615,49.0,7
11096,Netherlands,NLD,Europe,Zimbabwe,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11178,New Caledonia,NCL,Oceania,Australia,4.0,1.3862943611198906,0.22180797641347444,999.0,142
11179,New Caledonia,NCL,Oceania,Fiji,1.0,0.0,0.0,999.0,142
11180,New Caledonia,NCL,Oceania,French Polynesia,1.0,0.0,0.0,999.0,142
11181,New Caledonia,NCL,Oceania,Japan,2.0,0.6931471805599453,0.11090398820673722,999.0,142
11182,New Caledonia,NCL,Oceania,New Zealand,2.0,0.6931471805599453,0.11090398820673722,999.0,142
11183,New Caledonia,NCL,Oceania,Vanuatu,2.0,0.6931471805599453,0.11090398820673722,999.0,142
11184,New Caledonia,NCL,Oceania,Wallis and Futuna,1.0,0.0,0.0,999.0,142
11192,New Zealand,NZL,Oceania,Australia,64.0,4.1588830833596715,0.6654239292404233,65.0,9
11193,New Zealand,NZL,Oceania,Chile,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11194,New Zealand,NZL,Oceania,China,3.0,1.0986122886681098,0.17577866248809984,65.0,9
11195,New Zealand,NZL,Oceania,Cook Islands,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11196,New Zealand,NZL,Oceania,Fiji,3.0,1.0986122886681098,0.17577866248809984,65.0,9
11197,New Zealand,NZL,Oceania,French Polynesia,4.0,1.3862943611198906,0.22180797641347444,65.0,9
11198,New Zealand,NZL,Oceania,Hong Kong,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11199,New Zealand,NZL,Oceania,Japan,3.0,1.0986122886681098,0.17577866248809984,65.0,9
11200,New Zealand,NZL,Oceania,Malaysia,1.0,0.0,0.0,65.0,9
11201,New Zealand,NZL,Oceania,New Caledonia,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11202,New Zealand,NZL,Oceania,Samoa,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11203,New Zealand,NZL,Oceania,Singapore,5.0,1.6094379124341003,0.25751108605227985,65.0,9
11204,New Zealand,NZL,Oceania,"Korea, Republic of",1.0,0.0,0.0,65.0,9
11205,New Zealand,NZL,Oceania,Thailand,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11206,New Zealand,NZL,Oceania,Tonga,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11207,New Zealand,NZL,Oceania,United States of America,4.0,1.3862943611198906,0.22180797641347444,65.0,9
11208,New Zealand,NZL,Oceania,Vanuatu,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11209,Nicaragua,NIC,Americas,Costa Rica,4.0,1.3862943611198906,0.22180797641347444,126.0,18
11210,Nicaragua,NIC,Americas,El Salvador,2.0,0.6931471805599453,0.11090398820673722,126.0,18
11211,Nicaragua,NIC,Americas,Guatemala,1.0,0.0,0.0,126.0,18
11212,Nicaragua,NIC,Americas,Panama,2.0,0.6931471805599453,0.11090398820673722,126.0,18
11213,Nicaragua,NIC,Americas,United States of America,6.0,1.791759469228055,0.28668265069483706,126.0,18
11219,Niger,NER,Africa,Algeria,1.0,0.0,0.0,78.0,11
11220,Niger,NER,Africa,Benin,1.0,0.0,0.0,78.0,11
11221,Niger,NER,Africa,Burkina Faso,8.0,2.0794415416798357,0.33271196462021163,78.0,11
11222,Niger,NER,Africa,Chad,1.0,0.0,0.0,78.0,11
11223,Niger,NER,Africa,Ethiopia,1.0,0.0,0.0,78.0,11
11224,Niger,NER,Africa,France,3.0,1.0986122886681098,0.17577866248809984,78.0,11
11225,Niger,NER,Africa,Morocco,1.0,0.0,0.0,78.0,11
11226,Niger,NER,Africa,Nigeria,1.0,0.0,0.0,78.0,11
11275,Nigeria,NGA,Africa,Benin,3.0,1.0986122886681098,0.17577866248809984,73.0,10
11276,Nigeria,NGA,Africa,Cameroon,2.0,0.6931471805599453,0.11090398820673722,73.0,10
11277,Nigeria,NGA,Africa,Chad,2.0,0.6931471805599453,0.11090398820673722,73.0,10
11278,Nigeria,NGA,Africa,Côte d'Ivoire,4.0,1.3862943611198906,0.22180797641347444,73.0,10
11279,Nigeria,NGA,Africa,Egypt,3.0,1.0986122886681098,0.17577866248809984,73.0,10
11280,Nigeria,NGA,Africa,Equatorial Guinea,2.0,0.6931471805599453,0.11090398820673722,73.0,10
11281,Nigeria,NGA,Africa,Ethiopia,3.0,1.0986122886681098,0.17577866248809984,73.0,10
11282,Nigeria,NGA,Africa,France,4.0,1.3862943611198906,0.22180797641347444,73.0,10
11283,Nigeria,NGA,Africa,Gabon,1.0,0.0,0.0,73.0,10
11284,Nigeria,NGA,Africa,Germany,4.0,1.3862943611198906,0.22180797641347444,73.0,10
11285,Nigeria,NGA,Africa,Ghana,6.0,1.791759469228055,0.28668265069483706,73.0,10
11286,Nigeria,NGA,Africa,Jordan,1.0,0.0,0.0,73.0,10
11287,Nigeria,NGA,Africa,Kenya,1.0,0.0,0.0,73.0,10
11288,Nigeria,NGA,Africa,Lebanon,2.0,0.6931471805599453,0.11090398820673722,73.0,10
11289,Nigeria,NGA,Africa,Liberia,1.0,0.0,0.0,73.0,10
11290,Nigeria,NGA,Africa,Mali,1.0,0.0,0.0,73.0,10
11291,Nigeria,NGA,Africa,Morocco,1.0,0.0,0.0,73.0,10
11292,Nigeria,NGA,Africa,Netherlands,1.0,0.0,0.0,73.0,10
11293,Nigeria,NGA,Africa,Niger,1.0,0.0,0.0,73.0,10
11294,Nigeria,NGA,Africa,Qatar,1.0,0.0,0.0,73.0,10
11295,Nigeria,NGA,Africa,Rwanda,1.0,0.0,0.0,73.0,10
11296,Nigeria,NGA,Africa,Saudi Arabia,1.0,0.0,0.0,73.0,10
11297,Nigeria,NGA,Africa,Senegal,1.0,0.0,0.0,73.0,10
11298,Nigeria,NGA,Africa,Sierra Leone,1.0,0.0,0.0,73.0,10
11299,Nigeria,NGA,Africa,South Africa,2.0,0.6931471805599453,0.11090398820673722,73.0,10
11300,Nigeria,NGA,Africa,Spain,1.0,0.0,0.0,73.0,10
11301,Nigeria,NGA,Africa,Sudan,1.0,0.0,0.0,73.0,10
11302,Nigeria,NGA,Africa,Togo,2.0,0.6931471805599453,0.11090398820673722,73.0,10
11303,Nigeria,NGA,Africa,Turkey,1.0,0.0,0.0,73.0,10
11304,Nigeria,NGA,Africa,United Arab Emirates,2.0,0.6931471805599453,0.11090398820673722,73.0,10
11305,Nigeria,NGA,Africa,United Kingdom of Great Britain and Northern Ireland,4.0,1.3862943611198906,0.22180797641347444,73.0,10
11306,Nigeria,NGA,Africa,United States of America,3.0,1.0986122886681098,0.17577866248809984,73.0,10
11403,Niue,NIU,Oceania,New Zealand,1.0,0.0,0.0,999.0,142
11404,Norfolk Island,NFK,Oceania,Australia,2.0,0.6931471805599453,0.11090398820673722,999.0,142
11405,Norfolk Island,NFK,Oceania,New Zealand,1.0,0.0,0.0,999.0,142
11406,North Macedonia,MKD,Europe,Austria,1.0,0.0,0.0,65.0,9
11407,North Macedonia,MKD,Europe,Belgium,1.0,0.0,0.0,65.0,9
11408,North Macedonia,MKD,Europe,Croatia,1.0,0.0,0.0,65.0,9
11409,North Macedonia,MKD,Europe,Germany,5.0,1.6094379124341003,0.25751108605227985,65.0,9
11410,North Macedonia,MKD,Europe,Italy,3.0,1.0986122886681098,0.17577866248809984,65.0,9
11411,North Macedonia,MKD,Europe,Netherlands,1.0,0.0,0.0,65.0,9
11412,North Macedonia,MKD,Europe,Serbia,1.0,0.0,0.0,65.0,9
11413,North Macedonia,MKD,Europe,Slovenia,1.0,0.0,0.0,65.0,9
11414,North Macedonia,MKD,Europe,Sweden,3.0,1.0986122886681098,0.17577866248809984,65.0,9
11415,North Macedonia,MKD,Europe,Switzerland,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11416,North Macedonia,MKD,Europe,Turkey,2.0,0.6931471805599453,0.11090398820673722,65.0,9
11417,North Macedonia,MKD,Europe,United Arab Emirates,1.0,0.0,0.0,65.0,9
11418,North Macedonia,MKD,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,0.0,0.0,65.0,9
11458,Northern Mariana Islands,MNP,Oceania,China,3.0,1.0986122886681098,0.17577866248809984,999.0,142
11459,Northern Mariana Islands,MNP,Oceania,Guam,2.0,0.6931471805599453,0.11090398820673722,999.0,142
11460,Northern Mariana Islands,MNP,Oceania,Japan,3.0,1.0986122886681098,0.17577866248809984,999.0,142
11461,Northern Mariana Islands,MNP,Oceania,"Korea, Republic of",2.0,0.6931471805599453,0.11090398820673722,999.0,142
11462,Norway,NOR,Europe,Austria,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11463,Norway,NOR,Europe,Belgium,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11464,Norway,NOR,Europe,Bulgaria,1.0,0.0,0.0,49.0,7
11465,Norway,NOR,Europe,Croatia,9.0,2.1972245773362196,0.3515573249761997,49.0,7
11466,Norway,NOR,Europe,Cyprus,1.0,0.0,0.0,49.0,7
11467,Norway,NOR,Europe,Czechia,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11468,Norway,NOR,Europe,Denmark,29.0,3.367295829986474,0.5387694669921819,49.0,7
11469,Norway,NOR,Europe,Estonia,6.0,1.791759469228055,0.28668265069483706,49.0,7
11470,Norway,NOR,Europe,Faroe Islands,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11471,Norway,NOR,Europe,Finland,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11472,Norway,NOR,Europe,France,15.0,2.70805020110221,0.4332897485403797,49.0,7
11473,Norway,NOR,Europe,Germany,26.0,3.258096538021482,0.5212975110671989,49.0,7
11474,Norway,NOR,Europe,Greece,11.0,2.3978952727983707,0.3836647634353647,49.0,7
11475,Norway,NOR,Europe,Hungary,1.0,0.0,0.0,49.0,7
11476,Norway,NOR,Europe,Iceland,6.0,1.791759469228055,0.28668265069483706,49.0,7
11477,Norway,NOR,Europe,Ireland,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11478,Norway,NOR,Europe,Italy,14.0,2.6390573296152584,0.4222508453747394,49.0,7
11479,Norway,NOR,Europe,Latvia,10.0,2.302585092994046,0.3684150742590171,49.0,7
11480,Norway,NOR,Europe,Lithuania,8.0,2.0794415416798357,0.33271196462021163,49.0,7
11481,Norway,NOR,Europe,Malta,2.0,0.6931471805599453,0.11090398820673722,49.0,7
11482,Norway,NOR,Europe,Morocco,1.0,0.0,0.0,49.0,7
11483,Norway,NOR,Europe,Netherlands,15.0,2.70805020110221,0.4332897485403797,49.0,7
11484,Norway,NOR,Europe,Pakistan,1.0,0.0,0.0,49.0,7
11485,Norway,NOR,Europe,Poland,31.0,3.4339872044851463,0.549440129181007,49.0,7
11486,Norway,NOR,Europe,Portugal,3.0,1.0986122886681098,0.17577866248809984,49.0,7
11487,Norway,NOR,Europe,Qatar,1.0,0.0,0.0,49.0,7
11488,Norway,NOR,Europe,Romania,1.0,0.0,0.0,49.0,7
11489,Norway,NOR,Europe,Russian Federation,4.0,1.3862943611198906,0.22180797641347444,49.0,7
