,src,iso_code,region,trg,weighted,log-weight,norm-log-weight,days_since_100_cases_in_China_2019,weeks_since_100_cases
2553,Canada,CAN,Americas,United Arab Emirates,3.0,1.0986122886681098,0.17577866248809984,54.0,7
2554,Canada,CAN,Americas,United Kingdom of Great Britain and Northern Ireland,41.0,3.713572066704308,0.5941738843371454,54.0,7
2555,Canada,CAN,Americas,United States of America,363.0,5.8944028342648505,0.9431081893588291,54.0,7
2621,Cayman Islands,CYM,Americas,Bahamas,1.0,0.0,0.0,123.0,17
2622,Cayman Islands,CYM,Americas,Canada,2.0,0.6931471805599453,0.11090398820673722,123.0,17
2623,Cayman Islands,CYM,Americas,Cuba,1.0,0.0,0.0,123.0,17
2624,Cayman Islands,CYM,Americas,Honduras,2.0,0.6931471805599453,0.11090398820673722,123.0,17
2625,Cayman Islands,CYM,Americas,Jamaica,1.0,0.0,0.0,123.0,17
2626,Cayman Islands,CYM,Americas,United States of America,16.0,2.772588722239781,0.4436159528269489,123.0,17
2633,Central African Republic,CAF,Africa,Cameroon,2.0,0.6931471805599453,0.11090398820673722,112.0,16
2634,Central African Republic,CAF,Africa,Morocco,1.0,0.0,0.0,112.0,16
2645,Chad,TCD,Africa,Cameroon,3.0,1.0986122886681098,0.17577866248809984,106.0,15
2646,Chad,TCD,Africa,Ethiopia,1.0,0.0,0.0,106.0,15
2647,Chad,TCD,Africa,France,1.0,0.0,0.0,106.0,15
2648,Chad,TCD,Africa,Niger,1.0,0.0,0.0,106.0,15
2649,Chad,TCD,Africa,Nigeria,2.0,0.6931471805599453,0.11090398820673722,106.0,15
2650,Chad,TCD,Africa,Turkey,1.0,0.0,0.0,106.0,15
2681,Chile,CHL,Americas,Argentina,10.0,2.302585092994046,0.3684150742590171,59.0,8
2682,Chile,CHL,Americas,Australia,2.0,0.6931471805599453,0.11090398820673722,59.0,8
2683,Chile,CHL,Americas,Bolivia,3.0,1.0986122886681098,0.17577866248809984,59.0,8
2684,Chile,CHL,Americas,Brazil,6.0,1.791759469228055,0.28668265069483706,59.0,8
2685,Chile,CHL,Americas,Canada,1.0,0.0,0.0,59.0,8
2686,Chile,CHL,Americas,Colombia,2.0,0.6931471805599453,0.11090398820673722,59.0,8
2687,Chile,CHL,Americas,Dominican Republic,1.0,0.0,0.0,59.0,8
2688,Chile,CHL,Americas,Ecuador,2.0,0.6931471805599453,0.11090398820673722,59.0,8
2689,Chile,CHL,Americas,France,2.0,0.6931471805599453,0.11090398820673722,59.0,8
2690,Chile,CHL,Americas,French Polynesia,1.0,0.0,0.0,59.0,8
2691,Chile,CHL,Americas,Mexico,3.0,1.0986122886681098,0.17577866248809984,59.0,8
2692,Chile,CHL,Americas,New Zealand,2.0,0.6931471805599453,0.11090398820673722,59.0,8
2693,Chile,CHL,Americas,Panama,1.0,0.0,0.0,59.0,8
2694,Chile,CHL,Americas,Paraguay,2.0,0.6931471805599453,0.11090398820673722,59.0,8
2695,Chile,CHL,Americas,Peru,7.0,1.9459101490553132,0.3113468571680022,59.0,8
2696,Chile,CHL,Americas,Spain,2.0,0.6931471805599453,0.11090398820673722,59.0,8
2697,Chile,CHL,Americas,United States of America,10.0,2.302585092994046,0.3684150742590171,59.0,8
2698,Chile,CHL,Americas,Uruguay,2.0,0.6931471805599453,0.11090398820673722,59.0,8
2699,Chile,CHL,Americas,Venezuela (Bolivarian Republic of),1.0,0.0,0.0,59.0,8
2738,China,CHN,Asia,Algeria,1.0,0.0,0.0,1.0,0
2739,China,CHN,Asia,Angola,1.0,0.0,0.0,1.0,0
2740,China,CHN,Asia,Australia,17.0,2.833213344056216,0.4533159307415043,1.0,0
2741,China,CHN,Asia,Austria,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2742,China,CHN,Asia,Azerbaijan,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2743,China,CHN,Asia,Bangladesh,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2744,China,CHN,Asia,Belgium,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2745,China,CHN,Asia,Brunei,1.0,0.0,0.0,1.0,0
2746,China,CHN,Asia,Myanmar,8.0,2.0794415416798357,0.33271196462021163,1.0,0
2747,China,CHN,Asia,Cambodia,11.0,2.3978952727983707,0.3836647634353647,1.0,0
2748,China,CHN,Asia,Canada,15.0,2.70805020110221,0.4332897485403797,1.0,0
2749,China,CHN,Asia,Denmark,3.0,1.0986122886681098,0.17577866248809984,1.0,0
2750,China,CHN,Asia,Egypt,4.0,1.3862943611198906,0.22180797641347444,1.0,0
2751,China,CHN,Asia,Ethiopia,6.0,1.791759469228055,0.28668265069483706,1.0,0
2752,China,CHN,Asia,Finland,6.0,1.791759469228055,0.28668265069483706,1.0,0
2753,China,CHN,Asia,France,10.0,2.302585092994046,0.3684150742590171,1.0,0
2754,China,CHN,Asia,Georgia,1.0,0.0,0.0,1.0,0
2755,China,CHN,Asia,Germany,19.0,2.9444389791664403,0.47111210285402194,1.0,0
2756,China,CHN,Asia,Hong Kong,118.0,4.770684624465665,0.7633125635776076,1.0,0
2757,China,CHN,Asia,India,6.0,1.791759469228055,0.28668265069483706,1.0,0
2758,China,CHN,Asia,Indonesia,13.0,2.5649493574615367,0.4103935228604617,1.0,0
2759,China,CHN,Asia,Iran (Islamic Republic of),4.0,1.3862943611198906,0.22180797641347444,1.0,0
2760,China,CHN,Asia,Israel,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2761,China,CHN,Asia,Italy,5.0,1.6094379124341003,0.25751108605227985,1.0,0
2762,China,CHN,Asia,Japan,140.0,4.941642422609304,0.7906659196337564,1.0,0
2763,China,CHN,Asia,Kazakhstan,7.0,1.9459101490553132,0.3113468571680022,1.0,0
2764,China,CHN,Asia,Kenya,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2765,China,CHN,Asia,Kyrgyzstan,5.0,1.6094379124341003,0.25751108605227985,1.0,0
2766,China,CHN,Asia,Lao People's Democratic Republic,5.0,1.6094379124341003,0.25751108605227985,1.0,0
2767,China,CHN,Asia,Macao,46.0,3.828641396489095,0.6125850500337293,1.0,0
2768,China,CHN,Asia,Malaysia,29.0,3.367295829986474,0.5387694669921819,1.0,0
2769,China,CHN,Asia,Maldives,4.0,1.3862943611198906,0.22180797641347444,1.0,0
2770,China,CHN,Asia,Mauritius,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2771,China,CHN,Asia,Mexico,1.0,0.0,0.0,1.0,0
2772,China,CHN,Asia,Mongolia,4.0,1.3862943611198906,0.22180797641347444,1.0,0
2773,China,CHN,Asia,Nepal,4.0,1.3862943611198906,0.22180797641347444,1.0,0
2774,China,CHN,Asia,Netherlands,13.0,2.5649493574615367,0.4103935228604617,1.0,0
2775,China,CHN,Asia,New Zealand,3.0,1.0986122886681098,0.17577866248809984,1.0,0
2776,China,CHN,Asia,Korea (Democratic People's Republic of),3.0,1.0986122886681098,0.17577866248809984,1.0,0
2777,China,CHN,Asia,Northern Mariana Islands,3.0,1.0986122886681098,0.17577866248809984,1.0,0
2778,China,CHN,Asia,Pakistan,4.0,1.3862943611198906,0.22180797641347444,1.0,0
2779,China,CHN,Asia,Philippines,13.0,2.5649493574615367,0.4103935228604617,1.0,0
2780,China,CHN,Asia,Poland,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2781,China,CHN,Asia,Qatar,6.0,1.791759469228055,0.28668265069483706,1.0,0
2782,China,CHN,Asia,Russian Federation,46.0,3.828641396489095,0.6125850500337293,1.0,0
2783,China,CHN,Asia,Saudi Arabia,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2784,China,CHN,Asia,Singapore,45.0,3.8066624897703196,0.6090684110284795,1.0,0
2785,China,CHN,Asia,South Africa,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2786,China,CHN,Asia,"Korea, Republic of",152.0,5.0238805208462765,0.8038240674742336,1.0,0
2787,China,CHN,Asia,Spain,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2788,China,CHN,Asia,Sri Lanka,3.0,1.0986122886681098,0.17577866248809984,1.0,0
2789,China,CHN,Asia,Sweden,2.0,0.6931471805599453,0.11090398820673722,1.0,0
2790,China,CHN,Asia,Switzerland,3.0,1.0986122886681098,0.17577866248809984,1.0,0
2791,China,CHN,Asia,Taiwan,191.0,5.25227342804663,0.8403670773818673,1.0,0
2792,China,CHN,Asia,Tajikistan,4.0,1.3862943611198906,0.22180797641347444,1.0,0
2793,China,CHN,Asia,Thailand,73.0,4.290459441148391,0.6864762298798018,1.0,0
2794,China,CHN,Asia,Turkey,7.0,1.9459101490553132,0.3113468571680022,1.0,0
2795,China,CHN,Asia,Turkmenistan,1.0,0.0,0.0,1.0,0
2796,China,CHN,Asia,United Arab Emirates,14.0,2.6390573296152584,0.4222508453747394,1.0,0
2797,China,CHN,Asia,United Kingdom of Great Britain and Northern Ireland,11.0,2.3978952727983707,0.3836647634353647,1.0,0
2798,China,CHN,Asia,United States of America,58.0,4.060443010546419,0.649673455198919,1.0,0
2799,China,CHN,Asia,Uzbekistan,4.0,1.3862943611198906,0.22180797641347444,1.0,0
2800,China,CHN,Asia,Viet Nam,23.0,3.1354942159291497,0.5016810618269921,1.0,0
3746,Christmas Island,CXR,Oceania,Australia,1.0,0.0,0.0,999.0,142
3747,Christmas Island,CXR,Oceania,Cocos (Keeling) Islands,1.0,0.0,0.0,999.0,142
3750,Cocos (Keeling) Islands,CCK,Oceania,Christmas Island,1.0,0.0,0.0,999.0,142
3751,Colombia,COL,Americas,Argentina,2.0,0.6931471805599453,0.11090398820673722,61.0,8
3752,Colombia,COL,Americas,Aruba,2.0,0.6931471805599453,0.11090398820673722,61.0,8
3753,Colombia,COL,Americas,Bolivia,1.0,0.0,0.0,61.0,8
3754,Colombia,COL,Americas,Brazil,4.0,1.3862943611198906,0.22180797641347444,61.0,8
3755,Colombia,COL,Americas,Canada,2.0,0.6931471805599453,0.11090398820673722,61.0,8
3756,Colombia,COL,Americas,Chile,2.0,0.6931471805599453,0.11090398820673722,61.0,8
3757,Colombia,COL,Americas,Costa Rica,1.0,0.0,0.0,61.0,8
3758,Colombia,COL,Americas,Cuba,3.0,1.0986122886681098,0.17577866248809984,61.0,8
3759,Colombia,COL,Americas,Dominican Republic,3.0,1.0986122886681098,0.17577866248809984,61.0,8
3760,Colombia,COL,Americas,Ecuador,11.0,2.3978952727983707,0.3836647634353647,61.0,8
3761,Colombia,COL,Americas,El Salvador,3.0,1.0986122886681098,0.17577866248809984,61.0,8
3762,Colombia,COL,Americas,France,1.0,0.0,0.0,61.0,8
3763,Colombia,COL,Americas,Germany,2.0,0.6931471805599453,0.11090398820673722,61.0,8
3764,Colombia,COL,Americas,Guatemala,1.0,0.0,0.0,61.0,8
3765,Colombia,COL,Americas,Mexico,6.0,1.791759469228055,0.28668265069483706,61.0,8
3766,Colombia,COL,Americas,Netherlands Antilles,2.0,0.6931471805599453,0.11090398820673722,61.0,8
3767,Colombia,COL,Americas,Panama,10.0,2.302585092994046,0.3684150742590171,61.0,8
3768,Colombia,COL,Americas,Peru,4.0,1.3862943611198906,0.22180797641347444,61.0,8
3769,Colombia,COL,Americas,Puerto Rico,1.0,0.0,0.0,61.0,8
3770,Colombia,COL,Americas,Spain,5.0,1.6094379124341003,0.25751108605227985,61.0,8
3771,Colombia,COL,Americas,United States of America,49.0,3.8918202981106265,0.6226937143360044,61.0,8
3772,Colombia,COL,Americas,Venezuela (Bolivarian Republic of),5.0,1.6094379124341003,0.25751108605227985,61.0,8
3861,Comoros,COM,Africa,Djibouti,1.0,0.0,0.0,134.0,19
3862,Comoros,COM,Africa,Kenya,4.0,1.3862943611198906,0.22180797641347444,134.0,19
3863,Comoros,COM,Africa,Madagascar,1.0,0.0,0.0,134.0,19
3864,Comoros,COM,Africa,Mayotte,2.0,0.6931471805599453,0.11090398820673722,134.0,19
3865,Comoros,COM,Africa,Réunion,1.0,0.0,0.0,134.0,19
3866,Comoros,COM,Africa,"Tanzania, United Republic of",1.0,0.0,0.0,134.0,19
3873,Congo,COG,Africa,Angola,1.0,0.0,0.0,89.0,12
3874,Congo,COG,Africa,Benin,7.0,1.9459101490553132,0.3113468571680022,89.0,12
3875,Congo,COG,Africa,Cameroon,4.0,1.3862943611198906,0.22180797641347444,89.0,12
3876,Congo,COG,Africa,"Congo, Democratic Republic of the",3.0,1.0986122886681098,0.17577866248809984,89.0,12
3877,Congo,COG,Africa,Ethiopia,2.0,0.6931471805599453,0.11090398820673722,89.0,12
3878,Congo,COG,Africa,France,4.0,1.3862943611198906,0.22180797641347444,89.0,12
3879,Congo,COG,Africa,Gabon,6.0,1.791759469228055,0.28668265069483706,89.0,12
3880,Congo,COG,Africa,Kenya,2.0,0.6931471805599453,0.11090398820673722,89.0,12
3881,Congo,COG,Africa,Morocco,2.0,0.6931471805599453,0.11090398820673722,89.0,12
3882,Congo,COG,Africa,Rwanda,1.0,0.0,0.0,89.0,12
3883,Congo,COG,Africa,South Africa,2.0,0.6931471805599453,0.11090398820673722,89.0,12
3928,"Congo, Democratic Republic of the",COD,Africa,Belgium,4.0,1.3862943611198906,0.22180797641347444,75.0,10
3929,"Congo, Democratic Republic of the",COD,Africa,Cameroon,5.0,1.6094379124341003,0.25751108605227985,75.0,10
3930,"Congo, Democratic Republic of the",COD,Africa,Congo,4.0,1.3862943611198906,0.22180797641347444,75.0,10
3931,"Congo, Democratic Republic of the",COD,Africa,France,1.0,0.0,0.0,75.0,10
3932,"Congo, Democratic Republic of the",COD,Africa,Gabon,1.0,0.0,0.0,75.0,10
3933,"Congo, Democratic Republic of the",COD,Africa,Kenya,4.0,1.3862943611198906,0.22180797641347444,75.0,10
3934,"Congo, Democratic Republic of the",COD,Africa,South Africa,3.0,1.0986122886681098,0.17577866248809984,75.0,10
3935,"Congo, Democratic Republic of the",COD,Africa,Turkey,1.0,0.0,0.0,75.0,10
3936,"Congo, Democratic Republic of the",COD,Africa,Zambia,3.0,1.0986122886681098,0.17577866248809984,75.0,10
4009,Cook Islands,COK,Oceania,Australia,1.0,0.0,0.0,999.0,142
4010,Cook Islands,COK,Oceania,French Polynesia,2.0,0.6931471805599453,0.11090398820673722,999.0,142
4011,Cook Islands,COK,Oceania,New Zealand,3.0,1.0986122886681098,0.17577866248809984,999.0,142
4012,Cook Islands,COK,Oceania,United States of America,2.0,0.6931471805599453,0.11090398820673722,999.0,142
4013,Costa Rica,CRI,Americas,Canada,3.0,1.0986122886681098,0.17577866248809984,63.0,9
4014,Costa Rica,CRI,Americas,Colombia,1.0,0.0,0.0,63.0,9
4015,Costa Rica,CRI,Americas,Dominican Republic,1.0,0.0,0.0,63.0,9
4016,Costa Rica,CRI,Americas,El Salvador,2.0,0.6931471805599453,0.11090398820673722,63.0,9
4017,Costa Rica,CRI,Americas,Guatemala,4.0,1.3862943611198906,0.22180797641347444,63.0,9
4018,Costa Rica,CRI,Americas,Honduras,5.0,1.6094379124341003,0.25751108605227985,63.0,9
4019,Costa Rica,CRI,Americas,Mexico,3.0,1.0986122886681098,0.17577866248809984,63.0,9
4020,Costa Rica,CRI,Americas,Nicaragua,3.0,1.0986122886681098,0.17577866248809984,63.0,9
4021,Costa Rica,CRI,Americas,Panama,7.0,1.9459101490553132,0.3113468571680022,63.0,9
4022,Costa Rica,CRI,Americas,Peru,1.0,0.0,0.0,63.0,9
4023,Costa Rica,CRI,Americas,Spain,1.0,0.0,0.0,63.0,9
4024,Costa Rica,CRI,Americas,United States of America,36.0,3.58351893845611,0.5733653013896741,63.0,9
4037,Côte d'Ivoire,CIV,Africa,Algeria,1.0,0.0,0.0,70.0,10
4038,Côte d'Ivoire,CIV,Africa,Belgium,4.0,1.3862943611198906,0.22180797641347444,70.0,10
4039,Côte d'Ivoire,CIV,Africa,Benin,3.0,1.0986122886681098,0.17577866248809984,70.0,10
4040,Côte d'Ivoire,CIV,Africa,Burkina Faso,8.0,2.0794415416798357,0.33271196462021163,70.0,10
4041,Côte d'Ivoire,CIV,Africa,Cameroon,1.0,0.0,0.0,70.0,10
4042,Côte d'Ivoire,CIV,Africa,France,3.0,1.0986122886681098,0.17577866248809984,70.0,10
4043,Côte d'Ivoire,CIV,Africa,Gabon,1.0,0.0,0.0,70.0,10
4044,Côte d'Ivoire,CIV,Africa,Ghana,7.0,1.9459101490553132,0.3113468571680022,70.0,10
4045,Côte d'Ivoire,CIV,Africa,Guinea,2.0,0.6931471805599453,0.11090398820673722,70.0,10
4046,Côte d'Ivoire,CIV,Africa,Kenya,1.0,0.0,0.0,70.0,10
4047,Côte d'Ivoire,CIV,Africa,Liberia,1.0,0.0,0.0,70.0,10
4048,Côte d'Ivoire,CIV,Africa,Mali,2.0,0.6931471805599453,0.11090398820673722,70.0,10
4049,Côte d'Ivoire,CIV,Africa,Morocco,1.0,0.0,0.0,70.0,10
4050,Côte d'Ivoire,CIV,Africa,Nigeria,4.0,1.3862943611198906,0.22180797641347444,70.0,10
4051,Côte d'Ivoire,CIV,Africa,Senegal,3.0,1.0986122886681098,0.17577866248809984,70.0,10
4052,Côte d'Ivoire,CIV,Africa,Sierra Leone,1.0,0.0,0.0,70.0,10
4053,Côte d'Ivoire,CIV,Africa,Togo,5.0,1.6094379124341003,0.25751108605227985,70.0,10
4054,Côte d'Ivoire,CIV,Africa,Tunisia,1.0,0.0,0.0,70.0,10
4055,Côte d'Ivoire,CIV,Africa,Turkey,1.0,0.0,0.0,70.0,10
4132,Croatia,HRV,Europe,Austria,6.0,1.791759469228055,0.28668265069483706,62.0,8
4133,Croatia,HRV,Europe,Belgium,5.0,1.6094379124341003,0.25751108605227985,62.0,8
4134,Croatia,HRV,Europe,Bosnia and Herzegovina,1.0,0.0,0.0,62.0,8
4135,Croatia,HRV,Europe,Czechia,2.0,0.6931471805599453,0.11090398820673722,62.0,8
4136,Croatia,HRV,Europe,Denmark,6.0,1.791759469228055,0.28668265069483706,62.0,8
4137,Croatia,HRV,Europe,Estonia,1.0,0.0,0.0,62.0,8
4138,Croatia,HRV,Europe,Finland,3.0,1.0986122886681098,0.17577866248809984,62.0,8
4139,Croatia,HRV,Europe,France,12.0,2.4849066497880004,0.3975866389015743,62.0,8
4140,Croatia,HRV,Europe,Germany,55.0,4.007333185232471,0.6411758494876446,62.0,8
4141,Croatia,HRV,Europe,Greece,2.0,0.6931471805599453,0.11090398820673722,62.0,8
4142,Croatia,HRV,Europe,Hungary,1.0,0.0,0.0,62.0,8
4143,Croatia,HRV,Europe,Ireland,3.0,1.0986122886681098,0.17577866248809984,62.0,8
4144,Croatia,HRV,Europe,Italy,5.0,1.6094379124341003,0.25751108605227985,62.0,8
4145,Croatia,HRV,Europe,Luxembourg,1.0,0.0,0.0,62.0,8
4146,Croatia,HRV,Europe,North Macedonia,1.0,0.0,0.0,62.0,8
4147,Croatia,HRV,Europe,Netherlands,3.0,1.0986122886681098,0.17577866248809984,62.0,8
4148,Croatia,HRV,Europe,Norway,9.0,2.1972245773362196,0.3515573249761997,62.0,8
4149,Croatia,HRV,Europe,Poland,3.0,1.0986122886681098,0.17577866248809984,62.0,8
4150,Croatia,HRV,Europe,Russian Federation,2.0,0.6931471805599453,0.11090398820673722,62.0,8
4151,Croatia,HRV,Europe,Serbia,2.0,0.6931471805599453,0.11090398820673722,62.0,8
4152,Croatia,HRV,Europe,Spain,5.0,1.6094379124341003,0.25751108605227985,62.0,8
4153,Croatia,HRV,Europe,Sweden,9.0,2.1972245773362196,0.3515573249761997,62.0,8
4154,Croatia,HRV,Europe,Switzerland,8.0,2.0794415416798357,0.33271196462021163,62.0,8
4155,Croatia,HRV,Europe,Turkey,2.0,0.6931471805599453,0.11090398820673722,62.0,8
4156,Croatia,HRV,Europe,United Kingdom of Great Britain and Northern Ireland,35.0,3.5553480614894135,0.568857943220282,62.0,8
4257,Cuba,CUB,Americas,Angola,1.0,0.0,0.0,71.0,10
4258,Cuba,CUB,Americas,Argentina,1.0,0.0,0.0,71.0,10
4259,Cuba,CUB,Americas,Bahamas,2.0,0.6931471805599453,0.11090398820673722,71.0,10
4260,Cuba,CUB,Americas,Canada,29.0,3.367295829986474,0.5387694669921819,71.0,10
4261,Cuba,CUB,Americas,Cayman Islands,1.0,0.0,0.0,71.0,10
4262,Cuba,CUB,Americas,Colombia,3.0,1.0986122886681098,0.17577866248809984,71.0,10
4263,Cuba,CUB,Americas,Dominican Republic,2.0,0.6931471805599453,0.11090398820673722,71.0,10
4264,Cuba,CUB,Americas,Ecuador,1.0,0.0,0.0,71.0,10
4265,Cuba,CUB,Americas,El Salvador,1.0,0.0,0.0,71.0,10
4266,Cuba,CUB,Americas,France,2.0,0.6931471805599453,0.11090398820673722,71.0,10
4267,Cuba,CUB,Americas,Germany,4.0,1.3862943611198906,0.22180797641347444,71.0,10
4268,Cuba,CUB,Americas,Italy,5.0,1.6094379124341003,0.25751108605227985,71.0,10
4269,Cuba,CUB,Americas,Jamaica,1.0,0.0,0.0,71.0,10
4270,Cuba,CUB,Americas,Martinique,1.0,0.0,0.0,71.0,10
4271,Cuba,CUB,Americas,Mexico,8.0,2.0794415416798357,0.33271196462021163,71.0,10
4272,Cuba,CUB,Americas,Netherlands,1.0,0.0,0.0,71.0,10
4273,Cuba,CUB,Americas,Panama,2.0,0.6931471805599453,0.11090398820673722,71.0,10
4274,Cuba,CUB,Americas,Peru,2.0,0.6931471805599453,0.11090398820673722,71.0,10
4275,Cuba,CUB,Americas,Russian Federation,3.0,1.0986122886681098,0.17577866248809984,71.0,10
4276,Cuba,CUB,Americas,Spain,2.0,0.6931471805599453,0.11090398820673722,71.0,10
4277,Cuba,CUB,Americas,Switzerland,1.0,0.0,0.0,71.0,10
4278,Cuba,CUB,Americas,United Kingdom of Great Britain and Northern Ireland,2.0,0.6931471805599453,0.11090398820673722,71.0,10
4279,Cuba,CUB,Americas,Venezuela (Bolivarian Republic of),3.0,1.0986122886681098,0.17577866248809984,71.0,10
4326,Cyprus,CYP,Asia,Austria,3.0,1.0986122886681098,0.17577866248809984,66.0,9
4327,Cyprus,CYP,Asia,Bahrain,1.0,0.0,0.0,66.0,9
4328,Cyprus,CYP,Asia,Belarus,1.0,0.0,0.0,66.0,9
4329,Cyprus,CYP,Asia,Belgium,2.0,0.6931471805599453,0.11090398820673722,66.0,9
4330,Cyprus,CYP,Asia,Bulgaria,4.0,1.3862943611198906,0.22180797641347444,66.0,9
4331,Cyprus,CYP,Asia,Egypt,2.0,0.6931471805599453,0.11090398820673722,66.0,9
4332,Cyprus,CYP,Asia,France,3.0,1.0986122886681098,0.17577866248809984,66.0,9
4333,Cyprus,CYP,Asia,Germany,8.0,2.0794415416798357,0.33271196462021163,66.0,9
4334,Cyprus,CYP,Asia,Greece,12.0,2.4849066497880004,0.3975866389015743,66.0,9
4335,Cyprus,CYP,Asia,Hungary,1.0,0.0,0.0,66.0,9
4336,Cyprus,CYP,Asia,Israel,3.0,1.0986122886681098,0.17577866248809984,66.0,9
4337,Cyprus,CYP,Asia,Italy,1.0,0.0,0.0,66.0,9
4338,Cyprus,CYP,Asia,Jordan,1.0,0.0,0.0,66.0,9
4339,Cyprus,CYP,Asia,Latvia,1.0,0.0,0.0,66.0,9
4340,Cyprus,CYP,Asia,Lebanon,2.0,0.6931471805599453,0.11090398820673722,66.0,9
4341,Cyprus,CYP,Asia,Lithuania,1.0,0.0,0.0,66.0,9
4342,Cyprus,CYP,Asia,Malta,2.0,0.6931471805599453,0.11090398820673722,66.0,9
4343,Cyprus,CYP,Asia,"Moldova, Republic of",1.0,0.0,0.0,66.0,9
4344,Cyprus,CYP,Asia,Netherlands,3.0,1.0986122886681098,0.17577866248809984,66.0,9
4345,Cyprus,CYP,Asia,Norway,1.0,0.0,0.0,66.0,9
4346,Cyprus,CYP,Asia,Poland,2.0,0.6931471805599453,0.11090398820673722,66.0,9
4347,Cyprus,CYP,Asia,Qatar,1.0,0.0,0.0,66.0,9
4348,Cyprus,CYP,Asia,Romania,3.0,1.0986122886681098,0.17577866248809984,66.0,9
4349,Cyprus,CYP,Asia,Russian Federation,11.0,2.3978952727983707,0.3836647634353647,66.0,9
4350,Cyprus,CYP,Asia,Serbia,2.0,0.6931471805599453,0.11090398820673722,66.0,9
4351,Cyprus,CYP,Asia,Sweden,2.0,0.6931471805599453,0.11090398820673722,66.0,9
4352,Cyprus,CYP,Asia,Switzerland,3.0,1.0986122886681098,0.17577866248809984,66.0,9
4353,Cyprus,CYP,Asia,Turkey,14.0,2.6390573296152584,0.4222508453747394,66.0,9
4354,Cyprus,CYP,Asia,Ukraine,5.0,1.6094379124341003,0.25751108605227985,66.0,9
4355,Cyprus,CYP,Asia,United Arab Emirates,3.0,1.0986122886681098,0.17577866248809984,66.0,9
4356,Cyprus,CYP,Asia,United Kingdom of Great Britain and Northern Ireland,50.0,3.912023005428146,0.6259261603112969,66.0,9
4388,Czechia,CZE,Europe,Armenia,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4389,Czechia,CZE,Europe,Austria,1.0,0.0,0.0,55.0,7
4390,Czechia,CZE,Europe,Azerbaijan,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4391,Czechia,CZE,Europe,Belarus,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4392,Czechia,CZE,Europe,Belgium,4.0,1.3862943611198906,0.22180797641347444,55.0,7
4393,Czechia,CZE,Europe,Bulgaria,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4394,Czechia,CZE,Europe,Croatia,1.0,0.0,0.0,55.0,7
4395,Czechia,CZE,Europe,Denmark,4.0,1.3862943611198906,0.22180797641347444,55.0,7
4396,Czechia,CZE,Europe,Finland,3.0,1.0986122886681098,0.17577866248809984,55.0,7
4397,Czechia,CZE,Europe,France,16.0,2.772588722239781,0.4436159528269489,55.0,7
4398,Czechia,CZE,Europe,Germany,14.0,2.6390573296152584,0.4222508453747394,55.0,7
4399,Czechia,CZE,Europe,Greece,5.0,1.6094379124341003,0.25751108605227985,55.0,7
4400,Czechia,CZE,Europe,Hungary,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4401,Czechia,CZE,Europe,Ireland,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4402,Czechia,CZE,Europe,Israel,4.0,1.3862943611198906,0.22180797641347444,55.0,7
4403,Czechia,CZE,Europe,Italy,19.0,2.9444389791664403,0.47111210285402194,55.0,7
4404,Czechia,CZE,Europe,Kazakhstan,1.0,0.0,0.0,55.0,7
4405,Czechia,CZE,Europe,Latvia,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4406,Czechia,CZE,Europe,Lithuania,1.0,0.0,0.0,55.0,7
4407,Czechia,CZE,Europe,Malta,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4408,Czechia,CZE,Europe,Netherlands,5.0,1.6094379124341003,0.25751108605227985,55.0,7
4409,Czechia,CZE,Europe,Norway,3.0,1.0986122886681098,0.17577866248809984,55.0,7
4410,Czechia,CZE,Europe,Poland,3.0,1.0986122886681098,0.17577866248809984,55.0,7
4411,Czechia,CZE,Europe,Portugal,2.0,0.6931471805599453,0.11090398820673722,55.0,7
4412,Czechia,CZE,Europe,Romania,5.0,1.6094379124341003,0.25751108605227985,55.0,7
4413,Czechia,CZE,Europe,Russian Federation,24.0,3.1780538303479458,0.5084906271083115,55.0,7
4414,Czechia,CZE,Europe,Serbia,1.0,0.0,0.0,55.0,7
4415,Czechia,CZE,Europe,Slovakia,4.0,1.3862943611198906,0.22180797641347444,55.0,7
4416,Czechia,CZE,Europe,Slovenia,1.0,0.0,0.0,55.0,7
4417,Czechia,CZE,Europe,"Korea, Republic of",2.0,0.6931471805599453,0.11090398820673722,55.0,7
4418,Czechia,CZE,Europe,Spain,16.0,2.772588722239781,0.4436159528269489,55.0,7
