src,trg,kmdist,Proximity_1_over_dist
KEN,SAU,2989,0.0003345600535
KEN,YAR,1959,0.0005104645227
KEN,YEM,1959,0.0005104645227
KEN,YPR,1714,0.0005834305718
KEN,KUW,3542,0.0002823263693
KEN,BAH,3386,0.0002953337271
KEN,QAT,3331,0.0003002101471
KEN,UAE,3375,0.0002962962963
KEN,OMA,3556,0.0002812148481
KEN,AFG,5155,0.000193986421
KEN,TKM,4781,0.0002091612633
KEN,TAJ,5441,0.0001837897445
KEN,KYR,6109,0.0001636929121
KEN,UZB,5709,0.0001751620249
KEN,KZK,6333,0.0001579030475
KEN,CHN,9171,0.0001090393632
KEN,TBT,6680,0.0001497005988
KEN,MON,8604,0.0001162250116
KEN,TAW,9530,0.0001049317943
KEN,KOR,10085,0.00009915716411
KEN,PRK,9987,0.0001001301692
KEN,ROK,10085,0.00009915716411
KEN,JPN,11247,0.00008891259892
KEN,IND,5392,0.0001854599407
KEN,BHU,6446,0.0001551349674
KEN,PAK,5358,0.0001866368048
KEN,BNG,6385,0.0001566170713
KEN,MYA,6777,0.0001475579165
KEN,SRI,4836,0.0002067824648
KEN,NEP,6049,0.0001653165813
KEN,MAD,4045,0.0002472187886
KEN,THI,7186,0.0001391594768
KEN,CAM,7628,0.0001310959622
KEN,LAO,7479,0.0001337077149
KEN,VNM,7826,0.0001277791975
KEN,DRV,7873,0.0001270163851
KEN,RVN,7814,0.0001279754287
KEN,MAL,7216,0.0001385809313
KEN,SIN,7449,0.0001342462075
KEN,BRU,8663,0.0001154334526
KEN,PHI,9401,0.0001063716626
KEN,INS,7779,0.0001285512277
KEN,ETM,9847,0.0001015537727
KEN,AUL,11946,0.00008371002846
KEN,PNG,12230,0.00008176614881
KEN,NEW,13699,0.00007299802905
KEN,VAN,14218,0.00007033338022
KEN,SOL,13517,0.00007398091292
KEN,FJI,15308,0.00006532532009
KEN,MSI,14530,0.00006882312457
KEN,PAL,10861,0.00009207255317
KEN,FSM,13480,0.00007418397626
KEN,WSM,14840,0.00006738544474
TAZ,USA,12691,0.00007879599716
TAZ,CAN,12420,0.00008051529791
TAZ,BHM,12842,0.00007786949073
TAZ,CUB,13495,0.00007410151908
TAZ,HAI,12495,0.00008003201281
TAZ,DOM,12249,0.0000816393175
TAZ,JAM,12972,0.00007708911502
TAZ,TRI,11286,0.00008860535176
TAZ,BAR,11111,0.00009000090001
TAZ,DMA,11307,0.00008844078889
TAZ,GRN,11334,0.00008823010411
TAZ,SLU,11288,0.00008858965273
TAZ,SVG,11291,0.0000885661146
TAZ,AAB,11379,0.00008788118464
TAZ,SKN,11481,0.00008710042679
TAZ,BLZ,14174,0.00007055171441
TAZ,MEX,15281,0.00006544074341
TAZ,GUA,14448,0.000069213732
TAZ,HON,14112,0.000070861678
TAZ,SAL,14311,0.00006987631892
TAZ,NIC,14012,0.00007136739937
TAZ,COS,13777,0.00007258474269
TAZ,PAN,13263,0.00007539772299
TAZ,COL,12648,0.00007906388362
TAZ,VEN,11900,0.00008403361345
TAZ,GUY,10889,0.00009183579759
TAZ,SUR,10567,0.00009463423867
TAZ,ECU,13076,0.00007647598654
TAZ,PER,12687,0.00007882084023
TAZ,BRA,9505,0.0001052077854
TAZ,BOL,11646,0.00008586639189
TAZ,PAR,10398,0.00009617234083
TAZ,CHL,11461,0.00008725242125
TAZ,ARG,10339,0.00009672115292
TAZ,URU,10126,0.00009875567845
TAZ,UK,7366,0.0001357588922
TAZ,IRE,7838,0.0001275835672
TAZ,NTH,7237,0.0001381788034
TAZ,BEL,7091,0.000141023833
TAZ,LUX,6980,0.0001432664756
TAZ,FRN,7017,0.0001425110446
TAZ,MNC,6396,0.0001563477173
TAZ,LIE,6602,0.0001514692517
TAZ,SWZ,6606,0.0001513775356
TAZ,SPN,6752,0.0001481042654
TAZ,AND,6613,0.0001512172993
TAZ,POR,7005,0.0001427551749
TAZ,GMY,6909,0.0001447387466
TAZ,GFR,6965,0.0001435750179
TAZ,GDR,6909,0.0001447387466
TAZ,POL,6684,0.0001496110114
TAZ,AUH,6418,0.0001558117794
TAZ,AUS,6418,0.0001558117794
TAZ,HUN,6229,0.0001605394124
TAZ,CZE,6677,0.0001497678598
TAZ,CZR,6677,0.0001497678598
TAZ,SLO,6390,0.0001564945227
TAZ,ITA,5903,0.0001694053871
TAZ,SNM,6163,0.0001622586403
TAZ,MLT,5326,0.0001877581675
TAZ,ALB,5605,0.000178412132
TAZ,SER,5886,0.0001698946653
TAZ,MNG,5761,0.0001735809755
TAZ,MAC,5641,0.0001772735331
TAZ,CRO,6142,0.0001628134158
TAZ,YUG,5886,0.0001698946653
TAZ,BOS,5853,0.0001708525542
TAZ,SLV,6288,0.0001590330789
TAZ,GRC,5160,0.0001937984496
TAZ,CYP,4610,0.0002169197397
TAZ,BUL,5591,0.0001788588803
TAZ,MLD,5989,0.0001669727834
TAZ,RUM,5724,0.0001747030049
TAZ,RUS,6799,0.000147080453
TAZ,EST,7354,0.0001359804188
TAZ,LAT,7048,0.0001418842225
TAZ,LIT,6808,0.0001468860165
TAZ,UKR,6296,0.0001588310038
TAZ,BLR,6666,0.0001500150015
TAZ,ARM,5150,0.0001941747573
TAZ,GRG,5159,0.0001938360147
TAZ,AZE,5238,0.000190912562
TAZ,FIN,7455,0.0001341381623
TAZ,SWD,7480,0.0001336898396
TAZ,NOR,7676,0.0001302761855
TAZ,DEN,7233,0.0001382552191
TAZ,ICE,9261,0.0001079796998
TAZ,CAP,7383,0.0001354462955
TAZ,STP,3672,0.0002723311547
TAZ,GNB,6374,0.0001568873549
TAZ,EQG,3377,0.0002961208173
TAZ,GAM,6536,0.000152998776
TAZ,MLI,5605,0.000178412132
TAZ,SEN,6653,0.0001503081317
TAZ,BEN,4285,0.0002333722287
TAZ,MAA,6630,0.0001508295626
TAZ,NIR,4621,0.0002164033759
TAZ,CDI,5135,0.0001947419669
TAZ,GUI,6106,0.0001637733377
TAZ,BFO,4941,0.0002023881805
TAZ,LBR,5725,0.0001746724891
TAZ,SIE,6044,0.0001654533422
TAZ,GHA,4518,0.0002213368747
TAZ,TOG,4442,0.0002251238181
TAZ,CAO,3252,0.000307503075
TAZ,NIG,4214,0.000237304224
TAZ,GAB,3378,0.0002960331557
TAZ,CEN,2554,0.0003915426782
TAZ,CHA,3358,0.0002977963073
TAZ,CON,2666,0.0003750937734
TAZ,DRC,2666,0.0003750937734
TAZ,UGA,1018,0.0009823182711
TAZ,KEN,626,0.001597444089
TAZ,ZAN,17,0.05882352941
TAZ,BUI,1158,0.0008635578584
TAZ,RWA,1157,0.0008643042351
TAZ,SOM,1120,0.0008928571429
TAZ,DJI,1996,0.000501002004
TAZ,ETH,1678,0.0005959475566
TAZ,ERI,2380,0.0004201680672
TAZ,ANG,2894,0.0003455425017
TAZ,MZM,2338,0.0004277159966
TAZ,ZAM,1543,0.00064808814
TAZ,ZIM,1521,0.0006574621959
TAZ,MAW,996,0.001004016064
TAZ,SAF,2413,0.0004144218815
TAZ,TRA,2413,0.0004144218815
TAZ,OFS,2907,0.000343997248
TAZ,NAM,2966,0.0003371544167
TAZ,LES,2851,0.0003507541214
TAZ,BOT,2452,0.0004078303426
TAZ,SWA,2380,0.0004201680672
TAZ,MAG,1611,0.0006207324643
TAZ,COM,707,0.001414427157
TAZ,MAS,2513,0.00039793076
TAZ,SEY,1815,0.0005509641873
TAZ,MOR,6527,0.0001532097441
TAZ,ALG,6023,0.0001660302175
TAZ,TUN,5587,0.000178986934
TAZ,LIB,5052,0.0001979414093
TAZ,SUD,2461,0.0004063388866
TAZ,IRN,4749,0.0002105706465
TAZ,TUR,5065,0.0001974333662
TAZ,IRQ,4377,0.0002284669865
TAZ,EGY,4099,0.0002439619419
TAZ,SYR,4360,0.0002293577982
TAZ,LEB,4371,0.0002287805994
TAZ,JOR,4147,0.0002411381722
TAZ,ISR,4259,0.0002347969007
TAZ,SAU,3446,0.0002901915264
TAZ,YAR,2406,0.0004156275977
TAZ,YEM,2406,0.0004156275977
TAZ,YPR,2114,0.0004730368969
TAZ,KUW,4007,0.0002495632643
TAZ,BAH,3796,0.0002634351949
TAZ,QAT,3738,0.0002675227394
TAZ,UAE,3729,0.0002681684098
TAZ,OMA,3848,0.0002598752599
TAZ,AFG,5452,0.0001834189288
TAZ,TKM,5188,0.0001927525058
TAZ,TAJ,5774,0.0001731901628
TAZ,KYR,6437,0.000155351872
TAZ,UZB,6062,0.0001649620587
TAZ,KZK,6655,0.0001502629602
TAZ,CHN,9320,0.0001072961373
TAZ,TBT,6798,0.0001471020888
TAZ,MON,8852,0.0001129688206
TAZ,TAW,9520,0.0001050420168
TAZ,KOR,10202,0.00009801999608
TAZ,PRK,10126,0.00009875567845
TAZ,ROK,10202,0.00009801999608
TAZ,JPN,11343,0.00008816009874
TAZ,IND,5566,0.000179662235
TAZ,BHU,6541,0.0001528818224
TAZ,PAK,5617,0.0001780309774
TAZ,BNG,6429,0.0001555451859
TAZ,MYA,6716,0.0001488981537
TAZ,SRI,4692,0.0002131287298
TAZ,NEP,6165,0.0001622060016
TAZ,MAD,3877,0.0002579313903
TAZ,THI,7078,0.0001412828483
TAZ,CAM,7489,0.0001335291761
TAZ,LAO,7413,0.0001348981519
TAZ,VNM,7681,0.0001301913813
TAZ,DRV,7845,0.0001274697259
TAZ,RVN,7669,0.0001303950971
TAZ,MAL,6990,0.0001430615165
TAZ,SIN,7199,0.0001389081817
TAZ,BRU,8441,0.0001184693757
TAZ,PHI,9274,0.0001078283373
TAZ,INS,7453,0.0001341741581
TAZ,ETM,9491,0.0001053629755
TAZ,AUL,11384,0.00008784258609
TAZ,PNG,11853,0.00008436682696
TAZ,NEW,13084,0.00007642922654
TAZ,VAN,13746,0.00007274843591
TAZ,SOL,13136,0.00007612667479
TAZ,FJI,14786,0.00006763154335
TAZ,MSI,14342,0.00006972528239
TAZ,PAL,10656,0.00009384384384
TAZ,FSM,13262,0.00007540340823
TAZ,WSM,14376,0.00006956037841
ZAN,USA,12686,0.00007882705344
ZAN,CAN,12416,0.00008054123711
ZAN,BHM,12832,0.00007793017456
ZAN,CUB,13485,0.00007415647015
ZAN,HAI,12484,0.00008010253124
ZAN,DOM,12238,0.00008171269815
ZAN,JAM,12960,0.00007716049383
ZAN,TRI,11274,0.00008869966294
ZAN,BAR,11098,0.00009010632546
ZAN,DMA,11295,0.00008853474989
ZAN,GRN,11321,0.00008833141949
ZAN,SLU,11276,0.00008868393047
ZAN,SVG,11279,0.00008866034223
ZAN,AAB,11367,0.00008797395971
ZAN,SKN,11469,0.00008719155986
ZAN,BLZ,14162,0.00007061149555
ZAN,MEX,15271,0.00006548359636
ZAN,GUA,14436,0.00006927126628
ZAN,HON,14100,0.00007092198582
ZAN,SAL,14299,0.00006993496049
ZAN,NIC,13999,0.00007143367383
ZAN,COS,13764,0.00007265329846
ZAN,PAN,13250,0.00007547169811
ZAN,COL,12634,0.00007915149596
ZAN,VEN,11887,0.00008412551527
ZAN,GUY,10876,0.00009194556822
ZAN,SUR,10553,0.00009475978395
ZAN,ECU,13061,0.00007656381594
ZAN,PER,12670,0.00007892659826
ZAN,BRA,9489,0.0001053851828
ZAN,BOL,11629,0.00008599191676
ZAN,PAR,10381,0.00009632983335
ZAN,CHL,11444,0.00008738203425
ZAN,ARG,10321,0.00009688983626
ZAN,URU,10108,0.00009893153937
ZAN,UK,7368,0.0001357220413
ZAN,IRE,7840,0.0001275510204
ZAN,NTH,7240,0.000138121547
ZAN,BEL,7093,0.0001409840688
ZAN,LUX,6983,0.0001432049262
ZAN,FRN,7019,0.0001424704374
ZAN,MNC,6397,0.0001563232765
ZAN,LIE,6604,0.0001514233798
ZAN,SWZ,6608,0.0001513317191
ZAN,SPN,6750,0.0001481481481
ZAN,AND,6613,0.0001512172993
ZAN,POR,7002,0.0001428163382
ZAN,GMY,6913,0.0001446549978
ZAN,GFR,6968,0.0001435132032
ZAN,GDR,6913,0.0001446549978
ZAN,POL,6690,0.0001494768311
ZAN,AUH,6423,0.0001556904873
ZAN,AUS,6423,0.0001556904873
ZAN,HUN,6234,0.0001604106513
ZAN,CZE,6682,0.0001496557917
ZAN,CZR,6682,0.0001496557917
ZAN,SLO,6395,0.0001563721658
ZAN,ITA,5905,0.0001693480102
ZAN,SNM,6166,0.0001621796951
ZAN,MLT,5328,0.0001876876877
ZAN,ALB,5609,0.0001782848993
ZAN,SER,5890,0.0001697792869
ZAN,MNG,5765,0.0001734605377
ZAN,MAC,5645,0.0001771479185
ZAN,CRO,6146,0.000162707452
ZAN,YUG,5890,0.0001697792869
ZAN,BOS,5857,0.0001707358716
ZAN,SLV,6292,0.0001589319771
ZAN,GRC,5164,0.0001936483346
ZAN,CYP,4618,0.0002165439584
ZAN,BUL,5596,0.0001786990708
ZAN,MLD,5996,0.0001667778519
ZAN,RUM,5730,0.0001745200698
ZAN,RUS,6808,0.0001468860165
ZAN,EST,7361,0.0001358511072
ZAN,LAT,7055,0.0001417434444
ZAN,LIT,6815,0.0001467351431
ZAN,UKR,6303,0.0001586546089
ZAN,BLR,6673,0.0001498576352
ZAN,ARM,5161,0.0001937608991
ZAN,GRG,5170,0.0001934235977
ZAN,AZE,5250,0.0001904761905
ZAN,FIN,7462,0.0001340123291
ZAN,SWD,7486,0.0001335826877
ZAN,NOR,7681,0.0001301913813
ZAN,DEN,7238,0.0001381597126
ZAN,ICE,9264,0.0001079447323
ZAN,CAP,7372,0.0001356483993
ZAN,STP,3660,0.0002732240437
ZAN,GNB,6363,0.000157158573
ZAN,EQG,3365,0.0002971768202
ZAN,GAM,6525,0.000153256705
ZAN,MLI,5595,0.0001787310098
ZAN,SEN,6643,0.0001505343971
ZAN,BEN,4273,0.0002340276153
ZAN,MAA,6621,0.0001510345869
ZAN,NIR,4612,0.0002168256722
ZAN,CDI,5123,0.0001951981261
ZAN,GUI,6094,0.000164095832
ZAN,BFO,4931,0.000202798621
ZAN,LBR,5713,0.0001750393839
ZAN,SIE,6032,0.0001657824934
ZAN,GHA,4506,0.0002219263205
ZAN,TOG,4430,0.0002257336343
ZAN,CAO,3241,0.0003085467448
ZAN,NIG,4203,0.0002379252915
ZAN,GAB,3365,0.0002971768202
ZAN,CEN,2545,0.0003929273084
ZAN,CHA,3352,0.0002983293556
ZAN,CON,2652,0.0003770739065
ZAN,DRC,2652,0.0003770739065
ZAN,UGA,1013,0.0009871668312
ZAN,KEN,628,0.001592356688
ZAN,TAZ,17,0.05882352941
ZAN,BUI,1147,0.0008718395815
ZAN,RWA,1149,0.0008703220191
ZAN,SOM,1136,0.0008802816901
ZAN,DJI,2008,0.0004980079681
ZAN,ETH,1686,0.0005931198102
ZAN,ERI,2389,0.0004185851821
ZAN,ANG,2878,0.0003474635163
ZAN,MZM,2325,0.0004301075269
ZAN,ZAM,1526,0.0006553079948
ZAN,ZIM,1505,0.0006644518272
ZAN,MAW,980,0.001020408163
ZAN,SAF,2398,0.0004170141785
ZAN,TRA,2398,0.0004170141785
ZAN,OFS,2892,0.0003457814661
ZAN,NAM,2949,0.0003390979993
ZAN,LES,2836,0.0003526093089
ZAN,BOT,2436,0.0004105090312
ZAN,SWA,2366,0.0004226542688
ZAN,MAG,1611,0.0006207324643
ZAN,COM,709,0.001410437236
ZAN,MAS,2519,0.0003969829297
ZAN,SEY,1830,0.0005464480874
ZAN,MOR,6523,0.0001533036946
ZAN,ALG,6022,0.0001660577881
ZAN,TUN,5587,0.000178986934
ZAN,LIB,5052,0.0001979414093
ZAN,SUD,2465,0.0004056795132
ZAN,IRN,4761,0.0002100399076
ZAN,TUR,5073,0.0001971220185
ZAN,IRQ,4388,0.0002278942571
ZAN,EGY,4106,0.0002435460302
ZAN,SYR,4368,0.0002289377289
ZAN,LEB,4379,0.0002283626399
ZAN,JOR,4155,0.0002406738869
ZAN,ISR,4266,0.0002344116268
ZAN,SAU,3458,0.0002891844997
ZAN,YAR,2419,0.0004133939644
ZAN,YEM,2419,0.0004133939644
ZAN,YPR,2127,0.0004701457452
ZAN,KUW,4020,0.0002487562189
ZAN,BAH,3810,0.0002624671916
ZAN,QAT,3752,0.0002665245203
ZAN,UAE,3743,0.0002671653754
ZAN,OMA,3863,0.0002588661662
ZAN,AFG,5468,0.0001828822238
ZAN,TKM,5202,0.0001922337562
ZAN,TAJ,5789,0.0001727414061
ZAN,KYR,6452,0.0001549907006
ZAN,UZB,6077,0.0001645548791
ZAN,KZK,6670,0.0001499250375
ZAN,CHN,9337,0.0001071007818
ZAN,TBT,6815,0.0001467351431
ZAN,MON,8868,0.0001127649977
ZAN,TAW,9538,0.0001048437828
ZAN,KOR,10220,0.00009784735812
ZAN,PRK,10143,0.0000985901607
ZAN,ROK,10220,0.00009784735812
ZAN,JPN,11361,0.00008802042074
ZAN,IND,5583,0.0001791151711
ZAN,BHU,6558,0.0001524855139
ZAN,PAK,5634,0.0001774937877
ZAN,BNG,6447,0.0001551109043
ZAN,MYA,6733,0.0001485222041
ZAN,SRI,4708,0.000212404418
ZAN,NEP,6182,0.0001617599482
ZAN,MAD,3894,0.0002568053416
ZAN,THI,7095,0.000140944327
ZAN,CAM,7506,0.0001332267519
ZAN,LAO,7430,0.000134589502
ZAN,VNM,7698,0.0001299038711
ZAN,DRV,7862,0.0001271940982
ZAN,RVN,7685,0.0001301236174
ZAN,MAL,7006,0.0001427347987
ZAN,SIN,7214,0.0001386193513
ZAN,BRU,8456,0.0001182592242
ZAN,PHI,9290,0.0001076426265
ZAN,INS,7468,0.0001339046599
ZAN,ETM,9504,0.0001052188552
ZAN,AUL,11390,0.00008779631255
ZAN,PNG,11866,0.00008427439744
ZAN,NEW,13085,0.00007642338556
ZAN,VAN,13756,0.00007269555103
ZAN,SOL,13148,0.00007605719501
ZAN,FJI,14793,0.00006759954032
ZAN,MSI,14358,0.00006964758323
ZAN,PAL,10671,0.00009371192953
ZAN,FSM,13278,0.00007531254707
ZAN,WSM,14386,0.00006951202558
BUI,USA,11623,0.00008603630732
BUI,CAN,11409,0.0000876501008
BUI,BHM,11692,0.00008552856654
BUI,CUB,12345,0.00008100445525
BUI,HAI,11337,0.00008820675664
BUI,DOM,11091,0.00009016319538
BUI,JAM,11813,0.00008465250148
BUI,TRI,10136,0.00009865824783
BUI,BAR,9956,0.0001004419446
BUI,DMA,10152,0.00009850275808
BUI,GRN,10180,0.00009823182711
BUI,SLU,10132,0.000098697197
BUI,SVG,10136,0.00009865824783
BUI,AAB,10220,0.00009784735812
BUI,SKN,10322,0.00009688044953
BUI,BLZ,13015,0.00007683442182
BUI,MEX,14128,0.00007078142695
BUI,GUA,13291,0.00007523888345
BUI,HON,12955,0.00007719027403
BUI,SAL,13155,0.00007601672368
BUI,NIC,12859,0.00007776654483
BUI,COS,12631,0.00007917029531
BUI,PAN,12120,0.00008250825083
BUI,COL,11522,0.00008679048776
BUI,VEN,10752,0.00009300595238
BUI,GUY,9749,0.000102574623
BUI,SUR,9430,0.0001060445387
BUI,ECU,11980,0.00008347245409
BUI,PER,11700,0.00008547008547
BUI,BRA,8519,0.0001173846696
BUI,BOL,10689,0.00009355412106
BUI,PAR,9540,0.0001048218029
BUI,CHL,10745,0.00009306654258
BUI,ARG,9613,0.0001040257984
BUI,URU,9398,0.0001064056182
BUI,UK,6616,0.0001511487304
BUI,IRE,7061,0.0001416229996
BUI,NTH,6540,0.0001529051988
BUI,BEL,6368,0.0001570351759
BUI,LUX,6272,0.0001594387755
BUI,FRN,6255,0.0001598721023
BUI,MNC,5639,0.0001773364072
BUI,LIE,5904,0.0001693766938
BUI,SWZ,5873,0.0001702707305
BUI,SPN,5848,0.000170998632
BUI,AND,5781,0.0001729804532
BUI,POR,6041,0.0001655355074
BUI,GMY,6300,0.0001587301587
BUI,GFR,6270,0.0001594896332
BUI,GDR,6300,0.0001587301587
BUI,POL,6168,0.0001621271077
BUI,AUH,5812,0.0001720578114
BUI,AUS,5812,0.0001720578114
BUI,HUN,5654,0.0001768659356
BUI,CZE,6064,0.0001649076517
BUI,CZR,6064,0.0001649076517
BUI,SLO,5795,0.0001725625539
BUI,ITA,5185,0.0001928640309
BUI,SNM,5468,0.0001828822238
BUI,MLT,4583,0.0002181976871
BUI,ALB,4996,0.0002001601281
BUI,SER,5309,0.0001883593897
BUI,MNG,5153,0.0001940617116
BUI,MAC,5066,0.000197394394
BUI,CRO,5508,0.0001815541031
BUI,YUG,5309,0.0001883593897
BUI,BOS,5239,0.0001908761214
BUI,SLV,5641,0.0001772735331
BUI,GRC,4597,0.0002175331738
BUI,CYP,4249,0.000235349494
BUI,BUL,5048,0.0001980982567
BUI,MLD,5560,0.0001798561151
BUI,RUM,5240,0.0001908396947
BUI,RUS,6503,0.0001537751807
BUI,EST,6911,0.0001446968601
BUI,LAT,6588,0.0001517911354
BUI,LIT,6355,0.0001573564123
BUI,UKR,5900,0.0001694915254
BUI,BLR,6238,0.000160307791
BUI,ARM,5027,0.0001989258007
BUI,GRG,5043,0.0001982946659
BUI,AZE,5223,0.0001914608463
BUI,FIN,7017,0.0001425110446
BUI,SWD,6969,0.0001434926101
BUI,NOR,7097,0.0001409046076
BUI,DEN,6639,0.0001506250941
BUI,ICE,8538,0.0001171234481
BUI,CAP,6227,0.0001605909748
BUI,STP,2521,0.0003966679889
BUI,GNB,5216,0.0001917177914
BUI,EQG,2219,0.0004506534475
BUI,GAM,5379,0.0001859081614
BUI,MLI,4451,0.0002246686138
BUI,SEN,5498,0.0001818843216
BUI,BEN,3127,0.000319795331
BUI,MAA,5486,0.0001822821728
BUI,NIR,3489,0.000286615076
BUI,CDI,3978,0.0002513826043
BUI,GUI,4948,0.0002021018593
BUI,BFO,3795,0.0002635046113
BUI,LBR,4570,0.0002188183807
BUI,SIE,4887,0.000204624514
BUI,GHA,3360,0.0002976190476
BUI,TOG,3283,0.0003045994517
BUI,CAO,2094,0.0004775549188
BUI,NIG,3057,0.0003271180896
BUI,GAB,2229,0.0004486316734
BUI,CEN,1421,0.0007037297678
BUI,CHA,2303,0.0004342162397
BUI,CON,1557,0.0006422607579
BUI,DRC,1557,0.0006422607579
BUI,UGA,490,0.002040816327
BUI,KEN,862,0.001160092807
BUI,TAZ,1158,0.0008635578584
BUI,ZAN,1147,0.0008718395815
BUI,RWA,234,0.004273504274
BUI,SOM,1864,0.0005364806867
BUI,DJI,2211,0.0004522840344
BUI,ETH,1690,0.0005917159763
BUI,ERI,2297,0.0004353504571
BUI,ANG,1873,0.0005339028297
BUI,MZM,2584,0.000386996904
BUI,ZAM,1338,0.0007473841555
BUI,ZIM,1572,0.0006361323155
BUI,MAW,1216,0.0008223684211
BUI,SAF,2451,0.000407996736
BUI,TRA,2451,0.000407996736
BUI,OFS,2917,0.0003428179637
BUI,NAM,2485,0.0004024144869
BUI,LES,2896,0.0003453038674
BUI,BOT,2363,0.0004231908591
BUI,SWA,2563,0.0003901677721
BUI,MAG,2604,0.0003840245776
BUI,COM,1782,0.0005611672278
BUI,MAS,3605,0.0002773925104
BUI,SEY,2925,0.0003418803419
BUI,MOR,5526,0.0001809627217
BUI,ALG,5134,0.0001947798987
BUI,TUN,4782,0.000209117524
BUI,LIB,4251,0.0002352387673
BUI,SUD,2043,0.0004894762604
BUI,IRN,4825,0.000207253886
BUI,TUR,4696,0.0002129471891
BUI,IRQ,4305,0.0002322880372
BUI,EGY,3677,0.0002719608376
BUI,SYR,4077,0.000245278391
BUI,LEB,4065,0.00024600246
BUI,JOR,3858,0.0002592016589
BUI,ISR,3936,0.0002540650407
BUI,SAU,3555,0.0002812939522
BUI,YAR,2587,0.0003865481252
BUI,YEM,2587,0.0003865481252
BUI,YPR,2412,0.0004145936982
BUI,KUW,4078,0.0002452182442
BUI,BAH,4004,0.0002497502498
BUI,QAT,3953,0.000252972426
BUI,UAE,4056,0.0002465483235
BUI,OMA,4287,0.0002332633543
BUI,AFG,5859,0.00017067759
BUI,TKM,5372,0.0001861504095
BUI,TAJ,6107,0.0001637465204
BUI,KYR,6773,0.0001476450613
BUI,UZB,6352,0.0001574307305
BUI,KZK,7002,0.0001428163382
BUI,CHN,9956,0.0001004419446
BUI,TBT,7491,0.0001334935256
BUI,MON,9322,0.0001072731174
BUI,TAW,10378,0.00009635767971
BUI,KOR,10884,0.00009187798603
BUI,PRK,10775,0.00009280742459
BUI,ROK,10884,0.00009187798603
BUI,JPN,12053,0.00008296689621
BUI,IND,6180,0.0001618122977
BUI,BHU,7269,0.0001375705049
BUI,PAK,6091,0.0001641766541
BUI,BNG,7225,0.0001384083045
BUI,MYA,7637,0.0001309414692
BUI,SRI,5695,0.0001755926251
BUI,NEP,6864,0.0001456876457
BUI,MAD,4900,0.0002040816327
BUI,THI,8048,0.0001242544732
BUI,CAM,8489,0.0001177995052
BUI,LAO,8339,0.0001199184555
BUI,VNM,8687,0.000115114539
BUI,DRV,8728,0.0001145737855
BUI,RVN,8674,0.0001152870648
BUI,MAL,8062,0.0001240387001
BUI,SIN,8288,0.0001206563707
BUI,BRU,9512,0.0001051303616
BUI,PHI,10263,0.00009743739647
BUI,INS,8586,0.0001164686699
BUI,ETM,10637,0.0000940114694
BUI,AUL,12458,0.00008026970621
BUI,PNG,13006,0.00007688759034
BUI,NEW,13988,0.00007148984844
BUI,VAN,14894,0.00006714113066
BUI,SOL,14291,0.00006997410958
BUI,FJI,15895,0.00006291286568
BUI,MSI,15390,0.00006497725796
BUI,PAL,11715,0.00008536064874
BUI,FSM,14333,0.0000697690644
BUI,WSM,15525,0.00006441223833
RWA,USA,11557,0.00008652764558
RWA,CAN,11319,0.00008834702712
RWA,BHM,11687,0.00008556515787
RWA,CUB,12341,0.00008103071064
RWA,HAI,11356,0.00008805917577
RWA,DOM,11111,0.00009000090001
RWA,JAM,11834,0.00008450228156
RWA,TRI,10188,0.00009815469179
RWA,BAR,9997,0.000100030009
RWA,DMA,10192,0.00009811616954
RWA,GRN,10226,0.00009778994719
RWA,SLU,10171,0.00009831874939
RWA,SVG,10177,0.00009826078412
RWA,AAB,10246,0.00009759906305
RWA,SKN,10347,0.00009664637093
RWA,BLZ,13034,0.00007672241829
RWA,MEX,14129,0.0000707764173
RWA,GUA,13322,0.00007506380423
RWA,HON,12990,0.00007698229407
RWA,SAL,13190,0.00007581501137
RWA,NIC,12903,0.00007750135627
RWA,COS,12684,0.00007883948281
RWA,PAN,12179,0.0000821085475
RWA,COL,11599,0.00008621432882
RWA,VEN,10807,0.00009253261775
RWA,GUY,9814,0.0001018952517
RWA,SUR,9500,0.0001052631579
RWA,ECU,12075,0.00008281573499
RWA,PER,11839,0.00008446659346
RWA,BRA,8664,0.0001154201293
RWA,BOL,10839,0.00009225943353
RWA,PAR,9715,0.0001029336078
RWA,CHL,10941,0.00009139932365
RWA,ARG,9810,0.0001019367992
RWA,URU,9595,0.0001042209484
RWA,UK,6449,0.0001550628004
RWA,IRE,6901,0.0001449065353
RWA,NTH,6363,0.000157158573
RWA,BEL,6196,0.000161394448
RWA,LUX,6097,0.0001640150894
RWA,FRN,6090,0.0001642036125
RWA,MNC,5472,0.000182748538
RWA,LIE,5727,0.0001746114894
RWA,SWZ,5702,0.0001753770607
RWA,SPN,5716,0.0001749475157
RWA,AND,5630,0.0001776198934
RWA,POR,5928,0.0001686909582
RWA,GMY,6109,0.0001636929121
RWA,GFR,6093,0.0001641227638
RWA,GDR,6109,0.0001636929121
RWA,POL,5965,0.0001676445935
RWA,AUH,5620,0.0001779359431
RWA,AUS,5620,0.0001779359431
RWA,HUN,5457,0.0001832508704
RWA,CZE,5873,0.0001702707305
RWA,CZR,5873,0.0001702707305
RWA,SLO,5601,0.0001785395465
RWA,ITA,5010,0.0001996007984
RWA,SNM,5289,0.0001890716582
RWA,MLT,4410,0.0002267573696
RWA,ALB,4802,0.0002082465639
