src,trg,kmdist,Proximity_1_over_dist
SUR,MAW,10024,0.00009976057462
SUR,SAF,9627,0.0001038745196
SUR,TRA,9627,0.0001038745196
SUR,OFS,9487,0.0001054073996
SUR,NAM,8448,0.0001183712121
SUR,LES,9577,0.000104416832
SUR,BOT,9377,0.000106643916
SUR,SWA,9923,0.000100775975
SUR,MAG,11557,0.00008652764558
SUR,COM,11051,0.00009048954846
SUR,MAS,12606,0.00007932730446
SUR,SEY,12353,0.00008095199547
SUR,MOR,5829,0.000171556013
SUR,ALG,6787,0.0001473405039
SUR,TUN,7415,0.0001348617667
SUR,LIB,7655,0.0001306335728
SUR,SUD,9603,0.0001041341248
SUR,IRN,11123,0.00008990380293
SUR,TUR,9422,0.0001061345786
SUR,IRQ,10527,0.0000949938254
SUR,EGY,9343,0.0001070320026
SUR,SYR,9789,0.0001021554806
SUR,LEB,9711,0.0001029760066
SUR,JOR,9779,0.0001022599448
SUR,ISR,9660,0.0001035196687
SUR,SAU,10945,0.00009136592051
SUR,YAR,10830,0.00009233610342
SUR,YEM,10830,0.00009233610342
SUR,YPR,10965,0.00009119927041
SUR,KUW,10955,0.0000912825194
SUR,BAH,11345,0.00008814455707
SUR,QAT,11350,0.00008810572687
SUR,UAE,11707,0.0000854189801
SUR,OMA,12129,0.00008244702778
SUR,AFG,12678,0.00007887679445
SUR,TKM,11645,0.00008587376556
SUR,TAJ,12453,0.00008030193528
SUR,KYR,12656,0.00007901390645
SUR,UZB,12336,0.00008106355383
SUR,KZK,12765,0.00007833920877
SUR,CHN,14934,0.00006696129637
SUR,TBT,14667,0.00006818026863
SUR,MON,13865,0.00007212405337
SUR,TAW,16559,0.00006039012018
SUR,KOR,15230,0.00006565988181
SUR,PRK,15019,0.00006658232905
SUR,ROK,15230,0.00006565988181
SUR,JPN,15193,0.00006581978543
SUR,IND,13674,0.00007313149042
SUR,BHU,14747,0.00006781040212
SUR,PAK,13042,0.00007667535654
SUR,BNG,15083,0.00006629980773
SUR,MYA,16020,0.00006242197253
SUR,SRI,14840,0.00006738544474
SUR,NEP,14401,0.00006943962225
SUR,MAD,14164,0.00007060152499
SUR,THI,16593,0.00006026637739
SUR,CAM,17102,0.00005847269325
SUR,LAO,16480,0.00006067961165
SUR,VNM,17277,0.00005788041905
SUR,DRV,16372,0.0000610798925
SUR,RVN,17268,0.00005791058606
SUR,MAL,17252,0.00005796429399
SUR,SIN,17552,0.00005697356427
SUR,BRU,18394,0.00005436555398
SUR,PHI,17751,0.00005633485437
SUR,INS,18015,0.00005550929781
SUR,ETM,19689,0.0000507897811
SUR,AUL,15910,0.00006285355123
SUR,PNG,17496,0.00005715592135
SUR,NEW,13701,0.00007298737318
SUR,VAN,15274,0.00006547073458
SUR,SOL,16225,0.00006163328197
SUR,FJI,14033,0.00007126060001
SUR,MSI,14943,0.00006692096634
SUR,PAL,18173,0.00005502668794
SUR,FSM,16034,0.00006236746913
SUR,WSM,14736,0.00006786102063
ECU,USA,4314,0.0002318034307
ECU,CAN,5042,0.0001983339944
ECU,BHM,2705,0.0003696857671
ECU,CUB,2604,0.0003840245776
ECU,HAI,2177,0.0004593477262
ECU,DOM,2252,0.0004440497336
ECU,JAM,2005,0.0004987531172
ECU,TRI,2234,0.0004476275739
ECU,BAR,2548,0.0003924646782
ECU,DMA,2410,0.0004149377593
ECU,GRN,2291,0.0004364906155
ECU,SLU,2453,0.0004076640848
ECU,SVG,2405,0.0004158004158
ECU,AAB,2630,0.0003802281369
ECU,SKN,2582,0.0003872966692
ECU,BLZ,2211,0.0004522840344
ECU,MEX,3122,0.0003203074952
ECU,GUA,2094,0.0004775549188
ECU,HON,1847,0.0005414185165
ECU,SAL,1931,0.0005178663905
ECU,NIC,1601,0.000624609619
ECU,COS,1272,0.000786163522
ECU,PAN,1003,0.0009970089731
ECU,COL,705,0.001418439716
ECU,VEN,1690,0.0005917159763
ECU,GUY,2403,0.0004161464836
ECU,SUR,2666,0.0003750937734
ECU,PER,1349,0.0007412898443
ECU,BRA,3780,0.0002645502646
ECU,BOL,2126,0.0004703668862
ECU,PAR,3586,0.0002788622421
ECU,CHL,3767,0.0002654632333
ECU,ARG,4321,0.0002314279102
ECU,URU,4448,0.0002248201439
ECU,UK,9210,0.000108577633
ECU,IRE,8819,0.000113391541
ECU,NTH,9543,0.0001047888505
ECU,BEL,9488,0.0001053962901
ECU,LUX,9616,0.0001039933444
ECU,FRN,9320,0.0001072961373
ECU,MNC,9670,0.0001034126163
ECU,LIE,9850,0.0001015228426
ECU,SWZ,9678,0.0001033271337
ECU,SPN,8715,0.0001147446931
ECU,AND,9181,0.0001089205969
ECU,POR,8206,0.0001218620522
ECU,GMY,10135,0.00009866798224
ECU,GFR,9689,0.0001032098256
ECU,GDR,10135,0.00009866798224
ECU,POL,10657,0.000093835038
ECU,AUH,10358,0.00009654373431
ECU,AUS,10358,0.00009654373431
ECU,HUN,10578,0.00009453582908
ECU,CZE,10213,0.00009791442279
ECU,CZR,10213,0.00009791442279
ECU,SLO,10419,0.00009597850082
ECU,ITA,10097,0.00009903931861
ECU,SNM,10072,0.00009928514694
ECU,MLT,10277,0.00009730466089
ECU,ALB,10696,0.00009349289454
ECU,SER,10716,0.00009331840239
ECU,MNG,10635,0.00009402914904
ECU,MAC,10823,0.00009239582371
ECU,CRO,10352,0.00009659969088
ECU,YUG,10716,0.00009331840239
ECU,BOS,10566,0.00009464319515
ECU,SLV,10230,0.00009775171065
ECU,GRC,11061,0.0000904077389
ECU,CYP,11970,0.00008354218881
ECU,BUL,10972,0.0000911410864
ECU,MLD,11301,0.00008848774445
ECU,RUM,11164,0.00008957362952
ECU,RUS,11623,0.00008603630732
ECU,EST,10746,0.000093057882
ECU,LAT,10779,0.00009277298451
ECU,LIT,10905,0.00009170105456
ECU,UKR,11339,0.00008819119852
ECU,BLR,11068,0.00009035056017
ECU,ARM,12738,0.00007850525985
ECU,GRG,12762,0.0000783576242
ECU,AZE,13148,0.00007605719501
ECU,FIN,10733,0.00009317059536
ECU,SWD,10369,0.00009644131546
ECU,NOR,9951,0.0001004924128
ECU,DEN,10062,0.00009938382031
ECU,ICE,8457,0.0001182452406
ECU,CAP,6229,0.0001605394124
ECU,STP,9501,0.0001052520787
ECU,GNB,7042,0.0001420051122
ECU,EQG,9835,0.0001016776817
ECU,GAM,6958,0.0001437194596
ECU,MLI,7883,0.0001268552582
ECU,SEN,6883,0.000145285486
ECU,BEN,9025,0.0001108033241
ECU,MAA,7106,0.0001407261469
ECU,NIR,8990,0.0001112347052
ECU,CDI,8141,0.0001228350326
ECU,GUI,7241,0.000138102472
ECU,BFO,8588,0.0001164415463
ECU,LBR,7534,0.0001327316167
ECU,SIE,7270,0.0001375515818
ECU,GHA,8746,0.0001143379831
ECU,TOG,8859,0.0001128795575
ECU,CAO,10001,0.000099990001
ECU,NIG,9098,0.0001099142669
ECU,GAB,9779,0.0001022599448
ECU,CEN,10795,0.00009263547939
ECU,CHA,10381,0.00009632983335
ECU,CON,10426,0.000095914061
ECU,DRC,10426,0.000095914061
ECU,UGA,12335,0.00008107012566
ECU,KEN,12816,0.00007802746567
ECU,TAZ,13076,0.00007647598654
ECU,ZAN,13061,0.00007656381594
ECU,BUI,11980,0.00008347245409
ECU,RWA,12075,0.00008281573499
ECU,SOM,13758,0.00007268498328
ECU,DJI,13423,0.00007449899426
ECU,ETH,12979,0.00007704753833
ECU,ERI,12930,0.00007733952049
ECU,ANG,10185,0.00009818360334
ECU,MZM,12089,0.00008271982794
ECU,ZAM,11828,0.00008454514711
ECU,ZIM,12070,0.00008285004143
ECU,MAW,12398,0.00008065817067
ECU,SAF,11693,0.00008552125203
ECU,TRA,11693,0.00008552125203
ECU,OFS,11426,0.00008751969193
ECU,NAM,10586,0.00009446438693
ECU,LES,11521,0.00008679802101
ECU,BOT,11472,0.00008716875872
ECU,SWA,11959,0.00008361903169
ECU,MAG,13795,0.00007249003262
ECU,COM,13466,0.00007426110203
ECU,MAS,14744,0.00006782419967
ECU,SEY,14890,0.00006715916723
ECU,MOR,8301,0.0001204674136
ECU,ALG,9237,0.0001082602577
ECU,TUN,9879,0.0001012248203
ECU,LIB,10187,0.00009816432708
ECU,SUD,12268,0.00008151287903
ECU,IRN,13525,0.00007393715342
ECU,TUR,11821,0.00008459521191
ECU,IRQ,13004,0.00007689941556
ECU,EGY,11898,0.00008404773912
ECU,SYR,12290,0.00008136696501
ECU,LEB,12213,0.00008187996397
ECU,JOR,12310,0.00008123476848
ECU,ISR,12180,0.00008210180624
ECU,SAU,13542,0.00007384433614
ECU,YAR,13491,0.00007412348973
ECU,YEM,13491,0.00007412348973
ECU,YPR,13630,0.00007336757153
ECU,KUW,13483,0.00007416747015
ECU,BAH,13904,0.00007192174914
ECU,QAT,13916,0.00007185972981
ECU,UAE,14281,0.00007002310763
ECU,OMA,14700,0.00006802721088
ECU,AFG,14935,0.00006695681286
ECU,TKM,13951,0.0000716794495
ECU,TAJ,14612,0.00006843690118
ECU,KYR,14607,0.00006846032724
ECU,UZB,14408,0.00006940588562
ECU,KZK,14639,0.00006831067696
ECU,CHN,15399,0.00006493928177
ECU,TBT,16525,0.00006051437216
ECU,MON,14738,0.00006785181164
ECU,TAW,16476,0.00006069434329
ECU,KOR,15118,0.00006614631565
ECU,PRK,15008,0.00006663113006
ECU,ROK,15118,0.00006614631565
ECU,JPN,14437,0.0000692664681
ECU,IND,15956,0.00006267234896
ECU,BHU,16738,0.00005974429442
ECU,PAK,15267,0.00006550075326
ECU,BNG,17172,0.00005823433496
ECU,MYA,18118,0.00005519372999
ECU,SRI,17505,0.00005712653528
ECU,NEP,16529,0.00006049972775
ECU,MAD,16816,0.00005946717412
ECU,THI,18541,0.00005393452349
ECU,CAM,18715,0.00005343307507
ECU,LAO,18094,0.00005526693932
ECU,VNM,18673,0.00005355325872
ECU,DRV,17618,0.00005676013168
ECU,RVN,18678,0.0000535389228
ECU,MAL,19663,0.00005085693943
ECU,SIN,19717,0.00005071765482
ECU,BRU,18456,0.00005418292154
ECU,PHI,17346,0.00005765017872
ECU,INS,19111,0.00005232588562
ECU,ETM,17173,0.00005823094392
ECU,AUL,13723,0.00007287036362
ECU,PNG,14834,0.00006741270055
ECU,NEW,11392,0.00008778089888
ECU,VAN,12613,0.00007928327916
ECU,SOL,13574,0.00007367025195
ECU,FJI,11375,0.00008791208791
ECU,MSI,12578,0.00007950389569
ECU,PAL,16251,0.00006153467479
ECU,FSM,13665,0.00007317965606
ECU,WSM,12070,0.00008285004143
PER,USA,5651,0.0001769598301
PER,CAN,6374,0.0001568873549
PER,BHM,4032,0.000248015873
PER,CUB,3953,0.000252972426
PER,HAI,3448,0.0002900232019
PER,DOM,3477,0.0002876042565
PER,JAM,3336,0.0002997601918
PER,TRI,3057,0.0003271180896
PER,BAR,3397,0.0002943773918
PER,DMA,3320,0.0003012048193
PER,GRN,3171,0.0003153579313
PER,SLU,3367,0.000297000297
PER,SVG,3304,0.0003026634383
PER,AAB,3636,0.0002750275028
PER,SKN,3617,0.0002764722145
PER,BLZ,3502,0.0002855511136
PER,MEX,4261,0.0002346866933
PER,GUA,3317,0.0003014772385
PER,HON,3124,0.0003201024328
PER,SAL,3170,0.0003154574132
PER,NIC,2878,0.0003474635163
PER,COS,2571,0.0003889537145
PER,PAN,2352,0.000425170068
PER,COL,1880,0.0005319148936
PER,VEN,2689,0.0003718854593
PER,GUY,2985,0.0003350083752
PER,SUR,3122,0.0003203074952
PER,ECU,1349,0.0007412898443
PER,BRA,3185,0.0003139717425
PER,BOL,1069,0.000935453695
PER,PAR,2508,0.0003987240829
PER,CHL,2425,0.000412371134
PER,ARG,3081,0.0003245699448
PER,URU,3234,0.0003092145949
PER,UK,10163,0.00009839614287
PER,IRE,9821,0.000101822625
PER,NTH,10503,0.00009521089213
PER,BEL,10416,0.00009600614439
PER,LUX,10535,0.00009492168961
PER,FRN,10218,0.00009786651008
PER,MNC,10479,0.00009542895314
PER,LIE,10719,0.00009329228473
PER,SWZ,10531,0.0000949577438
PER,SPN,9486,0.0001054185115
PER,AND,9981,0.0001001903617
PER,POR,8964,0.0001115573405
PER,GMY,11085,0.0000902119982
PER,GFR,10612,0.00009423294384
PER,GDR,11085,0.0000902119982
PER,POL,11608,0.00008614748449
PER,AUH,11237,0.00008899172377
PER,AUS,11237,0.00008899172377
PER,HUN,11440,0.00008741258741
PER,CZE,11128,0.00008986340762
PER,CZR,11128,0.00008986340762
PER,SLO,11298,0.00008851124093
PER,ITA,10848,0.00009218289086
PER,SNM,10875,0.00009195402299
PER,MLT,10920,0.00009157509158
PER,ALB,11443,0.00008738967054
PER,SER,11522,0.00008679048776
PER,MNG,11409,0.0000876501008
PER,MAC,11589,0.00008628872206
PER,CRO,11177,0.00008946944618
PER,YUG,11522,0.00008679048776
PER,BOS,11353,0.00008808244517
PER,SLV,11073,0.00009030976249
PER,GRC,11748,0.00008512087164
PER,CYP,12606,0.00007932730446
PER,BUL,11740,0.00008517887564
PER,MLD,12171,0.00008216251746
PER,RUM,11974,0.00008351428094
PER,RUS,12652,0.00007903888713
PER,EST,11810,0.00008467400508
PER,LAT,11798,0.00008476012884
PER,LIT,11893,0.00008408307408
PER,UKR,12267,0.00008151952393
PER,BLR,12043,0.00008303578842
PER,ARM,13522,0.00007395355717
PER,GRG,13549,0.00007380618496
PER,AZE,13963,0.00007161784717
PER,FIN,11812,0.00008465966813
PER,SWD,11429,0.00008749671887
PER,NOR,11013,0.00009080177971
PER,DEN,11062,0.00009039956608
PER,ICE,9641,0.0001037236801
PER,CAP,6605,0.0001514004542
PER,STP,9373,0.0001066894271
PER,GNB,7239,0.0001381406272
PER,EQG,9722,0.0001028594939
PER,GAM,7209,0.0001387154945
PER,MLI,8066,0.0001239771882
PER,SEN,7165,0.0001395673412
PER,BEN,9026,0.0001107910481
PER,MAA,7474,0.0001337971635
PER,NIR,9158,0.0001091941472
PER,CDI,8169,0.0001224140042
PER,GUI,7376,0.0001355748373
PER,BFO,8744,0.0001143641354
PER,LBR,7580,0.0001319261214
PER,SIE,7378,0.0001355380862
PER,GHA,8732,0.000114521301
PER,TOG,8864,0.0001128158845
PER,CAO,9910,0.0001009081736
PER,NIG,9098,0.0001099142669
PER,GAB,9622,0.0001039284972
PER,CEN,10709,0.0000933794005
PER,CHA,10490,0.00009532888465
PER,CON,10161,0.00009841551028
PER,DRC,10161,0.00009841551028
PER,UGA,12120,0.00008250825083
PER,KEN,12562,0.00007960515841
PER,TAZ,12687,0.00007882084023
PER,ZAN,12670,0.00007892659826
PER,BUI,11700,0.00008547008547
PER,RWA,11839,0.00008446659346
PER,SOM,13559,0.0000737517516
PER,DJI,13489,0.00007413447995
PER,ETH,12980,0.00007704160247
PER,ERI,13097,0.00007635336337
PER,ANG,9833,0.0001016983627
PER,MZM,11294,0.00008854258899
PER,ZAM,11276,0.00008868393047
PER,ZIM,11464,0.00008722958828
PER,MAW,11868,0.00008426019548
PER,SAF,10935,0.00009144947417
PER,TRA,10935,0.00009144947417
PER,OFS,10599,0.00009434852345
PER,NAM,9924,0.0001007658202
PER,LES,10692,0.00009352787131
PER,BOT,10742,0.00009309253398
PER,SWA,11171,0.00008951750067
PER,MAG,13075,0.00007648183556
PER,COM,12936,0.00007730364873
PER,MAS,13899,0.00007194762213
PER,SEY,14457,0.00006917064398
PER,MOR,8950,0.0001117318436
PER,ALG,9908,0.0001009285426
PER,TUN,10534,0.00009493070059
PER,LIB,10754,0.00009298865538
PER,SUD,12428,0.00008046346958
PER,IRN,14242,0.00007021485746
PER,TUR,12544,0.00007971938776
PER,IRQ,13633,0.00007335142669
PER,EGY,12418,0.00008052826542
PER,SYR,12890,0.00007757951901
PER,LEB,12812,0.00007805182641
PER,JOR,12865,0.00007773027594
PER,ISR,12753,0.00007841292245
PER,SAU,13958,0.00007164350193
PER,YAR,13655,0.00007323324789
PER,YEM,13655,0.00007323324789
PER,YPR,13712,0.00007292882147
PER,KUW,14032,0.00007126567845
PER,BAH,14394,0.00006947339169
PER,QAT,14391,0.00006948787437
PER,UAE,14734,0.00006787023212
PER,OMA,15151,0.00006600224408
PER,AFG,15797,0.00006330315883
PER,TKM,14766,0.00006772314777
PER,TAJ,15553,0.00006429627725
PER,KYR,15682,0.00006376737661
PER,UZB,15408,0.00006490134995
PER,KZK,15755,0.00006347191368
PER,CHN,16718,0.00005981576744
PER,TBT,17691,0.00005652591713
PER,MON,16086,0.00006216585851
PER,TAW,17568,0.00005692167577
PER,KOR,16333,0.0000612257393
PER,PRK,16253,0.00006152710269
PER,ROK,16333,0.0000612257393
PER,JPN,15502,0.00006450780544
PER,IND,16796,0.00005953798523
PER,BHU,17829,0.00005608839531
PER,PAK,16159,0.00006188501764
PER,BNG,18197,0.00005495411332
PER,MYA,19138,0.00005225206396
PER,SRI,17378,0.00005754402118
PER,NEP,17513,0.00005710043967
PER,MAD,16562,0.00006037918126
PER,THI,19707,0.00005074339067
PER,CAM,19777,0.00005056378622
PER,LAO,19436,0.00005145091583
PER,VNM,19578,0.00005107774032
PER,DRV,18960,0.00005274261603
PER,RVN,19590,0.00005104645227
PER,MAL,18992,0.00005265374895
PER,SIN,18779,0.00005325097183
PER,BRU,18472,0.00005413598961
PER,PHI,18041,0.00005542929993
PER,INS,17952,0.00005570409982
PER,ETM,16619,0.00006017209218
PER,AUL,12868,0.00007771215418
PER,PNG,14575,0.00006861063465
PER,NEW,10596,0.00009437523594
PER,VAN,12310,0.00008123476848
PER,SOL,13428,0.0000744712541
PER,FJI,11079,0.00009026085387
PER,MSI,12908,0.00007747133561
PER,PAL,16519,0.00006053635208
PER,FSM,13929,0.00007179266279
PER,WSM,11852,0.00008437394533
BRA,USA,6722,0.0001487652484
BRA,CAN,7282,0.0001373249107
BRA,BHM,5344,0.0001871257485
BRA,CUB,5680,0.000176056338
BRA,HAI,4621,0.0002164033759
BRA,DOM,4461,0.0002241649854
BRA,JAM,4870,0.000205338809
BRA,TRI,3233,0.0003093102382
BRA,BAR,3400,0.0002941176471
BRA,DMA,3514,0.0002845759818
BRA,GRN,3393,0.0002947244327
BRA,SLU,3543,0.0002822466836
BRA,SVG,3483,0.0002871088142
BRA,AAB,3893,0.0002568713075
BRA,SKN,3964,0.0002522704339
BRA,BLZ,5729,0.0001745505324
BRA,MEX,6816,0.000146713615
BRA,GUA,5751,0.000173882803
BRA,HON,5438,0.0001838911364
BRA,SAL,5580,0.0001792114695
BRA,NIC,5222,0.0001914975105
BRA,COS,4891,0.0002044571662
BRA,PAN,4411,0.0002267059624
BRA,COL,3651,0.0002738975623
BRA,VEN,3512,0.000284738041
BRA,GUY,2714,0.0003684598379
BRA,SUR,2467,0.0004053506283
BRA,ECU,3780,0.0002645502646
BRA,PER,3185,0.0003139717425
BRA,BOL,2178,0.0004591368228
BRA,PAR,1509,0.0006626905235
BRA,CHL,3057,0.0003271180896
BRA,ARG,2370,0.0004219409283
BRA,URU,2277,0.0004391743522
BRA,UK,8686,0.0001151277918
BRA,IRE,8536,0.0001171508903
BRA,NTH,9001,0.0001110987668
BRA,BEL,8837,0.0001131605749
BRA,LUX,8916,0.0001121579183
BRA,FRN,8583,0.000116509379
BRA,MNC,8592,0.0001163873371
BRA,LIE,8947,0.0001117693081
BRA,SWZ,8742,0.0001143902997
BRA,SPN,7628,0.0001310959622
BRA,AND,8130,0.00012300123
BRA,POR,7140,0.0001400560224
BRA,GMY,9484,0.0001054407423
BRA,GFR,8995,0.0001111728738
BRA,GDR,9484,0.0001054407423
BRA,POL,9942,0.0001005833836
BRA,AUH,9429,0.0001060557853
BRA,AUS,9429,0.0001060557853
BRA,HUN,9566,0.0001045369015
BRA,CZE,9426,0.0001060895396
BRA,CZR,9426,0.0001060895396
BRA,SLO,9484,0.0001054407423
BRA,ITA,8789,0.0001137785869
BRA,SNM,8928,0.0001120071685
BRA,MLT,8640,0.0001157407407
BRA,ALB,9315,0.0001073537305
BRA,SER,9511,0.0001051414152
BRA,MNG,9340,0.0001070663812
BRA,MAC,9485,0.0001054296257
BRA,CRO,9247,0.0001081431816
BRA,YUG,9511,0.0001051414152
BRA,BOS,9317,0.0001073306858
BRA,SLV,9197,0.000108731108
BRA,GRC,9470,0.0001055966209
BRA,CYP,10164,0.00009838646202
BRA,BUL,9625,0.0001038961039
BRA,MLD,10234,0.00009771350401
BRA,RUM,9922,0.0001007861318
BRA,RUS,11079,0.00009026085387
BRA,EST,10463,0.00009557488292
BRA,LAT,10308,0.00009701202949
BRA,LIT,10298,0.00009710623422
BRA,UKR,10462,0.00009558401835
BRA,BLR,10391,0.00009623712828
BRA,ARM,11253,0.0000888651915
BRA,GRG,11282,0.00008863676653
BRA,AZE,11702,0.0000854554777
BRA,FIN,10513,0.00009512032721
BRA,SWD,10119,0.00009882399447
BRA,NOR,9765,0.000102406554
BRA,DEN,9608,0.0001040799334
BRA,ICE,9067,0.0001102900629
BRA,CAP,4322,0.0002313743637
BRA,STP,6264,0.000159642401
BRA,GNB,4568,0.0002189141856
BRA,EQG,6616,0.0001511487304
BRA,GAM,4626,0.0002161694769
BRA,MLI,5306,0.0001884658877
BRA,SEN,4635,0.0002157497303
BRA,BEN,6019,0.0001661405549
BRA,MAA,5055,0.0001978239367
BRA,NIR,6309,0.0001585037248
BRA,CDI,5221,0.0001915341889
BRA,GUI,4606,0.0002171081198
BRA,BFO,5906,0.0001693193363
BRA,LBR,4686,0.0002134016219
BRA,SIE,4572,0.0002187226597
BRA,GHA,5721,0.0001747946163
BRA,TOG,5866,0.0001704739175
BRA,CAO,6812,0.0001467997651
BRA,NIG,6087,0.0001642845408
BRA,GAB,6494,0.0001539882969
BRA,CEN,7600,0.0001315789474
BRA,CHA,7523,0.0001329256945
BRA,CON,6990,0.0001430615165
BRA,DRC,6990,0.0001430615165
BRA,UGA,8948,0.0001117568172
BRA,KEN,9381,0.0001065984437
BRA,TAZ,9505,0.0001052077854
BRA,ZAN,9489,0.0001053851828
BRA,BUI,8519,0.0001173846696
BRA,RWA,8664,0.0001154201293
BRA,SOM,10381,0.00009632983335
BRA,DJI,10402,0.00009613535858
BRA,ETH,9872,0.0001012965964
BRA,ERI,10086,0.00009914733294
BRA,ANG,6649,0.0001503985562
BRA,MZM,8310,0.0001203369434
BRA,ZAM,8128,0.0001230314961
BRA,ZIM,8341,0.0001198897015
BRA,MAW,8715,0.0001147446931
BRA,SAF,7915,0.0001263423879
BRA,TRA,7915,0.0001263423879
BRA,OFS,7650,0.0001307189542
BRA,NAM,6827,0.0001464772228
BRA,LES,7744,0.0001291322314
BRA,BOT,7697,0.0001299207483
BRA,SWA,8180,0.0001222493888
BRA,MAG,10030,0.00009970089731
BRA,COM,9788,0.0001021659174
BRA,MAS,10965,0.00009119927041
BRA,SEY,11291,0.0000885661146
BRA,MOR,6887,0.0001452011035
BRA,ALG,7783,0.00012848516
BRA,TUN,8313,0.0001202935162
BRA,LIB,8354,0.0001197031362
BRA,SUD,9434,0.000105999576
BRA,IRN,11778,0.00008490405841
BRA,TUR,10259,0.00009747538746
BRA,IRQ,11089,0.00009017945712
BRA,EGY,9814,0.0001018952517
BRA,SYR,10366,0.00009646922632
BRA,LEB,10293,0.00009715340523
BRA,JOR,10276,0.00009731413001
BRA,ISR,10199,0.00009804882832
BRA,SAU,11123,0.00008990380293
BRA,YAR,10622,0.00009414422896
BRA,YEM,10622,0.00009414422896
BRA,YPR,10629,0.00009408222787
BRA,KUW,11345,0.00008814455707
BRA,BAH,11610,0.00008613264427
BRA,QAT,11591,0.00008627383315
BRA,UAE,11887,0.00008412551527
BRA,OMA,12273,0.00008147967082
BRA,AFG,13385,0.00007471049682
BRA,TKM,12409,0.00008058667096
BRA,TAJ,13332,0.00007500750075
BRA,KYR,13768,0.00007263219059
BRA,UZB,13346,0.00007492881762
BRA,KZK,13946,0.00007170514843
BRA,CHN,16911,0.00005913310863
BRA,TBT,15497,0.00006452861844
BRA,MON,15746,0.00006350819256
BRA,TAW,18437,0.00005423875902
BRA,KOR,17504,0.0000571297989
BRA,PRK,17270,0.00005790387956
BRA,ROK,17504,0.0000571297989
BRA,JPN,17659,0.00005662834815
BRA,IND,14187,0.00007048706562
BRA,BHU,15407,0.00006490556241
BRA,PAK,13745,0.00007275372863
BRA,BNG,15536,0.00006436663234
BRA,MYA,16135,0.00006197706848
BRA,SRI,14195,0.00007044734061
BRA,NEP,14981,0.00006675121821
BRA,MAD,13382,0.00007472724555
BRA,THI,16567,0.00006036095853
BRA,CAM,16995,0.00005884083554
BRA,LAO,16830,0.00005941770648
BRA,VNM,17185,0.00005819028222
BRA,DRV,17130,0.00005837711617
BRA,RVN,17173,0.00005823094392
BRA,MAL,16387,0.00006102398243
BRA,SIN,16508,0.00006057669009
BRA,BRU,17741,0.00005636660842
BRA,PHI,18779,0.00005325097183
BRA,INS,16343,0.00006118827633
BRA,ETM,17273,0.00005789382273
BRA,AUL,14157,0.00007063643427
BRA,PNG,16853,0.00005933661663
BRA,NEW,12388,0.00008072328059
BRA,VAN,14864,0.00006727664155
BRA,SOL,16103,0.00006210022977
BRA,FJI,13751,0.00007272198386
BRA,MSI,16073,0.00006221613887
BRA,PAL,19127,0.00005228211429
BRA,FSM,17037,0.00005869577977
BRA,WSM,14573,0.00006862005078
BOL,USA,6170,0.0001620745543
BOL,CAN,6865,0.0001456664239
BOL,BHM,4562,0.0002192021043
BOL,CUB,4628,0.0002160760588
BOL,HAI,3887,0.0002572678158
BOL,DOM,3846,0.0002600104004
BOL,JAM,3905,0.0002560819462
BOL,TRI,3058,0.0003270111184
BOL,BAR,3377,0.0002961208173
BOL,DMA,3364,0.0002972651605
BOL,GRN,3207,0.0003118178983
BOL,SLU,3411,0.0002931691586
BOL,SVG,3341,0.0002993115834
BOL,AAB,3740,0.0002673796791
BOL,SKN,3754,0.0002663825253
BOL,BLZ,4334,0.0002307337333
BOL,MEX,5215,0.0001917545542
BOL,GUA,4213,0.0002373605507
BOL,HON,3973,0.000251698968
BOL,SAL,4054,0.0002466699556
BOL,NIC,3727,0.0002683123155
BOL,COS,3397,0.0002943773918
BOL,PAN,3058,0.0003270111184
BOL,COL,2400,0.0004166666667
BOL,VEN,2902,0.000344589938
BOL,GUY,2796,0.0003576537911
BOL,SUR,2811,0.0003557452864
BOL,ECU,2126,0.0004703668862
BOL,PER,1069,0.000935453695
BOL,BRA,2178,0.0004591368228
BOL,PAR,1480,0.0006756756757
BOL,CHL,1908,0.0005241090147
BOL,ARG,2213,0.0004518752824
BOL,URU,2327,0.0004297378599
BOL,UK,9940,0.0001006036217
BOL,IRE,9661,0.0001035089535
BOL,NTH,10278,0.00009729519362
BOL,BEL,10160,0.00009842519685
BOL,LUX,10266,0.00009740892266
BOL,FRN,9935,0.0001006542526
BOL,MNC,10104,0.00009897070467
BOL,LIE,10394,0.00009620935155
BOL,SWZ,10195,0.00009808729769
BOL,SPN,9102,0.0001098659635
BOL,AND,9610,0.0001040582726
BOL,POR,8582,0.000116522955
BOL,GMY,10836,0.00009228497601
BOL,GFR,10346,0.00009665571235
BOL,GDR,10836,0.00009228497601
BOL,POL,11344,0.00008815232722
BOL,AUH,10909,0.00009166743056
BOL,AUS,10909,0.00009166743056
BOL,HUN,11089,0.00009017945712
BOL,CZE,10839,0.00009225943353
BOL,CZR,10839,0.00009225943353
BOL,SLO,10969,0.00009116601331
BOL,ITA,10410,0.00009606147935
BOL,SNM,10484,0.00009538344143
BOL,MLT,10392,0.00009622786759
BOL,ALB,10988,0.00009100837277
BOL,SER,11117,0.00008995232527
BOL,MNG,10977,0.00009109957183
BOL,MAC,11146,0.00008971828459
BOL,CRO,10798,0.00009260974254
BOL,YUG,11117,0.00008995232527
BOL,BOS,10934,0.00009145783794
BOL,SLV,10714,0.00009333582229
