,src,trg,iso_code_src,region,days_since_100_cases_in_China_2019,weeks_since_100_cases,iso_code_trg,kmdist,proximity,log-prox,Norm_prox,norm_log_prox
379,Iran (Islamic Republic of),Pakistan,IRN,Asia,40.0,5,PAK,1987.0,0.0005032712632108706,0.1316762969966446,0.008669676833148279,0.008669676833148279
380,Iran (Islamic Republic of),Pakistan,IRN,Asia,40.0,5,PAK,1987.0,0.0005032712632108706,0.1316762969966446,0.008669676833148279,0.008669676833148279
381,Iran (Islamic Republic of),Turkey,IRN,Asia,40.0,5,TUR,1710.0,0.0005847953216374269,0.13433189124702444,0.010302456882424602,0.010302456882424602
382,Iran (Islamic Republic of),Turkmenistan,IRN,Asia,40.0,5,TKM,653.0,0.0015313935681470138,0.1542834375113939,0.029261114748718123,0.029261114748718123
383,Iraq,Iran (Islamic Republic of),IRQ,Asia,58.0,8,IRN,698.0,0.0014326647564469914,0.15271327735172285,0.027283754480549188,0.027283754480549188
384,Iraq,Jordan,IRQ,Asia,58.0,8,JOR,813.0,0.0012300123001230013,0.14923744642955591,0.023224990797669695,0.023224990797669695
385,Iraq,Kuwait,IRQ,Asia,58.0,8,KWT,567.0,0.001763668430335097,0.15771976824910536,0.0339131618652239,0.0339131618652239
386,Iraq,Saudi Arabia,IRQ,Asia,58.0,8,SAU,1026.0,0.0009746588693957114,0.14422890342748268,0.01811072152240547,0.01811072152240547
387,Iraq,Turkey,IRQ,Asia,58.0,8,TUR,1233.0,0.0008110300081103001,0.14050458421572837,0.014833530158909852,0.014833530158909852
388,Ireland,United Kingdom of Great Britain and Northern Ireland,IRL,Europe,57.0,8,GBR,496.0,0.0020161290322580645,0.1611194339368499,0.038969492990096305,0.038969492990096305
389,Isle of Man,Ireland,IMN,Europe,77.0,11,IRL,1482.0,0.0006747638326585695,0.13696476589584036,0.01210436410703557,0.01210436410703557
390,Isle of Man,United Kingdom of Great Britain and Northern Ireland,IMN,Europe,77.0,11,GBR,415.0,0.0024096385542168677,0.16588483704660195,0.04685077992619049,0.04685077992619049
391,Israel,Egypt,ISR,Asia,56.0,8,EGY,401.0,0.0024937655860349127,0.16683457378359495,0.048535692844026694,0.048535692844026694
392,Israel,Jordan,ISR,Asia,56.0,8,JOR,149.0,0.006711409395973154,0.1998422722505727,0.13300750154360047,0.13300750154360047
393,Israel,Lebanon,ISR,Asia,56.0,8,LBN,136.0,0.007352941176470588,0.20355592307196482,0.14585622758091601,0.14585622758091601
394,Italy,Austria,ITA,Europe,37.0,5,AUT,823.0,0.001215066828675577,0.1489656673015593,0.02292565992433778,0.02292565992433778
395,Italy,France,ITA,Europe,37.0,5,FRA,1127.0,0.0008873114463176575,0.14230187050858667,0.01636130996819503,0.01636130996819503
396,Italy,Slovenia,ITA,Europe,37.0,5,SVN,566.0,0.0017667844522968198,0.15776369138997973,0.03397557017254328,0.03397557017254328
397,Italy,Switzerland,ITA,Europe,37.0,5,CHE,703.0,0.001422475106685633,0.15254699576300085,0.027079674149410527,0.027079674149410527
398,Jamaica,Cuba,JAM,Americas,88.0,12,CUB,810.0,0.0012345679012345679,0.14931982770559074,0.023316231282392717,0.023316231282392717
399,Jamaica,Haiti,JAM,Americas,88.0,12,HTI,480.0,0.0020833333333333333,0.16197516129818348,0.04031547409235107,0.04031547409235107
400,Japan,Korea (Democratic People's Republic of),JPN,Asia,35.0,5,PRK,1315.0,0.0007604562737642585,0.1392448927358328,0.013820629353290505,0.013820629353290505
401,Jersey,France,JEY,Europe,77.0,11,FRA,327.0,0.0030581039755351682,0.1727127597572114,0.059838374300284894,0.059838374300284894
402,Jersey,United Kingdom of Great Britain and Northern Ireland,JEY,Europe,77.0,11,GBR,293.0,0.0034129692832764505,0.1760509880302821,0.06694568723150085,0.06694568723150085
403,Jordan,Iraq,JOR,Asia,66.0,9,IRQ,813.0,0.0012300123001230013,0.14923744642955591,0.023224990797669695,0.023224990797669695
404,Jordan,Israel,JOR,Asia,66.0,9,ISR,149.0,0.006711409395973154,0.1998422722505727,0.13300750154360047,0.13300750154360047
405,Jordan,Saudi Arabia,JOR,Asia,66.0,9,SAU,1323.0,0.0007558578987150416,0.13912739257968404,0.013728532183640698,0.013728532183640698
406,Kazakhstan,China,KAZ,Asia,69.0,9,CHN,3280.0,0.0003048780487804878,0.12352390933480442,0.004696218093657849,0.004696218093657849
407,Kazakhstan,Kyrgyzstan,KAZ,Asia,69.0,9,KGZ,230.0,0.004347826086956522,0.18388845457974975,0.08566918514658778,0.08566918514658778
408,Kazakhstan,Russian Federation,KAZ,Asia,69.0,9,RUS,3119.0,0.0003206155819172812,0.12429667168635114,0.005011412535967541,0.005011412535967541
409,Kazakhstan,Turkmenistan,KAZ,Asia,69.0,9,TKM,1727.0,0.0005790387955993051,0.13415361870889486,0.010187164034526795,0.010187164034526795
410,Kazakhstan,Uzbekistan,KAZ,Asia,69.0,9,UZB,683.0,0.0014641288433382138,0.15322160233276644,0.027913923467915863,0.027913923467915863
411,Kenya,Ethiopia,KEN,Africa,76.0,10,ETH,1133.0,0.00088261253309797,0.14219443025580086,0.016267199200079893,0.016267199200079893
412,Kenya,Ethiopia,KEN,Africa,76.0,10,ETH,1133.0,0.00088261253309797,0.14219443025580086,0.016267199200079893,0.016267199200079893
413,Kenya,Somalia,KEN,Africa,76.0,10,SOM,1003.0,0.0009970089730807576,0.1447020780639251,0.018558353842244853,0.018558353842244853
414,Kenya,South Sudan,KEN,Africa,76.0,10,SSD,894.0,0.0011185682326621924,0.14715175039703174,0.020992966859311162,0.020992966859311162
415,Kenya,"Tanzania, United Republic of",KEN,Africa,76.0,10,TZA,626.0,0.001597444089456869,0.15529516835859952,0.030583987720457978,0.030583987720457978
416,Kenya,"Tanzania, United Republic of",KEN,Africa,76.0,10,TZA,626.0,0.001597444089456869,0.15529516835859952,0.030583987720457978,0.030583987720457978
417,Kenya,Uganda,KEN,Africa,76.0,10,UGA,496.0,0.0020161290322580645,0.1611194339368499,0.038969492990096305,0.038969492990096305
418,Kiribati,United States of America,KIR,Oceania,999.0,142,USA,11623.0,8.603630732168976e-05,0.1068291475596451,0.0003132121896434305,0.0003132121896434305
419,Korea (Democratic People's Republic of),China,PRK,Asia,999.0,142,CHN,820.0,0.0012195121951219512,0.14904674900490525,0.023014692607271507,0.023014692607271507
420,Korea (Democratic People's Republic of),"Korea, Republic of",PRK,Asia,999.0,142,KOR,238.0,0.004201680672268907,0.18273949876259984,0.08274215572728914,0.08274215572728914
421,Korea (Democratic People's Republic of),Russian Federation,PRK,Asia,999.0,142,RUS,6443.0,0.0001552072016141549,0.11401534092353692,0.001698580611813987,0.001698580611813987
422,"Korea, Republic of",Korea (Democratic People's Republic of),KOR,Asia,34.0,4,PRK,238.0,0.004201680672268907,0.18273949876259984,0.08274215572728914,0.08274215572728914
423,Kuwait,Iraq,KWT,Asia,57.0,8,IRQ,567.0,0.001763668430335097,0.15771976824910536,0.0339131618652239,0.0339131618652239
424,Kuwait,Saudi Arabia,KWT,Asia,57.0,8,SAU,562.0,0.0017793594306049821,0.15794041030198713,0.03422742433802435,0.03422742433802435
425,Kyrgyzstan,China,KGZ,Asia,74.0,10,CHN,3497.0,0.00028595939376608524,0.12255411495942849,0.004317311509971436,0.004317311509971436
426,Kyrgyzstan,Kazakhstan,KGZ,Asia,74.0,10,KAZ,230.0,0.004347826086956522,0.18388845457974975,0.08566918514658778,0.08566918514658778
427,Kyrgyzstan,Tajikistan,KGZ,Asia,74.0,10,TJK,668.0,0.0014970059880239522,0.153744725528706,0.028572393457709185,0.028572393457709185
428,Kyrgyzstan,Uzbekistan,KGZ,Asia,74.0,10,UZB,458.0,0.002183406113537118,0.16321549717314204,0.042319751628896375,0.042319751628896375
429,Lao People's Democratic Republic,Cambodia,LAO,Asia,999.0,142,KHM,710.0,0.0014084507042253522,0.15231677694108572,0.026798790628863062,0.026798790628863062
430,Lao People's Democratic Republic,China,LAO,Asia,999.0,142,CHN,2780.0,0.00035971223021582735,0.12610012576432889,0.005794447980565142,0.005794447980565142
431,Lao People's Democratic Republic,Myanmar,LAO,Asia,999.0,142,MMR,701.0,0.0014265335235378032,0.1526133225995339,0.027160956928945355,0.027160956928945355
432,Lao People's Democratic Republic,Thailand,LAO,Asia,999.0,142,THA,503.0,0.0019880715705765406,0.16075645118153897,0.03840755256967184,0.03840755256967184
433,Lao People's Democratic Republic,Viet Nam,LAO,Asia,999.0,142,VNM,826.0,0.0012106537530266344,0.1488849683089902,0.022837273967914476,0.022837273967914476
434,Latvia,Belarus,LVA,Europe,63.0,9,BLR,404.0,0.0024752475247524753,0.1666273737668555,0.04816480943124273,0.04816480943124273
435,Latvia,Estonia,LVA,Europe,63.0,9,EST,329.0,0.00303951367781155,0.17253106214615435,0.05946604412169625,0.05946604412169625
436,Latvia,Lithuania,LVA,Europe,63.0,9,LTU,241.0,0.004149377593360996,0.18232215561052253,0.08169461926498828,0.08169461926498828
437,Latvia,Russian Federation,LVA,Europe,63.0,9,RUS,854.0,0.00117096018735363,0.14814965831358715,0.022042283343473124,0.022042283343473124
438,Lebanon,Israel,LBN,Asia,59.0,8,ISR,136.0,0.007352941176470588,0.20355592307196482,0.14585622758091601,0.14585622758091601
439,Lesotho,South Africa,LSO,Africa,174.0,24,ZAF,999.0,0.001001001001001001,0.14478579767901795,0.01863830697105283,0.01863830697105283
440,Liberia,Côte d'Ivoire,LBR,Africa,95.0,13,CIV,608.0,0.001644736842105263,0.15600198409770594,0.03153117637237259,0.03153117637237259
441,Liberia,Guinea,LBR,Africa,95.0,13,GIN,458.0,0.002183406113537118,0.16321549717314204,0.042319751628896375,0.042319751628896375
442,Liberia,Sierra Leone,LBR,Africa,95.0,13,SLE,355.0,0.0028169014084507044,0.17029631145892507,0.05500752133527283,0.05500752133527283
443,Libya,Algeria,LBY,Africa,132.0,18,DZA,1059.0,0.0009442870632672333,0.143573361738967,0.01750242895130215,0.01750242895130215
444,Libya,Chad,LBY,Africa,132.0,18,TCD,2243.0,0.00044583147570218456,0.1296080601083177,0.007519261349805472,0.007519261349805472
445,Libya,Egypt,LBY,Africa,132.0,18,EGY,1712.0,0.0005841121495327102,0.1343108015614102,0.010288774175695662,0.010288774175695662
446,Libya,Niger,LBY,Africa,132.0,18,NER,2416.0,0.0004139072847682119,0.12837187077279122,0.006879877307201198,0.006879877307201198
447,Libya,Sudan,LBY,Africa,132.0,18,SDN,2715.0,0.00036832412523020257,0.12647745856828288,0.005966928725971134,0.005966928725971134
448,Libya,Sudan,LBY,Africa,132.0,18,SDN,2715.0,0.00036832412523020257,0.12647745856828288,0.005966928725971134,0.005966928725971134
449,Libya,Tunisia,LBY,Africa,132.0,18,TUN,535.0,0.001869158878504673,0.15917821389772857,0.036025945532828875,0.036025945532828875
450,Lithuania,Belarus,LTU,Europe,64.0,9,BLR,180.0,0.005555555555555556,0.19256851707299927,0.1098578310421807,0.1098578310421807
451,Lithuania,Latvia,LTU,Europe,64.0,9,LVA,241.0,0.004149377593360996,0.18232215561052253,0.08169461926498828,0.08169461926498828
452,Lithuania,Poland,LTU,Europe,64.0,9,POL,367.0,0.0027247956403269754,0.16933763344737873,0.05316280870052123,0.05316280870052123
453,Lithuania,Russian Federation,LTU,Europe,64.0,9,RUS,791.0,0.0012642225031605564,0.14985094399051974,0.02391015954514727,0.02391015954514727
454,Luxembourg,Belgium,LUX,Europe,60.0,8,BEL,136.0,0.007352941176470588,0.20355592307196482,0.14585622758091601,0.14585622758091601
455,Luxembourg,Belgium,LUX,Europe,60.0,8,BEL,136.0,0.007352941176470588,0.20355592307196482,0.14585622758091601,0.14585622758091601
456,Luxembourg,France,LUX,Europe,60.0,8,FRA,336.0,0.002976190476190476,0.17190663415246227,0.058197794450878686,0.058197794450878686
457,Luxembourg,Germany,LUX,Europe,60.0,8,DEU,574.0,0.0017421602787456446,0.15741513279199884,0.033482392329336454,0.033482392329336454
458,Luxembourg,Germany,LUX,Europe,60.0,8,DEU,80.0,0.0125,0.2282049114186687,0.24894254494183995,0.24894254494183995
459,Macao,China,MAC,Asia,999.0,142,CHN,1990.0,0.0005025125628140704,0.13165014380571155,0.008654481430770349,0.008654481430770349
460,Madagascar,Mayotte,MDG,Africa,84.0,12,MYT,726.0,0.0013774104683195593,0.15180150401129003,0.0261771106132948,0.0261771106132948
461,Malawi,Mozambique,MWI,Africa,129.0,18,MOZ,1448.0,0.0006906077348066298,0.1374015444039756,0.012421688929049244,0.012421688929049244
462,Malawi,"Tanzania, United Republic of",MWI,Africa,129.0,18,TZA,996.0,0.001004016064257028,0.14484887158946608,0.018698693257343788,0.018698693257343788
463,Malawi,"Tanzania, United Republic of",MWI,Africa,129.0,18,TZA,996.0,0.001004016064257028,0.14484887158946608,0.018698693257343788,0.018698693257343788
464,Malawi,Zambia,MWI,Africa,129.0,18,ZMB,594.0,0.0016835016835016834,0.15657098717496845,0.03230756632237069,0.03230756632237069
465,Malaysia,Brunei,MYS,Asia,52.0,7,BRN,1451.0,0.0006891798759476223,0.13736248164331694,0.012393091487960486,0.012393091487960486
466,Malaysia,Indonesia,MYS,Asia,52.0,7,IDN,1158.0,0.0008635578583765112,0.14175450225902728,0.015885568386659627,0.015885568386659627
467,Malaysia,Philippines,MYS,Asia,52.0,7,PHL,2451.0,0.0004079967360261118,0.12813528817262732,0.00676149966196816,0.00676149966196816
468,Malaysia,Singapore,MYS,Asia,52.0,7,SGP,326.0,0.003067484662576687,0.1728041701966084,0.060026252565247566,0.060026252565247566
469,Malaysia,Thailand,MYS,Asia,52.0,7,THA,1126.0,0.0008880994671403197,0.14231984865506164,0.01637709260589107,0.01637709260589107
470,Maldives,Sri Lanka,MDV,Asia,97.0,13,LKA,820.0,0.0012195121951219512,0.14904674900490525,0.023014692607271507,0.023014692607271507
471,Mali,Algeria,MLI,Africa,85.0,12,DZA,2888.0,0.00034626038781163435,0.12549697586779798,0.005525031806646832,0.005525031806646832
472,Mali,Burkina Faso,MLI,Africa,85.0,12,BFA,706.0,0.00141643059490085,0.15244796589352247,0.02695861346572657,0.02695861346572657
473,Mali,Côte d'Ivoire,MLI,Africa,85.0,12,CIV,726.0,0.0013774104683195593,0.15180150401129003,0.0261771106132948,0.0261771106132948
474,Mali,Guinea,MLI,Africa,85.0,12,GIN,704.0,0.0014204545454545455,0.15251392462592742,0.0270392059473836,0.0270392059473836
475,Mali,Mauritania,MLI,Africa,85.0,12,MRT,1083.0,0.0009233610341643582,0.14311290100607968,0.017083318280302726,0.017083318280302726
476,Mali,Niger,MLI,Africa,85.0,12,NER,1108.0,0.0009025270758122744,0.14264700614298287,0.01666605162060396,0.01666605162060396
477,Mali,Senegal,MLI,Africa,85.0,12,SEN,1052.0,0.0009505703422053232,0.14371019852115238,0.01762827171099981,0.01762827171099981
478,Malta,Italy,MLT,Europe,65.0,9,ITA,607.0,0.0016474464579901153,0.15604205467487237,0.03158544509799025,0.03158544509799025
479,Malta,Tunisia,MLT,Europe,65.0,9,TUN,398.0,0.002512562814070352,0.16704385153631351,0.04891216746403855,0.04891216746403855
480,Marshall Islands,Nauru,MHL,Oceania,999.0,142,NRU,985.0,0.0010152284263959391,0.14508225613045952,0.018923256675296884,0.018923256675296884
481,Martinique,Dominica,MTQ,Americas,999.0,142,DMA,85.0,0.011764705882352941,0.22509081678177853,0.23421592817599365,0.23421592817599365
482,Mauritania,Algeria,MRT,Africa,124.0,17,DZA,2740.0,0.000364963503649635,0.126331004523769,0.005899621528858746,0.005899621528858746
483,Mauritania,Mali,MRT,Africa,124.0,17,MLI,1083.0,0.0009233610341643582,0.14311290100607968,0.017083318280302726,0.017083318280302726
484,Mauritania,Senegal,MRT,Africa,124.0,17,SEN,467.0,0.0021413276231263384,0.16269873579458505,0.04147699525768014,0.04147699525768014
485,Mauritania,Western Sahara,MRT,Africa,124.0,17,ESH,976.0,0.0010245901639344263,0.14527572242113262,0.019110755415845646,0.019110755415845646
486,Mauritius,Réunion,MUS,Africa,71.0,10,REU,228.0,0.0043859649122807015,0.18418425871932848,0.08643303712223808,0.08643303712223808
487,Mayotte,Mozambique,MYT,Africa,999.0,142,MOZ,1975.0,0.0005063291139240507,0.13178141082552874,0.008730920075137313,0.008730920075137313
488,Mexico,Belize,MEX,Americas,61.0,8,BLZ,1178.0,0.0008488964346349745,0.14141124591323506,0.015591926477250353,0.015591926477250353
489,Mexico,Guatemala,MEX,Americas,61.0,8,GTM,1065.0,0.0009389671361502347,0.14345699643936355,0.01739588039339314,0.01739588039339314
490,Mexico,United States of America,MEX,Americas,61.0,8,USA,3024.0,0.00033068783068783067,0.12477640477998843,0.0052131415367227835,0.0052131415367227835
491,Mexico,United States of America,MEX,Americas,61.0,8,USA,3024.0,0.00033068783068783067,0.12477640477998843,0.0052131415367227835,0.0052131415367227835
492,Micronesia (Federated States of),Papua New Guinea,FSM,Oceania,999.0,142,PNG,2147.0,0.0004657661853749418,0.13034705114517114,0.007918517678182656,0.007918517678182656
493,"Moldova, Republic of",Romania,MDA,Europe,66.0,9,ROU,390.0,0.002564102564102564,0.16761237088628497,0.04994441582386594,0.04994441582386594
494,"Moldova, Republic of",Romania,MDA,Europe,66.0,9,ROU,390.0,0.002564102564102564,0.16761237088628497,0.04994441582386594,0.04994441582386594
495,"Moldova, Republic of",Ukraine,MDA,Europe,66.0,9,UKR,360.0,0.002777777777777778,0.16989166257627808,0.054223945482317,0.054223945482317
496,"Moldova, Republic of",Ukraine,MDA,Europe,66.0,9,UKR,360.0,0.002777777777777778,0.16989166257627808,0.054223945482317,0.054223945482317
497,Mongolia,China,MNG,Asia,119.0,17,CHN,1166.0,0.0008576329331046312,0.14161629347082347,0.015766902805430083,0.015766902805430083
498,Mongolia,Russian Federation,MNG,Asia,119.0,17,RUS,4714.0,0.00021213406873143826,0.11822717755883748,0.002838723223588411,0.002838723223588411
499,Montenegro,Albania,MNE,Europe,74.0,10,ALB,157.0,0.006369426751592357,0.1977751949761298,0.12615820515526177,0.12615820515526177
500,Montenegro,Bosnia and Herzegovina,MNE,Europe,74.0,10,BIH,96.0,0.010416666666666666,0.21908933281411486,0.20721713077194215,0.20721713077194215
501,Montenegro,Croatia,MNE,Europe,74.0,10,HRV,394.0,0.0025380710659898475,0.16732618535571803,0.04942305180456226,0.04942305180456226
502,Montenegro,Serbia,MNE,Europe,74.0,10,SRB,209.0,0.004784688995215311,0.18718409459913868,0.09441876232221852,0.09441876232221852
503,Morocco,Algeria,MAR,Africa,65.0,9,DZA,958.0,0.0010438413361169101,0.1456696539155576,0.01949632171947932,0.01949632171947932
504,Morocco,Spain,MAR,Africa,65.0,9,ESP,822.0,0.0012165450121654502,0.14899265185176008,0.02295526527713813,0.02295526527713813
505,Morocco,Western Sahara,MAR,Africa,65.0,9,ESH,1865.0,0.0005361930294906167,0.1327842028094614,0.009329040513097228,0.009329040513097228
506,Mozambique,Madagascar,MOZ,Africa,115.0,16,MDG,1795.0,0.0005571030640668524,0.1334621634535536,0.009747830842537381,0.009747830842537381
507,Mozambique,Malawi,MOZ,Africa,115.0,16,MWI,1448.0,0.0006906077348066298,0.1374015444039756,0.012421688929049244,0.012421688929049244
508,Mozambique,South Africa,MOZ,Africa,115.0,16,ZAF,1622.0,0.0006165228113440197,0.1352920879493684,0.010937901353742403,0.010937901353742403
509,Mozambique,Swaziland,MOZ,Africa,115.0,16,SWZ,133.0,0.007518796992481203,0.2044843780639489,0.14917802083637005,0.14917802083637005
510,Mozambique,"Tanzania, United Republic of",MOZ,Africa,115.0,16,TZA,2338.0,0.000427715996578272,0.12891496803230346,0.007156440932526407,0.007156440932526407
511,Mozambique,"Tanzania, United Republic of",MOZ,Africa,115.0,16,TZA,2338.0,0.000427715996578272,0.12891496803230346,0.007156440932526407,0.007156440932526407
512,Mozambique,Zambia,MOZ,Africa,115.0,16,ZMB,1293.0,0.0007733952049497294,0.139572788208577,0.014079772839352703,0.014079772839352703
513,Mozambique,Zimbabwe,MOZ,Africa,115.0,16,ZWE,1012.0,0.0009881422924901185,0.144515272908321,0.01838077020066568,0.01838077020066568
514,Myanmar,Bangladesh,MMR,Asia,92.0,13,BGD,978.0,0.0010224948875255625,0.1452325314931906,0.019068790803384722,0.019068790803384722
515,Myanmar,China,MMR,Asia,92.0,13,CHN,3222.0,0.00031036623215394165,0.12379673345103236,0.004806136521320748,0.004806136521320748
516,Myanmar,India,MMR,Asia,92.0,13,IND,2347.0,0.00042607584149978694,0.12885114828465882,0.007123591580549133,0.007123591580549133
517,Myanmar,India,MMR,Asia,92.0,13,IND,2347.0,0.00042607584149978694,0.12885114828465882,0.007123591580549133,0.007123591580549133
518,Myanmar,Lao People's Democratic Republic,MMR,Asia,92.0,13,LAO,701.0,0.0014265335235378032,0.1526133225995339,0.027160956928945355,0.027160956928945355
519,Myanmar,Thailand,MMR,Asia,92.0,13,THA,573.0,0.0017452006980802793,0.15745835220560253,0.033543286452210594,0.033543286452210594
520,Namibia,Angola,NAM,Africa,161.0,23,AGO,1606.0,0.0006226650062266501,0.13547378491417814,0.011060918453929593,0.011060918453929593
521,Namibia,Botswana,NAM,Africa,161.0,23,BWA,931.0,0.0010741138560687433,0.14627882873370296,0.02010262576729855,0.02010262576729855
522,Namibia,South Africa,NAM,Africa,161.0,23,ZAF,1270.0,0.0007874015748031496,0.13992330731838004,0.014360295199265054,0.014360295199265054
523,Namibia,Zambia,NAM,Africa,161.0,23,ZMB,1425.0,0.0007017543859649122,0.13770449458310646,0.012644936274418862,0.012644936274418862
524,Nauru,Micronesia (Federated States of),NRU,Oceania,999.0,142,FSM,1278.0,0.000782472613458529,0.139800472726315,0.01426157698156983,0.01426157698156983
525,Nepal,China,NPL,Asia,111.0,15,CHN,3159.0,0.00031655587211142766,0.12410010667899093,0.004930103860899301,0.004930103860899301
526,Nepal,India,NPL,Asia,111.0,15,IND,795.0,0.0012578616352201257,0.14973776168275255,0.023782762817485915,0.023782762817485915
527,Nepal,India,NPL,Asia,111.0,15,IND,795.0,0.0012578616352201257,0.14973776168275255,0.023782762817485915,0.023782762817485915
528,Netherlands,Belgium,NLD,Europe,49.0,7,BEL,219.0,0.0045662100456621,0.18556071437446803,0.09004302248661279,0.09004302248661279
529,Netherlands,Belgium,NLD,Europe,49.0,7,BEL,219.0,0.0045662100456621,0.18556071437446803,0.09004302248661279,0.09004302248661279
530,Netherlands,Germany,NLD,Europe,49.0,7,DEU,592.0,0.0016891891891891893,0.1566537104442394,0.03242147681696501,0.03242147681696501
531,Netherlands,Germany,NLD,Europe,49.0,7,DEU,273.0,0.003663003663003663,0.17826990428196407,0.07195342549589993,0.07195342549589993
532,New Caledonia,Australia,NCL,Oceania,999.0,142,AUS,2216.0,0.0004512635379061372,0.12981181489851185,0.007628055771528627,0.007628055771528627
533,New Caledonia,Vanuatu,NCL,Oceania,999.0,142,VUT,540.0,0.001851851851851852,0.15894286112386294,0.03567931696236243,0.03567931696236243
534,New Zealand,Australia,NZL,Oceania,65.0,9,AUS,2334.0,0.0004284490145672665,0.12894343163235217,0.007171121962535101,0.007171121962535101
535,Nicaragua,Costa Rica,NIC,Americas,126.0,18,CRI,337.0,0.002967359050445104,0.1718188575604124,0.05802091690034924,0.05802091690034924
536,Nicaragua,Honduras,NIC,Americas,126.0,18,HND,247.0,0.004048582995951417,0.18150835245207098,0.07967588502994695,0.07967588502994695
537,Niger,Algeria,NER,Africa,78.0,11,DZA,2561.0,0.0003904724716907458,0.1274185135045895,0.006410520212008521,0.006410520212008521
538,Niger,Benin,NER,Africa,78.0,11,BEN,780.0,0.001282051282051282,0.15016607046644773,0.024267237873159618,0.024267237873159618
539,Niger,Burkina Faso,NER,Africa,78.0,11,BFA,413.0,0.002421307506053269,0.16601788005403986,0.047084488013375655,0.047084488013375655
540,Niger,Chad,NER,Africa,78.0,11,TCD,1397.0,0.0007158196134574087,0.13808183204679822,0.012926637446827621,0.012926637446827621
541,Niger,Libya,NER,Africa,78.0,11,LBY,2416.0,0.0004139072847682119,0.12837187077279122,0.006879877307201198,0.006879877307201198
542,Niger,Mali,NER,Africa,78.0,11,MLI,1108.0,0.0009025270758122744,0.14264700614298287,0.01666605162060396,0.01666605162060396
543,Niger,Nigeria,NER,Africa,78.0,11,NGA,788.0,0.0012690355329949238,0.14993632002394186,0.024006555863507778,0.024006555863507778
544,Nigeria,Benin,NGA,Africa,73.0,10,BEN,74.0,0.013513513513513514,0.23233849357411737,0.269241395078547,0.269241395078547
545,Nigeria,Cameroon,NGA,Africa,73.0,10,CMR,963.0,0.0010384215991692627,0.14555927589772058,0.019387774150439727,0.019387774150439727
546,Nigeria,Chad,NGA,Africa,73.0,10,TCD,1441.0,0.0006939625260235947,0.13749309345381333,0.012488879354480313,0.012488879354480313
547,Nigeria,Niger,NGA,Africa,73.0,10,NER,788.0,0.0012690355329949238,0.14993632002394186,0.024006555863507778,0.024006555863507778
548,Niue,Tonga,NIU,Oceania,999.0,142,TON,600.0,0.0016666666666666668,0.15632499556792623,0.03197039125837152,0.03197039125837152
549,Norfolk Island,New Zealand,NFK,Oceania,999.0,142,NZL,1493.0,0.0006697923643670462,0.13682618104620023,0.012004794551757337,0.012004794551757337
550,North Macedonia,Albania,MKD,Europe,65.0,9,ALB,172.0,0.005813953488372093,0.1942692710996454,0.11503307621054011,0.11503307621054011
551,North Macedonia,Bulgaria,MKD,Europe,65.0,9,BGR,151.0,0.006622516556291391,0.19931118704250333,0.1312271380784197,0.1312271380784197
552,North Macedonia,Greece,MKD,Europe,65.0,9,GRC,481.0,0.002079002079002079,0.16192057831950055,0.04022872686954463,0.04022872686954463
553,North Macedonia,Serbia,MKD,Europe,65.0,9,SRB,245.0,0.004081632653061225,0.18177659759420406,0.08033781013286527,0.08033781013286527
554,Northern Mariana Islands,Guam,MNP,Oceania,999.0,142,GUM,220.0,0.004545454545454545,0.1854039774541508,0.08962732720223025,0.08962732720223025
555,Norway,Finland,NOR,Europe,49.0,7,FIN,803.0,0.0012453300124533001,0.1495136012919245,0.02353177698540589,0.02353177698540589
556,Norway,Russian Federation,NOR,Europe,49.0,7,RUS,1677.0,0.0005963029218843172,0.13468445615882524,0.010532933387898097,0.010532933387898097
557,Norway,Sweden,NOR,Europe,49.0,7,SWE,419.0,0.002386634844868735,0.1656212948674457,0.04639005706219299,0.04639005706219299
558,Oman,Saudi Arabia,OMN,Asia,69.0,9,SAU,1194.0,0.0008375209380234506,0.1411419795941089,0.015364095769648381,0.015364095769648381
559,Oman,United Arab Emirates,OMN,Asia,69.0,9,ARE,422.0,0.002369668246445498,0.16542582645512008,0.04605024665598632,0.04605024665598632
560,Oman,Yemen,OMN,Asia,69.0,9,YEM,1747.0,0.0005724098454493417,0.13394671444884101,0.010054398103077756,0.010054398103077756
561,Pakistan,Afghanistan,PAK,Asia,59.0,8,AFG,371.0,0.0026954177897574125,0.16902735731768975,0.052574423268951766,0.052574423268951766
562,Pakistan,Afghanistan,PAK,Asia,59.0,8,AFG,371.0,0.0026954177897574125,0.16902735731768975,0.052574423268951766,0.052574423268951766
563,Pakistan,China,PAK,Asia,59.0,8,CHN,3910.0,0.0002557544757033248,0.12090008683706638,0.0037123614062259127,0.0037123614062259127
564,Pakistan,China,PAK,Asia,59.0,8,CHN,3910.0,0.0002557544757033248,0.12090008683706638,0.0037123614062259127,0.0037123614062259127
565,Pakistan,India,PAK,Asia,59.0,8,IND,696.0,0.0014367816091954023,0.15278022594577587,0.02736620762583107,0.02736620762583107
566,Pakistan,India,PAK,Asia,59.0,8,IND,696.0,0.0014367816091954023,0.15278022594577587,0.02736620762583107,0.02736620762583107
567,Pakistan,India,PAK,Asia,59.0,8,IND,696.0,0.0014367816091954023,0.15278022594577587,0.02736620762583107,0.02736620762583107
