,src,trg,iso_code_src,region,days_since_100_cases_in_China_2019,weeks_since_100_cases,iso_code_trg,kmdist,proximity,log-prox,Norm_prox,norm_log_prox
187,Congo,Central African Republic,COG,Africa,89.0,12,CAF,970.0,0.0010309278350515464,0.14540598363133506,0.019237687552918176,0.019237687552918176
188,Congo,"Congo, Democratic Republic of the",COG,Africa,89.0,12,COD,20.0,0.05,0.33380820069533407,1.0,1.0
189,Congo,Gabon,COG,Africa,89.0,12,GAB,790.0,0.0012658227848101266,0.1498793558386567,0.02394221030416334,0.02394221030416334
190,"Congo, Democratic Republic of the",Angola,COD,Africa,75.0,10,AGO,500.0,0.002,0.1609111924940025,0.038646457525555164,0.038646457525555164
191,"Congo, Democratic Republic of the",Burundi,COD,Africa,75.0,10,BDI,2852.0,0.0003506311360448808,0.1256948445330822,0.005612570021173819,0.005612570021173819
192,"Congo, Democratic Republic of the",Central African Republic,COD,Africa,75.0,10,CAF,1031.0,0.0009699321047526673,0.14412784634351633,0.01801605294044644,0.01801605294044644
193,"Congo, Democratic Republic of the",Congo,COD,Africa,75.0,10,COG,20.0,0.05,0.33380820069533407,1.0,1.0
194,"Congo, Democratic Republic of the",Rwanda,COD,Africa,75.0,10,RWA,2788.0,0.0003586800573888092,0.1260544490608299,0.005773775417988064,0.005773775417988064
195,"Congo, Democratic Republic of the",South Sudan,COD,Africa,75.0,10,SSD,2705.0,0.0003696857670979667,0.1265365140475175,0.0059941999599952295,0.0059941999599952295
196,"Congo, Democratic Republic of the","Tanzania, United Republic of",COD,Africa,75.0,10,TZA,3564.0,0.0002805836139169473,0.12226973532502892,0.0042096443224395284,0.0042096443224395284
197,"Congo, Democratic Republic of the",Uganda,COD,Africa,75.0,10,UGA,2946.0,0.00033944331296673454,0.12518459098522822,0.005388498076408127,0.005388498076408127
198,"Congo, Democratic Republic of the",Zambia,COD,Africa,75.0,10,ZMB,1880.0,0.0005319148936170213,0.13264311065543757,0.009243357157320813,0.009243357157320813
199,Cook Islands,Niue,COK,Oceania,999.0,142,NIU,1086.0,0.0009208103130755065,0.1430562669523425,0.017032231931247893,0.017032231931247893
200,Costa Rica,Nicaragua,CRI,Americas,63.0,9,NIC,337.0,0.002967359050445104,0.1718188575604124,0.05802091690034924,0.05802091690034924
201,Costa Rica,Panama,CRI,Americas,63.0,9,PAN,523.0,0.0019120458891013384,0.15975508997539395,0.03688489510706311,0.03688489510706311
202,Costa Rica,Panama,CRI,Americas,63.0,9,PAN,523.0,0.0019120458891013384,0.15975508997539395,0.03688489510706311,0.03688489510706311
203,Côte d'Ivoire,Burkina Faso,CIV,Africa,70.0,10,BFA,784.0,0.0012755102040816326,0.15005081425020655,0.024136231863207035,0.024136231863207035
204,Côte d'Ivoire,Ghana,CIV,Africa,70.0,10,GHA,619.0,0.0016155088852988692,0.15556683619500927,0.03094579304289099,0.03094579304289099
205,Côte d'Ivoire,Guinea,CIV,Africa,70.0,10,GIN,975.0,0.0010256410256410256,0.14529736074086197,0.019131802283018355,0.019131802283018355
206,Côte d'Ivoire,Liberia,CIV,Africa,70.0,10,LBR,608.0,0.001644736842105263,0.15600198409770594,0.03153117637237259,0.03153117637237259
207,Côte d'Ivoire,Mali,CIV,Africa,70.0,10,MLI,726.0,0.0013774104683195593,0.15180150401129003,0.0261771106132948,0.0261771106132948
208,Croatia,Bosnia and Herzegovina,HRV,Europe,62.0,8,BIH,299.0,0.0033444816053511705,0.1754249449407652,0.06557400240255674,0.06557400240255674
209,Croatia,Hungary,HRV,Europe,62.0,8,HUN,328.0,0.003048780487804878,0.17262172464996708,0.05965164163449882,0.05965164163449882
210,Croatia,Montenegro,HRV,Europe,62.0,8,MNE,394.0,0.0025380710659898475,0.16732618535571803,0.04942305180456226,0.04942305180456226
211,Croatia,Serbia,HRV,Europe,62.0,8,SRB,373.0,0.002680965147453083,0.16887389292737767,0.052284962875672955,0.052284962875672955
212,Croatia,Slovenia,HRV,Europe,62.0,8,SVN,155.0,0.0064516129032258064,0.19827795135597165,0.12780424573891092,0.12780424573891092
213,Cuba,Cayman Islands,CUB,Americas,71.0,10,CYM,429.0,0.002331002331002331,0.16497683863384652,0.04527583801464661,0.04527583801464661
214,Cuba,Mexico,CUB,Americas,71.0,10,MEX,1788.0,0.0005592841163310962,0.13353179798174578,0.00979151339088223,0.00979151339088223
215,Cuba,United States of America,CUB,Americas,71.0,10,USA,1813.0,0.0005515719801434088,0.13328467179709713,0.00963705319413059,0.00963705319413059
216,Cuba,United States of America,CUB,Americas,71.0,10,USA,1813.0,0.0005515719801434088,0.13328467179709713,0.00963705319413059,0.00963705319413059
217,Cyprus,Greece,CYP,Asia,66.0,9,GRC,924.0,0.0010822510822510823,0.14644049851696134,0.02026559975097162,0.02026559975097162
218,Cyprus,Turkey,CYP,Asia,66.0,9,TUR,456.0,0.0021929824561403508,0.16333216405677026,0.04251154852234569,0.04251154852234569
219,Czechia,Austria,CZE,Europe,55.0,7,AUT,259.0,0.003861003861003861,0.17995878024236606,0.07591901282419435,0.07591901282419435
220,Czechia,Germany,CZE,Europe,55.0,7,DEU,237.0,0.004219409282700422,0.18288021239510488,0.08309722786148675,0.08309722786148675
221,Czechia,Germany,CZE,Europe,55.0,7,DEU,523.0,0.0019120458891013384,0.15975508997539395,0.03688489510706311,0.03688489510706311
222,Czechia,Poland,CZE,Europe,55.0,7,POL,517.0,0.0019342359767891683,0.16005011810657205,0.037329322594698816,0.037329322594698816
223,Czechia,Slovakia,CZE,Europe,55.0,7,SVK,295.0,0.003389830508474576,0.1758403962284105,0.06648225924974459,0.06648225924974459
224,Denmark,Germany,DNK,Europe,52.0,7,DEU,342.0,0.0029239766081871343,0.1713851648431404,0.05715204472230982,0.05715204472230982
225,Denmark,Germany,DNK,Europe,52.0,7,DEU,662.0,0.0015105740181268882,0.1539582933735401,0.028844136661956215,0.028844136661956215
226,Denmark,Sweden,DNK,Europe,52.0,7,SWE,552.0,0.0018115942028985507,0.1583895446221668,0.03487302876584267,0.03487302876584267
227,Djibouti,Eritrea,DJI,Africa,81.0,11,ERI,613.0,0.0016313213703099511,0.1558029202111948,0.03126248863623948,0.03126248863623948
228,Djibouti,Ethiopia,DJI,Africa,81.0,11,ETH,549.0,0.0018214936247723133,0.15852637831706057,0.035071296355150806,0.035071296355150806
229,Djibouti,Ethiopia,DJI,Africa,81.0,11,ETH,549.0,0.0018214936247723133,0.15852637831706057,0.035071296355150806,0.035071296355150806
230,Djibouti,Somalia,DJI,Africa,81.0,11,SOM,1085.0,0.0009216589861751152,0.14307512258972524,0.017049229324804387,0.017049229324804387
231,Dominica,Guadeloupe,DMA,Americas,999.0,142,GLP,84.0,0.011904761904761904,0.22569202144874392,0.23702099803615484,0.23702099803615484
232,Dominican Republic,Haiti,DOM,Americas,64.0,9,HTI,246.0,0.0040650406504065045,0.18164210338163472,0.08000550220518067,0.08000550220518067
233,Dominican Republic,Puerto Rico,DOM,Americas,64.0,9,PRI,400.0,0.0025,0.16690410034766703,0.04866055692633063,0.04866055692633063
234,East Timor,Indonesia,TLS,Asia,999.0,142,IDN,2085.0,0.00047961630695443646,0.13084682265126696,0.008195910666602425,0.008195910666602425
235,Ecuador,Colombia,ECU,Americas,60.0,8,COL,705.0,0.0014184397163120568,0.15248091473715275,0.026998852548766678,0.026998852548766678
236,Ecuador,Peru,ECU,Americas,60.0,8,PER,1349.0,0.0007412898443291327,0.1387517009156389,0.013436760294247908,0.013436760294247908
237,Egypt,Israel,EGY,Africa,58.0,8,ISR,401.0,0.0024937655860349127,0.16683457378359495,0.048535692844026694,0.048535692844026694
238,Egypt,Libya,EGY,Africa,58.0,8,LBY,1712.0,0.0005841121495327102,0.1343108015614102,0.010288774175695662,0.010288774175695662
239,Egypt,Sudan,EGY,Africa,58.0,8,SDN,1667.0,0.0005998800239952009,0.1347930361880714,0.010604576300108323,0.010604576300108323
240,Egypt,Sudan,EGY,Africa,58.0,8,SDN,1667.0,0.0005998800239952009,0.1347930361880714,0.010604576300108323,0.010604576300108323
241,El Salvador,Guatemala,SLV,Americas,82.0,11,GTM,171.0,0.005847953216374269,0.19448958279957862,0.11571402952216635,0.11571402952216635
242,El Salvador,Honduras,SLV,Americas,82.0,11,HND,201.0,0.004975124378109453,0.18856166434639035,0.09823284002967186,0.09823284002967186
243,Equatorial Guinea,Cameroon,GNQ,Africa,98.0,14,CMR,205.0,0.004878048780487805,0.1878636342819447,0.09628859066172614,0.09628859066172614
244,Equatorial Guinea,Gabon,GNQ,Africa,98.0,14,GAB,225.0,0.0044444444444444444,0.18463468653442752,0.08760427681823521,0.08760427681823521
245,Eritrea,Djibouti,ERI,Africa,150.0,21,DJI,613.0,0.0016313213703099511,0.1558029202111948,0.03126248863623948,0.03126248863623948
246,Eritrea,Ethiopia,ERI,Africa,150.0,21,ETH,704.0,0.0014204545454545455,0.15251392462592742,0.0270392059473836,0.0270392059473836
247,Eritrea,Ethiopia,ERI,Africa,150.0,21,ETH,704.0,0.0014204545454545455,0.15251392462592742,0.0270392059473836,0.0270392059473836
248,Eritrea,South Sudan,ERI,Africa,150.0,21,SSD,1415.0,0.0007067137809187279,0.1378381636895128,0.01274426402248929,0.01274426402248929
249,Eritrea,Sudan,ERI,Africa,150.0,21,SDN,671.0,0.0014903129657228018,0.1536388799411723,0.028438344276478532,0.028438344276478532
250,Eritrea,Sudan,ERI,Africa,150.0,21,SDN,671.0,0.0014903129657228018,0.1536388799411723,0.028438344276478532,0.028438344276478532
251,Estonia,Latvia,EST,Europe,57.0,8,LVA,329.0,0.00303951367781155,0.17253106214615435,0.05946604412169625,0.05946604412169625
252,Estonia,Russian Federation,EST,Europe,57.0,8,RUS,898.0,0.0011135857461024498,0.14705514567368316,0.020893176627966584,0.020893176627966584
253,Ethiopia,Djibouti,ETH,Africa,92.0,13,DJI,549.0,0.0018214936247723133,0.15852637831706057,0.035071296355150806,0.035071296355150806
254,Ethiopia,Djibouti,ETH,Africa,92.0,13,DJI,549.0,0.0018214936247723133,0.15852637831706057,0.035071296355150806,0.035071296355150806
255,Ethiopia,Eritrea,ETH,Africa,92.0,13,ERI,704.0,0.0014204545454545455,0.15251392462592742,0.0270392059473836,0.0270392059473836
256,Ethiopia,Eritrea,ETH,Africa,92.0,13,ERI,704.0,0.0014204545454545455,0.15251392462592742,0.0270392059473836,0.0270392059473836
257,Ethiopia,Kenya,ETH,Africa,92.0,13,KEN,1133.0,0.00088261253309797,0.14219443025580086,0.016267199200079893,0.016267199200079893
258,Ethiopia,Kenya,ETH,Africa,92.0,13,KEN,1133.0,0.00088261253309797,0.14219443025580086,0.016267199200079893,0.016267199200079893
259,Ethiopia,Somalia,ETH,Africa,92.0,13,SOM,1070.0,0.0009345794392523365,0.1433606679689497,0.017308002727641086,0.017308002727641086
260,Ethiopia,Somalia,ETH,Africa,92.0,13,SOM,1070.0,0.0009345794392523365,0.1433606679689497,0.017308002727641086,0.017308002727641086
261,Ethiopia,South Sudan,ETH,Africa,92.0,13,SSD,915.0,0.001092896174863388,0.14665070184493903,0.0204788017820718,0.0204788017820718
262,Ethiopia,Sudan,ETH,Africa,92.0,13,SDN,936.0,0.0010683760683760685,0.14616430921003037,0.019987708214708567,0.019987708214708567
263,Ethiopia,Sudan,ETH,Africa,92.0,13,SDN,936.0,0.0010683760683760685,0.14616430921003037,0.019987708214708567,0.019987708214708567
264,Ethiopia,Sudan,ETH,Africa,92.0,13,SDN,936.0,0.0010683760683760685,0.14616430921003037,0.019987708214708567,0.019987708214708567
265,Ethiopia,Sudan,ETH,Africa,92.0,13,SDN,936.0,0.0010683760683760685,0.14616430921003037,0.019987708214708567,0.019987708214708567
266,Falkland Islands (Malvinas),Argentina,FLK,Americas,999.0,142,ARG,1901.0,0.0005260389268805891,0.1324479568429051,0.00912567212737225,0.00912567212737225
267,Faroe Islands,United Kingdom of Great Britain and Northern Ireland,FRO,Europe,65.0,9,GBR,1235.0,0.0008097165991902834,0.1404725954832445,0.014807224943952025,0.014807224943952025
268,Fiji,New Caledonia,FJI,Oceania,999.0,142,NCL,1332.0,0.0007507507507507507,0.1389962856991451,0.013626245208902946,0.013626245208902946
269,Fiji,Samoa,FJI,Oceania,999.0,142,WSM,823.0,0.001215066828675577,0.1489656673015593,0.02292565992433778,0.02292565992433778
270,Fiji,Tuvalu,FJI,Oceania,999.0,142,TUV,1073.0,0.0009319664492078285,0.14330314846776426,0.017255669243563206,0.017255669243563206
271,Fiji,Vanuatu,FJI,Oceania,999.0,142,VUT,1242.0,0.0008051529790660225,0.1403611553233963,0.014715823852848572,0.014715823852848572
272,Fiji,Wallis and Futuna,FJI,Oceania,999.0,142,WLF,792.0,0.0012626262626262627,0.14982257878793112,0.023878189722391346,0.023878189722391346
273,Finland,Norway,FIN,Europe,55.0,7,NOR,803.0,0.0012453300124533001,0.1495136012919245,0.02353177698540589,0.02353177698540589
274,Finland,Russian Federation,FIN,Europe,55.0,7,RUS,939.0,0.0010649627263045794,0.1460959762958679,0.01991934512112309,0.01991934512112309
275,Finland,Sweden,FIN,Europe,55.0,7,SWE,400.0,0.0025,0.16690410034766703,0.04866055692633063,0.04866055692633063
276,France,Belgium,FRA,Europe,44.0,6,BEL,266.0,0.0037593984962406013,0.17909924977065075,0.07388404037941168,0.07388404037941168
277,France,Belgium,FRA,Europe,44.0,6,BEL,266.0,0.0037593984962406013,0.17909924977065075,0.07388404037941168,0.07388404037941168
278,France,Germany,FRA,Europe,44.0,6,DEU,909.0,0.0011001100110011,0.14679232865855568,0.02062328192635971,0.02062328192635971
279,France,Germany,FRA,Europe,44.0,6,DEU,415.0,0.0024096385542168677,0.16588483704660195,0.04685077992619049,0.04685077992619049
280,France,Italy,FRA,Europe,44.0,6,ITA,1127.0,0.0008873114463176575,0.14230187050858667,0.01636130996819503,0.01636130996819503
281,France,Luxembourg,FRA,Europe,44.0,6,LUX,336.0,0.002976190476190476,0.17190663415246227,0.058197794450878686,0.058197794450878686
282,France,Spain,FRA,Europe,44.0,6,ESP,1012.0,0.0009881422924901185,0.144515272908321,0.01838077020066568,0.01838077020066568
283,France,Switzerland,FRA,Europe,44.0,6,CHE,438.0,0.00228310502283105,0.16441368104886364,0.044316541204533044,0.044316541204533044
284,French Guiana,Brazil,GUF,Americas,999.0,142,BRA,2354.0,0.0004248088360237893,0.1288017231260359,0.0070982157429932,0.0070982157429932
285,French Guiana,Suriname,GUF,Americas,999.0,142,SUR,330.0,0.0030303030303030303,0.17244076954535698,0.05928157144230461,0.05928157144230461
286,French Polynesia,Cook Islands,PYF,Oceania,999.0,142,COK,1144.0,0.0008741258741258741,0.1419993416320595,0.016097226707025788,0.016097226707025788
287,Gabon,Cameroon,GAB,Africa,91.0,13,CMR,405.0,0.0024691358024691358,0.16655876248550613,0.04804240264233214,0.04804240264233214
288,Gabon,Congo,GAB,Africa,91.0,13,COG,790.0,0.0012658227848101266,0.1498793558386567,0.02394221030416334,0.02394221030416334
289,Gabon,Equatorial Guinea,GAB,Africa,91.0,13,GNQ,225.0,0.0044444444444444444,0.18463468653442752,0.08760427681823521,0.08760427681823521
290,Gambia,Senegal,GMB,Africa,999.0,142,SEN,144.0,0.006944444444444444,0.20121480219092233,0.13767477382211252,0.13767477382211252
291,Georgia,Azerbaijan,GEO,Asia,74.0,10,AZE,425.0,0.002352941176470588,0.16523219868185138,0.04571523357316137,0.04571523357316137
292,Georgia,Russian Federation,GEO,Asia,74.0,10,RUS,1751.0,0.0005711022272986865,0.13390569389867146,0.010028208866799917,0.010028208866799917
293,Georgia,Turkey,GEO,Asia,74.0,10,TUR,1033.0,0.000968054211035818,0.14408760013810468,0.0179784421117572,0.0179784421117572
294,Germany,Austria,DEU,Europe,43.0,6,AUT,492.0,0.0020325203252032522,0.16132990782710885,0.03929778106381698,0.03929778106381698
295,Germany,Austria,DEU,Europe,43.0,6,AUT,705.0,0.0014184397163120568,0.15248091473715275,0.026998852548766678,0.026998852548766678
296,Germany,Belgium,DEU,Europe,43.0,6,BEL,676.0,0.0014792899408284023,0.15346383821506743,0.028217572942499054,0.028217572942499054
297,Germany,Belgium,DEU,Europe,43.0,6,BEL,676.0,0.0014792899408284023,0.15346383821506743,0.028217572942499054,0.028217572942499054
298,Germany,Belgium,DEU,Europe,43.0,6,BEL,202.0,0.0049504950495049506,0.18838537485394247,0.09773955894003217,0.09773955894003217
299,Germany,Belgium,DEU,Europe,43.0,6,BEL,202.0,0.0049504950495049506,0.18838537485394247,0.09773955894003217,0.09773955894003217
300,Germany,Czechia,DEU,Europe,43.0,6,CZE,237.0,0.004219409282700422,0.18288021239510488,0.08309722786148675,0.08309722786148675
301,Germany,Czechia,DEU,Europe,43.0,6,CZE,523.0,0.0019120458891013384,0.15975508997539395,0.03688489510706311,0.03688489510706311
302,Germany,Denmark,DEU,Europe,43.0,6,DNK,342.0,0.0029239766081871343,0.1713851648431404,0.05715204472230982,0.05715204472230982
303,Germany,Denmark,DEU,Europe,43.0,6,DNK,662.0,0.0015105740181268882,0.1539582933735401,0.028844136661956215,0.028844136661956215
304,Germany,France,DEU,Europe,43.0,6,FRA,909.0,0.0011001100110011,0.14679232865855568,0.02062328192635971,0.02062328192635971
305,Germany,France,DEU,Europe,43.0,6,FRA,415.0,0.0024096385542168677,0.16588483704660195,0.04685077992619049,0.04685077992619049
306,Germany,Luxembourg,DEU,Europe,43.0,6,LUX,574.0,0.0017421602787456446,0.15741513279199884,0.033482392329336454,0.033482392329336454
307,Germany,Luxembourg,DEU,Europe,43.0,6,LUX,80.0,0.0125,0.2282049114186687,0.24894254494183995,0.24894254494183995
308,Germany,Netherlands,DEU,Europe,43.0,6,NLD,592.0,0.0016891891891891893,0.1566537104442394,0.03242147681696501,0.03242147681696501
309,Germany,Netherlands,DEU,Europe,43.0,6,NLD,273.0,0.003663003663003663,0.17826990428196407,0.07195342549589993,0.07195342549589993
310,Germany,Poland,DEU,Europe,43.0,6,POL,524.0,0.0019083969465648854,0.1597063528015264,0.03681181336052759,0.03681181336052759
311,Germany,Poland,DEU,Europe,43.0,6,POL,1000.0,0.001,0.14476482730108395,0.01861825872400423,0.01861825872400423
312,Germany,Switzerland,DEU,Europe,43.0,6,CHE,799.0,0.0012515644555694619,0.14962531697969605,0.023656641651553338,0.023656641651553338
313,Germany,Switzerland,DEU,Europe,43.0,6,CHE,441.0,0.0022675736961451248,0.16422936937652555,0.044005476706015505,0.044005476706015505
314,Ghana,Burkina Faso,GHA,Africa,69.0,9,BFA,797.0,0.0012547051442910915,0.14968144767086633,0.023719543989643925,0.023719543989643925
315,Ghana,Côte d'Ivoire,GHA,Africa,69.0,9,CIV,619.0,0.0016155088852988692,0.15556683619500927,0.03094579304289099,0.03094579304289099
316,Ghana,Togo,GHA,Africa,69.0,9,TGO,154.0,0.006493506493506494,0.1985327397206032,0.12864329889356324,0.12864329889356324
317,Gibraltar,Spain,GIB,Europe,79.0,11,ESP,496.0,0.0020161290322580645,0.1611194339368499,0.038969492990096305,0.038969492990096305
318,Greece,Albania,GRC,Europe,55.0,7,ALB,475.0,0.002105263157894737,0.162250352577379,0.040754688978349995,0.040754688978349995
319,Greece,Bulgaria,GRC,Europe,55.0,7,BGR,453.0,0.002207505518763797,0.1635084431645399,0.042802419307775445,0.042802419307775445
320,Greece,North Macedonia,GRC,Europe,55.0,7,MKD,481.0,0.002079002079002079,0.16192057831950055,0.04022872686954463,0.04022872686954463
321,Greece,Turkey,GRC,Europe,55.0,7,TUR,806.0,0.0012406947890818859,0.1494302878561161,0.02343894181023361,0.02343894181023361
322,Greenland,Iceland,GRL,Americas,999.0,142,ISL,1429.0,0.0006997900629811056,0.13765136151071156,0.012605594423188727,0.012605594423188727
323,Grenada,Trinidad and Tobago,GRD,Americas,999.0,142,TTO,165.0,0.006060606060606061,0.19585011338479313,0.11997308296215592,0.11997308296215592
324,Guadeloupe,Antigua and Barbuda,GLP,Americas,999.0,142,ATG,125.0,0.008,0.2071116448532039,0.15881565033486075,0.15881565033486075
325,Guam,Northern Mariana Islands,GUM,Oceania,79.0,11,MNP,220.0,0.004545454545454545,0.1854039774541508,0.08962732720223025,0.08962732720223025
326,Guam,Palau,GUM,Oceania,79.0,11,PLW,1291.0,0.000774593338497289,0.13960295040195259,0.014103769296234034,0.014103769296234034
327,Guatemala,Belize,GTM,Americas,83.0,11,BLZ,400.0,0.0025,0.16690410034766703,0.04866055692633063,0.04866055692633063
328,Guatemala,El Salvador,GTM,Americas,83.0,11,SLV,171.0,0.005847953216374269,0.19448958279957862,0.11571402952216635,0.11571402952216635
329,Guatemala,Honduras,GTM,Americas,83.0,11,HND,345.0,0.002898550724637681,0.17112901496657407,0.05664281007187629,0.05664281007187629
330,Guatemala,Mexico,GTM,Americas,83.0,11,MEX,1065.0,0.0009389671361502347,0.14345699643936355,0.01739588039339314,0.01739588039339314
331,Guernsey,France,GGY,Europe,77.0,11,FRA,361.0,0.002770083102493075,0.1698116359475543,0.054069834996001584,0.054069834996001584
332,Guernsey,United Kingdom of Great Britain and Northern Ireland,GGY,Europe,77.0,11,GBR,284.0,0.0035211267605633804,0.1770232891565654,0.0691118866884777,0.0691118866884777
333,Guinea,Côte d'Ivoire,GIN,Africa,78.0,11,CIV,975.0,0.0010256410256410256,0.14529736074086197,0.019131802283018355,0.019131802283018355
334,Guinea,Guinea-Bissau,GIN,Africa,78.0,11,GNB,315.0,0.0031746031746031746,0.1738352668944562,0.062171643419440384,0.062171643419440384
335,Guinea,Liberia,GIN,Africa,78.0,11,LBR,458.0,0.002183406113537118,0.16321549717314204,0.042319751628896375,0.042319751628896375
336,Guinea,Mali,GIN,Africa,78.0,11,MLI,704.0,0.0014204545454545455,0.15251392462592742,0.0270392059473836,0.0270392059473836
337,Guinea,Senegal,GIN,Africa,78.0,11,SEN,696.0,0.0014367816091954023,0.15278022594577587,0.02736620762583107,0.02736620762583107
338,Guinea,Sierra Leone,GIN,Africa,78.0,11,SLE,117.0,0.008547008547008548,0.20998813014637793,0.16977124626049545,0.16977124626049545
339,Guinea-Bissau,Guinea,GNB,Africa,104.0,14,GIN,315.0,0.0031746031746031746,0.1738352668944562,0.062171643419440384,0.062171643419440384
340,Guinea-Bissau,Senegal,GNB,Africa,104.0,14,SEN,387.0,0.002583979328165375,0.16782959448489948,0.05034251160604744,0.05034251160604744
341,Guyana,Brazil,GUY,Americas,114.0,16,BRA,2714.0,0.00036845983787767134,0.12648335184257767,0.005969646805854524,0.005969646805854524
342,Guyana,Suriname,GUY,Americas,114.0,16,SUR,341.0,0.002932551319648094,0.17147121943818708,0.05732378074811585,0.05732378074811585
343,Guyana,Venezuela (Bolivarian Republic of),GUY,Americas,114.0,16,VEN,1042.0,0.0009596928982725527,0.1439077263639678,0.01781098007749258,0.01781098007749258
344,Haiti,Cuba,HTI,Americas,109.0,15,CUB,1152.0,0.0008680555555555555,0.1418589655955534,0.0159756491599107,0.0159756491599107
345,Haiti,Dominican Republic,HTI,Americas,109.0,15,DOM,246.0,0.0040650406504065045,0.18164210338163472,0.08000550220518067,0.08000550220518067
346,Honduras,El Salvador,HND,Americas,71.0,10,SLV,201.0,0.004975124378109453,0.18856166434639035,0.09823284002967186,0.09823284002967186
347,Honduras,Guatemala,HND,Americas,71.0,10,GTM,345.0,0.002898550724637681,0.17112901496657407,0.05664281007187629,0.05664281007187629
348,Honduras,Nicaragua,HND,Americas,71.0,10,NIC,247.0,0.004048582995951417,0.18150835245207098,0.07967588502994695,0.07967588502994695
349,Hong Kong,China,HKG,Asia,999.0,142,CHN,1973.0,0.0005068423720223011,0.1317990082528223,0.008741199710365579,0.008741199710365579
350,Hungary,Austria,HUN,Europe,63.0,9,AUT,238.0,0.004201680672268907,0.18273949876259984,0.08274215572728914,0.08274215572728914
351,Hungary,Croatia,HUN,Europe,63.0,9,HRV,328.0,0.003048780487804878,0.17262172464996708,0.05965164163449882,0.05965164163449882
352,Hungary,Romania,HUN,Europe,63.0,9,ROU,639.0,0.001564945226917058,0.1548010511707109,0.029933094040686364,0.029933094040686364
353,Hungary,Serbia,HUN,Europe,63.0,9,SRB,346.0,0.002890173410404624,0.17104429524965417,0.05647502755699356,0.05647502755699356
354,Hungary,Slovakia,HUN,Europe,63.0,9,SVK,185.0,0.005405405405405406,0.19155782354835868,0.10685059398489077,0.10685059398489077
355,Hungary,Slovenia,HUN,Europe,63.0,9,SVN,375.0,0.0026666666666666666,0.16872152539414745,0.051998590059922446,0.051998590059922446
356,Hungary,Ukraine,HUN,Europe,63.0,9,UKR,897.0,0.0011148272017837235,0.14707924457281835,0.020918040749154446,0.020918040749154446
357,Iceland,Faroe Islands,ISL,Europe,55.0,7,FRO,802.0,0.0012468827930174563,0.1495414623330074,0.023562876383239995,0.023562876383239995
358,India,Bangladesh,IND,Asia,59.0,8,BGD,1430.0,0.0006993006993006993,0.13763810787397338,0.012595793350111292,0.012595793350111292
359,India,Bangladesh,IND,Asia,59.0,8,BGD,1430.0,0.0006993006993006993,0.13763810787397338,0.012595793350111292,0.012595793350111292
360,India,Bhutan,IND,Asia,59.0,8,BTN,1220.0,0.000819672131147541,0.14071414408225535,0.015006616317167175,0.015006616317167175
361,India,Bhutan,IND,Asia,59.0,8,BTN,1220.0,0.000819672131147541,0.14071414408225535,0.015006616317167175,0.015006616317167175
362,India,China,IND,Asia,59.0,8,CHN,3780.0,0.00026455026455026457,0.12139635985273596,0.003888525213868887,0.003888525213868887
363,India,China,IND,Asia,59.0,8,CHN,3780.0,0.00026455026455026457,0.12139635985273596,0.003888525213868887,0.003888525213868887
364,India,Myanmar,IND,Asia,59.0,8,MMR,2347.0,0.00042607584149978694,0.12885114828465882,0.007123591580549133,0.007123591580549133
365,India,Myanmar,IND,Asia,59.0,8,MMR,2347.0,0.00042607584149978694,0.12885114828465882,0.007123591580549133,0.007123591580549133
366,India,Nepal,IND,Asia,59.0,8,NPL,795.0,0.0012578616352201257,0.14973776168275255,0.023782762817485915,0.023782762817485915
367,India,Nepal,IND,Asia,59.0,8,NPL,795.0,0.0012578616352201257,0.14973776168275255,0.023782762817485915,0.023782762817485915
368,India,Pakistan,IND,Asia,59.0,8,PAK,696.0,0.0014367816091954023,0.15278022594577587,0.02736620762583107,0.02736620762583107
369,India,Pakistan,IND,Asia,59.0,8,PAK,696.0,0.0014367816091954023,0.15278022594577587,0.02736620762583107,0.02736620762583107
370,India,Pakistan,IND,Asia,59.0,8,PAK,696.0,0.0014367816091954023,0.15278022594577587,0.02736620762583107,0.02736620762583107
371,India,Pakistan,IND,Asia,59.0,8,PAK,696.0,0.0014367816091954023,0.15278022594577587,0.02736620762583107,0.02736620762583107
372,Indonesia,East Timor,IDN,Asia,58.0,8,TLS,2085.0,0.00047961630695443646,0.13084682265126696,0.008195910666602425,0.008195910666602425
373,Indonesia,Malaysia,IDN,Asia,58.0,8,MYS,1158.0,0.0008635578583765112,0.14175450225902728,0.015885568386659627,0.015885568386659627
374,Indonesia,Papua New Guinea,IDN,Asia,58.0,8,PNG,4472.0,0.00022361359570661896,0.11896843401434963,0.003068637471995096,0.003068637471995096
375,Iran (Islamic Republic of),Afghanistan,IRN,Asia,40.0,5,AFG,1618.0,0.0006180469715698393,0.13533729801091854,0.010968427537750534,0.010968427537750534
376,Iran (Islamic Republic of),Armenia,IRN,Asia,40.0,5,ARM,825.0,0.0012121212121212121,0.14891182565018218,0.02286666453039382,0.02286666453039382
377,Iran (Islamic Republic of),Azerbaijan,IRN,Asia,40.0,5,AZE,571.0,0.0017513134851138354,0.1575450893225112,0.0336657145661502,0.0336657145661502
378,Iran (Islamic Republic of),Iraq,IRN,Asia,40.0,5,IRQ,698.0,0.0014326647564469914,0.15271327735172285,0.027283754480549188,0.027283754480549188
