	src	trg	weighted	log-weight	norm-log-weight	iso_code_src	iso_code_trg
833	Germany	Canada	19	2.944438979	0.4711121029	DEU	CAN
834	Greece	Canada	2	0.6931471806	0.1109039882	GRC	CAN
835	Grenada	Canada	2	0.6931471806	0.1109039882	GRD	CAN
836	Guadeloupe	Canada	1	0	0	GLP	CAN
837	Guyana	Canada	2	0.6931471806	0.1109039882	GUY	CAN
838	Haiti	Canada	1	0	0	HTI	CAN
839	Hong Kong	Canada	4	1.386294361	0.2218079764	HKG	CAN
840	Iceland	Canada	2	0.6931471806	0.1109039882	ISL	CAN
841	Ireland	Canada	3	1.098612289	0.1757786625	IRL	CAN
842	Israel	Canada	3	1.098612289	0.1757786625	ISR	CAN
843	Italy	Canada	8	2.079441542	0.3327119646	ITA	CAN
844	Jamaica	Canada	12	2.48490665	0.3975866389	JAM	CAN
845	Japan	Canada	10	2.302585093	0.3684150743	JPN	CAN
846	Jordan	Canada	3	1.098612289	0.1757786625	JOR	CAN
847	Martinique	Canada	1	0	0	MTQ	CAN
848	Mexico	Canada	30	3.401197382	0.5441937367	MEX	CAN
849	Morocco	Canada	1	0	0	MAR	CAN
850	Netherlands	Canada	10	2.302585093	0.3684150743	NLD	CAN
852	Pakistan	Canada	3	1.098612289	0.1757786625	PAK	CAN
853	Panama	Canada	1	0	0	PAN	CAN
854	Peru	Canada	1	0	0	PER	CAN
855	Philippines	Canada	1	0	0	PHL	CAN
856	Poland	Canada	2	0.6931471806	0.1109039882	POL	CAN
857	Portugal	Canada	8	2.079441542	0.3327119646	PRT	CAN
858	Puerto Rico	Canada	1	0	0	PRI	CAN
859	Qatar	Canada	1	0	0	QAT	CAN
860	Russian Federation	Canada	2	0.6931471806	0.1109039882	RUS	CAN
861	Saint Lucia	Canada	2	0.6931471806	0.1109039882	LCA	CAN
862	Saint Pierre and Miquelon	Canada	3	1.098612289	0.1757786625	SPM	CAN
863	Saudi Arabia	Canada	1	0	0	SAU	CAN
864	Korea, Republic of	Canada	4	1.386294361	0.2218079764	KOR	CAN
865	Spain	Canada	4	1.386294361	0.2218079764	ESP	CAN
866	Switzerland	Canada	8	2.079441542	0.3327119646	CHE	CAN
867	Taiwan	Canada	3	1.098612289	0.1757786625	TWN	CAN
868	Trinidad and Tobago	Canada	2	0.6931471806	0.1109039882	TTO	CAN
869	Turkey	Canada	2	0.6931471806	0.1109039882	TUR	CAN
870	Turks and Caicos Islands	Canada	3	1.098612289	0.1757786625	TCA	CAN
871	United Arab Emirates	Canada	3	1.098612289	0.1757786625	ARE	CAN
872	United Kingdom of Great Britain and Northern Ireland	Canada	42	3.737669618	0.5980295079	GBR	CAN
873	United States of America	Canada	364	5.897153868	0.9435483564	USA	CAN
874	Algeria	China	1	0	0	DZA	CHN
875	Angola	China	1	0	0	AGO	CHN
876	Australia	China	17	2.833213344	0.4533159307	AUS	CHN
877	Austria	China	2	0.6931471806	0.1109039882	AUT	CHN
878	Azerbaijan	China	2	0.6931471806	0.1109039882	AZE	CHN
879	Bangladesh	China	2	0.6931471806	0.1109039882	BGD	CHN
880	Belgium	China	2	0.6931471806	0.1109039882	BEL	CHN
881	Brunei	China	1	0	0	BRN	CHN
882	Myanmar	China	8	2.079441542	0.3327119646	MMR	CHN
883	Cambodia	China	10	2.302585093	0.3684150743	KHM	CHN
884	Canada	China	15	2.708050201	0.4332897485	CAN	CHN
885	Denmark	China	3	1.098612289	0.1757786625	DNK	CHN
886	Egypt	China	4	1.386294361	0.2218079764	EGY	CHN
887	Ethiopia	China	6	1.791759469	0.2866826507	ETH	CHN
888	Finland	China	6	1.791759469	0.2866826507	FIN	CHN
889	France	China	10	2.302585093	0.3684150743	FRA	CHN
890	Georgia	China	1	0	0	GEO	CHN
891	Germany	China	19	2.944438979	0.4711121029	DEU	CHN
892	Hong Kong	China	117	4.762173935	0.7619508478	HKG	CHN
893	India	China	6	1.791759469	0.2866826507	IND	CHN
894	Indonesia	China	13	2.564949357	0.4103935229	IDN	CHN
895	Iran (Islamic Republic of)	China	4	1.386294361	0.2218079764	IRN	CHN
896	Israel	China	2	0.6931471806	0.1109039882	ISR	CHN
897	Italy	China	5	1.609437912	0.2575110861	ITA	CHN
898	Japan	China	140	4.941642423	0.7906659196	JPN	CHN
899	Kazakhstan	China	7	1.945910149	0.3113468572	KAZ	CHN
900	Kenya	China	2	0.6931471806	0.1109039882	KEN	CHN
901	Kyrgyzstan	China	5	1.609437912	0.2575110861	KGZ	CHN
902	Lao People's Democratic Republic	China	5	1.609437912	0.2575110861	LAO	CHN
903	Macao	China	46	3.828641396	0.61258505	MAC	CHN
904	Malaysia	China	29	3.36729583	0.538769467	MYS	CHN
905	Maldives	China	4	1.386294361	0.2218079764	MDV	CHN
906	Mauritius	China	2	0.6931471806	0.1109039882	MUS	CHN
907	Mexico	China	1	0	0	MEX	CHN
908	Mongolia	China	4	1.386294361	0.2218079764	MNG	CHN
909	Nepal	China	4	1.386294361	0.2218079764	NPL	CHN
910	Netherlands	China	13	2.564949357	0.4103935229	NLD	CHN
911	New Zealand	China	3	1.098612289	0.1757786625	NZL	CHN
912	Korea (Democratic People's Republic of)	China	3	1.098612289	0.1757786625	PRK	CHN
913	Northern Mariana Islands	China	3	1.098612289	0.1757786625	MNP	CHN
914	Pakistan	China	4	1.386294361	0.2218079764	PAK	CHN
915	Philippines	China	13	2.564949357	0.4103935229	PHL	CHN
916	Poland	China	2	0.6931471806	0.1109039882	POL	CHN
917	Qatar	China	6	1.791759469	0.2866826507	QAT	CHN
918	Russian Federation	China	48	3.871201011	0.6193946153	RUS	CHN
919	Saudi Arabia	China	2	0.6931471806	0.1109039882	SAU	CHN
920	Singapore	China	44	3.784189634	0.6054727398	SGP	CHN
921	Korea, Republic of	China	151	5.017279837	0.8027679538	KOR	CHN
922	Spain	China	2	0.6931471806	0.1109039882	ESP	CHN
923	Sri Lanka	China	5	1.609437912	0.2575110861	LKA	CHN
924	Sweden	China	2	0.6931471806	0.1109039882	SWE	CHN
925	Switzerland	China	3	1.098612289	0.1757786625	CHE	CHN
926	Taiwan	China	191	5.252273428	0.8403670774	TWN	CHN
927	Tajikistan	China	4	1.386294361	0.2218079764	TJK	CHN
928	Thailand	China	72	4.276666119	0.6842692896	THA	CHN
929	Turkey	China	7	1.945910149	0.3113468572	TUR	CHN
930	Turkmenistan	China	1	0	0	TKM	CHN
931	United Arab Emirates	China	16	2.772588722	0.4436159528	ARE	CHN
932	United Kingdom of Great Britain and Northern Ireland	China	11	2.397895273	0.3836647634	GBR	CHN
933	United States of America	China	59	4.077537444	0.6524085754	USA	CHN
934	Uzbekistan	China	4	1.386294361	0.2218079764	UZB	CHN
935	Viet Nam	China	23	3.135494216	0.5016810618	VNM	CHN
936	Algeria	Côte d'Ivoire	1	0	0	DZA	CIV
937	Belgium	Côte d'Ivoire	3	1.098612289	0.1757786625	BEL	CIV
938	Benin	Côte d'Ivoire	8	2.079441542	0.3327119646	BEN	CIV
939	Burkina Faso	Côte d'Ivoire	8	2.079441542	0.3327119646	BFA	CIV
940	Cameroon	Côte d'Ivoire	1	0	0	CMR	CIV
941	France	Côte d'Ivoire	3	1.098612289	0.1757786625	FRA	CIV
942	Gabon	Côte d'Ivoire	1	0	0	GAB	CIV
943	Ghana	Côte d'Ivoire	8	2.079441542	0.3327119646	GHA	CIV
944	Guinea	Côte d'Ivoire	2	0.6931471806	0.1109039882	GIN	CIV
945	Kenya	Côte d'Ivoire	1	0	0	KEN	CIV
946	Liberia	Côte d'Ivoire	1	0	0	LBR	CIV
947	Mali	Côte d'Ivoire	3	1.098612289	0.1757786625	MLI	CIV
948	Morocco	Côte d'Ivoire	1	0	0	MAR	CIV
949	Nigeria	Côte d'Ivoire	4	1.386294361	0.2218079764	NGA	CIV
950	Senegal	Côte d'Ivoire	3	1.098612289	0.1757786625	SEN	CIV
951	Sierra Leone	Côte d'Ivoire	1	0	0	SLE	CIV
952	Togo	Côte d'Ivoire	2	0.6931471806	0.1109039882	TGO	CIV
953	Tunisia	Côte d'Ivoire	1	0	0	TUN	CIV
954	Algeria	Egypt	2	0.6931471806	0.1109039882	DZA	EGY
955	Austria	Egypt	6	1.791759469	0.2866826507	AUT	EGY
956	Bahrain	Egypt	2	0.6931471806	0.1109039882	BHR	EGY
957	Belgium	Egypt	2	0.6931471806	0.1109039882	BEL	EGY
958	Canada	Egypt	1	0	0	CAN	EGY
959	China	Egypt	4	1.386294361	0.2218079764	CHN	EGY
960	Cyprus	Egypt	2	0.6931471806	0.1109039882	CYP	EGY
961	Denmark	Egypt	2	0.6931471806	0.1109039882	DNK	EGY
962	Eritrea	Egypt	1	0	0	ERI	EGY
963	Ethiopia	Egypt	2	0.6931471806	0.1109039882	ETH	EGY
964	France	Egypt	5	1.609437912	0.2575110861	FRA	EGY
965	Germany	Egypt	18	2.890371758	0.4624613132	DEU	EGY
966	Ghana	Egypt	1	0	0	GHA	EGY
967	Greece	Egypt	4	1.386294361	0.2218079764	GRC	EGY
968	Hungary	Egypt	1	0	0	HUN	EGY
969	India	Egypt	2	0.6931471806	0.1109039882	IND	EGY
970	Indonesia	Egypt	1	0	0	IDN	EGY
971	Iraq	Egypt	2	0.6931471806	0.1109039882	IRQ	EGY
972	Israel	Egypt	1	0	0	ISR	EGY
973	Italy	Egypt	6	1.791759469	0.2866826507	ITA	EGY
974	Jordan	Egypt	5	1.609437912	0.2575110861	JOR	EGY
975	Kenya	Egypt	1	0	0	KEN	EGY
976	Kuwait	Egypt	16	2.772588722	0.4436159528	KWT	EGY
977	Lebanon	Egypt	3	1.098612289	0.1757786625	LBN	EGY
978	Libya	Egypt	10	2.302585093	0.3684150743	LBY	EGY
979	Morocco	Egypt	2	0.6931471806	0.1109039882	MAR	EGY
980	Netherlands	Egypt	2	0.6931471806	0.1109039882	NLD	EGY
981	Nigeria	Egypt	3	1.098612289	0.1757786625	NGA	EGY
982	Oman	Egypt	2	0.6931471806	0.1109039882	OMN	EGY
983	Qatar	Egypt	4	1.386294361	0.2218079764	QAT	EGY
984	Russian Federation	Egypt	11	2.397895273	0.3836647634	RUS	EGY
985	Saudi Arabia	Egypt	54	3.988984047	0.6382399757	SAU	EGY
986	South Africa	Egypt	2	0.6931471806	0.1109039882	ZAF	EGY
987	South Sudan	Egypt	2	0.6931471806	0.1109039882	SSD	EGY
988	Spain	Egypt	2	0.6931471806	0.1109039882	ESP	EGY
989	Sudan	Egypt	3	1.098612289	0.1757786625	SDN	EGY
990	Switzerland	Egypt	10	2.302585093	0.3684150743	CHE	EGY
991	Tanzania, United Republic of	Egypt	1	0	0	TZA	EGY
992	Thailand	Egypt	3	1.098612289	0.1757786625	THA	EGY
993	Tunisia	Egypt	2	0.6931471806	0.1109039882	TUN	EGY
994	Turkey	Egypt	8	2.079441542	0.3327119646	TUR	EGY
995	Uganda	Egypt	1	0	0	UGA	EGY
996	United Arab Emirates	Egypt	11	2.397895273	0.3836647634	ARE	EGY
997	United Kingdom of Great Britain and Northern Ireland	Egypt	33	3.496507561	0.5594434259	GBR	EGY
998	United States of America	Egypt	2	0.6931471806	0.1109039882	USA	EGY
999	Yemen	Egypt	6	1.791759469	0.2866826507	YEM	EGY
1000	Algeria	France	67	4.204692619	0.672753484	DZA	FRA
1001	Angola	France	1	0	0	AGO	FRA
1002	Antigua and Barbuda	France	2	0.6931471806	0.1109039882	ATG	FRA
1003	Argentina	France	2	0.6931471806	0.1109039882	ARG	FRA
1004	Armenia	France	3	1.098612289	0.1757786625	ARM	FRA
1005	Austria	France	13	2.564949357	0.4103935229	AUT	FRA
1006	Azerbaijan	France	2	0.6931471806	0.1109039882	AZE	FRA
1007	Bahrain	France	1	0	0	BHR	FRA
1008	Belarus	France	2	0.6931471806	0.1109039882	BLR	FRA
1009	Belgium	France	37	3.610917913	0.5777491546	BEL	FRA
1010	Benin	France	1	0	0	BEN	FRA
1011	Brazil	France	4	1.386294361	0.2218079764	BRA	FRA
1012	Virgin Islands (British)	France	1	0	0	VGB	FRA
1013	Bulgaria	France	3	1.098612289	0.1757786625	BGR	FRA
1014	Burkina Faso	France	1	0	0	BFA	FRA
1015	Cameroon	France	4	1.386294361	0.2218079764	CMR	FRA
1016	Canada	France	19	2.944438979	0.4711121029	CAN	FRA
1017	Cabo Verde	France	3	1.098612289	0.1757786625	CPV	FRA
1018	Chad	France	1	0	0	TCD	FRA
1019	Chile	France	2	0.6931471806	0.1109039882	CHL	FRA
1020	China	France	10	2.302585093	0.3684150743	CHN	FRA
1021	Colombia	France	1	0	0	COL	FRA
1022	Congo	France	4	1.386294361	0.2218079764	COG	FRA
1023	Congo, Democratic Republic of the	France	1	0	0	COD	FRA
1024	Côte d'Ivoire	France	3	1.098612289	0.1757786625	CIV	FRA
1025	Croatia	France	12	2.48490665	0.3975866389	HRV	FRA
1026	Cuba	France	2	0.6931471806	0.1109039882	CUB	FRA
1027	Cyprus	France	3	1.098612289	0.1757786625	CYP	FRA
1028	Czechia	France	16	2.772588722	0.4436159528	CZE	FRA
1029	Denmark	France	12	2.48490665	0.3975866389	DNK	FRA
1030	Djibouti	France	1	0	0	DJI	FRA
1031	Dominican Republic	France	10	2.302585093	0.3684150743	DOM	FRA
1032	Egypt	France	5	1.609437912	0.2575110861	EGY	FRA
1033	Estonia	France	1	0	0	EST	FRA
1034	Ethiopia	France	1	0	0	ETH	FRA
1035	Finland	France	6	1.791759469	0.2866826507	FIN	FRA
1036	French Guiana	France	3	1.098612289	0.1757786625	GUF	FRA
1037	Gabon	France	1	0	0	GAB	FRA
1038	Georgia	France	2	0.6931471806	0.1109039882	GEO	FRA
1039	Germany	France	84	4.430816799	0.7089334961	DEU	FRA
1040	Greece	France	30	3.401197382	0.5441937367	GRC	FRA
1041	Guadeloupe	France	6	1.791759469	0.2866826507	GLP	FRA
1042	Guernsey	France	1	0	0	GGY	FRA
1043	Guinea	France	1	0	0	GIN	FRA
1044	Hong Kong	France	3	1.098612289	0.1757786625	HKG	FRA
1045	Hungary	France	5	1.609437912	0.2575110861	HUN	FRA
1046	Iceland	France	4	1.386294361	0.2218079764	ISL	FRA
1047	India	France	4	1.386294361	0.2218079764	IND	FRA
1048	Iran (Islamic Republic of)	France	1	0	0	IRN	FRA
1049	Ireland	France	23	3.135494216	0.5016810618	IRL	FRA
1050	Israel	France	10	2.302585093	0.3684150743	ISR	FRA
1051	Italy	France	148	4.997212274	0.799557131	ITA	FRA
1052	Japan	France	7	1.945910149	0.3113468572	JPN	FRA
1053	Jersey	France	1	0	0	JEY	FRA
1054	Jordan	France	2	0.6931471806	0.1109039882	JOR	FRA
1055	Kenya	France	2	0.6931471806	0.1109039882	KEN	FRA
1056	Latvia	France	3	1.098612289	0.1757786625	LVA	FRA
1057	Lebanon	France	2	0.6931471806	0.1109039882	LBN	FRA
1058	Lithuania	France	3	1.098612289	0.1757786625	LTU	FRA
1059	Luxembourg	France	7	1.945910149	0.3113468572	LUX	FRA
1060	Madagascar	France	5	1.609437912	0.2575110861	MDG	FRA
1061	Malaysia	France	3	1.098612289	0.1757786625	MYS	FRA
1062	Mali	France	2	0.6931471806	0.1109039882	MLI	FRA
1063	Malta	France	11	2.397895273	0.3836647634	MLT	FRA
1064	Martinique	France	4	1.386294361	0.2218079764	MTQ	FRA
1065	Mauritania	France	1	0	0	MRT	FRA
1066	Mauritius	France	3	1.098612289	0.1757786625	MUS	FRA
1067	Mexico	France	4	1.386294361	0.2218079764	MEX	FRA
1068	Moldova, Republic of	France	1	0	0	MDA	FRA
1069	Montenegro	France	2	0.6931471806	0.1109039882	MNE	FRA
1070	Morocco	France	80	4.382026635	0.7011270389	MAR	FRA
1071	Netherlands	France	34	3.526360525	0.5642199189	NLD	FRA
1073	Niger	France	3	1.098612289	0.1757786625	NER	FRA
1074	Nigeria	France	4	1.386294361	0.2218079764	NGA	FRA
1075	Norway	France	15	2.708050201	0.4332897485	NOR	FRA
1076	Oman	France	1	0	0	OMN	FRA
1077	Pakistan	France	1	0	0	PAK	FRA
1078	Panama	France	1	0	0	PAN	FRA
1079	Peru	France	2	0.6931471806	0.1109039882	PER	FRA
1080	Poland	France	15	2.708050201	0.4332897485	POL	FRA
1081	Portugal	France	51	3.931825633	0.6290945932	PRT	FRA
1082	Puerto Rico	France	1	0	0	PRI	FRA
1083	Qatar	France	1	0	0	QAT	FRA
1084	Réunion	France	5	1.609437912	0.2575110861	REU	FRA
1085	Romania	France	7	1.945910149	0.3113468572	ROU	FRA
1086	Russian Federation	France	11	2.397895273	0.3836647634	RUS	FRA
1087	Saudi Arabia	France	4	1.386294361	0.2218079764	SAU	FRA
1088	Senegal	France	3	1.098612289	0.1757786625	SEN	FRA
1089	Serbia	France	4	1.386294361	0.2218079764	SRB	FRA
1090	Sierra Leone	France	2	0.6931471806	0.1109039882	SLE	FRA
1091	Singapore	France	2	0.6931471806	0.1109039882	SGP	FRA
1092	Slovakia	France	1	0	0	SVK	FRA
1093	Slovenia	France	2	0.6931471806	0.1109039882	SVN	FRA
1094	South Africa	France	2	0.6931471806	0.1109039882	ZAF	FRA
1095	Korea, Republic of	France	3	1.098612289	0.1757786625	KOR	FRA
1096	Spain	France	151	5.017279837	0.8027679538	ESP	FRA
1097	Sri Lanka	France	1	0	0	LKA	FRA
1098	Sweden	France	17	2.833213344	0.4533159307	SWE	FRA
1099	Switzerland	France	21	3.044522438	0.4871255197	CHE	FRA
1100	Taiwan	France	1	0	0	TWN	FRA
1101	Thailand	France	3	1.098612289	0.1757786625	THA	FRA
1102	Togo	France	1	0	0	TGO	FRA
1103	Tunisia	France	44	3.784189634	0.6054727398	TUN	FRA
1104	Turkey	France	26	3.258096538	0.5212975111	TUR	FRA
1105	Ukraine	France	3	1.098612289	0.1757786625	UKR	FRA
1106	United Arab Emirates	France	7	1.945910149	0.3113468572	ARE	FRA
1107	United Kingdom of Great Britain and Northern Ireland	France	158	5.062595033	0.810018414	GBR	FRA
1108	United States of America	France	89	4.48863637	0.7181846641	USA	FRA
1109	Uzbekistan	France	1	0	0	UZB	FRA
1110	Venezuela (Bolivarian Republic of)	France	1	0	0	VEN	FRA
1111	Viet Nam	France	6	1.791759469	0.2866826507	VNM	FRA
1112	Algeria	Jordan	2	0.6931471806	0.1109039882	DZA	JOR
1113	Austria	Jordan	3	1.098612289	0.1757786625	AUT	JOR
1114	Bahrain	Jordan	2	0.6931471806	0.1109039882	BHR	JOR
1115	Canada	Jordan	3	1.098612289	0.1757786625	CAN	JOR
1116	Cyprus	Jordan	1	0	0	CYP	JOR
1117	Egypt	Jordan	5	1.609437912	0.2575110861	EGY	JOR
1118	France	Jordan	2	0.6931471806	0.1109039882	FRA	JOR
1119	Germany	Jordan	7	1.945910149	0.3113468572	DEU	JOR
1120	Greece	Jordan	1	0	0	GRC	JOR
1121	India	Jordan	2	0.6931471806	0.1109039882	IND	JOR
1122	Iraq	Jordan	7	1.945910149	0.3113468572	IRQ	JOR
1123	Israel	Jordan	2	0.6931471806	0.1109039882	ISR	JOR
1124	Italy	Jordan	3	1.098612289	0.1757786625	ITA	JOR
1125	Kuwait	Jordan	3	1.098612289	0.1757786625	KWT	JOR
1126	Lebanon	Jordan	3	1.098612289	0.1757786625	LBN	JOR
1127	Libya	Jordan	6	1.791759469	0.2866826507	LBY	JOR
1128	Netherlands	Jordan	1	0	0	NLD	JOR
1129	Nigeria	Jordan	1	0	0	NGA	JOR
1130	Oman	Jordan	2	0.6931471806	0.1109039882	OMN	JOR
1131	Qatar	Jordan	2	0.6931471806	0.1109039882	QAT	JOR
1132	Romania	Jordan	2	0.6931471806	0.1109039882	ROU	JOR
1133	Russian Federation	Jordan	2	0.6931471806	0.1109039882	RUS	JOR
1134	Saudi Arabia	Jordan	10	2.302585093	0.3684150743	SAU	JOR
1135	Spain	Jordan	4	1.386294361	0.2218079764	ESP	JOR
1136	Sudan	Jordan	2	0.6931471806	0.1109039882	SDN	JOR
1137	Switzerland	Jordan	2	0.6931471806	0.1109039882	CHE	JOR
1138	Thailand	Jordan	2	0.6931471806	0.1109039882	THA	JOR
1139	Tunisia	Jordan	1	0	0	TUN	JOR
1140	Turkey	Jordan	3	1.098612289	0.1757786625	TUR	JOR
1141	Ukraine	Jordan	1	0	0	UKR	JOR
1142	United Arab Emirates	Jordan	9	2.197224577	0.351557325	ARE	JOR
1143	United Kingdom of Great Britain and Northern Ireland	Jordan	2	0.6931471806	0.1109039882	GBR	JOR
1144	United States of America	Jordan	6	1.791759469	0.2866826507	USA	JOR
1145	Yemen	Jordan	5	1.609437912	0.2575110861	YEM	JOR
1146	Algeria	Lebanon	1	0	0	DZA	LBN
1147	Armenia	Lebanon	1	0	0	ARM	LBN
1148	Bahrain	Lebanon	1	0	0	BHR	LBN
1149	Belarus	Lebanon	1	0	0	BLR	LBN
1150	Belgium	Lebanon	1	0	0	BEL	LBN
1151	Cyprus	Lebanon	2	0.6931471806	0.1109039882	CYP	LBN
1152	Egypt	Lebanon	3	1.098612289	0.1757786625	EGY	LBN
1153	Ethiopia	Lebanon	1	0	0	ETH	LBN
1154	France	Lebanon	2	0.6931471806	0.1109039882	FRA	LBN
1155	Germany	Lebanon	3	1.098612289	0.1757786625	DEU	LBN
1156	Ghana	Lebanon	1	0	0	GHA	LBN
1157	Greece	Lebanon	1	0	0	GRC	LBN
1158	Iran (Islamic Republic of)	Lebanon	2	0.6931471806	0.1109039882	IRN	LBN
1159	Iraq	Lebanon	5	1.609437912	0.2575110861	IRQ	LBN
1160	Italy	Lebanon	4	1.386294361	0.2218079764	ITA	LBN
1161	Jordan	Lebanon	3	1.098612289	0.1757786625	JOR	LBN
1162	Kuwait	Lebanon	3	1.098612289	0.1757786625	KWT	LBN
1163	Morocco	Lebanon	1	0	0	MAR	LBN
1164	Nigeria	Lebanon	2	0.6931471806	0.1109039882	NGA	LBN
1165	Oman	Lebanon	1	0	0	OMN	LBN
1166	Qatar	Lebanon	2	0.6931471806	0.1109039882	QAT	LBN
1167	Romania	Lebanon	2	0.6931471806	0.1109039882	ROU	LBN
1168	Russian Federation	Lebanon	2	0.6931471806	0.1109039882	RUS	LBN
1169	Saudi Arabia	Lebanon	5	1.609437912	0.2575110861	SAU	LBN
1170	Switzerland	Lebanon	1	0	0	CHE	LBN
1171	Tunisia	Lebanon	2	0.6931471806	0.1109039882	TUN	LBN
1172	Turkey	Lebanon	3	1.098612289	0.1757786625	TUR	LBN
1173	United Arab Emirates	Lebanon	6	1.791759469	0.2866826507	ARE	LBN
1174	United Kingdom of Great Britain and Northern Ireland	Lebanon	3	1.098612289	0.1757786625	GBR	LBN
1175	Yemen	Lebanon	1	0	0	YEM	LBN
1176	Algeria	Libya	2	0.6931471806	0.1109039882	DZA	LBY
1177	Egypt	Libya	10	2.302585093	0.3684150743	EGY	LBY
1178	Italy	Libya	2	0.6931471806	0.1109039882	ITA	LBY
1179	Jordan	Libya	6	1.791759469	0.2866826507	JOR	LBY
1180	Malta	Libya	4	1.386294361	0.2218079764	MLT	LBY
1181	Morocco	Libya	5	1.609437912	0.2575110861	MAR	LBY
1182	Saudi Arabia	Libya	2	0.6931471806	0.1109039882	SAU	LBY
1183	Spain	Libya	1	0	0	ESP	LBY
1184	Tunisia	Libya	21	3.044522438	0.4871255197	TUN	LBY
1185	Turkey	Libya	6	1.791759469	0.2866826507	TUR	LBY
1186	United Arab Emirates	Libya	1	0	0	ARE	LBY
1187	United Kingdom of Great Britain and Northern Ireland	Libya	3	1.098612289	0.1757786625	GBR	LBY
1188	Algeria	Mali	1	0	0	DZA	MLI
1189	Benin	Mali	3	1.098612289	0.1757786625	BEN	MLI
1190	Burkina Faso	Mali	3	1.098612289	0.1757786625	BFA	MLI
1191	Côte d'Ivoire	Mali	2	0.6931471806	0.1109039882	CIV	MLI
1192	Ethiopia	Mali	2	0.6931471806	0.1109039882	ETH	MLI
1193	France	Mali	2	0.6931471806	0.1109039882	FRA	MLI
1194	Guinea	Mali	2	0.6931471806	0.1109039882	GIN	MLI
1195	Kenya	Mali	1	0	0	KEN	MLI
1196	Mauritania	Mali	1	0	0	MRT	MLI
1197	Morocco	Mali	1	0	0	MAR	MLI
1198	Nigeria	Mali	1	0	0	NGA	MLI
1199	Portugal	Mali	1	0	0	PRT	MLI
1200	Senegal	Mali	5	1.609437912	0.2575110861	SEN	MLI
1201	Togo	Mali	1	0	0	TGO	MLI
1202	Tunisia	Mali	1	0	0	TUN	MLI
1203	Algeria	Malta	1	0	0	DZA	MLT
1204	Austria	Malta	4	1.386294361	0.2218079764	AUT	MLT
1205	Belgium	Malta	2	0.6931471806	0.1109039882	BEL	MLT
1206	Cyprus	Malta	2	0.6931471806	0.1109039882	CYP	MLT
1207	Czechia	Malta	2	0.6931471806	0.1109039882	CZE	MLT
1208	Denmark	Malta	2	0.6931471806	0.1109039882	DNK	MLT
1209	France	Malta	11	2.397895273	0.3836647634	FRA	MLT
1210	Germany	Malta	8	2.079441542	0.3327119646	DEU	MLT
1211	Greece	Malta	1	0	0	GRC	MLT
1212	Hungary	Malta	2	0.6931471806	0.1109039882	HUN	MLT
1213	Ireland	Malta	1	0	0	IRL	MLT
1214	Italy	Malta	16	2.772588722	0.4436159528	ITA	MLT
1215	Latvia	Malta	1	0	0	LVA	MLT
1216	Libya	Malta	3	1.098612289	0.1757786625	LBY	MLT
1217	Lithuania	Malta	1	0	0	LTU	MLT
1218	Luxembourg	Malta	1	0	0	LUX	MLT
1219	Netherlands	Malta	3	1.098612289	0.1757786625	NLD	MLT
1220	Norway	Malta	2	0.6931471806	0.1109039882	NOR	MLT
1221	Poland	Malta	2	0.6931471806	0.1109039882	POL	MLT
1222	Russian Federation	Malta	4	1.386294361	0.2218079764	RUS	MLT
1223	Spain	Malta	4	1.386294361	0.2218079764	ESP	MLT
1224	Sweden	Malta	3	1.098612289	0.1757786625	SWE	MLT
1225	Switzerland	Malta	3	1.098612289	0.1757786625	CHE	MLT
1226	Tunisia	Malta	1	0	0	TUN	MLT
1227	Turkey	Malta	4	1.386294361	0.2218079764	TUR	MLT
1228	United Arab Emirates	Malta	1	0	0	ARE	MLT
1229	United Kingdom of Great Britain and Northern Ireland	Malta	28	3.33220451	0.5331548336	GBR	MLT
1230	Algeria	Morocco	3	1.098612289	0.1757786625	DZA	MAR
1231	Angola	Morocco	1	0	0	AGO	MAR
1232	Belgium	Morocco	22	3.091042453	0.4945687516	BEL	MAR
1233	Brazil	Morocco	1	0	0	BRA	MAR
1234	Burkina Faso	Morocco	1	0	0	BFA	MAR
1235	Cameroon	Morocco	2	0.6931471806	0.1109039882	CMR	MAR
1236	Canada	Morocco	1	0	0	CAN	MAR
1237	Cabo Verde	Morocco	1	0	0	CPV	MAR
1238	Central African Republic	Morocco	1	0	0	CAF	MAR
1239	Congo	Morocco	2	0.6931471806	0.1109039882	COG	MAR
1240	Côte d'Ivoire	Morocco	1	0	0	CIV	MAR
1241	Denmark	Morocco	2	0.6931471806	0.1109039882	DNK	MAR
1242	Egypt	Morocco	2	0.6931471806	0.1109039882	EGY	MAR
1243	Equatorial Guinea	Morocco	1	0	0	GNQ	MAR
1244	France	Morocco	79	4.369447852	0.6991144258	FRA	MAR
1245	Gabon	Morocco	1	0	0	GAB	MAR
1246	Gambia	Morocco	1	0	0	GMB	MAR
1247	Germany	Morocco	20	2.995732274	0.4793190625	DEU	MAR
1248	Ghana	Morocco	1	0	0	GHA	MAR
1249	Guinea	Morocco	1	0	0	GIN	MAR
1250	Guinea-Bissau	Morocco	1	0	0	GNB	MAR
1251	Ireland	Morocco	1	0	0	IRL	MAR
1252	Italy	Morocco	17	2.833213344	0.4533159307	ITA	MAR
1253	Lebanon	Morocco	1	0	0	LBN	MAR
1254	Liberia	Morocco	1	0	0	LBR	MAR
