,src,trg,weighted,log-weight,norm-log-weight,iso_code_src,region,iso_code_trg,days_to_first_100_cases,weeks_since_100_cases
1091,South Africa,France,2,0.6931471805599453,0.11090398820673722,ZAF,Africa,FRA,44.0,6
1092,"Korea, Republic of",France,3,1.0986122886681098,0.17577866248809984,KOR,Asia,FRA,44.0,6
1093,Spain,France,151,5.017279836814924,0.8027679538456993,ESP,Europe,FRA,44.0,6
1094,Sri Lanka,France,1,0.0,0.0,LKA,Asia,FRA,44.0,6
1095,Sweden,France,17,2.833213344056216,0.4533159307415043,SWE,Europe,FRA,44.0,6
1096,Switzerland,France,21,3.044522437723423,0.48712551965610207,CHE,Europe,FRA,44.0,6
1097,Taiwan,France,1,0.0,0.0,TWN,Asia,FRA,44.0,6
1098,Thailand,France,3,1.0986122886681098,0.17577866248809984,THA,Asia,FRA,44.0,6
1099,Togo,France,1,0.0,0.0,TGO,Africa,FRA,44.0,6
1100,Tunisia,France,44,3.784189633918261,0.6054727398488391,TUN,Africa,FRA,44.0,6
1101,Turkey,France,26,3.258096538021482,0.5212975110671989,TUR,Asia,FRA,44.0,6
1102,Ukraine,France,3,1.0986122886681098,0.17577866248809984,UKR,Europe,FRA,44.0,6
1103,United Arab Emirates,France,7,1.9459101490553132,0.3113468571680022,ARE,Asia,FRA,44.0,6
1104,United Kingdom of Great Britain and Northern Ireland,France,158,5.062595033026967,0.8100184139604277,GBR,Europe,FRA,44.0,6
1105,United States of America,France,89,4.48863636973214,0.7181846640578713,USA,Americas,FRA,44.0,6
1106,Uzbekistan,France,1,0.0,0.0,UZB,Asia,FRA,44.0,6
1107,Venezuela (Bolivarian Republic of),France,1,0.0,0.0,VEN,Americas,FRA,44.0,6
1108,Viet Nam,France,6,1.791759469228055,0.28668265069483706,VNM,Asia,FRA,44.0,6
1109,Algeria,Jordan,2,0.6931471805599453,0.11090398820673722,DZA,Africa,JOR,66.0,9
1110,Austria,Jordan,3,1.0986122886681098,0.17577866248809984,AUT,Europe,JOR,66.0,9
1111,Bahrain,Jordan,2,0.6931471805599453,0.11090398820673722,BHR,Asia,JOR,66.0,9
1112,Canada,Jordan,3,1.0986122886681098,0.17577866248809984,CAN,Americas,JOR,66.0,9
1113,Cyprus,Jordan,1,0.0,0.0,CYP,Asia,JOR,66.0,9
1114,Egypt,Jordan,5,1.6094379124341003,0.25751108605227985,EGY,Africa,JOR,66.0,9
1115,France,Jordan,2,0.6931471805599453,0.11090398820673722,FRA,Europe,JOR,66.0,9
1116,Germany,Jordan,7,1.9459101490553132,0.3113468571680022,DEU,Europe,JOR,66.0,9
1117,Greece,Jordan,1,0.0,0.0,GRC,Europe,JOR,66.0,9
1118,India,Jordan,2,0.6931471805599453,0.11090398820673722,IND,Asia,JOR,66.0,9
1119,Iraq,Jordan,7,1.9459101490553132,0.3113468571680022,IRQ,Asia,JOR,66.0,9
1120,Israel,Jordan,2,0.6931471805599453,0.11090398820673722,ISR,Asia,JOR,66.0,9
1121,Italy,Jordan,3,1.0986122886681098,0.17577866248809984,ITA,Europe,JOR,66.0,9
1122,Kuwait,Jordan,3,1.0986122886681098,0.17577866248809984,KWT,Asia,JOR,66.0,9
1123,Lebanon,Jordan,3,1.0986122886681098,0.17577866248809984,LBN,Asia,JOR,66.0,9
1124,Libya,Jordan,6,1.791759469228055,0.28668265069483706,LBY,Africa,JOR,66.0,9
1125,Netherlands,Jordan,1,0.0,0.0,NLD,Europe,JOR,66.0,9
1126,Nigeria,Jordan,1,0.0,0.0,NGA,Africa,JOR,66.0,9
1127,Oman,Jordan,2,0.6931471805599453,0.11090398820673722,OMN,Asia,JOR,66.0,9
1128,Qatar,Jordan,2,0.6931471805599453,0.11090398820673722,QAT,Asia,JOR,66.0,9
1129,Romania,Jordan,2,0.6931471805599453,0.11090398820673722,ROU,Europe,JOR,66.0,9
1130,Russian Federation,Jordan,2,0.6931471805599453,0.11090398820673722,RUS,Europe,JOR,66.0,9
1131,Saudi Arabia,Jordan,10,2.302585092994046,0.3684150742590171,SAU,Asia,JOR,66.0,9
1132,Spain,Jordan,4,1.3862943611198906,0.22180797641347444,ESP,Europe,JOR,66.0,9
1133,Sudan,Jordan,2,0.6931471805599453,0.11090398820673722,SDN,Africa,JOR,66.0,9
1134,Switzerland,Jordan,2,0.6931471805599453,0.11090398820673722,CHE,Europe,JOR,66.0,9
1135,Thailand,Jordan,2,0.6931471805599453,0.11090398820673722,THA,Asia,JOR,66.0,9
1136,Tunisia,Jordan,1,0.0,0.0,TUN,Africa,JOR,66.0,9
1137,Turkey,Jordan,3,1.0986122886681098,0.17577866248809984,TUR,Asia,JOR,66.0,9
1138,Ukraine,Jordan,1,0.0,0.0,UKR,Europe,JOR,66.0,9
1139,United Arab Emirates,Jordan,9,2.1972245773362196,0.3515573249761997,ARE,Asia,JOR,66.0,9
1140,United Kingdom of Great Britain and Northern Ireland,Jordan,2,0.6931471805599453,0.11090398820673722,GBR,Europe,JOR,66.0,9
1141,United States of America,Jordan,6,1.791759469228055,0.28668265069483706,USA,Americas,JOR,66.0,9
1142,Yemen,Jordan,5,1.6094379124341003,0.25751108605227985,YEM,Asia,JOR,66.0,9
1143,Algeria,Lebanon,1,0.0,0.0,DZA,Africa,LBN,59.0,8
1144,Armenia,Lebanon,1,0.0,0.0,ARM,Asia,LBN,59.0,8
1145,Bahrain,Lebanon,1,0.0,0.0,BHR,Asia,LBN,59.0,8
1146,Belarus,Lebanon,1,0.0,0.0,BLR,Europe,LBN,59.0,8
1147,Belgium,Lebanon,1,0.0,0.0,BEL,Europe,LBN,59.0,8
1148,Cyprus,Lebanon,2,0.6931471805599453,0.11090398820673722,CYP,Asia,LBN,59.0,8
1149,Egypt,Lebanon,3,1.0986122886681098,0.17577866248809984,EGY,Africa,LBN,59.0,8
1150,Ethiopia,Lebanon,1,0.0,0.0,ETH,Africa,LBN,59.0,8
1151,France,Lebanon,2,0.6931471805599453,0.11090398820673722,FRA,Europe,LBN,59.0,8
1152,Germany,Lebanon,3,1.0986122886681098,0.17577866248809984,DEU,Europe,LBN,59.0,8
1153,Ghana,Lebanon,1,0.0,0.0,GHA,Africa,LBN,59.0,8
1154,Greece,Lebanon,1,0.0,0.0,GRC,Europe,LBN,59.0,8
1155,Iran (Islamic Republic of),Lebanon,2,0.6931471805599453,0.11090398820673722,IRN,Asia,LBN,59.0,8
1156,Iraq,Lebanon,5,1.6094379124341003,0.25751108605227985,IRQ,Asia,LBN,59.0,8
1157,Italy,Lebanon,4,1.3862943611198906,0.22180797641347444,ITA,Europe,LBN,59.0,8
1158,Jordan,Lebanon,3,1.0986122886681098,0.17577866248809984,JOR,Asia,LBN,59.0,8
1159,Kuwait,Lebanon,3,1.0986122886681098,0.17577866248809984,KWT,Asia,LBN,59.0,8
1160,Morocco,Lebanon,1,0.0,0.0,MAR,Africa,LBN,59.0,8
1161,Nigeria,Lebanon,2,0.6931471805599453,0.11090398820673722,NGA,Africa,LBN,59.0,8
1162,Oman,Lebanon,1,0.0,0.0,OMN,Asia,LBN,59.0,8
1163,Qatar,Lebanon,2,0.6931471805599453,0.11090398820673722,QAT,Asia,LBN,59.0,8
1164,Romania,Lebanon,2,0.6931471805599453,0.11090398820673722,ROU,Europe,LBN,59.0,8
1165,Russian Federation,Lebanon,2,0.6931471805599453,0.11090398820673722,RUS,Europe,LBN,59.0,8
1166,Saudi Arabia,Lebanon,5,1.6094379124341003,0.25751108605227985,SAU,Asia,LBN,59.0,8
1167,Switzerland,Lebanon,1,0.0,0.0,CHE,Europe,LBN,59.0,8
1168,Tunisia,Lebanon,2,0.6931471805599453,0.11090398820673722,TUN,Africa,LBN,59.0,8
1169,Turkey,Lebanon,3,1.0986122886681098,0.17577866248809984,TUR,Asia,LBN,59.0,8
1170,United Arab Emirates,Lebanon,6,1.791759469228055,0.28668265069483706,ARE,Asia,LBN,59.0,8
1171,United Kingdom of Great Britain and Northern Ireland,Lebanon,3,1.0986122886681098,0.17577866248809984,GBR,Europe,LBN,59.0,8
1172,Yemen,Lebanon,1,0.0,0.0,YEM,Asia,LBN,59.0,8
1173,Algeria,Libya,2,0.6931471805599453,0.11090398820673722,DZA,Africa,LBY,132.0,18
1174,Egypt,Libya,10,2.302585092994046,0.3684150742590171,EGY,Africa,LBY,132.0,18
1175,Italy,Libya,2,0.6931471805599453,0.11090398820673722,ITA,Europe,LBY,132.0,18
1176,Jordan,Libya,6,1.791759469228055,0.28668265069483706,JOR,Asia,LBY,132.0,18
1177,Malta,Libya,4,1.3862943611198906,0.22180797641347444,MLT,Europe,LBY,132.0,18
1178,Morocco,Libya,5,1.6094379124341003,0.25751108605227985,MAR,Africa,LBY,132.0,18
1179,Saudi Arabia,Libya,2,0.6931471805599453,0.11090398820673722,SAU,Asia,LBY,132.0,18
1180,Spain,Libya,1,0.0,0.0,ESP,Europe,LBY,132.0,18
1181,Tunisia,Libya,21,3.044522437723423,0.48712551965610207,TUN,Africa,LBY,132.0,18
1182,Turkey,Libya,6,1.791759469228055,0.28668265069483706,TUR,Asia,LBY,132.0,18
1183,United Arab Emirates,Libya,1,0.0,0.0,ARE,Asia,LBY,132.0,18
1184,United Kingdom of Great Britain and Northern Ireland,Libya,3,1.0986122886681098,0.17577866248809984,GBR,Europe,LBY,132.0,18
1185,Algeria,Mali,1,0.0,0.0,DZA,Africa,MLI,85.0,12
1186,Benin,Mali,3,1.0986122886681098,0.17577866248809984,BEN,Africa,MLI,85.0,12
1187,Burkina Faso,Mali,3,1.0986122886681098,0.17577866248809984,BFA,Africa,MLI,85.0,12
1188,Côte d'Ivoire,Mali,2,0.6931471805599453,0.11090398820673722,CIV,Africa,MLI,85.0,12
1189,Ethiopia,Mali,2,0.6931471805599453,0.11090398820673722,ETH,Africa,MLI,85.0,12
1190,France,Mali,2,0.6931471805599453,0.11090398820673722,FRA,Europe,MLI,85.0,12
1191,Guinea,Mali,2,0.6931471805599453,0.11090398820673722,GIN,Africa,MLI,85.0,12
1192,Kenya,Mali,1,0.0,0.0,KEN,Africa,MLI,85.0,12
1193,Mauritania,Mali,1,0.0,0.0,MRT,Africa,MLI,85.0,12
1194,Morocco,Mali,1,0.0,0.0,MAR,Africa,MLI,85.0,12
1195,Nigeria,Mali,1,0.0,0.0,NGA,Africa,MLI,85.0,12
1196,Portugal,Mali,1,0.0,0.0,PRT,Europe,MLI,85.0,12
1197,Senegal,Mali,5,1.6094379124341003,0.25751108605227985,SEN,Africa,MLI,85.0,12
1198,Togo,Mali,1,0.0,0.0,TGO,Africa,MLI,85.0,12
1199,Tunisia,Mali,1,0.0,0.0,TUN,Africa,MLI,85.0,12
1200,Algeria,Morocco,3,1.0986122886681098,0.17577866248809984,DZA,Africa,MAR,65.0,9
1201,Angola,Morocco,1,0.0,0.0,AGO,Africa,MAR,65.0,9
1202,Belgium,Morocco,22,3.091042453358316,0.4945687516421019,BEL,Europe,MAR,65.0,9
1203,Brazil,Morocco,1,0.0,0.0,BRA,Americas,MAR,65.0,9
1204,Burkina Faso,Morocco,1,0.0,0.0,BFA,Africa,MAR,65.0,9
1205,Cameroon,Morocco,2,0.6931471805599453,0.11090398820673722,CMR,Africa,MAR,65.0,9
1206,Canada,Morocco,1,0.0,0.0,CAN,Americas,MAR,65.0,9
1207,Cabo Verde,Morocco,1,0.0,0.0,CPV,Africa,MAR,65.0,9
1208,Central African Republic,Morocco,1,0.0,0.0,CAF,Africa,MAR,65.0,9
1209,Congo,Morocco,2,0.6931471805599453,0.11090398820673722,COG,Africa,MAR,65.0,9
1210,Côte d'Ivoire,Morocco,1,0.0,0.0,CIV,Africa,MAR,65.0,9
1211,Denmark,Morocco,2,0.6931471805599453,0.11090398820673722,DNK,Europe,MAR,65.0,9
1212,Egypt,Morocco,2,0.6931471805599453,0.11090398820673722,EGY,Africa,MAR,65.0,9
1213,Equatorial Guinea,Morocco,1,0.0,0.0,GNQ,Africa,MAR,65.0,9
1214,France,Morocco,79,4.3694478524670215,0.6991144257536905,FRA,Europe,MAR,65.0,9
1215,Gabon,Morocco,1,0.0,0.0,GAB,Africa,MAR,65.0,9
1216,Gambia,Morocco,1,0.0,0.0,GMB,Africa,MAR,65.0,9
1217,Germany,Morocco,20,2.995732273553991,0.4793190624657543,DEU,Europe,MAR,65.0,9
1218,Ghana,Morocco,1,0.0,0.0,GHA,Africa,MAR,65.0,9
1219,Guinea,Morocco,1,0.0,0.0,GIN,Africa,MAR,65.0,9
1220,Guinea-Bissau,Morocco,1,0.0,0.0,GNB,Africa,MAR,65.0,9
1221,Ireland,Morocco,1,0.0,0.0,IRL,Europe,MAR,65.0,9
1222,Italy,Morocco,17,2.833213344056216,0.4533159307415043,ITA,Europe,MAR,65.0,9
1223,Lebanon,Morocco,1,0.0,0.0,LBN,Asia,MAR,65.0,9
1224,Liberia,Morocco,1,0.0,0.0,LBR,Africa,MAR,65.0,9
1225,Libya,Morocco,5,1.6094379124341003,0.25751108605227985,LBY,Africa,MAR,65.0,9
1226,Luxembourg,Morocco,2,0.6931471805599453,0.11090398820673722,LUX,Europe,MAR,65.0,9
1227,Mali,Morocco,1,0.0,0.0,MLI,Africa,MAR,65.0,9
1228,Mauritania,Morocco,3,1.0986122886681098,0.17577866248809984,MRT,Africa,MAR,65.0,9
1229,Netherlands,Morocco,10,2.302585092994046,0.3684150742590171,NLD,Europe,MAR,65.0,9
1230,Niger,Morocco,1,0.0,0.0,NER,Africa,MAR,65.0,9
1231,Nigeria,Morocco,1,0.0,0.0,NGA,Africa,MAR,65.0,9
1232,Norway,Morocco,1,0.0,0.0,NOR,Europe,MAR,65.0,9
1233,Portugal,Morocco,4,1.3862943611198906,0.22180797641347444,PRT,Europe,MAR,65.0,9
1234,Qatar,Morocco,1,0.0,0.0,QAT,Asia,MAR,65.0,9
1235,Russian Federation,Morocco,2,0.6931471805599453,0.11090398820673722,RUS,Europe,MAR,65.0,9
1236,Saudi Arabia,Morocco,4,1.3862943611198906,0.22180797641347444,SAU,Asia,MAR,65.0,9
1237,Senegal,Morocco,1,0.0,0.0,SEN,Africa,MAR,65.0,9
1238,Sierra Leone,Morocco,1,0.0,0.0,SLE,Africa,MAR,65.0,9
1239,Spain,Morocco,39,3.6635616461296463,0.5861721853485615,ESP,Europe,MAR,65.0,9
1240,Sweden,Morocco,1,0.0,0.0,SWE,Europe,MAR,65.0,9
1241,Switzerland,Morocco,5,1.6094379124341003,0.25751108605227985,CHE,Europe,MAR,65.0,9
1242,Tunisia,Morocco,2,0.6931471805599453,0.11090398820673722,TUN,Africa,MAR,65.0,9
1243,Turkey,Morocco,3,1.0986122886681098,0.17577866248809984,TUR,Asia,MAR,65.0,9
1244,United Arab Emirates,Morocco,4,1.3862943611198906,0.22180797641347444,ARE,Asia,MAR,65.0,9
1245,United Kingdom of Great Britain and Northern Ireland,Morocco,26,3.258096538021482,0.5212975110671989,GBR,Europe,MAR,65.0,9
1246,United States of America,Morocco,1,0.0,0.0,USA,Americas,MAR,65.0,9
1247,Western Sahara,Morocco,4,1.3862943611198906,0.22180797641347444,ESH,Africa,MAR,65.0,9
1248,Algeria,Niger,1,0.0,0.0,DZA,Africa,NER,78.0,11
1249,Benin,Niger,1,0.0,0.0,BEN,Africa,NER,78.0,11
1250,Burkina Faso,Niger,7,1.9459101490553132,0.3113468571680022,BFA,Africa,NER,78.0,11
1251,Chad,Niger,1,0.0,0.0,TCD,Africa,NER,78.0,11
1252,Ethiopia,Niger,1,0.0,0.0,ETH,Africa,NER,78.0,11
1253,France,Niger,3,1.0986122886681098,0.17577866248809984,FRA,Europe,NER,78.0,11
1254,Morocco,Niger,1,0.0,0.0,MAR,Africa,NER,78.0,11
1255,Nigeria,Niger,1,0.0,0.0,NGA,Africa,NER,78.0,11
1256,Turkey,Niger,1,0.0,0.0,TUR,Asia,NER,78.0,11
1257,Algeria,Portugal,2,0.6931471805599453,0.11090398820673722,DZA,Africa,PRT,56.0,8
1258,Angola,Portugal,3,1.0986122886681098,0.17577866248809984,AGO,Africa,PRT,56.0,8
1259,Austria,Portugal,6,1.791759469228055,0.28668265069483706,AUT,Europe,PRT,56.0,8
1260,Belgium,Portugal,18,2.8903717578961645,0.4624613131829369,BEL,Europe,PRT,56.0,8
1261,Brazil,Portugal,12,2.4849066497880004,0.3975866389015743,BRA,Americas,PRT,56.0,8
1262,Canada,Portugal,9,2.1972245773362196,0.3515573249761997,CAN,Americas,PRT,56.0,8
1263,Cabo Verde,Portugal,8,2.0794415416798357,0.33271196462021163,CPV,Africa,PRT,56.0,8
1264,Czechia,Portugal,2,0.6931471805599453,0.11090398820673722,CZE,Europe,PRT,56.0,8
1265,Denmark,Portugal,5,1.6094379124341003,0.25751108605227985,DNK,Europe,PRT,56.0,8
1266,Finland,Portugal,2,0.6931471805599453,0.11090398820673722,FIN,Europe,PRT,56.0,8
1267,France,Portugal,53,3.970291913552122,0.635249222542006,FRA,Europe,PRT,56.0,8
1268,Germany,Portugal,64,4.1588830833596715,0.6654239292404233,DEU,Europe,PRT,56.0,8
1269,Ghana,Portugal,1,0.0,0.0,GHA,Africa,PRT,56.0,8
1270,Hungary,Portugal,1,0.0,0.0,HUN,Europe,PRT,56.0,8
1271,Ireland,Portugal,12,2.4849066497880004,0.3975866389015743,IRL,Europe,PRT,56.0,8
1272,Italy,Portugal,20,2.995732273553991,0.4793190624657543,ITA,Europe,PRT,56.0,8
1273,Luxembourg,Portugal,7,1.9459101490553132,0.3113468571680022,LUX,Europe,PRT,56.0,8
1274,Mali,Portugal,1,0.0,0.0,MLI,Africa,PRT,56.0,8
1275,"Moldova, Republic of",Portugal,1,0.0,0.0,MDA,Europe,PRT,56.0,8
1276,Morocco,Portugal,4,1.3862943611198906,0.22180797641347444,MAR,Africa,PRT,56.0,8
1277,Mozambique,Portugal,1,0.0,0.0,MOZ,Africa,PRT,56.0,8
1278,Netherlands,Portugal,23,3.1354942159291497,0.5016810618269921,NLD,Europe,PRT,56.0,8
1279,Norway,Portugal,3,1.0986122886681098,0.17577866248809984,NOR,Europe,PRT,56.0,8
1280,Poland,Portugal,2,0.6931471805599453,0.11090398820673722,POL,Europe,PRT,56.0,8
1281,Romania,Portugal,1,0.0,0.0,ROU,Europe,PRT,56.0,8
1282,Russian Federation,Portugal,2,0.6931471805599453,0.11090398820673722,RUS,Europe,PRT,56.0,8
1283,Sao Tome and Principe,Portugal,1,0.0,0.0,STP,Africa,PRT,56.0,8
1284,Senegal,Portugal,1,0.0,0.0,SEN,Africa,PRT,56.0,8
1285,Spain,Portugal,43,3.7612001156935624,0.6017944023621153,ESP,Europe,PRT,56.0,8
1286,Sweden,Portugal,3,1.0986122886681098,0.17577866248809984,SWE,Europe,PRT,56.0,8
1287,Switzerland,Portugal,21,3.044522437723423,0.48712551965610207,CHE,Europe,PRT,56.0,8
1288,Tunisia,Portugal,1,0.0,0.0,TUN,Africa,PRT,56.0,8
1289,Turkey,Portugal,2,0.6931471805599453,0.11090398820673722,TUR,Asia,PRT,56.0,8
1290,Ukraine,Portugal,2,0.6931471805599453,0.11090398820673722,UKR,Europe,PRT,56.0,8
1291,United Arab Emirates,Portugal,2,0.6931471805599453,0.11090398820673722,ARE,Asia,PRT,56.0,8
1292,United Kingdom of Great Britain and Northern Ireland,Portugal,84,4.430816798843313,0.7089334960695765,GBR,Europe,PRT,56.0,8
1293,United States of America,Portugal,14,2.6390573296152584,0.4222508453747394,USA,Americas,PRT,56.0,8
1294,Venezuela (Bolivarian Republic of),Portugal,3,1.0986122886681098,0.17577866248809984,VEN,Americas,PRT,56.0,8
1295,Algeria,Qatar,1,0.0,0.0,DZA,Africa,QAT,54.0,7
1296,Australia,Qatar,2,0.6931471805599453,0.11090398820673722,AUS,Oceania,QAT,54.0,7
1297,Austria,Qatar,1,0.0,0.0,AUT,Europe,QAT,54.0,7
1298,Azerbaijan,Qatar,2,0.6931471805599453,0.11090398820673722,AZE,Asia,QAT,54.0,7
1299,Bahrain,Qatar,10,2.302585092994046,0.3684150742590171,BHR,Asia,QAT,54.0,7
1300,Bangladesh,Qatar,2,0.6931471805599453,0.11090398820673722,BGD,Asia,QAT,54.0,7
1301,Belgium,Qatar,1,0.0,0.0,BEL,Europe,QAT,54.0,7
1302,Brazil,Qatar,1,0.0,0.0,BRA,Americas,QAT,54.0,7
1303,Myanmar,Qatar,1,0.0,0.0,MMR,Asia,QAT,54.0,7
1304,Canada,Qatar,1,0.0,0.0,CAN,Americas,QAT,54.0,7
1305,China,Qatar,6,1.791759469228055,0.28668265069483706,CHN,Asia,QAT,54.0,7
1306,Cyprus,Qatar,1,0.0,0.0,CYP,Asia,QAT,54.0,7
1307,Denmark,Qatar,1,0.0,0.0,DNK,Europe,QAT,54.0,7
1308,Egypt,Qatar,4,1.3862943611198906,0.22180797641347444,EGY,Africa,QAT,54.0,7
1309,Ethiopia,Qatar,1,0.0,0.0,ETH,Africa,QAT,54.0,7
1310,France,Qatar,1,0.0,0.0,FRA,Europe,QAT,54.0,7
1311,Germany,Qatar,9,2.1972245773362196,0.3515573249761997,DEU,Europe,QAT,54.0,7
1312,Greece,Qatar,2,0.6931471805599453,0.11090398820673722,GRC,Europe,QAT,54.0,7
1313,Hong Kong,Qatar,2,0.6931471805599453,0.11090398820673722,HKG,Asia,QAT,54.0,7
1314,Hungary,Qatar,1,0.0,0.0,HUN,Europe,QAT,54.0,7
1315,India,Qatar,16,2.772588722239781,0.4436159528269489,IND,Asia,QAT,54.0,7
1316,Indonesia,Qatar,1,0.0,0.0,IDN,Asia,QAT,54.0,7
1317,Iran (Islamic Republic of),Qatar,5,1.6094379124341003,0.25751108605227985,IRN,Asia,QAT,54.0,7
1318,Iraq,Qatar,5,1.6094379124341003,0.25751108605227985,IRQ,Asia,QAT,54.0,7
1319,Italy,Qatar,4,1.3862943611198906,0.22180797641347444,ITA,Europe,QAT,54.0,7
1320,Japan,Qatar,6,1.791759469228055,0.28668265069483706,JPN,Asia,QAT,54.0,7
1321,Jordan,Qatar,2,0.6931471805599453,0.11090398820673722,JOR,Asia,QAT,54.0,7
1322,Kenya,Qatar,1,0.0,0.0,KEN,Africa,QAT,54.0,7
1323,Kuwait,Qatar,3,1.0986122886681098,0.17577866248809984,KWT,Asia,QAT,54.0,7
1324,Lebanon,Qatar,2,0.6931471805599453,0.11090398820673722,LBN,Asia,QAT,54.0,7
1325,Malaysia,Qatar,2,0.6931471805599453,0.11090398820673722,MYS,Asia,QAT,54.0,7
1326,Maldives,Qatar,1,0.0,0.0,MDV,Asia,QAT,54.0,7
1327,Morocco,Qatar,1,0.0,0.0,MAR,Africa,QAT,54.0,7
1328,Nepal,Qatar,2,0.6931471805599453,0.11090398820673722,NPL,Asia,QAT,54.0,7
1329,Netherlands,Qatar,3,1.0986122886681098,0.17577866248809984,NLD,Europe,QAT,54.0,7
1330,Nigeria,Qatar,1,0.0,0.0,NGA,Africa,QAT,54.0,7
1331,Norway,Qatar,1,0.0,0.0,NOR,Europe,QAT,54.0,7
1332,Oman,Qatar,6,1.791759469228055,0.28668265069483706,OMN,Asia,QAT,54.0,7
1333,Pakistan,Qatar,6,1.791759469228055,0.28668265069483706,PAK,Asia,QAT,54.0,7
1334,Philippines,Qatar,3,1.0986122886681098,0.17577866248809984,PHL,Asia,QAT,54.0,7
1335,Poland,Qatar,1,0.0,0.0,POL,Europe,QAT,54.0,7
1336,Romania,Qatar,1,0.0,0.0,ROU,Europe,QAT,54.0,7
1337,Russian Federation,Qatar,1,0.0,0.0,RUS,Europe,QAT,54.0,7
1338,Saudi Arabia,Qatar,9,2.1972245773362196,0.3515573249761997,SAU,Asia,QAT,54.0,7
1339,Singapore,Qatar,1,0.0,0.0,SGP,Asia,QAT,54.0,7
1340,South Africa,Qatar,2,0.6931471805599453,0.11090398820673722,ZAF,Africa,QAT,54.0,7
1341,"Korea, Republic of",Qatar,2,0.6931471805599453,0.11090398820673722,KOR,Asia,QAT,54.0,7
1342,Spain,Qatar,5,1.6094379124341003,0.25751108605227985,ESP,Europe,QAT,54.0,7
1343,Sri Lanka,Qatar,2,0.6931471805599453,0.11090398820673722,LKA,Asia,QAT,54.0,7
1344,Sudan,Qatar,2,0.6931471805599453,0.11090398820673722,SDN,Africa,QAT,54.0,7
1345,Sweden,Qatar,1,0.0,0.0,SWE,Europe,QAT,54.0,7
1346,Switzerland,Qatar,3,1.0986122886681098,0.17577866248809984,CHE,Europe,QAT,54.0,7
1347,"Tanzania, United Republic of",Qatar,1,0.0,0.0,TZA,Africa,QAT,54.0,7
1348,Thailand,Qatar,1,0.0,0.0,THA,Asia,QAT,54.0,7
1349,Tunisia,Qatar,1,0.0,0.0,TUN,Africa,QAT,54.0,7
1350,Turkey,Qatar,4,1.3862943611198906,0.22180797641347444,TUR,Asia,QAT,54.0,7
1351,Uganda,Qatar,1,0.0,0.0,UGA,Africa,QAT,54.0,7
1352,United Arab Emirates,Qatar,10,2.302585092994046,0.3684150742590171,ARE,Asia,QAT,54.0,7
1353,United Kingdom of Great Britain and Northern Ireland,Qatar,4,1.3862943611198906,0.22180797641347444,GBR,Europe,QAT,54.0,7
1354,United States of America,Qatar,11,2.3978952727983707,0.3836647634353647,USA,Americas,QAT,54.0,7
1355,Viet Nam,Qatar,1,0.0,0.0,VNM,Asia,QAT,54.0,7
1356,Yemen,Qatar,2,0.6931471805599453,0.11090398820673722,YEM,Asia,QAT,54.0,7
1357,Algeria,Russian Federation,1,0.0,0.0,DZA,Africa,RUS,60.0,8
1358,Armenia,Russian Federation,27,3.295836866004329,0.5273359874642995,ARM,Asia,RUS,60.0,8
1359,Austria,Russian Federation,13,2.5649493574615367,0.4103935228604617,AUT,Europe,RUS,60.0,8
1360,Azerbaijan,Russian Federation,21,3.044522437723423,0.48712551965610207,AZE,Asia,RUS,60.0,8
1361,Belarus,Russian Federation,12,2.4849066497880004,0.3975866389015743,BLR,Europe,RUS,60.0,8
1362,Belgium,Russian Federation,2,0.6931471805599453,0.11090398820673722,BEL,Europe,RUS,60.0,8
1363,Bulgaria,Russian Federation,8,2.0794415416798357,0.33271196462021163,BGR,Europe,RUS,60.0,8
1364,Canada,Russian Federation,2,0.6931471805599453,0.11090398820673722,CAN,Americas,RUS,60.0,8
1365,China,Russian Federation,46,3.828641396489095,0.6125850500337293,CHN,Asia,RUS,60.0,8
1366,Croatia,Russian Federation,2,0.6931471805599453,0.11090398820673722,HRV,Europe,RUS,60.0,8
1367,Cuba,Russian Federation,3,1.0986122886681098,0.17577866248809984,CUB,Americas,RUS,60.0,8
1368,Cyprus,Russian Federation,11,2.3978952727983707,0.3836647634353647,CYP,Asia,RUS,60.0,8
1369,Czechia,Russian Federation,24,3.1780538303479458,0.5084906271083115,CZE,Europe,RUS,60.0,8
1370,Denmark,Russian Federation,3,1.0986122886681098,0.17577866248809984,DNK,Europe,RUS,60.0,8
1371,Dominican Republic,Russian Federation,4,1.3862943611198906,0.22180797641347444,DOM,Americas,RUS,60.0,8
1372,Egypt,Russian Federation,11,2.3978952727983707,0.3836647634353647,EGY,Africa,RUS,60.0,8
1373,Estonia,Russian Federation,3,1.0986122886681098,0.17577866248809984,EST,Europe,RUS,60.0,8
1374,Finland,Russian Federation,9,2.1972245773362196,0.3515573249761997,FIN,Europe,RUS,60.0,8
1375,France,Russian Federation,11,2.3978952727983707,0.3836647634353647,FRA,Europe,RUS,60.0,8
1376,Georgia,Russian Federation,4,1.3862943611198906,0.22180797641347444,GEO,Asia,RUS,60.0,8
1377,Germany,Russian Federation,46,3.828641396489095,0.6125850500337293,DEU,Europe,RUS,60.0,8
1378,Greece,Russian Federation,28,3.332204510175204,0.5331548335814766,GRC,Europe,RUS,60.0,8
1379,Hong Kong,Russian Federation,9,2.1972245773362196,0.3515573249761997,HKG,Asia,RUS,60.0,8
