,src,trg,iso_code_src,region,iso_code_trg,kmdist,proximity,log-prox,norm-log-prox
336,Guinea,Mali,GIN,Africa,MLI,704.0,0.0014204545454545455,0.15251392462592742,0.20908333126080408
337,Guinea,Senegal,GIN,Africa,SEN,696.0,0.0014367816091954023,0.15278022594577587,0.21024510071840544
338,Guinea,Sierra Leone,GIN,Africa,SLE,117.0,0.008547008547008548,0.20998813014637793,0.4598210167201275
340,Guinea-Bissau,Senegal,GNB,Africa,SEN,387.0,0.002583979328165375,0.16782959448489948,0.2758996635079954
342,Guyana,Suriname,GUY,Americas,SUR,341.0,0.002932551319648094,0.17147121943818708,0.2917866619245868
343,Guyana,Venezuela (Bolivarian Republic of),GUY,Americas,VEN,1042.0,0.0009596928982725527,0.1439077263639678,0.1715378234409529
344,Haiti,Cuba,HTI,Americas,CUB,1152.0,0.0008680555555555555,0.1418589655955534,0.1625998741734453
348,Honduras,Nicaragua,HND,Americas,NIC,247.0,0.004048582995951417,0.18150835245207098,0.33557478353077624
352,Hungary,Romania,HUN,Europe,ROU,639.0,0.001564945226917058,0.1548010511707109,0.2190611780356941
353,Hungary,Serbia,HUN,Europe,SRB,346.0,0.002890173410404624,0.17104429524965417,0.28992415713778724
354,Hungary,Slovakia,HUN,Europe,SVK,185.0,0.005405405405405406,0.19155782354835868,0.3794167314090633
355,Hungary,Slovenia,HUN,Europe,SVN,375.0,0.0026666666666666666,0.16872152539414745,0.2797908124112175
356,Hungary,Ukraine,HUN,Europe,UKR,897.0,0.0011148272017837235,0.14707924457281835,0.18537392831405694
357,Iceland,Faroe Islands,ISL,Europe,FRO,802.0,0.0012468827930174563,0.1495414623330074,0.19611563020790865
359,India,Bangladesh,IND,Asia,BGD,1430.0,0.0006993006993006993,0.13763810787397338,0.14418590766136347
361,India,Bhutan,IND,Asia,BTN,1220.0,0.000819672131147541,0.14071414408225535,0.1576054615685377
363,India,China,IND,Asia,CHN,3780.0,0.00026455026455026457,0.12139635985273596,0.07332945527926721
364,India,Myanmar,IND,Asia,MMR,2347.0,0.00042607584149978694,0.12885114828465882,0.10585180822147845
366,India,Nepal,IND,Asia,NPL,795.0,0.0012578616352201257,0.14973776168275255,0.1969720081981142
368,India,Pakistan,IND,Asia,PAK,696.0,0.0014367816091954023,0.15278022594577587,0.21024510071840544
373,Indonesia,Malaysia,IDN,Asia,MYS,1158.0,0.0008635578583765112,0.14175450225902728,0.1621441411193086
374,Indonesia,Papua New Guinea,IDN,Asia,PNG,4472.0,0.00022361359570661896,0.11896843401434963,0.06273735575094469
378,Iran (Islamic Republic of),Iraq,IRN,Asia,IRQ,698.0,0.0014326647564469914,0.15271327735172285,0.20995302994742915
379,Iran (Islamic Republic of),Pakistan,IRN,Asia,PAK,1987.0,0.0005032712632108706,0.1316762969966446,0.11817683720982435
381,Iran (Islamic Republic of),Turkey,IRN,Asia,TUR,1710.0,0.0005847953216374269,0.13433189124702444,0.1297621657903543
382,Iran (Islamic Republic of),Turkmenistan,IRN,Asia,TKM,653.0,0.0015313935681470138,0.1542834375113939,0.21680303023314468
384,Iraq,Jordan,IRQ,Asia,JOR,813.0,0.0012300123001230013,0.14923744642955591,0.1947893266377422
385,Iraq,Kuwait,IRQ,Asia,KWT,567.0,0.001763668430335097,0.15771976824910536,0.231794409545729
386,Iraq,Saudi Arabia,IRQ,Asia,SAU,1026.0,0.0009746588693957114,0.14422890342748268,0.17293899450193767
387,Iraq,Turkey,IRQ,Asia,TUR,1233.0,0.0008110300081103001,0.14050458421572837,0.1566912330825181
388,Ireland,United Kingdom of Great Britain and Northern Ireland,IRL,Europe,GBR,496.0,0.0020161290322580645,0.1611194339368499,0.24662583345427241
389,Isle of Man,Ireland,IMN,Europe,IRL,1482.0,0.0006747638326585695,0.13696476589584036,0.14124837755388595
390,Isle of Man,United Kingdom of Great Britain and Northern Ireland,IMN,Europe,GBR,415.0,0.0024096385542168677,0.16588483704660195,0.2674154404649292
392,Israel,Jordan,ISR,Asia,JOR,149.0,0.006711409395973154,0.1998422722505727,0.41555857058873696
393,Israel,Lebanon,ISR,Asia,LBN,136.0,0.007352941176470588,0.20355592307196482,0.4317597899553736
396,Italy,Slovenia,ITA,Europe,SVN,566.0,0.0017667844522968198,0.15776369138997973,0.2319860291876399
397,Italy,Switzerland,ITA,Europe,CHE,703.0,0.001422475106685633,0.15254699576300085,0.20922760781565528
398,Jamaica,Cuba,JAM,Americas,CUB,810.0,0.0012345679012345679,0.14931982770559074,0.19514872421951143
399,Jamaica,Haiti,JAM,Americas,HTI,480.0,0.0020833333333333333,0.16197516129818348,0.2503590403080609
400,Japan,Korea (Democratic People's Republic of),JPN,Asia,PRK,1315.0,0.0007604562737642585,0.1392448927358328,0.15119568732939828
401,Jersey,France,JEY,Europe,FRA,327.0,0.0030581039755351682,0.1727127597572114,0.29720302119702285
402,Jersey,United Kingdom of Great Britain and Northern Ireland,JEY,Europe,GBR,293.0,0.0034129692832764505,0.1760509880302821,0.3117664174744502
405,Jordan,Saudi Arabia,JOR,Asia,SAU,1323.0,0.0007558578987150416,0.13912739257968404,0.15068307968346284
407,Kazakhstan,Kyrgyzstan,KAZ,Asia,KGZ,230.0,0.004347826086956522,0.18388845457974975,0.34595824674261033
408,Kazakhstan,Russian Federation,KAZ,Asia,RUS,3119.0,0.0003206155819172812,0.12429667168635114,0.08598239183899394
409,Kazakhstan,Turkmenistan,KAZ,Asia,TKM,1727.0,0.0005790387955993051,0.13415361870889486,0.12898443179321947
410,Kazakhstan,Uzbekistan,KAZ,Asia,UZB,683.0,0.0014641288433382138,0.15322160233276644,0.21217065484635309
412,Kenya,Ethiopia,KEN,Africa,ETH,1133.0,0.00088261253309797,0.14219443025580086,0.16406337648204045
413,Kenya,Somalia,KEN,Africa,SOM,1003.0,0.0009970089730807576,0.1447020780639251,0.17500327206933114
414,Kenya,South Sudan,KEN,Africa,SSD,894.0,0.0011185682326621924,0.14715175039703174,0.18569024312660562
415,Kenya,"Tanzania, United Republic of",KEN,Africa,TZA,626.0,0.001597444089456869,0.15529516835859952,0.22121681983909017
417,Kenya,Uganda,KEN,Africa,UGA,496.0,0.0020161290322580645,0.1611194339368499,0.24662583345427241
418,Kiribati,United States of America,KIR,Oceania,USA,11623.0,8.603630732168976e-05,0.1068291475596451,0.00977835333903153
420,Korea (Democratic People's Republic of),"Korea, Republic of",PRK,Asia,KOR,238.0,0.004201680672268907,0.18273949876259984,0.34094579777218154
421,Korea (Democratic People's Republic of),Russian Federation,PRK,Asia,RUS,6443.0,0.0001552072016141549,0.11401534092353692,0.04112893008922689
424,Kuwait,Saudi Arabia,KWT,Asia,SAU,562.0,0.0017793594306049821,0.15794041030198713,0.23275698531608713
427,Kyrgyzstan,Tajikistan,KGZ,Asia,TJK,668.0,0.0014970059880239522,0.153744725528706,0.2144528386220522
428,Kyrgyzstan,Uzbekistan,KGZ,Asia,UZB,458.0,0.002183406113537118,0.16321549717314204,0.25577014505780143
431,Lao People's Democratic Republic,Myanmar,LAO,Asia,MMR,701.0,0.0014265335235378032,0.1526133225995339,0.2095169660995243
432,Lao People's Democratic Republic,Thailand,LAO,Asia,THA,503.0,0.0019880715705765406,0.16075645118153897,0.2450422803611213
433,Lao People's Democratic Republic,Viet Nam,LAO,Asia,VNM,826.0,0.0012106537530266344,0.1488849683089902,0.19325160119507814
436,Latvia,Lithuania,LVA,Europe,LTU,241.0,0.004149377593360996,0.18232215561052253,0.33912509133445745
437,Latvia,Russian Federation,LVA,Europe,RUS,854.0,0.00117096018735363,0.14814965831358715,0.19004372864298405
442,Liberia,Sierra Leone,LBR,Africa,SLE,355.0,0.0028169014084507044,0.17029631145892507,0.28666099372821613
446,Libya,Niger,LBY,Africa,NER,2416.0,0.0004139072847682119,0.12837187077279122,0.10376090617367847
447,Libya,Sudan,LBY,Africa,SDN,2715.0,0.00036832412523020257,0.12647745856828288,0.0954963198751293
449,Libya,Tunisia,LBY,Africa,TUN,535.0,0.001869158878504673,0.15917821389772857,0.23815704271294846
452,Lithuania,Poland,LTU,Europe,POL,367.0,0.0027247956403269754,0.16933763344737873,0.2824786530844582
453,Lithuania,Russian Federation,LTU,Europe,RUS,791.0,0.0012642225031605564,0.14985094399051974,0.19746577874487525
455,Luxembourg,Belgium,LUX,Europe,BEL,136.0,0.007352941176470588,0.20355592307196482,0.4317597899553736
458,Luxembourg,Germany,LUX,Europe,DEU,80.0,0.0125,0.2282049114186687,0.5392937737834274
460,Madagascar,Mayotte,MDG,Africa,MYT,726.0,0.0013774104683195593,0.15180150401129003,0.20597531620657028
461,Malawi,Mozambique,MWI,Africa,MOZ,1448.0,0.0006906077348066298,0.1374015444039756,0.1431538729182235
462,Malawi,"Tanzania, United Republic of",MWI,Africa,TZA,996.0,0.001004016064257028,0.14484887158946608,0.17564367533373926
464,Malawi,Zambia,MWI,Africa,ZMB,594.0,0.0016835016835016834,0.15657098717496845,0.22678272291134705
467,Malaysia,Philippines,MYS,Asia,PHL,2451.0,0.0004079967360261118,0.12813528817262732,0.10272878797303735
468,Malaysia,Singapore,MYS,Asia,SGP,326.0,0.003067484662576687,0.1728041701966084,0.2976018095194307
469,Malaysia,Thailand,MYS,Asia,THA,1126.0,0.0008880994671403197,0.14231984865506164,0.16461052835408277
470,Maldives,Sri Lanka,MDV,Asia,LKA,820.0,0.0012195121951219512,0.14904674900490525,0.19395738767578563
475,Mali,Mauritania,MLI,Africa,MRT,1083.0,0.0009233610341643582,0.14311290100607968,0.16807030842658127
476,Mali,Niger,MLI,Africa,NER,1108.0,0.0009025270758122744,0.14264700614298287,0.16603778968913274
477,Mali,Senegal,MLI,Africa,SEN,1052.0,0.0009505703422053232,0.14371019852115238,0.17067608601156495
478,Malta,Italy,MLT,Europe,ITA,607.0,0.0016474464579901153,0.15604205467487237,0.22447519539291766
479,Malta,Tunisia,MLT,Europe,TUN,398.0,0.002512562814070352,0.16704385153631351,0.2724717715256638
481,Martinique,Dominica,MTQ,Americas,DMA,85.0,0.011764705882352941,0.22509081678177853,0.5257081857011824
484,Mauritania,Senegal,MRT,Africa,SEN,467.0,0.0021413276231263384,0.16269873579458505,0.25351571542591994
485,Mauritania,Western Sahara,MRT,Africa,ESH,976.0,0.0010245901639344263,0.14527572242113262,0.17750586009295918
486,Mauritius,Réunion,MUS,Africa,REU,228.0,0.0043859649122807015,0.18418425871932848,0.34724872556934006
487,Mayotte,Mozambique,MYT,Africa,MOZ,1975.0,0.0005063291139240507,0.13178141082552874,0.11863540811003104
490,Mexico,United States of America,MEX,Americas,USA,3024.0,0.00033068783068783067,0.12477640477998843,0.08807528141350149
492,Micronesia (Federated States of),Papua New Guinea,FSM,Oceania,PNG,2147.0,0.0004657661853749418,0.13034705114517114,0.11237785268821544
493,"Moldova, Republic of",Romania,MDA,Europe,ROU,390.0,0.002564102564102564,0.16761237088628497,0.274952001128837
495,"Moldova, Republic of",Ukraine,MDA,Europe,UKR,360.0,0.002777777777777778,0.16989166257627808,0.2848956674685516
498,Mongolia,Russian Federation,MNG,Asia,RUS,4714.0,0.00021213406873143826,0.11822717755883748,0.05950354109785191
502,Montenegro,Serbia,MNE,Europe,SRB,209.0,0.004784688995215311,0.18718409459913868,0.3603358469736334
504,Morocco,Spain,MAR,Africa,ESP,822.0,0.0012165450121654502,0.14899265185176008,0.19372138276111603
505,Morocco,Western Sahara,MAR,Africa,ESH,1865.0,0.0005361930294906167,0.1327842028094614,0.12301020091963276
506,Mozambique,Madagascar,MOZ,Africa,MDG,1795.0,0.0005571030640668524,0.1334621634535536,0.12596788047679872
508,Mozambique,South Africa,MOZ,Africa,ZAF,1622.0,0.0006165228113440197,0.1352920879493684,0.13395113189351743
510,Mozambique,"Tanzania, United Republic of",MOZ,Africa,TZA,2338.0,0.000427715996578272,0.12891496803230346,0.10613022904811031
512,Mozambique,Zambia,MOZ,Africa,ZMB,1293.0,0.0007733952049497294,0.139572788208577,0.15262616820623645
513,Mozambique,Zimbabwe,MOZ,Africa,ZWE,1012.0,0.0009881422924901185,0.144515272908321,0.174188313568837
517,Myanmar,India,MMR,Asia,IND,2347.0,0.00042607584149978694,0.12885114828465882,0.10585180822147845
519,Myanmar,Thailand,MMR,Asia,THA,573.0,0.0017452006980802793,0.15745835220560253,0.2306539526556114
522,Namibia,South Africa,NAM,Africa,ZAF,1270.0,0.0007874015748031496,0.13992330731838004,0.15415534724412688
523,Namibia,Zambia,NAM,Africa,ZMB,1425.0,0.0007017543859649122,0.13770449458310646,0.1444755271461838
527,Nepal,India,NPL,Asia,IND,795.0,0.0012578616352201257,0.14973776168275255,0.1969720081981142
529,Netherlands,Belgium,NLD,Europe,BEL,219.0,0.0045662100456621,0.18556071437446803,0.3532536681689256
531,Netherlands,Germany,NLD,Europe,DEU,273.0,0.003663003663003663,0.17826990428196407,0.3214466891743669
532,New Caledonia,Australia,NCL,Oceania,AUS,2216.0,0.0004512635379061372,0.12981181489851185,0.11004282436644881
533,New Caledonia,Vanuatu,NCL,Oceania,VUT,540.0,0.001851851851851852,0.15894286112386294,0.2371302897678468
534,New Zealand,Australia,NZL,Oceania,AUS,2334.0,0.0004284490145672665,0.12894343163235217,0.10625440470450133
543,Niger,Nigeria,NER,Africa,NGA,788.0,0.0012690355329949238,0.14993632002394186,0.19783824129255403
549,Norfolk Island,New Zealand,NFK,Oceania,NZL,1493.0,0.0006697923643670462,0.13682618104620023,0.1406437855612897
553,North Macedonia,Serbia,MKD,Europe,SRB,245.0,0.004081632653061225,0.18177659759420406,0.33674503313170767
556,Norway,Russian Federation,NOR,Europe,RUS,1677.0,0.0005963029218843172,0.13468445615882524,0.13130026986954246
557,Norway,Sweden,NOR,Europe,SWE,419.0,0.002386634844868735,0.1656212948674457,0.26626570806890626
558,Oman,Saudi Arabia,OMN,Asia,SAU,1194.0,0.0008375209380234506,0.1411419795941089,0.15947194210581614
559,Oman,United Arab Emirates,OMN,Asia,ARE,422.0,0.002369668246445498,0.16542582645512008,0.26541295513664526
560,Oman,Yemen,OMN,Asia,YEM,1747.0,0.0005724098454493417,0.13394671444884101,0.12808178868910355
562,Pakistan,Afghanistan,PAK,Asia,AFG,371.0,0.0026954177897574125,0.16902735731768975,0.2811250385732701
564,Pakistan,China,PAK,Asia,CHN,3910.0,0.0002557544757033248,0.12090008683706638,0.07116440843472
566,Pakistan,India,PAK,Asia,IND,696.0,0.0014367816091954023,0.15278022594577587,0.21024510071840544
570,Pakistan,Iran (Islamic Republic of),PAK,Asia,IRN,1987.0,0.0005032712632108706,0.1316762969966446,0.11817683720982435
572,Palau,Indonesia,PLW,Oceania,IDN,3416.0,0.0002927400468384075,0.12290711377792561,0.07992028918589433
573,Palau,Philippines,PLW,Oceania,PHL,1644.0,0.0006082725060827251,0.1350459395619919,0.13287728187033848
575,Panama,Colombia,PAN,Americas,COL,760.0,0.0013157894736842105,0.1507541074739977,0.20140593101645501
577,Panama,Costa Rica,PAN,Americas,CRI,523.0,0.0019120458891013384,0.15975508997539395,0.24067372948053156
578,Papua New Guinea,Australia,PNG,Oceania,AUS,2893.0,0.0003456619426201175,0.12546973823306784,0.09110002657878775
580,Papua New Guinea,Solomon Islands,PNG,Oceania,SLB,1287.0,0.000777000777000777,0.1396634545011239,0.1530217101043198
589,Philippines,Indonesia,PHL,Asia,IDN,2726.0,0.00036683785766691124,0.12641281151000586,0.09521428981281957
593,Poland,Germany,POL,Europe,DEU,1000.0,0.001,0.14476482730108395,0.1752770226735731
595,Poland,Russian Federation,POL,Europe,RUS,1138.0,0.0008787346221441124,0.14210545343221334,0.16367520508229974
596,Poland,Slovakia,POL,Europe,SVK,530.0,0.0018867924528301887,0.15941648448653353,0.239196524953877
597,Poland,Ukraine,POL,Europe,UKR,688.0,0.0014534883720930232,0.1530505537911297,0.21142443634637
598,Portugal,Spain,PRT,Europe,ESP,523.0,0.0019120458891013384,0.15975508997539395,0.24067372948053156
600,Qatar,Saudi Arabia,QAT,Asia,SAU,474.0,0.002109704641350211,0.16230585140005954,0.25180171306878674
601,Réunion,Madagascar,REU,Africa,MDG,851.0,0.0011750881316098707,0.1482269361761426,0.19038086200949061
605,Romania,"Moldova, Republic of",ROU,Europe,MDA,390.0,0.002564102564102564,0.16761237088628497,0.274952001128837
606,Romania,Serbia,ROU,Europe,SRB,452.0,0.0022123893805309734,0.16356754744281482,0.2573060039528265
607,Romania,Ukraine,ROU,Europe,UKR,744.0,0.0013440860215053765,0.1512392307809147,0.20352233600260936
621,Russian Federation,Ukraine,RUS,Europe,UKR,739.0,0.0013531799729364006,0.15139362553634042,0.20419590048726724
624,Rwanda,"Tanzania, United Republic of",RWA,Africa,TZA,1157.0,0.000864304235090752,0.141771864506403,0.1622198858761424
626,Rwanda,Uganda,RWA,Africa,UGA,288.0,0.003472222222222222,0.17658608134521075,0.314100822240467
627,Saint Lucia,Barbados,LCA,Americas,BRB,190.0,0.005263157894736842,0.19058422188412896,0.3751692846520752
628,Saint Lucia,Martinique,LCA,Americas,MTQ,66.0,0.015151515151515152,0.23868315209103041,0.5850062771592048
630,Saint Pierre and Miquelon,Canada,SPM,Americas,CAN,1508.0,0.000663129973474801,0.13663928347503168,0.13982842388750202
633,Sao Tome and Principe,Gabon,STP,Africa,GAB,298.0,0.003355704697986577,0.17552810084101317,0.30948526330439435
639,Saudi Arabia,United Arab Emirates,SAU,Asia,ARE,778.0,0.0012853470437017994,0.1502239871756524,0.19909322159457693
640,Saudi Arabia,Yemen,SAU,Asia,YEM,1040.0,0.0009615384615384616,0.1439475249564828,0.17171144927677595
653,Seychelles,Madagascar,SYC,Africa,MDG,1734.0,0.0005767012687427913,0.13408085812068143,0.1286670055440684
654,Seychelles,Somalia,SYC,Africa,SOM,1362.0,0.0007342143906020558,0.13856730714207557,0.148239643971499
657,Singapore,Indonesia,SGP,Asia,IDN,853.0,0.0011723329425556857,0.14817537844738762,0.19015593561932131
662,Slovakia,Ukraine,SVK,Europe,UKR,996.0,0.001004016064257028,0.14484887158946608,0.17564367533373926
669,Somalia,Ethiopia,SOM,Africa,ETH,1070.0,0.0009345794392523365,0.1433606679689497,0.16915121966738492
677,South Africa,Zimbabwe,ZAF,Africa,ZWE,2186.0,0.0004574565416285453,0.13004190900449672,0.11104663578150092
683,South Sudan,Sudan,SSD,Africa,SDN,1200.0,0.0008333333333333334,0.1410421950512668,0.15903662081532974
684,South Sudan,Uganda,SSD,Africa,UGA,514.0,0.0019455252918287938,0.16019933242920986,0.24261178714733894
689,Sri Lanka,India,LKA,Asia,IND,2455.0,0.0004073319755600815,0.12810852058055333,0.1026120113421788
691,Sri Lanka,Indonesia,LKA,Asia,IDN,3284.0,0.0003045066991473812,0.12350531596327509,0.0825300134967048
693,Sudan,Central African Republic,SDN,Africa,CAF,1961.0,0.0005099439061703213,0.13190506831041257,0.11917487779506147
695,Sudan,Chad,SDN,Africa,TCD,1938.0,0.0005159958720330237,0.1321106616233168,0.12007180174480063
697,Sudan,Egypt,SDN,Africa,EGY,1667.0,0.0005998800239952009,0.1347930361880714,0.13177396245865705
699,Sudan,Eritrea,SDN,Africa,ERI,671.0,0.0014903129657228018,0.1536388799411723,0.21399107534243916
701,Sudan,Ethiopia,SDN,Africa,ETH,936.0,0.0010683760683760685,0.14616430921003037,0.18138241989505471
705,Sudan,Libya,SDN,Africa,LBY,2715.0,0.00036832412523020257,0.12647745856828288,0.0954963198751293
718,Switzerland,Germany,CHE,Europe,DEU,441.0,0.0022675736961451248,0.16422936937652555,0.260193276570902
720,Taiwan,China,TWN,Asia,CHN,1645.0,0.0006079027355623101,0.13503485053260564,0.13282890473250555
721,Taiwan,Philippines,TWN,Asia,PHL,1217.0,0.0008216926869350862,0.1407629106210129,0.15781821107843005
725,Tajikistan,Uzbekistan,TJK,Asia,UZB,334.0,0.0029940119760479044,0.1720832451335447,0.29445669285247844
727,"Tanzania, United Republic of",Burundi,TZA,Africa,BDI,1158.0,0.0008635578583765112,0.14175450225902728,0.1621441411193086
730,"Tanzania, United Republic of",Kenya,TZA,Africa,KEN,626.0,0.001597444089456869,0.15529516835859952,0.22121681983909017
732,"Tanzania, United Republic of",Malawi,TZA,Africa,MWI,996.0,0.001004016064257028,0.14484887158946608,0.17564367533373926
734,"Tanzania, United Republic of",Mozambique,TZA,Africa,MOZ,2338.0,0.000427715996578272,0.12891496803230346,0.10613022904811031
736,"Tanzania, United Republic of",Rwanda,TZA,Africa,RWA,1157.0,0.000864304235090752,0.141771864506403,0.1622198858761424
737,"Tanzania, United Republic of",Uganda,TZA,Africa,UGA,1018.0,0.0009823182711198428,0.14439192178272636,0.17365018041066052
739,"Tanzania, United Republic of",Zambia,TZA,Africa,ZMB,1543.0,0.0006480881399870382,0.1362122453866201,0.13796542219967195
749,Tonga,Fiji,TON,Oceania,FJI,743.0,0.0013458950201884253,0.15127000140916244,0.20365657632898015
751,Trinidad and Tobago,Venezuela (Bolivarian Republic of),TTO,Americas,VEN,623.0,0.0016051364365971107,0.15541110738421443,0.22172261687749806
764,Turkmenistan,Uzbekistan,TKM,Asia,UZB,1044.0,0.0009578544061302681,0.14386802602481988,0.17136462624649398
765,Turks and Caicos Islands,Bahamas,TCA,Americas,BHS,750.0,0.0013333333333333333,0.1510557313797606,0.20272179922768732
772,Uganda,"Tanzania, United Republic of",UGA,Africa,TZA,1018.0,0.0009823182711198428,0.14439192178272636,0.17365018041066052
776,Ukraine,"Moldova, Republic of",UKR,Europe,MDA,360.0,0.002777777777777778,0.16989166257627808,0.2848956674685516
785,United States of America,Canada,USA,Americas,CAN,731.0,0.0013679890560875513,0.15164350948021152,0.20528604729577585
787,United States of America,Mexico,USA,Americas,MEX,3024.0,0.00033068783068783067,0.12477640477998843,0.08807528141350149
796,Vanuatu,Papua New Guinea,VUT,Oceania,PNG,2267.0,0.0004411116012351125,0.12942952067651292,0.10837502282799386
799,Venezuela (Bolivarian Republic of),Grenada,VEN,Americas,GRD,625.0,0.0016,0.15533373363990297,0.22138506521604753
804,Virgin Islands (British),Anguilla,VGB,Americas,AIA,167.0,0.005988023952095809,0.19538905998164785,0.3961309312319481
805,Virgin Islands (British),Puerto Rico,VGB,Americas,PRI,156.0,0.00641025641025641,0.19802544836217253,0.4076324720452335
819,Zambia,"Tanzania, United Republic of",ZMB,Africa,TZA,1543.0,0.0006480881399870382,0.1362122453866201,0.13796542219967195
820,Zambia,Zimbabwe,ZMB,Africa,ZWE,347.0,0.002881844380403458,0.17095990351369836,0.28955598869850496
