,src,iso-alpha-3,region,trg,weights
10122,Malaysia,MYS,Asia,France,1
10123,Malaysia,MYS,Asia,Germany,1
10124,Malaysia,MYS,Asia,Hong Kong,1
10125,Malaysia,MYS,Asia,India,1
10126,Malaysia,MYS,Asia,Indonesia,1
10127,Malaysia,MYS,Asia,Iran (Islamic Republic of),1
10128,Malaysia,MYS,Asia,Japan,1
10129,Malaysia,MYS,Asia,Kazakhstan,1
10130,Malaysia,MYS,Asia,Kuwait,1
10131,Malaysia,MYS,Asia,Lao People's Democratic Republic,1
10132,Malaysia,MYS,Asia,Macao,1
10133,Malaysia,MYS,Asia,Maldives,1
10134,Malaysia,MYS,Asia,Mauritius,1
10135,Malaysia,MYS,Asia,Nepal,1
10136,Malaysia,MYS,Asia,Netherlands,1
10137,Malaysia,MYS,Asia,New Zealand,1
10138,Malaysia,MYS,Asia,Korea (Democratic People's Republic of),1
10139,Malaysia,MYS,Asia,Oman,1
10140,Malaysia,MYS,Asia,Pakistan,1
10141,Malaysia,MYS,Asia,Philippines,1
10142,Malaysia,MYS,Asia,Qatar,1
10143,Malaysia,MYS,Asia,Saudi Arabia,1
10144,Malaysia,MYS,Asia,Singapore,1
10145,Malaysia,MYS,Asia,"Korea, Republic of",1
10146,Malaysia,MYS,Asia,Sri Lanka,1
10147,Malaysia,MYS,Asia,Taiwan,1
10148,Malaysia,MYS,Asia,Thailand,1
10149,Malaysia,MYS,Asia,Turkey,1
10150,Malaysia,MYS,Asia,United Arab Emirates,1
10151,Malaysia,MYS,Asia,United Kingdom of Great Britain and Northern Ireland,1
10152,Malaysia,MYS,Asia,Uzbekistan,1
10153,Malaysia,MYS,Asia,Viet Nam,1
10306,Maldives,MDV,Asia,China,1
10307,Maldives,MDV,Asia,Germany,1
10308,Maldives,MDV,Asia,Hong Kong,1
10309,Maldives,MDV,Asia,India,1
10310,Maldives,MDV,Asia,Italy,1
10311,Maldives,MDV,Asia,Malaysia,1
10312,Maldives,MDV,Asia,Oman,1
10313,Maldives,MDV,Asia,Qatar,1
10314,Maldives,MDV,Asia,Russian Federation,1
10315,Maldives,MDV,Asia,Singapore,1
10316,Maldives,MDV,Asia,Sri Lanka,1
10317,Maldives,MDV,Asia,Thailand,1
10318,Maldives,MDV,Asia,Turkey,1
10319,Maldives,MDV,Asia,United Arab Emirates,1
10320,Maldives,MDV,Asia,United Kingdom of Great Britain and Northern Ireland,1
10321,Mali,MLI,Africa,Algeria,1
10322,Mali,MLI,Africa,Benin,1
10323,Mali,MLI,Africa,Burkina Faso,1
10324,Mali,MLI,Africa,Côte d'Ivoire,1
10325,Mali,MLI,Africa,Ethiopia,1
10326,Mali,MLI,Africa,France,1
10327,Mali,MLI,Africa,Guinea,1
10328,Mali,MLI,Africa,Kenya,1
10329,Mali,MLI,Africa,Mauritania,1
10330,Mali,MLI,Africa,Morocco,1
10331,Mali,MLI,Africa,Nigeria,1
10332,Mali,MLI,Africa,Portugal,1
10333,Mali,MLI,Africa,Senegal,1
10334,Mali,MLI,Africa,Togo,1
10335,Mali,MLI,Africa,Tunisia,1
10426,Malta,MLT,Europe,Algeria,1
10427,Malta,MLT,Europe,Austria,1
10428,Malta,MLT,Europe,Belgium,1
10429,Malta,MLT,Europe,Cyprus,1
10430,Malta,MLT,Europe,Czechia,1
10431,Malta,MLT,Europe,Denmark,1
10432,Malta,MLT,Europe,France,1
10433,Malta,MLT,Europe,Germany,1
10434,Malta,MLT,Europe,Greece,1
10435,Malta,MLT,Europe,Hungary,1
10436,Malta,MLT,Europe,Ireland,1
10437,Malta,MLT,Europe,Italy,1
10438,Malta,MLT,Europe,Latvia,1
10439,Malta,MLT,Europe,Libya,1
10440,Malta,MLT,Europe,Lithuania,1
10441,Malta,MLT,Europe,Luxembourg,1
10442,Malta,MLT,Europe,Netherlands,1
10443,Malta,MLT,Europe,Norway,1
10444,Malta,MLT,Europe,Poland,1
10445,Malta,MLT,Europe,Russian Federation,1
10446,Malta,MLT,Europe,Spain,1
10447,Malta,MLT,Europe,Sweden,1
10448,Malta,MLT,Europe,Switzerland,1
10449,Malta,MLT,Europe,Tunisia,1
10450,Malta,MLT,Europe,Turkey,1
10451,Malta,MLT,Europe,United Kingdom of Great Britain and Northern Ireland,1
10478,Marshall Islands,MHL,Oceania,Kiribati,1
10479,Marshall Islands,MHL,Oceania,Micronesia (Federated States of),1
10480,Marshall Islands,MHL,Oceania,Nauru,1
10481,Marshall Islands,MHL,Oceania,United States of America,1
10482,Martinique,MTQ,Americas,Barbados,1
10483,Martinique,MTQ,Americas,Canada,1
10484,Martinique,MTQ,Americas,Cuba,1
10485,Martinique,MTQ,Americas,Dominican Republic,1
10486,Martinique,MTQ,Americas,France,1
10487,Martinique,MTQ,Americas,French Guiana,1
10488,Martinique,MTQ,Americas,Guadeloupe,1
10489,Martinique,MTQ,Americas,Puerto Rico,1
10490,Martinique,MTQ,Americas,Saint Lucia,1
10491,Martinique,MTQ,Americas,United States of America,1
10492,Mauritania,MRT,Africa,France,1
10493,Mauritania,MRT,Africa,Guinea,1
10494,Mauritania,MRT,Africa,Mali,1
10495,Mauritania,MRT,Africa,Morocco,1
10496,Mauritania,MRT,Africa,Senegal,1
10497,Mauritania,MRT,Africa,Spain,1
10498,Mauritania,MRT,Africa,Tunisia,1
10520,Mauritius,MUS,Africa,Australia,1
10521,Mauritius,MUS,Africa,China,1
10522,Mauritius,MUS,Africa,France,1
10523,Mauritius,MUS,Africa,Germany,1
10524,Mauritius,MUS,Africa,Hong Kong,1
10525,Mauritius,MUS,Africa,India,1
10526,Mauritius,MUS,Africa,Italy,1
10527,Mauritius,MUS,Africa,Kenya,1
10528,Mauritius,MUS,Africa,Madagascar,1
10529,Mauritius,MUS,Africa,Malaysia,1
10530,Mauritius,MUS,Africa,Réunion,1
10531,Mauritius,MUS,Africa,Russian Federation,1
10532,Mauritius,MUS,Africa,Seychelles,1
10533,Mauritius,MUS,Africa,South Africa,1
10534,Mauritius,MUS,Africa,United Arab Emirates,1
10535,Mauritius,MUS,Africa,United Kingdom of Great Britain and Northern Ireland,1
10536,Mayotte,MYT,Africa,Comoros,1
10537,Mayotte,MYT,Africa,Madagascar,1
10538,Mayotte,MYT,Africa,Réunion,1
10539,Mayotte,MYT,Africa,"Tanzania, United Republic of",1
10540,Mexico,MEX,Americas,Argentina,1
10541,Mexico,MEX,Americas,Belize,1
10542,Mexico,MEX,Americas,Brazil,1
10543,Mexico,MEX,Americas,Canada,1
10544,Mexico,MEX,Americas,Chile,1
10545,Mexico,MEX,Americas,China,1
10546,Mexico,MEX,Americas,Colombia,1
10547,Mexico,MEX,Americas,Costa Rica,1
10548,Mexico,MEX,Americas,Cuba,1
10549,Mexico,MEX,Americas,Ecuador,1
10550,Mexico,MEX,Americas,El Salvador,1
10551,Mexico,MEX,Americas,France,1
10552,Mexico,MEX,Americas,Germany,1
10553,Mexico,MEX,Americas,Guatemala,1
10554,Mexico,MEX,Americas,Honduras,1
10555,Mexico,MEX,Americas,Italy,1
10556,Mexico,MEX,Americas,Japan,1
10557,Mexico,MEX,Americas,Netherlands,1
10558,Mexico,MEX,Americas,Panama,1
10559,Mexico,MEX,Americas,Peru,1
10560,Mexico,MEX,Americas,Russian Federation,1
10561,Mexico,MEX,Americas,Spain,1
10562,Mexico,MEX,Americas,United Kingdom of Great Britain and Northern Ireland,1
10563,Mexico,MEX,Americas,United States of America,1
10564,Mexico,MEX,Americas,Venezuela (Bolivarian Republic of),1
10615,Micronesia (Federated States of),FSM,Oceania,Guam,1
10616,Micronesia (Federated States of),FSM,Oceania,Marshall Islands,1
10617,Micronesia (Federated States of),FSM,Oceania,Palau,1
10618,"Moldova, Republic of",MDA,Europe,Austria,1
10619,"Moldova, Republic of",MDA,Europe,Cyprus,1
10620,"Moldova, Republic of",MDA,Europe,France,1
10621,"Moldova, Republic of",MDA,Europe,Germany,1
10622,"Moldova, Republic of",MDA,Europe,Greece,1
10623,"Moldova, Republic of",MDA,Europe,Ireland,1
10624,"Moldova, Republic of",MDA,Europe,Italy,1
10625,"Moldova, Republic of",MDA,Europe,Latvia,1
10626,"Moldova, Republic of",MDA,Europe,Portugal,1
10627,"Moldova, Republic of",MDA,Europe,Romania,1
10628,"Moldova, Republic of",MDA,Europe,Russian Federation,1
10629,"Moldova, Republic of",MDA,Europe,Turkey,1
10630,"Moldova, Republic of",MDA,Europe,Ukraine,1
10631,"Moldova, Republic of",MDA,Europe,United Arab Emirates,1
10632,"Moldova, Republic of",MDA,Europe,United Kingdom of Great Britain and Northern Ireland,1
10648,Mongolia,MNG,Asia,China,1
10649,Mongolia,MNG,Asia,Hong Kong,1
10650,Mongolia,MNG,Asia,Japan,1
10651,Mongolia,MNG,Asia,Kyrgyzstan,1
10652,Mongolia,MNG,Asia,Russian Federation,1
10653,Mongolia,MNG,Asia,"Korea, Republic of",1
10654,Mongolia,MNG,Asia,Thailand,1
10662,Montenegro,MNE,Europe,Austria,1
10663,Montenegro,MNE,Europe,Belgium,1
10664,Montenegro,MNE,Europe,France,1
10665,Montenegro,MNE,Europe,Germany,1
10666,Montenegro,MNE,Europe,Italy,1
10667,Montenegro,MNE,Europe,Russian Federation,1
10668,Montenegro,MNE,Europe,Serbia,1
10669,Montenegro,MNE,Europe,Slovenia,1
10670,Montenegro,MNE,Europe,Switzerland,1
10671,Montenegro,MNE,Europe,Turkey,1
10672,Montenegro,MNE,Europe,United Kingdom of Great Britain and Northern Ireland,1
10706,Morocco,MAR,Africa,Algeria,1
10707,Morocco,MAR,Africa,Angola,1
10708,Morocco,MAR,Africa,Belgium,1
10709,Morocco,MAR,Africa,Benin,1
10710,Morocco,MAR,Africa,Brazil,1
10711,Morocco,MAR,Africa,Burkina Faso,1
10712,Morocco,MAR,Africa,Cameroon,1
10713,Morocco,MAR,Africa,Canada,1
10714,Morocco,MAR,Africa,Cabo Verde,1
10715,Morocco,MAR,Africa,Congo,1
10716,Morocco,MAR,Africa,"Congo, Democratic Republic of the",1
10717,Morocco,MAR,Africa,Côte d'Ivoire,1
10718,Morocco,MAR,Africa,Denmark,1
10719,Morocco,MAR,Africa,Egypt,1
10720,Morocco,MAR,Africa,Equatorial Guinea,1
10721,Morocco,MAR,Africa,France,1
10722,Morocco,MAR,Africa,Gabon,1
10723,Morocco,MAR,Africa,Gambia,1
10724,Morocco,MAR,Africa,Germany,1
10725,Morocco,MAR,Africa,Guinea,1
10726,Morocco,MAR,Africa,Guinea-Bissau,1
10727,Morocco,MAR,Africa,Ireland,1
10728,Morocco,MAR,Africa,Italy,1
10729,Morocco,MAR,Africa,Lebanon,1
10730,Morocco,MAR,Africa,Liberia,1
10731,Morocco,MAR,Africa,Libya,1
10732,Morocco,MAR,Africa,Luxembourg,1
10733,Morocco,MAR,Africa,Mali,1
10734,Morocco,MAR,Africa,Mauritania,1
10735,Morocco,MAR,Africa,Netherlands,1
10736,Morocco,MAR,Africa,Niger,1
10737,Morocco,MAR,Africa,Norway,1
10738,Morocco,MAR,Africa,Portugal,1
10739,Morocco,MAR,Africa,Qatar,1
10740,Morocco,MAR,Africa,Russian Federation,1
10741,Morocco,MAR,Africa,Saudi Arabia,1
10742,Morocco,MAR,Africa,Senegal,1
10743,Morocco,MAR,Africa,Sierra Leone,1
10744,Morocco,MAR,Africa,Spain,1
10745,Morocco,MAR,Africa,Sweden,1
10746,Morocco,MAR,Africa,Switzerland,1
10747,Morocco,MAR,Africa,Togo,1
10748,Morocco,MAR,Africa,Tunisia,1
10749,Morocco,MAR,Africa,Turkey,1
10750,Morocco,MAR,Africa,United Arab Emirates,1
10751,Morocco,MAR,Africa,United Kingdom of Great Britain and Northern Ireland,1
10752,Morocco,MAR,Africa,United States of America,1
10753,Morocco,MAR,Africa,Western Sahara,1
10850,Mozambique,MOZ,Africa,Angola,1
10851,Mozambique,MOZ,Africa,Ethiopia,1
10852,Mozambique,MOZ,Africa,Kenya,1
10853,Mozambique,MOZ,Africa,Portugal,1
10854,Mozambique,MOZ,Africa,South Africa,1
10855,Mozambique,MOZ,Africa,"Tanzania, United Republic of",1
10892,Myanmar,MMR,Asia,Bangladesh,1
10893,Myanmar,MMR,Asia,Cambodia,1
10894,Myanmar,MMR,Asia,China,1
10895,Myanmar,MMR,Asia,Hong Kong,1
10896,Myanmar,MMR,Asia,India,1
10897,Myanmar,MMR,Asia,Japan,1
10898,Myanmar,MMR,Asia,Malaysia,1
10899,Myanmar,MMR,Asia,Qatar,1
10900,Myanmar,MMR,Asia,Singapore,1
10901,Myanmar,MMR,Asia,"Korea, Republic of",1
10902,Myanmar,MMR,Asia,Taiwan,1
10903,Myanmar,MMR,Asia,Thailand,1
10904,Myanmar,MMR,Asia,Viet Nam,1
10957,Namibia,NAM,Africa,Angola,1
10958,Namibia,NAM,Africa,Botswana,1
10959,Namibia,NAM,Africa,Germany,1
10960,Namibia,NAM,Africa,Ghana,1
10961,Namibia,NAM,Africa,South Africa,1
10962,Namibia,NAM,Africa,Zambia,1
10963,Namibia,NAM,Africa,Zimbabwe,1
10985,Nauru,NRU,Oceania,Australia,1
10986,Nauru,NRU,Oceania,Kiribati,1
10987,Nauru,NRU,Oceania,Marshall Islands,1
10988,Nepal,NPL,Asia,Bangladesh,1
10989,Nepal,NPL,Asia,Bhutan,1
10990,Nepal,NPL,Asia,China,1
10991,Nepal,NPL,Asia,Hong Kong,1
10992,Nepal,NPL,Asia,India,1
10993,Nepal,NPL,Asia,Malaysia,1
10994,Nepal,NPL,Asia,Oman,1
10995,Nepal,NPL,Asia,Pakistan,1
10996,Nepal,NPL,Asia,Qatar,1
10997,Nepal,NPL,Asia,Singapore,1
10998,Nepal,NPL,Asia,"Korea, Republic of",1
10999,Nepal,NPL,Asia,Thailand,1
11000,Nepal,NPL,Asia,Turkey,1
11001,Nepal,NPL,Asia,United Arab Emirates,1
11016,Netherlands,NLD,Europe,Angola,1
11017,Netherlands,NLD,Europe,Argentina,1
11018,Netherlands,NLD,Europe,Aruba,1
11019,Netherlands,NLD,Europe,Austria,1
11020,Netherlands,NLD,Europe,Belarus,1
11021,Netherlands,NLD,Europe,Belgium,1
11022,Netherlands,NLD,Europe,Brazil,1
11023,Netherlands,NLD,Europe,Bulgaria,1
11024,Netherlands,NLD,Europe,Canada,1
11025,Netherlands,NLD,Europe,Cabo Verde,1
11026,Netherlands,NLD,Europe,China,1
11027,Netherlands,NLD,Europe,Croatia,1
11028,Netherlands,NLD,Europe,Cuba,1
11029,Netherlands,NLD,Europe,Cyprus,1
11030,Netherlands,NLD,Europe,Czechia,1
11031,Netherlands,NLD,Europe,Denmark,1
11032,Netherlands,NLD,Europe,Dominican Republic,1
11033,Netherlands,NLD,Europe,Ecuador,1
11034,Netherlands,NLD,Europe,Egypt,1
11035,Netherlands,NLD,Europe,Estonia,1
11036,Netherlands,NLD,Europe,Finland,1
11037,Netherlands,NLD,Europe,France,1
11038,Netherlands,NLD,Europe,Georgia,1
11039,Netherlands,NLD,Europe,Germany,1
11040,Netherlands,NLD,Europe,Ghana,1
11041,Netherlands,NLD,Europe,Greece,1
11042,Netherlands,NLD,Europe,Guernsey,1
11043,Netherlands,NLD,Europe,Hong Kong,1
11044,Netherlands,NLD,Europe,Hungary,1
11045,Netherlands,NLD,Europe,Iceland,1
11046,Netherlands,NLD,Europe,India,1
11047,Netherlands,NLD,Europe,Iran (Islamic Republic of),1
11048,Netherlands,NLD,Europe,Iraq,1
11049,Netherlands,NLD,Europe,Ireland,1
11050,Netherlands,NLD,Europe,Israel,1
11051,Netherlands,NLD,Europe,Italy,1
11052,Netherlands,NLD,Europe,Japan,1
11053,Netherlands,NLD,Europe,Jersey,1
11054,Netherlands,NLD,Europe,Jordan,1
11055,Netherlands,NLD,Europe,Kazakhstan,1
11056,Netherlands,NLD,Europe,Kenya,1
11057,Netherlands,NLD,Europe,Kuwait,1
11058,Netherlands,NLD,Europe,Latvia,1
11059,Netherlands,NLD,Europe,Lithuania,1
11060,Netherlands,NLD,Europe,Luxembourg,1
11061,Netherlands,NLD,Europe,North Macedonia,1
11062,Netherlands,NLD,Europe,Malaysia,1
11063,Netherlands,NLD,Europe,Malta,1
11064,Netherlands,NLD,Europe,Mexico,1
11065,Netherlands,NLD,Europe,Morocco,1
11066,Netherlands,NLD,Europe,Netherlands Antilles,1
11067,Netherlands,NLD,Europe,Nigeria,1
11068,Netherlands,NLD,Europe,Norway,1
11069,Netherlands,NLD,Europe,Panama,1
11070,Netherlands,NLD,Europe,Peru,1
11071,Netherlands,NLD,Europe,Poland,1
11072,Netherlands,NLD,Europe,Portugal,1
11073,Netherlands,NLD,Europe,Qatar,1
11074,Netherlands,NLD,Europe,Romania,1
11075,Netherlands,NLD,Europe,Russian Federation,1
11076,Netherlands,NLD,Europe,Rwanda,1
11077,Netherlands,NLD,Europe,Saudi Arabia,1
11078,Netherlands,NLD,Europe,Serbia,1
11079,Netherlands,NLD,Europe,Singapore,1
11080,Netherlands,NLD,Europe,Slovenia,1
11081,Netherlands,NLD,Europe,South Africa,1
11082,Netherlands,NLD,Europe,"Korea, Republic of",1
11083,Netherlands,NLD,Europe,Spain,1
11084,Netherlands,NLD,Europe,Suriname,1
11085,Netherlands,NLD,Europe,Sweden,1
11086,Netherlands,NLD,Europe,Switzerland,1
11087,Netherlands,NLD,Europe,Taiwan,1
11088,Netherlands,NLD,Europe,"Tanzania, United Republic of",1
11089,Netherlands,NLD,Europe,Thailand,1
11090,Netherlands,NLD,Europe,Tunisia,1
11091,Netherlands,NLD,Europe,Turkey,1
11092,Netherlands,NLD,Europe,Ukraine,1
11093,Netherlands,NLD,Europe,United Arab Emirates,1
11094,Netherlands,NLD,Europe,United Kingdom of Great Britain and Northern Ireland,1
11095,Netherlands,NLD,Europe,United States of America,1
11096,Netherlands,NLD,Europe,Zimbabwe,1
11178,New Caledonia,NCL,Oceania,Australia,1
11179,New Caledonia,NCL,Oceania,Fiji,1
11180,New Caledonia,NCL,Oceania,French Polynesia,1
11181,New Caledonia,NCL,Oceania,Japan,1
11182,New Caledonia,NCL,Oceania,New Zealand,1
11183,New Caledonia,NCL,Oceania,Vanuatu,1
11184,New Caledonia,NCL,Oceania,Wallis and Futuna,1
11192,New Zealand,NZL,Oceania,Australia,1
11193,New Zealand,NZL,Oceania,Chile,1
11194,New Zealand,NZL,Oceania,China,1
11195,New Zealand,NZL,Oceania,Cook Islands,1
11196,New Zealand,NZL,Oceania,Fiji,1
11197,New Zealand,NZL,Oceania,French Polynesia,1
11198,New Zealand,NZL,Oceania,Hong Kong,1
11199,New Zealand,NZL,Oceania,Japan,1
11200,New Zealand,NZL,Oceania,Malaysia,1
11201,New Zealand,NZL,Oceania,New Caledonia,1
11202,New Zealand,NZL,Oceania,Samoa,1
11203,New Zealand,NZL,Oceania,Singapore,1
11204,New Zealand,NZL,Oceania,"Korea, Republic of",1
11205,New Zealand,NZL,Oceania,Thailand,1
11206,New Zealand,NZL,Oceania,Tonga,1
11207,New Zealand,NZL,Oceania,United States of America,1
11208,New Zealand,NZL,Oceania,Vanuatu,1
11209,Nicaragua,NIC,Americas,Costa Rica,1
11210,Nicaragua,NIC,Americas,El Salvador,1
11211,Nicaragua,NIC,Americas,Guatemala,1
11212,Nicaragua,NIC,Americas,Panama,1
11213,Nicaragua,NIC,Americas,United States of America,1
11219,Niger,NER,Africa,Algeria,1
11220,Niger,NER,Africa,Benin,1
11221,Niger,NER,Africa,Burkina Faso,1
11222,Niger,NER,Africa,Chad,1
11223,Niger,NER,Africa,Ethiopia,1
11224,Niger,NER,Africa,France,1
11225,Niger,NER,Africa,Morocco,1
11226,Niger,NER,Africa,Nigeria,1
11275,Nigeria,NGA,Africa,Benin,1
11276,Nigeria,NGA,Africa,Cameroon,1
11277,Nigeria,NGA,Africa,Chad,1
11278,Nigeria,NGA,Africa,Côte d'Ivoire,1
11279,Nigeria,NGA,Africa,Egypt,1
11280,Nigeria,NGA,Africa,Equatorial Guinea,1
11281,Nigeria,NGA,Africa,Ethiopia,1
11282,Nigeria,NGA,Africa,France,1
11283,Nigeria,NGA,Africa,Gabon,1
11284,Nigeria,NGA,Africa,Germany,1
11285,Nigeria,NGA,Africa,Ghana,1
11286,Nigeria,NGA,Africa,Jordan,1
11287,Nigeria,NGA,Africa,Kenya,1
11288,Nigeria,NGA,Africa,Lebanon,1
11289,Nigeria,NGA,Africa,Liberia,1
11290,Nigeria,NGA,Africa,Mali,1
11291,Nigeria,NGA,Africa,Morocco,1
11292,Nigeria,NGA,Africa,Netherlands,1
11293,Nigeria,NGA,Africa,Niger,1
11294,Nigeria,NGA,Africa,Qatar,1
11295,Nigeria,NGA,Africa,Rwanda,1
11296,Nigeria,NGA,Africa,Saudi Arabia,1
11297,Nigeria,NGA,Africa,Senegal,1
11298,Nigeria,NGA,Africa,Sierra Leone,1
11299,Nigeria,NGA,Africa,South Africa,1
11300,Nigeria,NGA,Africa,Spain,1
11301,Nigeria,NGA,Africa,Sudan,1
11302,Nigeria,NGA,Africa,Togo,1
11303,Nigeria,NGA,Africa,Turkey,1
11304,Nigeria,NGA,Africa,United Arab Emirates,1
11305,Nigeria,NGA,Africa,United Kingdom of Great Britain and Northern Ireland,1
11306,Nigeria,NGA,Africa,United States of America,1
11403,Niue,NIU,Oceania,New Zealand,1
11404,Norfolk Island,NFK,Oceania,Australia,1
11405,Norfolk Island,NFK,Oceania,New Zealand,1
11406,North Macedonia,MKD,Europe,Austria,1
11407,North Macedonia,MKD,Europe,Belgium,1
11408,North Macedonia,MKD,Europe,Croatia,1
11409,North Macedonia,MKD,Europe,Germany,1
11410,North Macedonia,MKD,Europe,Italy,1
11411,North Macedonia,MKD,Europe,Netherlands,1
11412,North Macedonia,MKD,Europe,Serbia,1
11413,North Macedonia,MKD,Europe,Slovenia,1
11414,North Macedonia,MKD,Europe,Sweden,1
11415,North Macedonia,MKD,Europe,Switzerland,1
11416,North Macedonia,MKD,Europe,Turkey,1
11417,North Macedonia,MKD,Europe,United Arab Emirates,1
11418,North Macedonia,MKD,Europe,United Kingdom of Great Britain and Northern Ireland,1
11458,Northern Mariana Islands,MNP,Oceania,China,1
11459,Northern Mariana Islands,MNP,Oceania,Guam,1
11460,Northern Mariana Islands,MNP,Oceania,Japan,1
11461,Northern Mariana Islands,MNP,Oceania,"Korea, Republic of",1
11462,Norway,NOR,Europe,Austria,1
11463,Norway,NOR,Europe,Belgium,1
11464,Norway,NOR,Europe,Bulgaria,1
11465,Norway,NOR,Europe,Croatia,1
11466,Norway,NOR,Europe,Cyprus,1
11467,Norway,NOR,Europe,Czechia,1
11468,Norway,NOR,Europe,Denmark,1
11469,Norway,NOR,Europe,Estonia,1
11470,Norway,NOR,Europe,Faroe Islands,1
11471,Norway,NOR,Europe,Finland,1
11472,Norway,NOR,Europe,France,1
11473,Norway,NOR,Europe,Germany,1
11474,Norway,NOR,Europe,Greece,1
11475,Norway,NOR,Europe,Hungary,1
11476,Norway,NOR,Europe,Iceland,1
11477,Norway,NOR,Europe,Ireland,1
11478,Norway,NOR,Europe,Italy,1
11479,Norway,NOR,Europe,Latvia,1
11480,Norway,NOR,Europe,Lithuania,1
11481,Norway,NOR,Europe,Malta,1
11482,Norway,NOR,Europe,Morocco,1
11483,Norway,NOR,Europe,Netherlands,1
11484,Norway,NOR,Europe,Pakistan,1
11485,Norway,NOR,Europe,Poland,1
11486,Norway,NOR,Europe,Portugal,1
11487,Norway,NOR,Europe,Qatar,1
11488,Norway,NOR,Europe,Romania,1
11489,Norway,NOR,Europe,Russian Federation,1
11490,Norway,NOR,Europe,Serbia,1
11491,Norway,NOR,Europe,Slovakia,1
11492,Norway,NOR,Europe,Spain,1
11493,Norway,NOR,Europe,Sweden,1
11494,Norway,NOR,Europe,Switzerland,1
11495,Norway,NOR,Europe,Thailand,1
11496,Norway,NOR,Europe,Turkey,1
11497,Norway,NOR,Europe,Ukraine,1
11498,Norway,NOR,Europe,United Kingdom of Great Britain and Northern Ireland,1
11499,Norway,NOR,Europe,United States of America,1
11576,Oman,OMN,Asia,Bahrain,1
11577,Oman,OMN,Asia,Bangladesh,1
11578,Oman,OMN,Asia,Egypt,1
11579,Oman,OMN,Asia,Ethiopia,1
11580,Oman,OMN,Asia,France,1
11581,Oman,OMN,Asia,Germany,1
11582,Oman,OMN,Asia,India,1
11583,Oman,OMN,Asia,Iran (Islamic Republic of),1
11584,Oman,OMN,Asia,Italy,1
11585,Oman,OMN,Asia,Jordan,1
11586,Oman,OMN,Asia,Kuwait,1
11587,Oman,OMN,Asia,Lebanon,1
11588,Oman,OMN,Asia,Malaysia,1
11589,Oman,OMN,Asia,Maldives,1
11590,Oman,OMN,Asia,Nepal,1
11591,Oman,OMN,Asia,Pakistan,1
11592,Oman,OMN,Asia,Qatar,1
11593,Oman,OMN,Asia,Saudi Arabia,1
11594,Oman,OMN,Asia,Sri Lanka,1
11595,Oman,OMN,Asia,Switzerland,1
11596,Oman,OMN,Asia,"Tanzania, United Republic of",1
11597,Oman,OMN,Asia,Thailand,1
11598,Oman,OMN,Asia,Turkey,1
11599,Oman,OMN,Asia,United Arab Emirates,1
11600,Oman,OMN,Asia,United Kingdom of Great Britain and Northern Ireland,1
11651,Pakistan,PAK,Asia,Afghanistan,1
11652,Pakistan,PAK,Asia,Bahrain,1
11653,Pakistan,PAK,Asia,Bangladesh,1
11654,Pakistan,PAK,Asia,Canada,1
11655,Pakistan,PAK,Asia,China,1
11656,Pakistan,PAK,Asia,Denmark,1
11657,Pakistan,PAK,Asia,France,1
11658,Pakistan,PAK,Asia,India,1
11659,Pakistan,PAK,Asia,Iran (Islamic Republic of),1
11660,Pakistan,PAK,Asia,Italy,1
11661,Pakistan,PAK,Asia,Kuwait,1
11662,Pakistan,PAK,Asia,Malaysia,1
11663,Pakistan,PAK,Asia,Nepal,1
11664,Pakistan,PAK,Asia,Norway,1
11665,Pakistan,PAK,Asia,Oman,1
11666,Pakistan,PAK,Asia,Qatar,1
11667,Pakistan,PAK,Asia,Saudi Arabia,1
11668,Pakistan,PAK,Asia,Spain,1
11669,Pakistan,PAK,Asia,Sri Lanka,1
11670,Pakistan,PAK,Asia,Thailand,1
11671,Pakistan,PAK,Asia,Turkey,1
11672,Pakistan,PAK,Asia,United Arab Emirates,1
11673,Pakistan,PAK,Asia,United Kingdom of Great Britain and Northern Ireland,1
11743,Palau,PLW,Oceania,Guam,1
11744,Palau,PLW,Oceania,Japan,1
11745,Palau,PLW,Oceania,Micronesia (Federated States of),1
11746,Palau,PLW,Oceania,Philippines,1
11747,Palau,PLW,Oceania,"Korea, Republic of",1
11748,Palau,PLW,Oceania,Taiwan,1
11761,Panama,PAN,Americas,Argentina,1
11762,Panama,PAN,Americas,Aruba,1
11763,Panama,PAN,Americas,Bahamas,1
11764,Panama,PAN,Americas,Bolivia,1
11765,Panama,PAN,Americas,Brazil,1
11766,Panama,PAN,Americas,Canada,1
11767,Panama,PAN,Americas,Chile,1
11768,Panama,PAN,Americas,Colombia,1
11769,Panama,PAN,Americas,Costa Rica,1
11770,Panama,PAN,Americas,Cuba,1
11771,Panama,PAN,Americas,Dominican Republic,1
11772,Panama,PAN,Americas,Ecuador,1
11773,Panama,PAN,Americas,El Salvador,1
11774,Panama,PAN,Americas,France,1
11775,Panama,PAN,Americas,Guatemala,1
11776,Panama,PAN,Americas,Haiti,1
11777,Panama,PAN,Americas,Honduras,1
11778,Panama,PAN,Americas,Jamaica,1
11779,Panama,PAN,Americas,Mexico,1
11780,Panama,PAN,Americas,Netherlands,1
11781,Panama,PAN,Americas,Netherlands Antilles,1
11782,Panama,PAN,Americas,Nicaragua,1
11783,Panama,PAN,Americas,Paraguay,1
11784,Panama,PAN,Americas,Peru,1
11785,Panama,PAN,Americas,Puerto Rico,1
