,src,iso-alpha-3,region,trg,weights
5280,Fiji,FJI,Oceania,Tonga,1
5281,Fiji,FJI,Oceania,Tuvalu,1
5282,Fiji,FJI,Oceania,United States of America,1
5283,Fiji,FJI,Oceania,Vanuatu,1
5284,Fiji,FJI,Oceania,Wallis and Futuna,1
5341,Finland,FIN,Europe,Austria,1
5342,Finland,FIN,Europe,Belarus,1
5343,Finland,FIN,Europe,Belgium,1
5344,Finland,FIN,Europe,Bulgaria,1
5345,Finland,FIN,Europe,China,1
5346,Finland,FIN,Europe,Croatia,1
5347,Finland,FIN,Europe,Czechia,1
5348,Finland,FIN,Europe,Denmark,1
5349,Finland,FIN,Europe,Estonia,1
5350,Finland,FIN,Europe,France,1
5351,Finland,FIN,Europe,Germany,1
5352,Finland,FIN,Europe,Greece,1
5353,Finland,FIN,Europe,Hong Kong,1
5354,Finland,FIN,Europe,Hungary,1
5355,Finland,FIN,Europe,Iceland,1
5356,Finland,FIN,Europe,India,1
5357,Finland,FIN,Europe,Ireland,1
5358,Finland,FIN,Europe,Israel,1
5359,Finland,FIN,Europe,Italy,1
5360,Finland,FIN,Europe,Japan,1
5361,Finland,FIN,Europe,Latvia,1
5362,Finland,FIN,Europe,Lithuania,1
5363,Finland,FIN,Europe,Netherlands,1
5364,Finland,FIN,Europe,Norway,1
5365,Finland,FIN,Europe,Poland,1
5366,Finland,FIN,Europe,Portugal,1
5367,Finland,FIN,Europe,Russian Federation,1
5368,Finland,FIN,Europe,Singapore,1
5369,Finland,FIN,Europe,Slovenia,1
5370,Finland,FIN,Europe,"Korea, Republic of",1
5371,Finland,FIN,Europe,Spain,1
5372,Finland,FIN,Europe,Sweden,1
5373,Finland,FIN,Europe,Switzerland,1
5374,Finland,FIN,Europe,Thailand,1
5375,Finland,FIN,Europe,Turkey,1
5376,Finland,FIN,Europe,Ukraine,1
5377,Finland,FIN,Europe,United Kingdom of Great Britain and Northern Ireland,1
5378,Finland,FIN,Europe,United States of America,1
5455,France,FRA,Europe,Algeria,1
5456,France,FRA,Europe,Angola,1
5457,France,FRA,Europe,Antigua and Barbuda,1
5458,France,FRA,Europe,Argentina,1
5459,France,FRA,Europe,Armenia,1
5460,France,FRA,Europe,Austria,1
5461,France,FRA,Europe,Azerbaijan,1
5462,France,FRA,Europe,Bahrain,1
5463,France,FRA,Europe,Belarus,1
5464,France,FRA,Europe,Belgium,1
5465,France,FRA,Europe,Benin,1
5466,France,FRA,Europe,Brazil,1
5467,France,FRA,Europe,Bulgaria,1
5468,France,FRA,Europe,Burkina Faso,1
5469,France,FRA,Europe,Cameroon,1
5470,France,FRA,Europe,Canada,1
5471,France,FRA,Europe,Cabo Verde,1
5472,France,FRA,Europe,Central African Republic,1
5473,France,FRA,Europe,Chad,1
5474,France,FRA,Europe,Chile,1
5475,France,FRA,Europe,China,1
5476,France,FRA,Europe,Colombia,1
5477,France,FRA,Europe,Congo,1
5478,France,FRA,Europe,"Congo, Democratic Republic of the",1
5479,France,FRA,Europe,Côte d'Ivoire,1
5480,France,FRA,Europe,Croatia,1
5481,France,FRA,Europe,Cuba,1
5482,France,FRA,Europe,Cyprus,1
5483,France,FRA,Europe,Czechia,1
5484,France,FRA,Europe,Denmark,1
5485,France,FRA,Europe,Djibouti,1
5486,France,FRA,Europe,Dominican Republic,1
5487,France,FRA,Europe,Egypt,1
5488,France,FRA,Europe,Estonia,1
5489,France,FRA,Europe,Ethiopia,1
5490,France,FRA,Europe,Finland,1
5491,France,FRA,Europe,French Guiana,1
5492,France,FRA,Europe,Gabon,1
5493,France,FRA,Europe,Georgia,1
5494,France,FRA,Europe,Germany,1
5495,France,FRA,Europe,Greece,1
5496,France,FRA,Europe,Guadeloupe,1
5497,France,FRA,Europe,Guernsey,1
5498,France,FRA,Europe,Guinea,1
5499,France,FRA,Europe,Haiti,1
5500,France,FRA,Europe,Hong Kong,1
5501,France,FRA,Europe,Hungary,1
5502,France,FRA,Europe,Iceland,1
5503,France,FRA,Europe,India,1
5504,France,FRA,Europe,Iran (Islamic Republic of),1
5505,France,FRA,Europe,Ireland,1
5506,France,FRA,Europe,Israel,1
5507,France,FRA,Europe,Italy,1
5508,France,FRA,Europe,Japan,1
5509,France,FRA,Europe,Jersey,1
5510,France,FRA,Europe,Jordan,1
5511,France,FRA,Europe,Kenya,1
5512,France,FRA,Europe,Latvia,1
5513,France,FRA,Europe,Lebanon,1
5514,France,FRA,Europe,Liberia,1
5515,France,FRA,Europe,Lithuania,1
5516,France,FRA,Europe,Luxembourg,1
5517,France,FRA,Europe,Madagascar,1
5518,France,FRA,Europe,Malaysia,1
5519,France,FRA,Europe,Mali,1
5520,France,FRA,Europe,Malta,1
5521,France,FRA,Europe,Martinique,1
5522,France,FRA,Europe,Mauritania,1
5523,France,FRA,Europe,Mauritius,1
5524,France,FRA,Europe,Mayotte,1
5525,France,FRA,Europe,Mexico,1
5526,France,FRA,Europe,"Moldova, Republic of",1
5527,France,FRA,Europe,Montenegro,1
5528,France,FRA,Europe,Morocco,1
5529,France,FRA,Europe,Netherlands,1
5530,France,FRA,Europe,Netherlands Antilles,1
5531,France,FRA,Europe,Niger,1
5532,France,FRA,Europe,Nigeria,1
5533,France,FRA,Europe,Norway,1
5534,France,FRA,Europe,Oman,1
5535,France,FRA,Europe,Pakistan,1
5536,France,FRA,Europe,Panama,1
5537,France,FRA,Europe,Peru,1
5538,France,FRA,Europe,Poland,1
5539,France,FRA,Europe,Portugal,1
5540,France,FRA,Europe,Puerto Rico,1
5541,France,FRA,Europe,Qatar,1
5542,France,FRA,Europe,Réunion,1
5543,France,FRA,Europe,Romania,1
5544,France,FRA,Europe,Russian Federation,1
5545,France,FRA,Europe,Saudi Arabia,1
5546,France,FRA,Europe,Senegal,1
5547,France,FRA,Europe,Serbia,1
5548,France,FRA,Europe,Singapore,1
5549,France,FRA,Europe,Slovakia,1
5550,France,FRA,Europe,Slovenia,1
5551,France,FRA,Europe,South Africa,1
5552,France,FRA,Europe,"Korea, Republic of",1
5553,France,FRA,Europe,Spain,1
5554,France,FRA,Europe,Sri Lanka,1
5555,France,FRA,Europe,Sweden,1
5556,France,FRA,Europe,Switzerland,1
5557,France,FRA,Europe,Taiwan,1
5558,France,FRA,Europe,Thailand,1
5559,France,FRA,Europe,Togo,1
5560,France,FRA,Europe,Tunisia,1
5561,France,FRA,Europe,Turkey,1
5562,France,FRA,Europe,Ukraine,1
5563,France,FRA,Europe,United Arab Emirates,1
5564,France,FRA,Europe,United Kingdom of Great Britain and Northern Ireland,1
5565,France,FRA,Europe,United States of America,1
5566,France,FRA,Europe,Uzbekistan,1
5567,France,FRA,Europe,Venezuela (Bolivarian Republic of),1
5568,France,FRA,Europe,Viet Nam,1
5569,France,FRA,Europe,Virgin Islands (British),1
6145,French Guiana,GUF,Americas,Brazil,1
6146,French Guiana,GUF,Americas,France,1
6147,French Guiana,GUF,Americas,Martinique,1
6148,French Guiana,GUF,Americas,Suriname,1
6153,French Polynesia,PYF,Oceania,Chile,1
6154,French Polynesia,PYF,Oceania,Cook Islands,1
6155,French Polynesia,PYF,Oceania,Japan,1
6156,French Polynesia,PYF,Oceania,New Caledonia,1
6157,French Polynesia,PYF,Oceania,New Zealand,1
6158,French Polynesia,PYF,Oceania,United States of America,1
6159,Gabon,GAB,Africa,Benin,1
6160,Gabon,GAB,Africa,Cameroon,1
6161,Gabon,GAB,Africa,Congo,1
6162,Gabon,GAB,Africa,"Congo, Democratic Republic of the",1
6163,Gabon,GAB,Africa,Côte d'Ivoire,1
6164,Gabon,GAB,Africa,Equatorial Guinea,1
6165,Gabon,GAB,Africa,Ethiopia,1
6166,Gabon,GAB,Africa,France,1
6167,Gabon,GAB,Africa,Morocco,1
6168,Gabon,GAB,Africa,Nigeria,1
6169,Gabon,GAB,Africa,Rwanda,1
6170,Gabon,GAB,Africa,South Africa,1
6171,Gabon,GAB,Africa,Togo,1
6172,Gabon,GAB,Africa,Turkey,1
6201,Gambia,GMB,Africa,Cabo Verde,1
6202,Gambia,GMB,Africa,Guinea-Bissau,1
6203,Gambia,GMB,Africa,Morocco,1
6204,Gambia,GMB,Africa,Senegal,1
6205,Gambia,GMB,Africa,Sierra Leone,1
6206,Gambia,GMB,Africa,Spain,1
6207,Georgia,GEO,Asia,Austria,1
6208,Georgia,GEO,Asia,Azerbaijan,1
6209,Georgia,GEO,Asia,Belarus,1
6210,Georgia,GEO,Asia,China,1
6211,Georgia,GEO,Asia,France,1
6212,Georgia,GEO,Asia,Germany,1
6213,Georgia,GEO,Asia,Greece,1
6214,Georgia,GEO,Asia,Iraq,1
6215,Georgia,GEO,Asia,Israel,1
6216,Georgia,GEO,Asia,Italy,1
6217,Georgia,GEO,Asia,Kazakhstan,1
6218,Georgia,GEO,Asia,Latvia,1
6219,Georgia,GEO,Asia,Lithuania,1
6220,Georgia,GEO,Asia,Netherlands,1
6221,Georgia,GEO,Asia,Poland,1
6222,Georgia,GEO,Asia,Russian Federation,1
6223,Georgia,GEO,Asia,Turkey,1
6224,Georgia,GEO,Asia,Ukraine,1
6225,Georgia,GEO,Asia,United Arab Emirates,1
6264,Germany,DEU,Europe,Albania,1
6265,Germany,DEU,Europe,Algeria,1
6266,Germany,DEU,Europe,Angola,1
6267,Germany,DEU,Europe,Argentina,1
6268,Germany,DEU,Europe,Austria,1
6269,Germany,DEU,Europe,Azerbaijan,1
6270,Germany,DEU,Europe,Bahrain,1
6271,Germany,DEU,Europe,Belarus,1
6272,Germany,DEU,Europe,Belgium,1
6273,Germany,DEU,Europe,Bosnia and Herzegovina,1
6274,Germany,DEU,Europe,Brazil,1
6275,Germany,DEU,Europe,Bulgaria,1
6276,Germany,DEU,Europe,Canada,1
6277,Germany,DEU,Europe,Cabo Verde,1
6278,Germany,DEU,Europe,China,1
6279,Germany,DEU,Europe,Colombia,1
6280,Germany,DEU,Europe,Croatia,1
6281,Germany,DEU,Europe,Cuba,1
6282,Germany,DEU,Europe,Cyprus,1
6283,Germany,DEU,Europe,Czechia,1
6284,Germany,DEU,Europe,Denmark,1
6285,Germany,DEU,Europe,Dominican Republic,1
6286,Germany,DEU,Europe,Egypt,1
6287,Germany,DEU,Europe,Estonia,1
6288,Germany,DEU,Europe,Ethiopia,1
6289,Germany,DEU,Europe,Finland,1
6290,Germany,DEU,Europe,France,1
6291,Germany,DEU,Europe,Georgia,1
6292,Germany,DEU,Europe,Ghana,1
6293,Germany,DEU,Europe,Greece,1
6294,Germany,DEU,Europe,Guernsey,1
6295,Germany,DEU,Europe,Hong Kong,1
6296,Germany,DEU,Europe,Hungary,1
6297,Germany,DEU,Europe,Iceland,1
6298,Germany,DEU,Europe,India,1
6299,Germany,DEU,Europe,Iran (Islamic Republic of),1
6300,Germany,DEU,Europe,Iraq,1
6301,Germany,DEU,Europe,Ireland,1
6302,Germany,DEU,Europe,Israel,1
6303,Germany,DEU,Europe,Italy,1
6304,Germany,DEU,Europe,Jamaica,1
6305,Germany,DEU,Europe,Japan,1
6306,Germany,DEU,Europe,Jersey,1
6307,Germany,DEU,Europe,Jordan,1
6308,Germany,DEU,Europe,Kazakhstan,1
6309,Germany,DEU,Europe,Kenya,1
6310,Germany,DEU,Europe,Kuwait,1
6311,Germany,DEU,Europe,Latvia,1
6312,Germany,DEU,Europe,Lebanon,1
6313,Germany,DEU,Europe,Lithuania,1
6314,Germany,DEU,Europe,Luxembourg,1
6315,Germany,DEU,Europe,North Macedonia,1
6316,Germany,DEU,Europe,Malaysia,1
6317,Germany,DEU,Europe,Maldives,1
6318,Germany,DEU,Europe,Malta,1
6319,Germany,DEU,Europe,Mauritius,1
6320,Germany,DEU,Europe,Mexico,1
6321,Germany,DEU,Europe,"Moldova, Republic of",1
6322,Germany,DEU,Europe,Montenegro,1
6323,Germany,DEU,Europe,Morocco,1
6324,Germany,DEU,Europe,Namibia,1
6325,Germany,DEU,Europe,Netherlands,1
6326,Germany,DEU,Europe,Netherlands Antilles,1
6327,Germany,DEU,Europe,Nigeria,1
6328,Germany,DEU,Europe,Norway,1
6329,Germany,DEU,Europe,Oman,1
6330,Germany,DEU,Europe,Poland,1
6331,Germany,DEU,Europe,Portugal,1
6332,Germany,DEU,Europe,Puerto Rico,1
6333,Germany,DEU,Europe,Qatar,1
6334,Germany,DEU,Europe,Romania,1
6335,Germany,DEU,Europe,Russian Federation,1
6336,Germany,DEU,Europe,Saudi Arabia,1
6337,Germany,DEU,Europe,Serbia,1
6338,Germany,DEU,Europe,Seychelles,1
6339,Germany,DEU,Europe,Singapore,1
6340,Germany,DEU,Europe,Slovenia,1
6341,Germany,DEU,Europe,South Africa,1
6342,Germany,DEU,Europe,"Korea, Republic of",1
6343,Germany,DEU,Europe,Spain,1
6344,Germany,DEU,Europe,Sri Lanka,1
6345,Germany,DEU,Europe,Sweden,1
6346,Germany,DEU,Europe,Switzerland,1
6347,Germany,DEU,Europe,Taiwan,1
6348,Germany,DEU,Europe,Tajikistan,1
6349,Germany,DEU,Europe,Thailand,1
6350,Germany,DEU,Europe,Trinidad and Tobago,1
6351,Germany,DEU,Europe,Tunisia,1
6352,Germany,DEU,Europe,Turkey,1
6353,Germany,DEU,Europe,Turkmenistan,1
6354,Germany,DEU,Europe,Ukraine,1
6355,Germany,DEU,Europe,United Arab Emirates,1
6356,Germany,DEU,Europe,United Kingdom of Great Britain and Northern Ireland,1
6357,Germany,DEU,Europe,United States of America,1
6358,Germany,DEU,Europe,Uzbekistan,1
6359,Germany,DEU,Europe,Venezuela (Bolivarian Republic of),1
6360,Germany,DEU,Europe,Viet Nam,1
7137,Ghana,GHA,Africa,Benin,1
7138,Ghana,GHA,Africa,Burkina Faso,1
7139,Ghana,GHA,Africa,Côte d'Ivoire,1
7140,Ghana,GHA,Africa,Egypt,1
7141,Ghana,GHA,Africa,Ethiopia,1
7142,Ghana,GHA,Africa,Germany,1
7143,Ghana,GHA,Africa,Italy,1
7144,Ghana,GHA,Africa,Kenya,1
7145,Ghana,GHA,Africa,Lebanon,1
7146,Ghana,GHA,Africa,Liberia,1
7147,Ghana,GHA,Africa,Morocco,1
7148,Ghana,GHA,Africa,Namibia,1
7149,Ghana,GHA,Africa,Netherlands,1
7150,Ghana,GHA,Africa,Nigeria,1
7151,Ghana,GHA,Africa,Portugal,1
7152,Ghana,GHA,Africa,Senegal,1
7153,Ghana,GHA,Africa,Sierra Leone,1
7154,Ghana,GHA,Africa,South Africa,1
7155,Ghana,GHA,Africa,Spain,1
7156,Ghana,GHA,Africa,Togo,1
7157,Ghana,GHA,Africa,Turkey,1
7158,Ghana,GHA,Africa,United Arab Emirates,1
7159,Ghana,GHA,Africa,United Kingdom of Great Britain and Northern Ireland,1
7160,Ghana,GHA,Africa,United States of America,1
7209,Gibraltar,GIB,Europe,United Kingdom of Great Britain and Northern Ireland,1
7210,Greece,GRC,Europe,Albania,1
7211,Greece,GRC,Europe,Armenia,1
7212,Greece,GRC,Europe,Austria,1
7213,Greece,GRC,Europe,Belgium,1
7214,Greece,GRC,Europe,Bulgaria,1
7215,Greece,GRC,Europe,Canada,1
7216,Greece,GRC,Europe,Croatia,1
7217,Greece,GRC,Europe,Cyprus,1
7218,Greece,GRC,Europe,Czechia,1
7219,Greece,GRC,Europe,Denmark,1
7220,Greece,GRC,Europe,Egypt,1
7221,Greece,GRC,Europe,Estonia,1
7222,Greece,GRC,Europe,Finland,1
7223,Greece,GRC,Europe,France,1
7224,Greece,GRC,Europe,Georgia,1
7225,Greece,GRC,Europe,Germany,1
7226,Greece,GRC,Europe,Hungary,1
7227,Greece,GRC,Europe,Ireland,1
7228,Greece,GRC,Europe,Israel,1
7229,Greece,GRC,Europe,Italy,1
7230,Greece,GRC,Europe,Jordan,1
7231,Greece,GRC,Europe,Latvia,1
7232,Greece,GRC,Europe,Lebanon,1
7233,Greece,GRC,Europe,Lithuania,1
7234,Greece,GRC,Europe,Luxembourg,1
7235,Greece,GRC,Europe,Malta,1
7236,Greece,GRC,Europe,"Moldova, Republic of",1
7237,Greece,GRC,Europe,Netherlands,1
7238,Greece,GRC,Europe,Norway,1
7239,Greece,GRC,Europe,Poland,1
7240,Greece,GRC,Europe,Qatar,1
7241,Greece,GRC,Europe,Romania,1
7242,Greece,GRC,Europe,Russian Federation,1
7243,Greece,GRC,Europe,Serbia,1
7244,Greece,GRC,Europe,Spain,1
7245,Greece,GRC,Europe,Sweden,1
7246,Greece,GRC,Europe,Switzerland,1
7247,Greece,GRC,Europe,Turkey,1
7248,Greece,GRC,Europe,Ukraine,1
7249,Greece,GRC,Europe,United Arab Emirates,1
7250,Greece,GRC,Europe,United Kingdom of Great Britain and Northern Ireland,1
7251,Greece,GRC,Europe,United States of America,1
7378,Greenland,GRL,Americas,Denmark,1
7379,Greenland,GRL,Americas,Iceland,1
7380,Grenada,GRD,Americas,Barbados,1
7381,Grenada,GRD,Americas,Canada,1
7382,Grenada,GRD,Americas,Saint Lucia,1
7383,Grenada,GRD,Americas,Saint Vincent and the Grenadines,1
7384,Grenada,GRD,Americas,Trinidad and Tobago,1
7385,Grenada,GRD,Americas,United States of America,1
7386,Grenada,GRD,Americas,Venezuela (Bolivarian Republic of),1
7387,Guadeloupe,GLP,Americas,Antigua and Barbuda,1
7388,Guadeloupe,GLP,Americas,Canada,1
7389,Guadeloupe,GLP,Americas,Dominica,1
7390,Guadeloupe,GLP,Americas,Dominican Republic,1
7391,Guadeloupe,GLP,Americas,France,1
7392,Guadeloupe,GLP,Americas,Haiti,1
7393,Guadeloupe,GLP,Americas,Martinique,1
7394,Guadeloupe,GLP,Americas,Netherlands Antilles,1
7395,Guadeloupe,GLP,Americas,Puerto Rico,1
7396,Guadeloupe,GLP,Americas,United States of America,1
7397,Guam,GUM,Oceania,Australia,1
7398,Guam,GUM,Oceania,Hong Kong,1
7399,Guam,GUM,Oceania,Japan,1
7400,Guam,GUM,Oceania,Micronesia (Federated States of),1
7401,Guam,GUM,Oceania,Northern Mariana Islands,1
7402,Guam,GUM,Oceania,Palau,1
7403,Guam,GUM,Oceania,Philippines,1
7404,Guam,GUM,Oceania,"Korea, Republic of",1
7405,Guam,GUM,Oceania,Taiwan,1
7406,Guam,GUM,Oceania,United States of America,1
7417,Guatemala,GTM,Americas,Belize,1
7418,Guatemala,GTM,Americas,Colombia,1
7419,Guatemala,GTM,Americas,Costa Rica,1
7420,Guatemala,GTM,Americas,El Salvador,1
7421,Guatemala,GTM,Americas,Honduras,1
7422,Guatemala,GTM,Americas,Mexico,1
7423,Guatemala,GTM,Americas,Nicaragua,1
7424,Guatemala,GTM,Americas,Panama,1
7425,Guatemala,GTM,Americas,United States of America,1
7453,Guernsey,GGY,Europe,France,1
7454,Guernsey,GGY,Europe,Germany,1
7455,Guernsey,GGY,Europe,Jersey,1
7456,Guernsey,GGY,Europe,Netherlands,1
7457,Guernsey,GGY,Europe,United Kingdom of Great Britain and Northern Ireland,1
7463,Guinea,GIN,Africa,Côte d'Ivoire,1
7464,Guinea,GIN,Africa,France,1
7465,Guinea,GIN,Africa,Guinea-Bissau,1
7466,Guinea,GIN,Africa,Mali,1
7467,Guinea,GIN,Africa,Mauritania,1
7468,Guinea,GIN,Africa,Morocco,1
7469,Guinea,GIN,Africa,Senegal,1
7470,Guinea,GIN,Africa,Togo,1
7511,Guinea-Bissau,GNB,Africa,Cabo Verde,1
7512,Guinea-Bissau,GNB,Africa,Gambia,1
7513,Guinea-Bissau,GNB,Africa,Guinea,1
7514,Guinea-Bissau,GNB,Africa,Morocco,1
7515,Guinea-Bissau,GNB,Africa,Senegal,1
7521,Guyana,GUY,Americas,Barbados,1
7522,Guyana,GUY,Americas,Canada,1
7523,Guyana,GUY,Americas,Jamaica,1
7524,Guyana,GUY,Americas,Suriname,1
7525,Guyana,GUY,Americas,Trinidad and Tobago,1
7526,Guyana,GUY,Americas,United States of America,1
7527,Guyana,GUY,Americas,Venezuela (Bolivarian Republic of),1
7542,Haiti,HTI,Americas,Canada,1
7543,Haiti,HTI,Americas,Dominican Republic,1
7544,Haiti,HTI,Americas,Guadeloupe,1
7545,Haiti,HTI,Americas,Netherlands Antilles,1
7546,Haiti,HTI,Americas,Panama,1
7547,Haiti,HTI,Americas,Turks and Caicos Islands,1
7548,Haiti,HTI,Americas,United States of America,1
7556,Honduras,HND,Americas,Belize,1
7557,Honduras,HND,Americas,Cayman Islands,1
7558,Honduras,HND,Americas,Costa Rica,1
7559,Honduras,HND,Americas,El Salvador,1
7560,Honduras,HND,Americas,Guatemala,1
7561,Honduras,HND,Americas,Mexico,1
7562,Honduras,HND,Americas,Panama,1
7563,Honduras,HND,Americas,United States of America,1
7580,Hong Kong,HKG,Asia,Australia,1
7581,Hong Kong,HKG,Asia,Bangladesh,1
7582,Hong Kong,HKG,Asia,Brunei,1
7583,Hong Kong,HKG,Asia,Myanmar,1
7584,Hong Kong,HKG,Asia,Cambodia,1
7585,Hong Kong,HKG,Asia,Canada,1
7586,Hong Kong,HKG,Asia,China,1
7587,Hong Kong,HKG,Asia,Ethiopia,1
7588,Hong Kong,HKG,Asia,Fiji,1
7589,Hong Kong,HKG,Asia,Finland,1
7590,Hong Kong,HKG,Asia,France,1
7591,Hong Kong,HKG,Asia,Germany,1
7592,Hong Kong,HKG,Asia,Guam,1
7593,Hong Kong,HKG,Asia,India,1
7594,Hong Kong,HKG,Asia,Indonesia,1
7595,Hong Kong,HKG,Asia,Israel,1
7596,Hong Kong,HKG,Asia,Italy,1
7597,Hong Kong,HKG,Asia,Japan,1
7598,Hong Kong,HKG,Asia,Kazakhstan,1
7599,Hong Kong,HKG,Asia,Malaysia,1
7600,Hong Kong,HKG,Asia,Maldives,1
7601,Hong Kong,HKG,Asia,Mauritius,1
7602,Hong Kong,HKG,Asia,Mongolia,1
7603,Hong Kong,HKG,Asia,Nepal,1
7604,Hong Kong,HKG,Asia,Netherlands,1
7605,Hong Kong,HKG,Asia,New Zealand,1
7606,Hong Kong,HKG,Asia,Papua New Guinea,1
7607,Hong Kong,HKG,Asia,Philippines,1
7608,Hong Kong,HKG,Asia,Qatar,1
7609,Hong Kong,HKG,Asia,Russian Federation,1
7610,Hong Kong,HKG,Asia,Saudi Arabia,1
7611,Hong Kong,HKG,Asia,Singapore,1
7612,Hong Kong,HKG,Asia,South Africa,1
7613,Hong Kong,HKG,Asia,"Korea, Republic of",1
7614,Hong Kong,HKG,Asia,Switzerland,1
7615,Hong Kong,HKG,Asia,Taiwan,1
7616,Hong Kong,HKG,Asia,Thailand,1
7617,Hong Kong,HKG,Asia,Turkey,1
7618,Hong Kong,HKG,Asia,United Arab Emirates,1
7619,Hong Kong,HKG,Asia,United Kingdom of Great Britain and Northern Ireland,1
7620,Hong Kong,HKG,Asia,United States of America,1
7621,Hong Kong,HKG,Asia,Viet Nam,1
7622,Hungary,HUN,Europe,Austria,1
7623,Hungary,HUN,Europe,Azerbaijan,1
7624,Hungary,HUN,Europe,Belarus,1
7625,Hungary,HUN,Europe,Belgium,1
7626,Hungary,HUN,Europe,Croatia,1
7627,Hungary,HUN,Europe,Cyprus,1
7628,Hungary,HUN,Europe,Czechia,1
7629,Hungary,HUN,Europe,Denmark,1
7630,Hungary,HUN,Europe,Egypt,1
7631,Hungary,HUN,Europe,Finland,1
7632,Hungary,HUN,Europe,France,1
7633,Hungary,HUN,Europe,Germany,1
7634,Hungary,HUN,Europe,Greece,1
7635,Hungary,HUN,Europe,Ireland,1
7636,Hungary,HUN,Europe,Israel,1
7637,Hungary,HUN,Europe,Italy,1
7638,Hungary,HUN,Europe,Latvia,1
7639,Hungary,HUN,Europe,Malta,1
7640,Hungary,HUN,Europe,Netherlands,1
7641,Hungary,HUN,Europe,Norway,1
7642,Hungary,HUN,Europe,Poland,1
7643,Hungary,HUN,Europe,Portugal,1
7644,Hungary,HUN,Europe,Qatar,1
7645,Hungary,HUN,Europe,Romania,1
7646,Hungary,HUN,Europe,Russian Federation,1
7647,Hungary,HUN,Europe,Serbia,1
7648,Hungary,HUN,Europe,Spain,1
7649,Hungary,HUN,Europe,Sweden,1
7650,Hungary,HUN,Europe,Switzerland,1
7651,Hungary,HUN,Europe,Turkey,1
7652,Hungary,HUN,Europe,Ukraine,1
7653,Hungary,HUN,Europe,United Arab Emirates,1
7654,Hungary,HUN,Europe,United Kingdom of Great Britain and Northern Ireland,1
7853,Iceland,ISL,Europe,Belgium,1
7854,Iceland,ISL,Europe,Canada,1
7855,Iceland,ISL,Europe,Denmark,1
7856,Iceland,ISL,Europe,Finland,1
7857,Iceland,ISL,Europe,France,1
7858,Iceland,ISL,Europe,Germany,1
7859,Iceland,ISL,Europe,Greenland,1
7860,Iceland,ISL,Europe,Netherlands,1
7861,Iceland,ISL,Europe,Norway,1
7862,Iceland,ISL,Europe,Spain,1
7863,Iceland,ISL,Europe,Sweden,1
7864,Iceland,ISL,Europe,Switzerland,1
7865,Iceland,ISL,Europe,United Kingdom of Great Britain and Northern Ireland,1
7866,Iceland,ISL,Europe,United States of America,1
7867,India,IND,Asia,Afghanistan,1
7868,India,IND,Asia,Australia,1
7869,India,IND,Asia,Austria,1
7870,India,IND,Asia,Bahrain,1
7871,India,IND,Asia,Bangladesh,1
7872,India,IND,Asia,Belgium,1
7873,India,IND,Asia,Bhutan,1
7874,India,IND,Asia,Myanmar,1
7875,India,IND,Asia,China,1
7876,India,IND,Asia,Egypt,1
7877,India,IND,Asia,Ethiopia,1
7878,India,IND,Asia,Finland,1
7879,India,IND,Asia,France,1
7880,India,IND,Asia,Germany,1
7881,India,IND,Asia,Hong Kong,1
7882,India,IND,Asia,Iran (Islamic Republic of),1
7883,India,IND,Asia,Israel,1
7884,India,IND,Asia,Italy,1
7885,India,IND,Asia,Japan,1
7886,India,IND,Asia,Jordan,1
7887,India,IND,Asia,Kazakhstan,1
7888,India,IND,Asia,Kenya,1
7889,India,IND,Asia,Kuwait,1
7890,India,IND,Asia,Malaysia,1
7891,India,IND,Asia,Maldives,1
7892,India,IND,Asia,Mauritius,1
7893,India,IND,Asia,Nepal,1
7894,India,IND,Asia,Netherlands,1
7895,India,IND,Asia,Oman,1
7896,India,IND,Asia,Pakistan,1
7897,India,IND,Asia,Qatar,1
7898,India,IND,Asia,Réunion,1
7899,India,IND,Asia,Russian Federation,1
7900,India,IND,Asia,Saudi Arabia,1
7901,India,IND,Asia,Singapore,1
7902,India,IND,Asia,South Africa,1
7903,India,IND,Asia,"Korea, Republic of",1
7904,India,IND,Asia,Sri Lanka,1
7905,India,IND,Asia,Switzerland,1
7906,India,IND,Asia,Taiwan,1
7907,India,IND,Asia,Tajikistan,1
7908,India,IND,Asia,Thailand,1
7909,India,IND,Asia,Turkey,1
7910,India,IND,Asia,Turkmenistan,1
7911,India,IND,Asia,United Arab Emirates,1
7912,India,IND,Asia,United Kingdom of Great Britain and Northern Ireland,1
7913,India,IND,Asia,United States of America,1
7914,India,IND,Asia,Uzbekistan,1
7915,India,IND,Asia,Yemen,1
8161,Indonesia,IDN,Asia,Australia,1
8162,Indonesia,IDN,Asia,Brunei,1
8163,Indonesia,IDN,Asia,China,1
8164,Indonesia,IDN,Asia,East Timor,1
8165,Indonesia,IDN,Asia,Egypt,1
8166,Indonesia,IDN,Asia,Hong Kong,1
8167,Indonesia,IDN,Asia,Japan,1
8168,Indonesia,IDN,Asia,Malaysia,1
8169,Indonesia,IDN,Asia,Papua New Guinea,1
8170,Indonesia,IDN,Asia,Philippines,1
8171,Indonesia,IDN,Asia,Qatar,1
8172,Indonesia,IDN,Asia,Saudi Arabia,1
8173,Indonesia,IDN,Asia,Singapore,1
8174,Indonesia,IDN,Asia,"Korea, Republic of",1
8175,Indonesia,IDN,Asia,Sri Lanka,1
8176,Indonesia,IDN,Asia,Taiwan,1
8177,Indonesia,IDN,Asia,Thailand,1
