	src	trg	nij	score
1260	Mexico	Peru	0.2997473543	0.8808034113
1252	Chile	Peru	0.3804148549	0.9096718887
1249	Bolivia	Peru	0.399663139	0.9457465318
1257	Ecuador	Peru	0.345651825	0.9299129749
1263	Paraguay	Peru	0.09991578476	0.948581886
1291	Trinidad and Tobago	Venezuela (Bolivarian Republic of)	0.1998315695	0.9474858232
1273	Aruba	Venezuela (Bolivarian Republic of)	0.4455676098	0.9389021827
1286	Panama	Venezuela (Bolivarian Republic of)	0.3581943416	0.9319434871
1287	Peru	Venezuela (Bolivarian Republic of)	0.1998315695	0.9236655085
1292	United States of America	Venezuela (Bolivarian Republic of)	0.4166413289	0.9610511453
1996	Barbados	Martinique	0.09991578476	0.9373865574
2001	Guadeloupe	Martinique	0.3167255442	0.9890129314
2000	French Guiana	Martinique	0.1998315695	0.9942877591
2104	France	French Guiana	0.2582785568	0.8919231134
2103	Brazil	French Guiana	0.09991578476	0.9116722317
2150	France	Madagascar	0.2997473543	0.8715181544
2149	Comoros	Madagascar	0.09991578476	0.9845140437
2152	Comoros	Mayotte	0.2804990701	0.9894244315
2155	Madagascar	Mayotte	0.3581943416	0.9879570188
2160	Mauritius	Réunion	0.3804148549	0.9821208395
2156	Comoros	Réunion	0.09991578476	0.9559965135
2159	Madagascar	Réunion	0.3697323384	0.9824608583
2161	Mayotte	Réunion	0.1583627721	0.9919941829
2177	Côte d'Ivoire	Guinea	0.1998315695	0.9871558315
2181	Ghana	Liberia	0.3319130525	0.9861095528
2179	Côte d'Ivoire	Liberia	0.09991578476	0.9551631782
2196	Germany	Guernsey	0.1583627721	0.8674489618
2200	Ireland	Jersey	0.1998315695	0.9106652164
2199	Guernsey	Jersey	0.2804990701	0.991364094
2202	Guinea	Mauritania	0.09991578476	0.9887803852
2203	Mali	Mauritania	0.09991578476	0.990483816
1029	Ghana	Namibia	0.09991578476	0.9523982496
1026	Angola	Namibia	0.2582785568	0.9792819724
1027	Botswana	Namibia	0.09991578476	0.9826416893
1166	Canada	Jamaica	0.4455676098	0.8701669556
1165	Barbados	Jamaica	0.09991578476	0.9294940585
1167	Cayman Islands	Jamaica	0.1583627721	0.9741055287
1170	Guyana	Jamaica	0.09991578476	0.9744229853
2205	Kenya	Seychelles	0.09991578476	0.9149642032
2206	Mauritius	Seychelles	0.09991578476	0.9811198287
228	Armenia	Austria	0.2582785568	0.9855955048
226	Albania	Austria	0.09991578476	0.977134272
227	Algeria	Austria	0.09991578476	0.9176344631
991	Canada	Cuba	0.5802464244	0.8929889588
993	Colombia	Cuba	0.2582785568	0.92764567
990	Bahamas	Cuba	0.1998315695	0.9578986634
992	Cayman Islands	Cuba	0.09991578476	0.9568590477
1154	Colombia	Dominican Republic	0.2582785568	0.8870976662
1148	Antigua and Barbuda	Dominican Republic	0.2804990701	0.9327086961
1150	Aruba	Dominican Republic	0.1998315695	0.9314998371
1157	Martinique	Dominican Republic	0.09991578476	0.9420980284
1174	Antigua and Barbuda	Saint Lucia	0.1998315695	0.9505346032
1175	Barbados	Saint Lucia	0.1583627721	0.9603600747
1177	Grenada	Saint Lucia	0.2319972678	0.9855769807
1178	Martinique	Saint Lucia	0.3167255442	0.9902864769
1180	Barbados	Trinidad and Tobago	0.1583627721	0.9386346303
1186	Saint Lucia	Trinidad and Tobago	0.2997473543	0.9811782074
1185	Panama	Trinidad and Tobago	0.1998315695	0.9495274498
1182	Grenada	Trinidad and Tobago	0.2582785568	0.9797786097
1183	Guyana	Trinidad and Tobago	0.09991578476	0.965049985
1187	Suriname	Trinidad and Tobago	0.2582785568	0.9940889173
1197	Brazil	Colombia	0.2997473543	0.9019477032
