level_0,index,country_source,country_dest,source_id,dest_id,cnt,airport_id_source,latitude_source,longitude_source,altitude_source,airport_id_dest,latitude_dest,longitude_dest,altitude_dest
2172,2239,Kenya,Zambia,12177.0,2723.0,9,12177,-3.95771992206,110.7833976747,15990,2723,-46.15070056919559,82.94020080563828,11248
2173,2240,Kenya,Zimbabwe,4059.0,1005.0,3,4059,-1.31923997402,36.9277992249,5330,1005,-17.931801,31.0928,4887
2174,2241,Kiribati,Fiji,4217.0,3920.0,3,4217,3.3677999973297115,15.7969970703125,14,3920,-35.510799407958984,354.885986328125,118
2175,2242,Kiribati,Marshall Islands,1965.0,2249.0,1,1965,1.3816399574279783,173.14700317382812,9,2249,7.064760208129883,171.27200317382812,6
2176,2243,Kiribati,Nauru,1965.0,4076.0,1,1965,1.3816399574279783,173.14700317382812,9,4076,-0.547458,166.919006,22
2177,2244,Kiribati,United States,2252.0,3728.0,2,2252,1.9861600399017332,-157.35000610351562,5,3728,21.32062,-157.924228,13
2178,2245,Kuwait,Afghanistan,2176.0,2050.0,1,2176,29.226600646972656,47.96889877319336,206,2050,34.565899,69.212303,5877
2179,2246,Kuwait,Bahrain,2176.0,2057.0,4,2176,29.226600646972656,47.96889877319336,206,2057,26.27079963684082,50.63359832763672,6
2180,2247,Kuwait,Bangladesh,4352.0,6145.0,3,4352,58.45320129394531,95.93779754638672,412,6145,46.09294645678711,182.21108408642579,42
2181,2248,Kuwait,Egypt,13056.0,23653.0,16,13056,175.35960388183594,287.81339263916016,1236,23653,168.07717826851447,190.9583768708369,2078
2182,2249,Kuwait,Ethiopia,2176.0,1107.0,3,2176,29.226600646972656,47.96889877319336,206,1107,8.97789001465,38.7993011475,7630
2183,2250,Kuwait,Germany,2176.0,340.0,2,2176,29.226600646972656,47.96889877319336,206,340,50.033333,8.570556,364
2184,2251,Kuwait,India,17408.0,24661.0,9,17408,233.81280517578125,383.7511901855469,1648,24661,128.87412438960405,605.8836899975485,1594
2185,2252,Kuwait,Iran,13056.0,20977.0,10,13056,175.35960388183594,287.81339263916016,1236,20977,192.95339965817658,318.3896026610851,19254
2186,2253,Kuwait,Iraq,2176.0,7490.0,2,2176,29.226600646972656,47.96889877319336,206,7490,31.989853000000004,44.404317,103
2187,2254,Kuwait,Italy,2176.0,1555.0,2,2176,29.226600646972656,47.96889877319336,206,1555,41.800277799999996,12.238888900000001,13
2188,2255,Kuwait,Jordan,2176.0,2170.0,3,2176,29.226600646972656,47.96889877319336,206,2170,31.7226009369,35.9931983948,2395
2189,2256,Kuwait,Lebanon,2176.0,2177.0,3,2176,29.226600646972656,47.96889877319336,206,2177,33.820899963378906,35.488399505615234,87
2190,2257,Kuwait,Malaysia,2176.0,3304.0,1,2176,29.226600646972656,47.96889877319336,206,3304,2.7455799579619997,101.70999908446998,69
2191,2258,Kuwait,Netherlands,2176.0,580.0,3,2176,29.226600646972656,47.96889877319336,206,580,52.308601,4.76389,-11
2192,2259,Kuwait,Oman,2176.0,2194.0,2,2176,29.226600646972656,47.96889877319336,206,2194,23.593299865722656,58.284400939941406,48
2193,2260,Kuwait,Pakistan,8704.0,13425.0,6,8704,116.90640258789062,191.87559509277344,824,13425,131.66775681553887,293.3812938628305,4375
2194,2261,Kuwait,Qatar,2176.0,11051.0,3,2176,29.226600646972656,47.96889877319336,206,11051,25.273056,51.608056,13
2195,2262,Kuwait,Saudi Arabia,10880.0,10382.0,18,10880,146.13300323486328,239.8444938659668,1030,10382,119.14480158288575,215.90174528686524,9168
2196,2263,Kuwait,Sri Lanka,2176.0,3024.0,3,2176,29.226600646972656,47.96889877319336,206,3024,7.180759906768799,79.88410186767578,30
2197,2264,Kuwait,Thailand,2176.0,3885.0,1,2176,29.226600646972656,47.96889877319336,206,3885,13.681099891662598,100.74700164794922,5
2198,2265,Kuwait,Tunisia,2176.0,287.0,1,2176,29.226600646972656,47.96889877319336,206,287,36.85100173950195,10.22719955444336,22
2199,2266,Kuwait,Turkey,4352.0,6018.0,6,4352,58.45320129394531,95.93779754638672,412,6018,81.87549953199999,58.1238002869,475
2200,2267,Kuwait,United Arab Emirates,8704.0,14634.0,11,8704,116.90640258789062,191.87559509277344,824,14634,99.91075648218477,220.69408858496212,375
2201,2268,Kuwait,United Kingdom,2176.0,507.0,3,2176,29.226600646972656,47.96889877319336,206,507,51.4706,-0.461941,83
2202,2269,Kuwait,United States,4352.0,7511.0,2,4352,58.45320129394531,95.93779754638672,412,7511,79.58430100000001,-151.23470307,325
2203,2270,Kuwait,Yemen,2176.0,3974.0,1,2176,29.226600646972656,47.96889877319336,206,3974,14.662599563598633,49.375,54
2204,2271,Kyrgyzstan,China,5825.0,6798.0,5,5825,83.67029953010001,147.2708969117,4985,6798,87.81420135498048,174.94839477539062,4250
2205,2272,Kyrgyzstan,Kazakhstan,5824.0,5818.0,3,5824,86.1225967408,148.9552001954,4116,5818,94.37430191040039,148.5074005126953,3399
2206,2274,Kyrgyzstan,Mongolia,2912.0,3380.0,1,2912,43.0612983704,74.4776000977,2058,3380,47.843102,106.766998,4364
2207,2275,Kyrgyzstan,Russia,64074.0,75640.0,51,64074,922.8255920418001,1621.6641693124,53966,75640,1220.4788044221161,1348.7161172770914,13536
2208,2276,Kyrgyzstan,Tajikistan,2912.0,2979.0,2,2912,43.0612983704,74.4776000977,2058,2979,38.543300628699996,68.8249969482,2575
2209,2277,Kyrgyzstan,Turkey,8737.0,7719.0,5,8737,126.73159790050002,221.7484970094,7043,7719,122.852397532,86.93840028689999,638
2210,2278,Kyrgyzstan,United Arab Emirates,2912.0,2188.0,1,2912,43.0612983704,74.4776000977,2058,2188,25.252799987800003,55.3643989563,62
2211,2279,Kyrgyzstan,Uzbekistan,2912.0,2983.0,2,2912,43.0612983704,74.4776000977,2058,2983,41.257900238000005,69.2811965942,1417
2212,2280,Laos,Cambodia,9351.0,9104.0,5,9351,53.01770114900049,310.50500488277345,1870,9104,38.36800003059688,312.4700088500195,160
2213,2281,Laos,China,12475.0,13506.0,5,12475,73.86220169071485,409.85001373279295,2647,13506,93.07654423825683,425.1601695076172,9189
2214,2283,Laos,Malaysia,3120.0,3304.0,1,3120,17.988300323500003,102.56300354,564,3304,2.7455799579619997,101.70999908446998,69
2215,2284,Laos,Singapore,3120.0,3316.0,1,3120,17.988300323500003,102.56300354,564,3316,1.35019,103.994003,22
2216,2285,Laos,South Korea,3120.0,3930.0,2,3120,17.988300323500003,102.56300354,564,3930,37.46910095214844,126.45099639892578,23
2217,2286,Laos,Thailand,12468.0,15586.0,10,12468,74.3395023346084,411.6450119018164,2983,15586,59.8100996017878,401.2036056518476,1051
2218,2287,Laos,Vietnam,12471.0,15798.0,6,12471,71.00600147250049,413.06800842277346,2434,15798,71.99880218498633,423.9369964600859,134
2219,2288,Latvia,Austria,3953.0,1613.0,2,3953,56.92359924316406,23.971099853515625,36,1613,48.110298156738004,16.569700241089002,600
2220,2289,Latvia,Azerbaijan,3953.0,2922.0,2,3953,56.92359924316406,23.971099853515625,36,2922,40.46749877929688,50.04669952392578,10
2221,2290,Latvia,Belarus,3953.0,2954.0,2,3953,56.92359924316406,23.971099853515625,36,2954,53.882499694824,28.030700683594,670
2222,2291,Latvia,Belgium,3953.0,302.0,2,3953,56.92359924316406,23.971099853515625,36,302,50.9014015198,4.48443984985,184
2223,2292,Latvia,Cyprus,3953.0,1197.0,1,3953,56.92359924316406,23.971099853515625,36,1197,34.875099182128906,33.62490081787109,8
2224,2293,Latvia,Czech Republic,3953.0,1587.0,2,3953,56.92359924316406,23.971099853515625,36,1587,50.1008,14.26,1247
2225,2294,Latvia,Denmark,7906.0,1217.0,4,7906,113.84719848632812,47.94219970703125,72,1217,111.358200073289,21.807780265809,264
2226,2295,Latvia,Estonia,3953.0,415.0,1,3953,56.92359924316406,23.971099853515625,36,415,59.41329956049999,24.8327999115,131
2227,2296,Latvia,Finland,7906.0,881.0,3,7906,113.84719848632812,47.94219970703125,72,881,120.831298828125,47.226100921631,340
2228,2297,Latvia,France,7906.0,2736.0,3,7906,113.84719848632812,47.94219970703125,72,2736,92.6711994893,9.76586990356,404
2229,2298,Latvia,Georgia,3953.0,3973.0,2,3953,56.92359924316406,23.971099853515625,36,3973,41.6692008972,44.95470047,1624
2230,2299,Latvia,Germany,31624.0,6630.0,14,31624,455.3887939453125,191.768798828125,288,6630,410.465339955128,72.59209543511692,3942
2231,2300,Latvia,Greece,7906.0,5393.0,2,7906,113.84719848632812,47.94219970703125,72,5393,73.27610015869999,49.12479972839999,423
2232,2301,Latvia,Hungary,3953.0,1489.0,1,3953,56.92359924316406,23.971099853515625,36,1489,47.429759999999995,19.261093,495
2233,2302,Latvia,Ireland,3953.0,599.0,1,3953,56.92359924316406,23.971099853515625,36,599,53.421299,-6.27007,242
2234,2303,Latvia,Israel,3953.0,1590.0,1,3953,56.92359924316406,23.971099853515625,36,1590,32.011398315429695,34.88669967651367,135
2235,2304,Latvia,Italy,19765.0,7675.0,9,19765,284.6179962158203,119.85549926757812,180,7675,219.50877880000002,52.540698899999995,1607
2236,2305,Latvia,Lithuania,7906.0,7917.0,2,7906,113.84719848632812,47.94219970703125,72,7917,110.60730375170897,46.37970168054199,681
2237,2306,Latvia,Malta,3953.0,1606.0,1,3953,56.92359924316406,23.971099853515625,36,1606,35.857498,14.4775,300
2238,2307,Latvia,Moldova,3953.0,1735.0,1,3953,56.92359924316406,23.971099853515625,36,1735,46.92770004272461,28.93099975585937,399
2239,2308,Latvia,Netherlands,7906.0,1165.0,3,7906,113.84719848632812,47.94219970703125,72,1165,103.7587009451,10.138419838559999,63
2240,2309,Latvia,Norway,27671.0,4562.0,10,27671,398.46519470214844,167.79769897460938,252,4562,423.8769188776,59.99385930448658,1465
2241,2310,Latvia,Poland,3953.0,679.0,2,3953,56.92359924316406,23.971099853515625,36,679,52.1656990051,20.9671001434,362
2242,2311,Latvia,Russia,19765.0,15902.0,8,19765,284.6179962158203,119.85549926757812,180,15902,281.6631965341664,163.43750153507833,2015
2243,2312,Latvia,Spain,7906.0,2274.0,3,7906,113.84719848632812,47.94219970703125,72,2274,69.341600351,-14.494040228900001,221
2244,2313,Latvia,Sweden,7906.0,1424.0,4,7906,113.84719848632812,47.94219970703125,72,1424,117.314701080322,30.198400497435998,643
2245,2314,Latvia,Switzerland,3953.0,1678.0,1,3953,56.92359924316406,23.971099853515625,36,1678,47.464698999999996,8.54917,1416
2246,2315,Latvia,Turkey,7906.0,6018.0,2,7906,113.84719848632812,47.94219970703125,72,6018,81.87549953199999,58.1238002869,475
2247,2316,Latvia,Ukraine,3953.0,2939.0,2,3953,56.92359924316406,23.971099853515625,36,2939,50.34500122070313,30.89469909667969,427
2248,2317,Latvia,United Kingdom,27671.0,3612.0,7,27671,398.46519470214844,167.79769897460938,252,3612,373.803898051025,-10.711070886617557,1919
2249,2318,Latvia,United States,3953.0,3797.0,1,3953,56.92359924316406,23.971099853515625,36,3797,40.63980103,-73.77890015,13
2250,2319,Latvia,Uzbekistan,3953.0,2983.0,2,3953,56.92359924316406,23.971099853515625,36,2983,41.257900238000005,69.2811965942,1417
2251,2320,Lebanon,Algeria,2177.0,210.0,1,2177,33.820899963378906,35.488399505615234,87,210,36.691001892089844,3.215409994125366,82
2252,2321,Lebanon,Armenia,2177.0,3964.0,1,2177,33.820899963378906,35.488399505615234,87,3964,40.1473007202,44.3959007263,2838
2253,2322,Lebanon,Bahrain,2177.0,2057.0,1,2177,33.820899963378906,35.488399505615234,87,2057,26.27079963684082,50.63359832763672,6
2254,2323,Lebanon,Belarus,2177.0,2954.0,1,2177,33.820899963378906,35.488399505615234,87,2954,53.882499694824,28.030700683594,670
2255,2324,Lebanon,Belgium,2177.0,302.0,1,2177,33.820899963378906,35.488399505615234,87,302,50.9014015198,4.48443984985,184
2256,2325,Lebanon,Cyprus,2177.0,1197.0,2,2177,33.820899963378906,35.488399505615234,87,1197,34.875099182128906,33.62490081787109,8
2257,2326,Lebanon,Egypt,4354.0,4538.0,3,4354,67.64179992675781,70.97679901123047,174,4538,61.03960037231445,61.101999282836914,559
2258,2327,Lebanon,Ethiopia,2177.0,1107.0,1,2177,33.820899963378906,35.488399505615234,87,1107,8.97789001465,38.7993011475,7630
2259,2328,Lebanon,France,2177.0,1382.0,2,2177,33.820899963378906,35.488399505615234,87,1382,49.012798,2.55,392
2260,2329,Lebanon,Germany,4354.0,677.0,3,4354,67.64179992675781,70.97679901123047,174,677,102.41333399999999,22.093056,521
2261,2330,Lebanon,Ghana,2177.0,248.0,1,2177,33.820899963378906,35.488399505615234,87,248,5.605189800262451,-0.16678600013256073,205
2262,2331,Lebanon,Greece,2177.0,3941.0,1,2177,33.820899963378906,35.488399505615234,87,3941,37.9364013672,23.944499969499997,308
2263,2332,Lebanon,Iran,4354.0,8661.0,2,4354,67.64179992675781,70.97679901123047,174,8661,71.65129852294922,110.79319763183594,6568
2264,2333,Lebanon,Iraq,8708.0,17843.0,5,8708,135.28359985351562,141.95359802246094,348,17843,132.03905305794396,180.264218428184,1569
2265,2334,Lebanon,Italy,4354.0,3079.0,4,4354,67.64179992675781,70.97679901123047,174,3079,87.43087779999999,20.9669989,781
2266,2335,Lebanon,Jordan,2177.0,2170.0,3,2177,33.820899963378906,35.488399505615234,87,2170,31.7226009369,35.9931983948,2395
2267,2336,Lebanon,Kuwait,2177.0,2176.0,3,2177,33.820899963378906,35.488399505615234,87,2176,29.226600646972656,47.96889877319336,206
2268,2337,Lebanon,Morocco,2177.0,1074.0,1,2177,33.820899963378906,35.488399505615234,87,1074,33.36750030517578,-7.589970111846924,656
2269,2338,Lebanon,Nigeria,4354.0,543.0,2,4354,67.64179992675781,70.97679901123047,174,543,18.624970166778564,11.845780078048707,1697
2270,2339,Lebanon,Oman,2177.0,2194.0,1,2177,33.820899963378906,35.488399505615234,87,2194,23.593299865722656,58.284400939941406,48
2271,2340,Lebanon,Qatar,2177.0,11051.0,2,2177,33.820899963378906,35.488399505615234,87,11051,25.273056,51.608056,13
2272,2341,Lebanon,Romania,2177.0,1657.0,2,2177,33.820899963378906,35.488399505615234,87,1657,44.5711111,26.085,314
2273,2342,Lebanon,Russia,2177.0,2985.0,2,2177,33.820899963378906,35.488399505615234,87,2985,55.972599,37.4146,622
2274,2343,Lebanon,Saudi Arabia,8708.0,8292.0,7,8708,135.28359985351562,141.95359802246094,348,8292,97.66180058288575,175.35830328686524,4320
2275,2344,Lebanon,Switzerland,2177.0,1665.0,1,2177,33.820899963378906,35.488399505615234,87,1665,46.23809814453125,6.108950138092041,1411
2276,2345,Lebanon,Tunisia,2177.0,287.0,2,2177,33.820899963378906,35.488399505615234,87,287,36.85100173950195,10.22719955444336,22
2277,2346,Lebanon,Turkey,4354.0,6018.0,3,4354,67.64179992675781,70.97679901123047,174,6018,81.87549953199999,58.1238002869,475
2278,2347,Lebanon,United Arab Emirates,8708.0,14634.0,6,8708,135.28359985351562,141.95359802246094,348,14634,99.91075648218477,220.69408858496212,375
2279,2348,Lebanon,United Kingdom,2177.0,507.0,2,2177,33.820899963378906,35.488399505615234,87,507,51.4706,-0.461941,83
2280,2349,Lebanon,Yemen,2177.0,3980.0,1,2177,33.820899963378906,35.488399505615234,87,3980,15.476300239562988,44.21969985961914,7216
2281,2350,Lesotho,South Africa,1018.0,813.0,1,1018,-29.462299346923828,27.552499771118164,5348,813,-26.1392,28.246,5558
2282,2351,Liberia,Belgium,1063.0,302.0,3,1063,6.23379,-10.3623,31,302,50.9014015198,4.48443984985,184
2283,2352,Liberia,Cote d'Ivoire,1063.0,253.0,1,1063,6.23379,-10.3623,31,253,5.261390209197998,-3.9262900352478023,21
2284,2353,Liberia,Ghana,2125.0,496.0,5,2125,12.522850115814208,-21.121000370788572,56,496,11.210379600524902,-0.33357200026512146,410
2285,2354,Liberia,Morocco,1063.0,1074.0,1,1063,6.23379,-10.3623,31,1074,33.36750030517578,-7.589970111846924,656
2286,2355,Liberia,Nigeria,1063.0,273.0,1,1063,6.23379,-10.3623,31,273,6.5773701667785645,3.321160078048706,135
2287,2356,Liberia,Sierra Leone,2125.0,2118.0,7,2125,12.522850115814208,-21.121000370788572,56,2118,17.232879999999998,-26.391,168
2288,2357,Libya,Algeria,1157.0,210.0,2,1157,32.6635017395,13.159000396700002,263,210,36.691001892089844,3.215409994125366,82
2289,2358,Libya,Egypt,10319.0,12486.0,10,10319,161.38160699459996,90.7640022582,1911,12486,152.99690055847168,151.90039825439453,1295
2290,2359,Libya,Italy,1157.0,1555.0,2,1157,32.6635017395,13.159000396700002,263,1555,41.800277799999996,12.238888900000001,13
2291,2360,Libya,Jordan,2311.0,4340.0,6,2311,64.76030349729999,33.4285011291,696,4340,63.4452018738,71.9863967896,4790
2292,2362,Libya,Malta,2311.0,3212.0,3,2311,64.76030349729999,33.4285011291,696,3212,71.714996,28.955,600
2293,2363,Libya,Morocco,2311.0,2148.0,5,2311,64.76030349729999,33.4285011291,696,2148,66.73500061035156,-15.179940223693848,1312
2294,2364,Libya,Saudi Arabia,2311.0,4144.0,2,2311,64.76030349729999,33.4285011291,696,4144,43.3592,78.313004,96
2295,2365,Libya,Spain,1157.0,1229.0,1,1157,32.6635017395,13.159000396700002,263,1229,40.471926,-3.56264,1998
2296,2366,Libya,Tunisia,24028.0,2604.0,22,24028,290.5608100280598,155.64130252063964,4861,2604,323.32410430908203,94.04819774627686,308
2297,2367,Libya,Turkey,2311.0,3402.0,6,2311,64.76030349729999,33.4285011291,696,3402,81.953796,57.6292,326
2298,2368,Libya,United Arab Emirates,1157.0,2188.0,1,1157,32.6635017395,13.159000396700002,263,2188,25.252799987800003,55.3643989563,62
2299,2369,Libya,United Kingdom,2314.0,985.0,3,2314,65.327003479,26.318000793400003,526,985,104.82429873046874,-2.7368910274658202,340
2300,2370,Lithuania,Austria,3959.0,1613.0,1,3959,54.634102,25.285801,648,1613,48.110298156738004,16.569700241089002,600
2301,2371,Lithuania,Belarus,3959.0,2954.0,1,3959,54.634102,25.285801,648,2954,53.882499694824,28.030700683594,670
2302,2372,Lithuania,Belgium,7918.0,606.0,5,7918,109.268204,50.571602,1296,606,101.36060351980001,8.938259849849999,798
2303,2373,Lithuania,Cyprus,3956.0,1198.0,1,3956,54.96390151977539,24.084800720214844,256,1198,34.71799850463867,32.48569869995117,41
2304,2374,Lithuania,Czech Republic,3959.0,1587.0,1,3959,54.634102,25.285801,648,1587,50.1008,14.26,1247
2305,2375,Lithuania,Denmark,7917.0,1218.0,3,7917,110.60730375170897,46.37970168054199,681,1218,111.235801696778,25.312000274657997,34
2306,2376,Lithuania,Estonia,3959.0,415.0,3,3959,54.634102,25.285801,648,415,59.41329956049999,24.8327999115,131
2307,2377,Lithuania,Finland,3959.0,421.0,2,3959,54.634102,25.285801,648,421,60.317199707031,24.963300704956,179
2308,2378,Lithuania,France,7918.0,2749.0,3,7918,109.268204,50.571602,1296,2749,98.46719710888672,4.662780094146728,751
2309,2379,Lithuania,Georgia,3959.0,3972.0,1,3959,54.634102,25.285801,648,3972,42.176700591999996,42.4826011658,223
2310,2380,Lithuania,Germany,23751.0,2118.0,7,23751,328.13441151977537,150.51380572021483,3496,2118,305.4613347132,57.30715556879,4061
2311,2381,Lithuania,Greece,15830.0,5856.0,4,15830,219.19600703955075,98.74120344042967,1808,5856,144.07009887694923,104.50790023802598,1034
2312,2382,Lithuania,Ireland,15830.0,2394.0,4,15830,219.19600703955078,98.74120344042969,1808,2394,212.59420017285157,-29.84973987640381,1651
2313,2383,Lithuania,Israel,3959.0,1590.0,1,3959,54.634102,25.285801,648,1590,32.011398315429695,34.88669967651367,135
2314,2384,Lithuania,Italy,23745.0,16994.0,7,23745,328.7940105593261,148.1118051606445,2712,16994,243.43107879999997,70.68742089999999,1883
2315,2385,Lithuania,Latvia,7917.0,7906.0,2,7917,110.60730375170897,46.37970168054199,681,7906,113.84719848632812,47.94219970703125,72
2316,2386,Lithuania,Malta,3956.0,1606.0,1,3956,54.96390151977539,24.084800720214844,256,1606,35.857498,14.4775,300
2317,2387,Lithuania,Netherlands,3959.0,585.0,1,3959,54.634102,25.285801,648,585,51.4500999451,5.374529838559999,74
2318,2388,Lithuania,Norway,31668.0,5198.0,8,31668,438.7417152714843,196.89350740075682,4177,5198,479.91893407759994,70.90549850448657,2264
2319,2389,Lithuania,Poland,3959.0,679.0,1,3959,54.634102,25.285801,648,679,52.1656990051,20.9671001434,362
2320,2390,Lithuania,Russia,15836.0,12950.0,4,15836,218.536408,101.143204,2592,12950,226.77319714451795,142.8449016663039,1973
2321,2391,Lithuania,Spain,11871.0,6428.0,4,11871,164.56190503955077,73.45540244042968,1160,6428,119.13100045161914,4.25911404892123,181
2322,2392,Lithuania,Sweden,3959.0,737.0,2,3959,54.634102,25.285801,648,737,59.651901245116996,17.918600082397,137
2323,2393,Lithuania,Turkey,3959.0,1701.0,1,3959,54.634102,25.285801,648,1701,40.976898,28.8146,163
2324,2394,Lithuania,Ukraine,7918.0,5883.0,2,7918,109.268204,50.571602,1296,5883,100.74694122070314,61.346639096679695,1014
2325,2395,Lithuania,United Kingdom,39572.0,10129.0,10,39572,548.3198171186523,245.65200832128903,4128,10129,525.2682349683477,-12.156940273013475,3169
2326,2396,Luxembourg,Austria,629.0,1613.0,2,629,49.6233333,6.204444400000001,1234,1613,48.110298156738004,16.569700241089002,600
2327,2397,Luxembourg,Bulgaria,629.0,1196.0,1,629,49.6233333,6.204444400000001,1234,1196,43.232101,27.8251,230
2328,2398,Luxembourg,Cape Verde,629.0,1103.0,1,629,49.6233333,6.204444400000001,1234,1103,16.136499404907227,-22.888900756835934,69
2329,2399,Luxembourg,Croatia,629.0,1200.0,1,629,49.6233333,6.204444400000001,1234,1200,42.5614013671875,18.268199920654297,527
2330,2400,Luxembourg,Denmark,629.0,609.0,2,629,49.6233333,6.204444400000001,1234,609,55.617900848389,12.656000137328999,17
2331,2401,Luxembourg,France,3774.0,8026.0,7,3774,297.7399998,37.226666400000006,7404,8026,261.17254208265933,45.943356388874946,744
2332,2402,Luxembourg,Germany,3145.0,1731.0,9,3145,248.1166665,31.022222000000003,6170,1731,251.4509356094,47.52064594492,3178
2333,2403,Luxembourg,Greece,2516.0,5842.0,4,2516,198.4933332,24.817777600000003,4936,5842,148.14029693603126,100.269899368275,550
2334,2404,Luxembourg,Ireland,629.0,599.0,1,629,49.6233333,6.204444400000001,1234,599,53.421299,-6.27007,242
2335,2405,Luxembourg,Italy,3145.0,7668.0,8,3145,248.1166665,31.022222000000003,6170,7668,205.03517979999998,59.3784789,1127
2336,2406,Luxembourg,Malta,629.0,1606.0,1,629,49.6233333,6.204444400000001,1234,1606,35.857498,14.4775,300
2337,2407,Luxembourg,Morocco,1258.0,2139.0,2,1258,99.2466666,12.408888800000001,2468,2139,61.93190002443945,-17.44936943054662,1795
2338,2408,Luxembourg,Netherlands,629.0,580.0,1,629,49.6233333,6.204444400000001,1234,580,52.308601,4.76389,-11
2339,2409,Luxembourg,Portugal,2516.0,8991.0,7,2516,198.4933332,24.817777600000003,4936,8991,149.74169976299999,-42.55771976654,818
2340,2410,Luxembourg,Spain,6290.0,14342.0,12,6290,496.2333330000001,62.044444000000006,12340,14342,346.9877221740725,-67.35957011976444,2625
2341,2411,Luxembourg,Sweden,629.0,737.0,1,629,49.6233333,6.204444400000001,1234,737,59.651901245116996,17.918600082397,137
2342,2412,Luxembourg,Switzerland,1258.0,3343.0,2,1258,99.2466666,12.408888800000001,2468,3343,93.70279714453125,14.658120138092041,2827
2343,2413,Luxembourg,Tunisia,629.0,293.0,1,629,49.6233333,6.204444400000001,1234,293,33.875,10.775500297546387,19
2344,2414,Luxembourg,Turkey,1887.0,5095.0,3,1887,148.86999989999998,18.613333200000003,3702,5095,116.1679993601,86.772100588,752
2345,2415,Luxembourg,United Kingdom,1887.0,1512.0,4,1887,148.86999989999998,18.613333200000003,3702,1512,154.124001,-0.5969409999999999,304
2346,2416,Macau,China,59299.0,71062.0,46,59299,420.84238100000016,2158.248057,380,71062,585.4676477874573,2200.4421514080354,14156
2347,2417,Macau,Japan,12484.0,10903.0,6,12484,88.598396,454.368012,80,10903,138.53480148323905,539.9360046392187,1005
2348,2418,Macau,Malaysia,3121.0,3304.0,1,3121,22.149599,113.592003,20,3304,2.7455799579619997,101.70999908446998,69
2349,2419,Macau,Philippines,6242.0,6537.0,5,6242,44.299198,227.184006,40,6537,29.6946,241.579995,559
2350,2420,Macau,Singapore,3121.0,3316.0,1,3121,22.149599,113.592003,20,3316,1.35019,103.994003,22
2351,2421,Macau,South Korea,9363.0,10491.0,6,9363,66.448797,340.77600900000004,60,10491,107.64000753194843,381.7718139389258,64
2352,2422,Macau,Taiwan,9363.0,6808.0,8,9363,66.448797,340.77600900000004,60,6808,71.91950068969727,362.2040026713867,800
2353,2423,Macau,Thailand,9363.0,10973.0,4,9363,66.448797,340.77600900000004,60,10973,46.3604993820626,300.3166046139492,1050
2354,2424,Macau,Vietnam,6242.0,6395.0,2,6242,44.299198,227.184006,40,6395,37.26510047912598,214.00599670410156,72
2355,2425,Macedonia,Austria,1737.0,1613.0,1,1737,41.961601,21.621401000000002,781,1613,48.110298156738004,16.569700241089002,600
2356,2426,Macedonia,Belgium,1737.0,304.0,1,1737,41.961601,21.621401000000002,781,304,50.459202000000005,4.4538199999999994,614
2357,2427,Macedonia,Croatia,1737.0,1208.0,1,1737,41.961601,21.621401000000002,781,1208,45.742900848400005,16.0687999725,353
2358,2428,Macedonia,Germany,8685.0,5395.0,5,8685,209.808005,108.10700500000002,3905,5395,252.70169828389996,45.78086965625,4610
2359,2429,Macedonia,Italy,5211.0,4619.0,3,5211,125.884803,64.864203,2343,4619,133.1225778,34.1374589,854
2360,2430,Macedonia,Netherlands,1737.0,585.0,1,1737,41.961601,21.621401000000002,781,585,51.4500999451,5.374529838559999,74
2361,2431,Macedonia,Serbia,1737.0,1739.0,1,1737,41.961601,21.621401000000002,781,1739,44.8184013367,20.3090991974,335
2362,2432,Macedonia,Slovenia,1737.0,1569.0,1,1737,41.961601,21.621401000000002,781,1569,46.223701,14.4576,1273
2363,2433,Macedonia,Sweden,5211.0,2098.0,3,5211,125.884803,64.864203,2343,2098,172.09960628563084,42.158798742634374,435
2364,2434,Macedonia,Switzerland,1737.0,1678.0,2,1737,41.961601,21.621401000000002,781,1678,47.464698999999996,8.54917,1416
2365,2435,Macedonia,Turkey,3474.0,6018.0,2,3474,83.923202,43.242802000000005,1562,6018,81.87549953199999,58.1238002869,475
2366,2436,Macedonia,United Arab Emirates,1737.0,2188.0,1,1737,41.961601,21.621401000000002,781,2188,25.252799987800003,55.3643989563,62
2367,2437,Macedonia,United Kingdom,1737.0,492.0,1,1737,41.961601,21.621401000000002,781,492,51.87469863891602,-0.36833301186561584,526
2368,2438,Madagascar,Comoros,918.0,912.0,1,918,-18.7969,47.478802,4198,912,-11.5337,43.2719,93
2369,2439,Madagascar,France,2754.0,4121.0,5,2754,-56.3907,142.436406,12594,4121,141.175403222,10.15086850278,757
2370,2440,Madagascar,Kenya,918.0,4059.0,1,918,-18.7969,47.478802,4198,4059,-1.31923997402,36.9277992249,5330
2371,2442,Madagascar,Mauritius,918.0,893.0,2,918,-18.7969,47.478802,4198,893,-20.430201,57.683601,186
2372,2443,Madagascar,Mayotte,3700.0,3660.0,5,3700,-60.12524171925039,191.43653324701054,4695,3660,-51.21879959106445,181.12440490722656,92
2373,2444,Madagascar,Reunion,4612.0,4580.0,7,4612,-79.66180154270214,244.2936022625,4637,4580,-104.4355010986328,277.55149841308594,330
2374,2445,Madagascar,South Africa,918.0,813.0,2,918,-18.7969,47.478802,4198,813,-26.1392,28.246,5558
