level_0,index,country_source,country_dest,source_id,dest_id,cnt,airport_id_source,latitude_source,longitude_source,altitude_source,airport_id_dest,latitude_dest,longitude_dest,altitude_dest
0,1,Afghanistan,Azerbaijan,2050.0,2922.0,1,2050,34.565899,69.212303,5877,2922,40.46749877929688,50.04669952392578,10
1,2,Afghanistan,India,6149.0,9279.0,7,6149,100.28169833166504,197.28840239575197,12420,9279,85.6995,231.309312,2331
2,3,Afghanistan,Iran,10252.0,21653.0,5,10252,171.554498881958,333.71040693383793,19581,21653,179.5377960205078,281.2273941040039,16399
3,4,Afghanistan,Kuwait,2050.0,2176.0,1,2050,34.565899,69.212303,5877,2176,29.226600646972656,47.96889877319336,206
4,5,Afghanistan,Pakistan,6148.0,6665.0,4,6148,103.34179708447266,200.6529041872559,14960,6665,101.22729829907226,217.71299666113282,4494
5,6,Afghanistan,Tajikistan,2050.0,2979.0,1,2050,34.565899,69.212303,5877,2979,38.543300628699996,68.8249969482,2575
6,7,Afghanistan,Turkey,6153.0,5084.0,3,6153,105.83869955029297,205.63430753808598,13038,5084,122.08189734889999,90.624298114,3451
7,8,Afghanistan,United Arab Emirates,6151.0,12452.0,7,6151,100.63759824719239,204.27240720849613,15091,12452,75.4019559756,165.8901869126,238
8,9,Albania,Austria,1190.0,1613.0,1,1190,41.4146995544,19.7206001282,126,1613,48.110298156738004,16.569700241089002,600
9,10,Albania,Germany,2380.0,686.0,2,2380,82.8293991088,39.4412002564,252,686,98.387135,20.356656,1851
10,11,Albania,Greece,1190.0,3941.0,2,1190,41.4146995544,19.7206001282,126,3941,37.9364013672,23.944499969499997,308
11,12,Albania,Italy,11900.0,15360.0,27,11900,414.14699554399994,197.20600128200002,1260,15360,442.9780788,108.84069790000001,3117
12,13,Albania,Slovenia,1190.0,1569.0,1,1190,41.4146995544,19.7206001282,126,1569,46.223701,14.4576,1273
13,14,Albania,Turkey,2380.0,6018.0,2,2380,82.8293991088,39.4412002564,252,6018,81.87549953199999,58.1238002869,475
14,15,Albania,United Kingdom,1190.0,502.0,1,1190,41.4146995544,19.7206001282,126,502,51.148102,-0.190278,202
15,17,Algeria,Austria,210.0,1613.0,1,210,36.691001892089844,3.215409994125366,82,1613,48.110298156738004,16.569700241089002,600
16,18,Algeria,Belgium,210.0,302.0,1,210,36.691001892089844,3.215409994125366,82,302,50.9014015198,4.48443984985,184
17,19,Algeria,Burkina Faso,210.0,246.0,1,210,36.691001892089844,3.215409994125366,82,246,12.3532,-1.51242,1037
18,20,Algeria,Canada,210.0,146.0,1,210,36.691001892089844,3.215409994125366,82,146,45.4706001282,-73.7407989502,118
19,21,Algeria,China,210.0,3364.0,1,210,36.691001892089844,3.215409994125366,82,3364,40.0801010131836,116.58499908447266,116
20,22,Algeria,Cote d'Ivoire,210.0,253.0,1,210,36.691001892089844,3.215409994125366,82,253,5.261390209197998,-3.9262900352478023,21
21,23,Algeria,Egypt,210.0,1128.0,2,210,36.691001892089844,3.215409994125366,82,1128,30.12190055847168,31.40559959411621,382
22,24,Algeria,France,43180.0,51477.0,67,43180,1373.1945504598211,146.78569828976276,35148,51477,1763.1174419710992,147.98530708910508,14536
23,25,Algeria,Germany,420.0,684.0,3,420,73.38200378417969,6.430819988250732,164,684,100.8992311323,15.713295772799999,666
24,26,Algeria,Italy,651.0,4634.0,4,651,109.0059051513797,5.809637010097733,459,4634,129.2311556,33.2058878,794
25,27,Algeria,Jordan,210.0,2170.0,2,210,36.691001892089844,3.215409994125366,82,2170,31.7226009369,35.9931983948,2395
26,28,Algeria,Lebanon,210.0,2177.0,1,210,36.691001892089844,3.215409994125366,82,2177,33.820899963378906,35.488399505615234,87
27,29,Algeria,Libya,210.0,1157.0,2,210,36.691001892089844,3.215409994125366,82,1157,32.6635017395,13.159000396700002,263
28,30,Algeria,Mali,210.0,1044.0,1,210,36.691001892089844,3.215409994125366,82,1044,12.5335,-7.94994,1247
29,31,Algeria,Malta,210.0,1606.0,1,210,36.691001892089844,3.215409994125366,82,1606,35.857498,14.4775,300
30,32,Algeria,Morocco,441.0,2148.0,3,441,72.31490325928985,2.594227015972366,377,2148,66.73500061035156,-15.179940223693848,1312
31,33,Algeria,Niger,210.0,280.0,1,210,36.691001892089844,3.215409994125366,82,280,13.4815,2.18361,732
32,34,Algeria,Portugal,210.0,1638.0,2,210,36.691001892089844,3.215409994125366,82,1638,38.7813,-9.13592,374
33,35,Algeria,Qatar,210.0,11051.0,1,210,36.691001892089844,3.215409994125366,82,11051,25.273056,51.608056,13
34,36,Algeria,Russia,210.0,2985.0,1,210,36.691001892089844,3.215409994125366,82,2985,55.972599,37.4146,622
35,37,Algeria,Saudi Arabia,441.0,4148.0,2,441,72.31490325928985,2.594227015972366,377,4148,49.1068,79.410202,4302
36,38,Algeria,Senegal,210.0,1084.0,1,210,36.691001892089844,3.215409994125366,82,1084,14.739700317382812,-17.49020004272461,85
37,39,Algeria,Spain,1533.0,11316.0,14,1533,253.6357116699594,10.998091042042466,1213,11316,279.65415231123825,-1.3458619645675398,4331
38,40,Algeria,Switzerland,210.0,1665.0,1,210,36.691001892089844,3.215409994125366,82,1665,46.23809814453125,6.108950138092041,1411
39,41,Algeria,Tunisia,441.0,574.0,3,441,72.31490325928985,2.594227015972366,377,574,73.7020034790039,20.45439910888672,44
40,42,Algeria,Turkey,882.0,6804.0,6,882,145.41310523585236,17.023790954326856,2658,6804,163.907592,115.2584,652
41,43,Algeria,United Arab Emirates,210.0,2188.0,2,210,36.691001892089844,3.215409994125366,82,2188,25.252799987800003,55.3643989563,62
42,44,Algeria,United Kingdom,658.0,1511.0,3,658,105.0550041198797,12.571259975430733,627,1511,153.766804,-0.842497,487
43,45,American Samoa,United States,1970.0,3728.0,1,1970,-14.3310003281,-170.710006714,32,3728,21.32062,-157.924228,13
44,47,Angola,Brazil,1902.0,5124.0,2,1902,-17.716739999999998,26.4624,486,5124,-46.24555587764317,-89.72361373901289,2487
45,48,Angola,China,951.0,3364.0,1,951,-8.858369999999999,13.2312,243,3364,40.0801010131836,116.58499908447266,116
46,49,Angola,Congo (Brazzaville),951.0,883.0,1,951,-8.858369999999999,13.2312,243,883,-4.251699924468993,15.253000259399414,1048
47,50,Angola,Congo (Kinshasa),951.0,1020.0,4,951,-8.858369999999999,13.2312,243,1020,-4.38575,15.4446,1027
48,51,Angola,Cuba,951.0,1909.0,1,951,-8.858369999999999,13.2312,243,1909,22.989200592041016,-82.40910339355469,210
49,52,Angola,Ethiopia,951.0,1107.0,2,951,-8.858369999999999,13.2312,243,1107,8.97789001465,38.7993011475,7630
50,53,Angola,France,951.0,1382.0,1,951,-8.858369999999999,13.2312,243,1382,49.012798,2.55,392
51,54,Angola,Germany,951.0,340.0,1,951,-8.858369999999999,13.2312,243,340,50.033333,8.570556,364
52,55,Angola,Kenya,951.0,4059.0,1,951,-8.858369999999999,13.2312,243,4059,-1.31923997402,36.9277992249,5330
53,56,Angola,Morocco,951.0,1074.0,1,951,-8.858369999999999,13.2312,243,1074,33.36750030517578,-7.589970111846924,656
54,57,Angola,Mozambique,951.0,979.0,1,951,-8.858369999999999,13.2312,243,979,-25.920799,32.572601,145
55,58,Angola,Namibia,1910.0,8210.0,3,1910,-23.783069783325196,26.806199809265134,6021,8210,-44.9598,34.9418,11280
56,59,Angola,Netherlands,951.0,580.0,1,951,-8.858369999999999,13.2312,243,580,52.308601,4.76389,-11
57,60,Angola,Portugal,1902.0,3274.0,3,1902,-17.716739999999998,26.4624,486,3274,80.02940028079999,-17.817309808650002,602
58,61,Angola,Sao Tome and Principe,951.0,973.0,1,951,-8.858369999999999,13.2312,243,973,0.3781749904155731,6.712150096893311,33
59,62,Angola,South Africa,1902.0,1610.0,3,1902,-17.716739999999998,26.4624,486,1610,-60.104001788299996,46.847699829099994,5709
60,63,Angola,Spain,951.0,1229.0,1,951,-8.858369999999999,13.2312,243,1229,40.471926,-3.56264,1998
61,64,Angola,United Arab Emirates,951.0,2188.0,2,951,-8.858369999999999,13.2312,243,2188,25.252799987800003,55.3643989563,62
62,65,Angola,United Kingdom,951.0,507.0,2,951,-8.858369999999999,13.2312,243,507,51.4706,-0.461941,83
63,66,Angola,Zimbabwe,951.0,1005.0,1,951,-8.858369999999999,13.2312,243,1005,-17.931801,31.0928,4887
64,67,Anguilla,Antigua and Barbuda,2900.0,2874.0,1,2900,18.2048,-63.055099,127,2874,17.1367,-61.792702,62
65,68,Anguilla,Netherlands Antilles,2900.0,2899.0,2,2900,18.2048,-63.055099,127,2899,18.0410003662,-63.108898162799996,13
66,69,Anguilla,Puerto Rico,2900.0,2890.0,2,2900,18.2048,-63.055099,127,2890,18.4393997192,-66.0018005371,9
67,70,Anguilla,Virgin Islands,2900.0,2883.0,1,2900,18.2048,-63.055099,127,2883,18.337299346923828,-64.97339630126953,23
68,71,Antigua and Barbuda,Anguilla,2874.0,2900.0,1,2874,17.1367,-61.792702,62,2900,18.2048,-63.055099,127
69,72,Antigua and Barbuda,Barbados,2874.0,2875.0,2,2874,17.1367,-61.792702,62,2875,13.0746002197,-59.492500305200004,169
70,73,Antigua and Barbuda,Canada,2874.0,193.0,2,2874,17.1367,-61.792702,62,193,43.6772003174,-79.63059997559999,569
71,74,Antigua and Barbuda,Dominica,2874.0,2877.0,1,2874,17.1367,-61.792702,62,2877,15.547,-61.299999,73
72,75,Antigua and Barbuda,Dominican Republic,5748.0,3522.0,3,5748,34.2734,-123.585404,124,3522,36.99710083004,-138.032302856433,106
73,76,Antigua and Barbuda,France,2874.0,6460.0,2,2874,17.1367,-61.792702,62,6460,17.904399871826172,-62.84360122680664,49
74,77,Antigua and Barbuda,Germany,2874.0,340.0,1,2874,17.1367,-61.792702,62,340,50.033333,8.570556,364
75,78,Antigua and Barbuda,Guadeloupe,2874.0,2881.0,2,2874,17.1367,-61.792702,62,2881,16.265301,-61.531799,36
76,79,Antigua and Barbuda,Jamaica,2874.0,1779.0,1,2874,17.1367,-61.792702,62,1779,17.935699462890625,-76.7874984741211,10
77,80,Antigua and Barbuda,Netherlands Antilles,2874.0,2899.0,1,2874,17.1367,-61.792702,62,2899,18.0410003662,-63.108898162799996,13
78,81,Antigua and Barbuda,Puerto Rico,2874.0,2890.0,1,2874,17.1367,-61.792702,62,2890,18.4393997192,-66.0018005371,9
79,82,Antigua and Barbuda,Saint Kitts and Nevis,5748.0,8970.0,4,5748,34.2734,-123.585404,124,8970,34.51689910888672,-125.30860137939453,184
80,83,Antigua and Barbuda,Saint Lucia,5748.0,5787.0,2,5748,34.2734,-123.585404,124,5787,27.7534,-121.94550000000001,36
81,84,Antigua and Barbuda,Trinidad and Tobago,2874.0,2901.0,2,2874,17.1367,-61.792702,62,2901,11.149700164794922,-60.83219909667969,38
82,85,Antigua and Barbuda,United Kingdom,2874.0,502.0,3,2874,17.1367,-61.792702,62,502,51.148102,-0.190278,202
83,86,Antigua and Barbuda,United States,11496.0,14743.0,7,11496,68.5468,-247.170808,248,14743,142.3395023392041,-309.1813049351563,787
84,88,Argentina,Bolivia,3988.0,2771.0,2,3988,-34.8222,-58.5358,67,2771,-17.6448,-63.135399,1224
85,89,Argentina,Brazil,45009.0,35864.0,28,45009,-480.778601,-826.8216,2248,35864,-325.39402818677036,-656.6461753845473,19501
86,90,Argentina,Chile,11325.0,10600.0,9,11325,-133.53670037130001,-249.9523000854,3999,10600,-133.57200622558594,-283.1431884765625,6220
87,91,Argentina,Colombia,3988.0,2709.0,2,3988,-34.8222,-58.5358,67,2709,4.70159,-74.1469,8361
88,92,Argentina,Cuba,3988.0,1901.0,1,3988,-34.8222,-58.5358,67,1901,22.4610004425,-78.32839965820001,13
89,93,Argentina,Dominican Republic,3988.0,1760.0,1,3988,-34.8222,-58.5358,67,1760,18.567399978599997,-68.36340332030001,47
90,94,Argentina,Ecuador,3988.0,2673.0,1,3988,-34.8222,-58.5358,67,2673,-2.15741991997,-79.88359832760001,19
91,95,Argentina,Falkland Islands,2496.0,579.0,1,2496,-51.6089,-69.3126,61,579,-51.82279968261719,-58.44720077514648,244
92,96,Argentina,France,3988.0,1382.0,2,3988,-34.8222,-58.5358,67,1382,49.012798,2.55,392
93,97,Argentina,Germany,3988.0,340.0,1,3988,-34.8222,-58.5358,67,340,50.033333,8.570556,364
94,98,Argentina,Italy,3988.0,1555.0,2,3988,-34.8222,-58.5358,67,1555,41.800277799999996,12.238888900000001,13
95,99,Argentina,Mexico,7976.0,3676.0,2,7976,-69.6444,-117.0716,134,3676,40.472800930800005,-185.9491960835,7338
96,100,Argentina,Netherlands,3988.0,580.0,1,3988,-34.8222,-58.5358,67,580,52.308601,4.76389,-11
97,101,Argentina,Panama,6431.0,3742.0,2,6431,-66.145801,-122.7438,1671,3742,18.1427192688,-158.766998291,270
98,102,Argentina,Paraguay,6430.0,5398.0,4,6430,-69.3814,-116.9514,85,5398,-50.47999954223633,-115.04000091552734,584
99,103,Argentina,Peru,6431.0,5578.0,4,6431,-66.145801,-122.7438,1671,5578,-24.0438,-154.22861,226
100,104,Argentina,Spain,7976.0,2447.0,4,7976,-69.6444,-117.0716,134,2447,81.769026,-1.4841800000000003,2010
101,105,Argentina,United Kingdom,3988.0,507.0,1,3988,-34.8222,-58.5358,67,507,51.4706,-0.461941,83
102,106,Argentina,United States,19940.0,18275.0,10,19940,-174.11100000000002,-292.67900000000003,335,18275,162.9509013647168,-430.8770069341797,1751
103,107,Argentina,Uruguay,11312.0,19186.0,9,11312,-136.8442,-236.152,188,19186,-139.38700144873047,-222.2501986328125,400
104,108,Argentina,Venezuela,3988.0,2851.0,2,3988,-34.8222,-58.5358,67,2851,10.601194,-66.991222,234
105,109,Armenia,Austria,3964.0,1613.0,3,3964,40.1473007202,44.3959007263,2838,1613,48.110298156738004,16.569700241089002,600
106,110,Armenia,Belarus,3964.0,2954.0,1,3964,40.1473007202,44.3959007263,2838,2954,53.882499694824,28.030700683594,670
107,111,Armenia,Czech Republic,3964.0,1587.0,2,3964,40.1473007202,44.3959007263,2838,1587,50.1008,14.26,1247
108,112,Armenia,France,3964.0,1382.0,3,3964,40.1473007202,44.3959007263,2838,1382,49.012798,2.55,392
109,113,Armenia,Greece,3964.0,3941.0,1,3964,40.1473007202,44.3959007263,2838,3941,37.9364013672,23.944499969499997,308
110,114,Armenia,Iran,3964.0,4330.0,1,3964,40.1473007202,44.3959007263,2838,4330,35.416099548339844,51.152198791503906,3305
111,115,Armenia,Italy,3964.0,1555.0,1,3964,40.1473007202,44.3959007263,2838,1555,41.800277799999996,12.238888900000001,13
112,116,Armenia,Kazakhstan,3964.0,4367.0,1,3964,40.1473007202,44.3959007263,2838,4367,43.8601,51.091999,73
113,117,Armenia,Lebanon,3964.0,2177.0,1,3964,40.1473007202,44.3959007263,2838,2177,33.820899963378906,35.488399505615234,87
114,118,Armenia,Poland,3964.0,679.0,1,3964,40.1473007202,44.3959007263,2838,679,52.1656990051,20.9671001434,362
115,119,Armenia,Russia,79281.0,67878.0,27,79281,803.5491142269997,887.3814125057995,58922,67878,1059.6732892421792,1002.5398336384321,9792
116,120,Armenia,Ukraine,7928.0,5880.0,2,7928,80.2946014404,88.7918014526,5676,5880,98.70220184326172,65.99530029296875,908
117,121,Armenia,United Arab Emirates,7928.0,4379.0,2,7928,80.2946014404,88.7918014526,5676,4379,50.58139991760957,110.8815994262707,173
118,122,Aruba,Canada,2895.0,193.0,2,2895,12.5014,-70.015198,60,193,43.6772003174,-79.63059997559999,569
119,123,Aruba,Colombia,2895.0,2709.0,2,2895,12.5014,-70.015198,60,2709,4.70159,-74.1469,8361
120,124,Aruba,Dominican Republic,5790.0,7570.0,2,5790,25.0028,-140.030396,120,7570,37.02320098876953,-138.89739990234375,338
121,125,Aruba,Netherlands,2895.0,580.0,1,2895,12.5014,-70.015198,60,580,52.308601,4.76389,-11
122,126,Aruba,Netherlands Antilles,5790.0,5793.0,3,5790,25.0028,-140.030396,120,5793,24.319899565124512,-137.22830228173828,49
123,127,Aruba,Panama,2895.0,1871.0,1,2895,12.5014,-70.015198,60,1871,9.0713596344,-79.3834991455,135
124,128,Aruba,Suriname,2895.0,2773.0,1,2895,12.5014,-70.015198,60,2773,5.4528298378,-55.1878013611,59
125,129,Aruba,United States,34740.0,44296.0,21,34740,150.01680000000002,-840.1823760000002,720,44296,431.6114980106837,-929.3141024496483,2453
126,130,Aruba,Venezuela,11580.0,11411.0,11,11580,50.0056,-280.060792,240,11411,43.089910125512105,-276.7989765166312,1959
127,132,Australia,Brunei,3339.0,3272.0,1,3339,-37.673302,144.843002,434,3272,4.944200038909912,114.9280014038086,73
128,133,Australia,Canada,3361.0,156.0,1,3361,-33.94609832763672,151.177001953125,21,156,49.193901061999995,-123.183998108,14
129,134,Australia,Chile,3361.0,2650.0,2,3361,-33.94609832763672,151.177001953125,21,2650,-33.393001556396484,-70.78579711914062,1555
130,135,Australia,China,33493.0,33832.0,17,33493,-342.0748967684326,1459.4980230288088,1487,33832,287.97620582580566,1142.8420104980469,3381
131,136,Australia,Christmas Island,3351.0,3353.0,1,3351,-31.94029998779297,115.96700286865234,67,3353,-10.450599670410156,105.69000244140624,916
132,137,Australia,Cook Islands,3361.0,1959.0,1,3361,-33.94609832763672,151.177001953125,21,1959,-21.202699661300002,-159.805999756,19
133,138,Australia,East Timor,3999.0,3310.0,2,3999,-12.41469955444336,130.87699890136722,103,3310,-8.54640007019,125.52600097700001,154
134,139,Australia,Fiji,13381.0,7841.0,11,13381,-132.94969779772947,600.3140103007813,489,7841,-71.30949974060059,710.8879852294922,194
135,140,Australia,Guam,3322.0,2246.0,1,3322,-16.885799408,145.755004883,10,2246,13.4834003448,144.796005249,298
136,141,Australia,Hong Kong,20034.0,18462.0,16,20034,-182.77469886588574,849.3900220993086,565,18462,133.853406,683.490006,168
137,142,Australia,India,6700.0,6186.0,2,6700,-71.61940032763673,296.020003953125,455,6186,57.133,154.206208,1554
138,143,Australia,Indonesia,37462.0,45806.0,26,37462,-334.1813993033518,1481.0920252591054,1280,45806,-88.37122075410761,1242.41366840823,519
139,144,Australia,Japan,19986.0,17100.0,15,19986,-161.7197993450367,894.540023485125,517,17100,211.91340637222342,832.0320129397969,616
140,145,Australia,Malaysia,27383.0,26397.0,14,27383,-238.40829910082206,1103.9840238693282,746,26397,25.156269788741813,828.0209960937314,493
141,146,Australia,Mauritius,3351.0,893.0,1,3351,-31.94029998779297,115.96700286865234,67,893,-20.430201,57.683601,186
142,147,Australia,Nauru,3320.0,4076.0,1,3320,-27.38419914245605,153.11700439453125,13,4076,-0.547458,166.919006,22
143,148,Australia,New Caledonia,6681.0,4010.0,4,6681,-61.33029747009277,304.29400634765625,34,4010,-44.02920150756836,332.4259948730469,104
144,149,Australia,New Zealand,60056.0,36305.0,77,60056,-563.4984966200201,2656.9280613028086,2024,36305,-737.9872894289331,3114.502014158531,4293
145,150,Australia,Norfolk Island,6681.0,6718.0,2,6681,-61.33029747009277,304.29400634765625,34,6718,-58.08319854736328,335.87799072265625,742
146,151,Australia,Papua New Guinea,13325.0,5450.0,9,13325,-95.10189628609277,595.8040161136562,54,5450,-32.67060089111488,594.0400085451093,470
147,152,Australia,Philippines,10699.0,7191.0,4,10699,-84.03409988208008,426.89700285449226,558,7191,43.5258,363.059991,225
148,153,Australia,Qatar,6690.0,22102.0,2,6690,-69.61360198779298,260.81000486865236,501,22102,50.546112,103.216112,26
149,154,Australia,Samoa,6681.0,3938.0,2,6681,-61.33029747009277,304.29400634765625,34,3938,-27.65999984741211,-344.0159912109375,116
150,155,Australia,Singapore,24032.0,23212.0,42,24032,-206.4679991130291,988.0170210006758,679,23212,9.451329999999999,727.958021,154
151,156,Australia,Solomon Islands,3320.0,4074.0,2,3320,-27.38419914245605,153.11700439453125,13,4074,-9.4280004501343,160.05499267578,28
152,157,Australia,South Africa,6712.0,1626.0,4,6712,-65.88639831542969,267.14400482177734,88,1626,-52.2784,56.492,11116
153,158,Australia,South Korea,6681.0,7860.0,5,6681,-61.33029747009277,304.29400634765625,34,7860,74.93820190429688,252.90199279785156,46
154,159,Australia,Taiwan,6681.0,4552.0,3,6681,-61.33029747009277,304.29400634765625,34,4552,50.1554,242.466004,212
155,160,Australia,Thailand,23422.0,25077.0,14,23422,-234.50359977331541,977.0910180380861,1057,25077,79.0639995666504,697.938712591797,266
156,161,Australia,Tonga,3361.0,1963.0,1,3361,-33.94609832763672,151.177001953125,21,1963,-21.241199493408203,-175.14999389648438,126
157,162,Australia,United Arab Emirates,23412.0,15298.0,16,23412,-237.50829978552247,999.6550211694337,1010,15298,175.13000106815042,386.12419509888286,486
158,163,Australia,United States,26762.0,28775.0,26,26762,-265.899395595459,1200.6280206015626,978,28775,236.30516369120113,-1048.4096772999999,1034
159,164,Australia,Vanuatu,10001.0,9902.0,7,10001,-88.71449661254883,457.4110107421875,47,9902,-50.903601646382,503.86001586943996,324
160,165,Australia,Vietnam,6700.0,6410.0,4,6700,-71.61940032763673,296.020003953125,455,6410,21.637599945,213.304000854,66
161,166,Austria,Albania,1613.0,1190.0,1,1613,48.110298156738004,16.569700241089002,600,1190,41.4146995544,19.7206001282,126
162,167,Austria,Algeria,1613.0,210.0,1,1613,48.110298156738004,16.569700241089002,600,210,36.691001892089844,3.215409994125366,82
163,168,Austria,Armenia,1613.0,3964.0,3,1613,48.110298156738004,16.569700241089002,600,3964,40.1473007202,44.3959007263,2838
164,170,Austria,Azerbaijan,1613.0,2922.0,2,1613,48.110298156738004,16.569700241089002,600,2922,40.46749877929688,50.04669952392578,10
165,171,Austria,Belarus,1613.0,2954.0,2,1613,48.110298156738004,16.569700241089002,600,2954,53.882499694824,28.030700683594,670
166,172,Austria,Belgium,1613.0,302.0,2,1613,48.110298156738004,16.569700241089002,600,302,50.9014015198,4.48443984985,184
167,173,Austria,Bosnia and Herzegovina,1613.0,1646.0,1,1613,48.110298156738004,16.569700241089002,600,1646,43.82460021972656,18.331499099731445,1708
168,174,Austria,Bulgaria,3226.0,2390.0,3,3226,96.22059631347601,33.139400482178004,1200,2390,85.92879442041016,51.23653608093261,1972
169,175,Austria,Canada,1613.0,193.0,3,1613,48.110298156738004,16.569700241089002,600,193,43.6772003174,-79.63059997559999,569
170,176,Austria,China,1613.0,3364.0,2,1613,48.110298156738004,16.569700241089002,600,3364,40.0801010131836,116.58499908447266,116
171,177,Austria,Croatia,4839.0,3614.0,6,4839,144.33089447021402,49.70910072326701,1800,3614,131.8432006836051,50.63500022884766,959
172,178,Austria,Cyprus,1613.0,1197.0,3,1613,48.110298156738004,16.569700241089002,600,1197,34.875099182128906,33.62490081787109,8
173,179,Austria,Czech Republic,1613.0,1587.0,1,1613,48.110298156738004,16.569700241089002,600,1587,50.1008,14.26,1247
174,180,Austria,Denmark,1613.0,609.0,5,1613,48.110298156738004,16.569700241089002,600,609,55.617900848389,12.656000137328999,17
175,181,Austria,Egypt,6451.0,7585.0,6,6451,192.124195098914,62.71340084076701,3211,7585,110.03560256955957,133.5880985259959,737
176,182,Austria,Finland,1613.0,421.0,2,1613,48.110298156738004,16.569700241089002,600,421,60.317199707031,24.963300704956,179
177,183,Austria,France,8064.0,6816.0,13,8064,240.234493255652,79.283101081856,3811,6816,228.51119988929997,31.16920320356,2319
178,184,Austria,Georgia,1613.0,3973.0,2,1613,48.110298156738004,16.569700241089002,600,3973,41.6692008972,44.95470047,1624
179,185,Austria,Germany,53258.0,9671.0,67,53258,1334.5826920527147,420.2226033112026,28924,9671,1431.950962262484,271.7884230143807,11352
180,186,Austria,Greece,24188.0,24450.0,36,24188,720.3411788208356,241.46780300141282,10706,24450,558.1524922546355,357.08099914242905,1970
181,187,Austria,Hungary,1613.0,1489.0,1,1613,48.110298156738004,16.569700241089002,600,1489,47.429759999999995,19.261093,495
182,188,Austria,India,1613.0,3093.0,2,1613,48.110298156738004,16.569700241089002,600,3093,28.5665,77.103104,777
183,189,Austria,Iran,1613.0,4330.0,2,1613,48.110298156738004,16.569700241089002,600,4330,35.416099548339844,51.152198791503906,3305
184,190,Austria,Iraq,1613.0,3989.0,1,1613,48.110298156738004,16.569700241089002,600,3989,36.23759841918945,43.96319961547852,1341
185,191,Austria,Ireland,1613.0,599.0,1,1613,48.110298156738004,16.569700241089002,600,599,53.421299,-6.27007,242
186,192,Austria,Israel,1613.0,1590.0,3,1613,48.110298156738004,16.569700241089002,600,1590,32.011398315429695,34.88669967651367,135
187,193,Austria,Italy,17743.0,16870.0,28,17743,529.213279724118,182.26670265197907,6600,16870,463.05957880000005,133.29756890000002,1880
188,194,Austria,Japan,1613.0,2279.0,2,1613,48.110298156738004,16.569700241089002,600,2279,35.764701843299996,140.386001587,141
189,195,Austria,Jordan,1613.0,2170.0,3,1613,48.110298156738004,16.569700241089002,600,2170,31.7226009369,35.9931983948,2395
190,196,Austria,Kazakhstan,1613.0,2910.0,2,1613,48.110298156738004,16.569700241089002,600,2910,51.02220153808594,71.46690368652344,1165
191,197,Austria,Latvia,1613.0,3953.0,2,1613,48.110298156738004,16.569700241089002,600,3953,56.92359924316406,23.971099853515625,36
192,198,Austria,Lithuania,1613.0,3959.0,1,1613,48.110298156738004,16.569700241089002,600,3959,54.634102,25.285801,648
193,199,Austria,Luxembourg,1613.0,629.0,2,1613,48.110298156738004,16.569700241089002,600,629,49.6233333,6.204444400000001,1234
194,200,Austria,Macedonia,1613.0,1737.0,1,1613,48.110298156738004,16.569700241089002,600,1737,41.961601,21.621401000000002,781
195,201,Austria,Malta,1613.0,1606.0,4,1613,48.110298156738004,16.569700241089002,600,1606,35.857498,14.4775,300
196,202,Austria,Moldova,1613.0,1735.0,1,1613,48.110298156738004,16.569700241089002,600,1735,46.92770004272461,28.93099975585937,399
197,203,Austria,Montenegro,1613.0,1741.0,2,1613,48.110298156738004,16.569700241089002,600,1741,42.359402,19.2519,141
198,204,Austria,Netherlands,6446.0,2336.0,5,6446,190.740998313476,55.82740048217801,5014,2336,208.0242039451,19.339529838559997,37
199,205,Austria,Norway,1613.0,644.0,2,1613,48.110298156738004,16.569700241089002,600,644,60.121,11.0502,681
200,206,Austria,Poland,3226.0,1348.0,4,3226,96.22059631347601,33.139400482178004,1200,1348,102.2434010051,40.7519001434,1153
201,207,Austria,Portugal,3226.0,5729.0,6,3226,96.22059631347601,33.139400482178004,1200,5729,71.479199,-25.910420000000002,566
202,208,Austria,Qatar,1613.0,11051.0,1,1613,48.110298156738004,16.569700241089002,600,11051,25.273056,51.608056,13
203,209,Austria,Romania,6452.0,6622.0,8,6452,192.44119262695202,66.27880096435601,2400,6622,184.32040919570312,101.48309799194337,3243
204,210,Austria,Russia,9678.0,18874.0,13,9678,288.66178894042804,99.41820144653403,3600,18874,319.301783630846,221.94012537528792,2304
205,211,Austria,Serbia,3226.0,3481.0,3,3226,96.22059631347601,33.139400482178004,1200,3481,87.3912013367,41.344900197399994,2124
206,212,Austria,Slovakia,1613.0,1746.0,1,1613,48.110298156738004,16.569700241089002,600,1746,48.66310119628906,21.241100311279297,755
207,213,Austria,Slovenia,1613.0,1569.0,2,1613,48.110298156738004,16.569700241089002,600,1569,46.223701,14.4576,1273
208,214,Austria,Spain,25791.0,32299.0,40,25791,765.5311893912627,240.9855023804015,15561,32299,553.5800281167596,-100.47196467793367,3313
209,215,Austria,Sweden,1613.0,737.0,4,1613,48.110298156738004,16.569700241089002,600,737,59.651901245116996,17.918600082397,137
210,216,Austria,Switzerland,9673.0,10054.0,12,9673,287.2255935669313,94.72270107270074,4926,10054,283.03129640193123,48.81438011719204,8639
211,217,Austria,Taiwan,1613.0,2276.0,1,1613,48.110298156738004,16.569700241089002,600,2276,25.0777,121.233002,106
212,218,Austria,Thailand,1613.0,3885.0,3,1613,48.110298156738004,16.569700241089002,600,3885,13.681099891662598,100.74700164794922,5
