,src,iso_code,region,trg,weights,days_since_100_cases_in_China_2019
10034,Luxembourg,LUX,Europe,Portugal,1.0,60 days 00:00:00.000000000
10035,Luxembourg,LUX,Europe,Spain,1.0,60 days 00:00:00.000000000
10036,Luxembourg,LUX,Europe,Sweden,1.0,60 days 00:00:00.000000000
10037,Luxembourg,LUX,Europe,Switzerland,1.0,60 days 00:00:00.000000000
10038,Luxembourg,LUX,Europe,Tunisia,1.0,60 days 00:00:00.000000000
10039,Luxembourg,LUX,Europe,Turkey,1.0,60 days 00:00:00.000000000
10040,Luxembourg,LUX,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,60 days 00:00:00.000000000
10081,Macao,MAC,Asia,China,1.0,999 days 00:00:00.000000000
10082,Macao,MAC,Asia,Japan,1.0,999 days 00:00:00.000000000
10083,Macao,MAC,Asia,Malaysia,1.0,999 days 00:00:00.000000000
10084,Macao,MAC,Asia,Philippines,1.0,999 days 00:00:00.000000000
10085,Macao,MAC,Asia,Singapore,1.0,999 days 00:00:00.000000000
10086,Macao,MAC,Asia,"Korea, Republic of",1.0,999 days 00:00:00.000000000
10087,Macao,MAC,Asia,Taiwan,1.0,999 days 00:00:00.000000000
10088,Macao,MAC,Asia,Thailand,1.0,999 days 00:00:00.000000000
10089,Macao,MAC,Asia,Viet Nam,1.0,999 days 00:00:00.000000000
10090,Madagascar,MDG,Africa,Comoros,1.0,84 days 00:00:00.000000000
10091,Madagascar,MDG,Africa,France,1.0,84 days 00:00:00.000000000
10092,Madagascar,MDG,Africa,Kenya,1.0,84 days 00:00:00.000000000
10093,Madagascar,MDG,Africa,Mauritius,1.0,84 days 00:00:00.000000000
10094,Madagascar,MDG,Africa,Mayotte,1.0,84 days 00:00:00.000000000
10095,Madagascar,MDG,Africa,Réunion,1.0,84 days 00:00:00.000000000
10096,Madagascar,MDG,Africa,South Africa,1.0,84 days 00:00:00.000000000
10097,Madagascar,MDG,Africa,Thailand,1.0,84 days 00:00:00.000000000
10098,Malawi,MWI,Africa,Ethiopia,1.0,129 days 00:00:00.000000000
10099,Malawi,MWI,Africa,Kenya,1.0,129 days 00:00:00.000000000
10100,Malawi,MWI,Africa,South Africa,1.0,129 days 00:00:00.000000000
10101,Malawi,MWI,Africa,"Tanzania, United Republic of",1.0,129 days 00:00:00.000000000
10102,Malawi,MWI,Africa,Zambia,1.0,129 days 00:00:00.000000000
10103,Malawi,MWI,Africa,Zimbabwe,1.0,129 days 00:00:00.000000000
10116,Malaysia,MYS,Asia,Australia,1.0,52 days 00:00:00.000000000
10117,Malaysia,MYS,Asia,Bangladesh,1.0,52 days 00:00:00.000000000
10118,Malaysia,MYS,Asia,Brunei,1.0,52 days 00:00:00.000000000
10119,Malaysia,MYS,Asia,Myanmar,1.0,52 days 00:00:00.000000000
10120,Malaysia,MYS,Asia,Cambodia,1.0,52 days 00:00:00.000000000
10121,Malaysia,MYS,Asia,China,1.0,52 days 00:00:00.000000000
10122,Malaysia,MYS,Asia,France,1.0,52 days 00:00:00.000000000
10123,Malaysia,MYS,Asia,Germany,1.0,52 days 00:00:00.000000000
10124,Malaysia,MYS,Asia,Hong Kong,1.0,52 days 00:00:00.000000000
10125,Malaysia,MYS,Asia,India,1.0,52 days 00:00:00.000000000
10126,Malaysia,MYS,Asia,Indonesia,1.0,52 days 00:00:00.000000000
10127,Malaysia,MYS,Asia,Iran (Islamic Republic of),1.0,52 days 00:00:00.000000000
10128,Malaysia,MYS,Asia,Japan,1.0,52 days 00:00:00.000000000
10129,Malaysia,MYS,Asia,Kazakhstan,1.0,52 days 00:00:00.000000000
10130,Malaysia,MYS,Asia,Kuwait,1.0,52 days 00:00:00.000000000
10131,Malaysia,MYS,Asia,Lao People's Democratic Republic,1.0,52 days 00:00:00.000000000
10132,Malaysia,MYS,Asia,Macao,1.0,52 days 00:00:00.000000000
10133,Malaysia,MYS,Asia,Maldives,1.0,52 days 00:00:00.000000000
10134,Malaysia,MYS,Asia,Mauritius,1.0,52 days 00:00:00.000000000
10135,Malaysia,MYS,Asia,Nepal,1.0,52 days 00:00:00.000000000
10136,Malaysia,MYS,Asia,Netherlands,1.0,52 days 00:00:00.000000000
10137,Malaysia,MYS,Asia,New Zealand,1.0,52 days 00:00:00.000000000
10138,Malaysia,MYS,Asia,Korea (Democratic People's Republic of),1.0,52 days 00:00:00.000000000
10139,Malaysia,MYS,Asia,Oman,1.0,52 days 00:00:00.000000000
10140,Malaysia,MYS,Asia,Pakistan,1.0,52 days 00:00:00.000000000
10141,Malaysia,MYS,Asia,Philippines,1.0,52 days 00:00:00.000000000
10142,Malaysia,MYS,Asia,Qatar,1.0,52 days 00:00:00.000000000
10143,Malaysia,MYS,Asia,Saudi Arabia,1.0,52 days 00:00:00.000000000
10144,Malaysia,MYS,Asia,Singapore,1.0,52 days 00:00:00.000000000
10145,Malaysia,MYS,Asia,"Korea, Republic of",1.0,52 days 00:00:00.000000000
10146,Malaysia,MYS,Asia,Sri Lanka,1.0,52 days 00:00:00.000000000
10147,Malaysia,MYS,Asia,Taiwan,1.0,52 days 00:00:00.000000000
10148,Malaysia,MYS,Asia,Thailand,1.0,52 days 00:00:00.000000000
10149,Malaysia,MYS,Asia,Turkey,1.0,52 days 00:00:00.000000000
10150,Malaysia,MYS,Asia,United Arab Emirates,1.0,52 days 00:00:00.000000000
10151,Malaysia,MYS,Asia,United Kingdom of Great Britain and Northern Ireland,1.0,52 days 00:00:00.000000000
10152,Malaysia,MYS,Asia,Uzbekistan,1.0,52 days 00:00:00.000000000
10153,Malaysia,MYS,Asia,Viet Nam,1.0,52 days 00:00:00.000000000
10306,Maldives,MDV,Asia,China,1.0,97 days 00:00:00.000000000
10307,Maldives,MDV,Asia,Germany,1.0,97 days 00:00:00.000000000
10308,Maldives,MDV,Asia,Hong Kong,1.0,97 days 00:00:00.000000000
10309,Maldives,MDV,Asia,India,1.0,97 days 00:00:00.000000000
10310,Maldives,MDV,Asia,Italy,1.0,97 days 00:00:00.000000000
10311,Maldives,MDV,Asia,Malaysia,1.0,97 days 00:00:00.000000000
10312,Maldives,MDV,Asia,Oman,1.0,97 days 00:00:00.000000000
10313,Maldives,MDV,Asia,Qatar,1.0,97 days 00:00:00.000000000
10314,Maldives,MDV,Asia,Russian Federation,1.0,97 days 00:00:00.000000000
10315,Maldives,MDV,Asia,Singapore,1.0,97 days 00:00:00.000000000
10316,Maldives,MDV,Asia,Sri Lanka,1.0,97 days 00:00:00.000000000
10317,Maldives,MDV,Asia,Thailand,1.0,97 days 00:00:00.000000000
10318,Maldives,MDV,Asia,Turkey,1.0,97 days 00:00:00.000000000
10319,Maldives,MDV,Asia,United Arab Emirates,1.0,97 days 00:00:00.000000000
10320,Maldives,MDV,Asia,United Kingdom of Great Britain and Northern Ireland,1.0,97 days 00:00:00.000000000
10321,Mali,MLI,Africa,Algeria,1.0,85 days 00:00:00.000000000
10322,Mali,MLI,Africa,Benin,1.0,85 days 00:00:00.000000000
10323,Mali,MLI,Africa,Burkina Faso,1.0,85 days 00:00:00.000000000
10324,Mali,MLI,Africa,Côte d'Ivoire,1.0,85 days 00:00:00.000000000
10325,Mali,MLI,Africa,Ethiopia,1.0,85 days 00:00:00.000000000
10326,Mali,MLI,Africa,France,1.0,85 days 00:00:00.000000000
10327,Mali,MLI,Africa,Guinea,1.0,85 days 00:00:00.000000000
10328,Mali,MLI,Africa,Kenya,1.0,85 days 00:00:00.000000000
10329,Mali,MLI,Africa,Mauritania,1.0,85 days 00:00:00.000000000
10330,Mali,MLI,Africa,Morocco,1.0,85 days 00:00:00.000000000
10331,Mali,MLI,Africa,Nigeria,1.0,85 days 00:00:00.000000000
10332,Mali,MLI,Africa,Portugal,1.0,85 days 00:00:00.000000000
10333,Mali,MLI,Africa,Senegal,1.0,85 days 00:00:00.000000000
10334,Mali,MLI,Africa,Togo,1.0,85 days 00:00:00.000000000
10335,Mali,MLI,Africa,Tunisia,1.0,85 days 00:00:00.000000000
10426,Malta,MLT,Europe,Algeria,1.0,65 days 00:00:00.000000000
10427,Malta,MLT,Europe,Austria,1.0,65 days 00:00:00.000000000
10428,Malta,MLT,Europe,Belgium,1.0,65 days 00:00:00.000000000
10429,Malta,MLT,Europe,Cyprus,1.0,65 days 00:00:00.000000000
10430,Malta,MLT,Europe,Czechia,1.0,65 days 00:00:00.000000000
10431,Malta,MLT,Europe,Denmark,1.0,65 days 00:00:00.000000000
10432,Malta,MLT,Europe,France,1.0,65 days 00:00:00.000000000
10433,Malta,MLT,Europe,Germany,1.0,65 days 00:00:00.000000000
10434,Malta,MLT,Europe,Greece,1.0,65 days 00:00:00.000000000
10435,Malta,MLT,Europe,Hungary,1.0,65 days 00:00:00.000000000
10436,Malta,MLT,Europe,Ireland,1.0,65 days 00:00:00.000000000
10437,Malta,MLT,Europe,Italy,1.0,65 days 00:00:00.000000000
10438,Malta,MLT,Europe,Latvia,1.0,65 days 00:00:00.000000000
10439,Malta,MLT,Europe,Libya,1.0,65 days 00:00:00.000000000
10440,Malta,MLT,Europe,Lithuania,1.0,65 days 00:00:00.000000000
10441,Malta,MLT,Europe,Luxembourg,1.0,65 days 00:00:00.000000000
10442,Malta,MLT,Europe,Netherlands,1.0,65 days 00:00:00.000000000
10443,Malta,MLT,Europe,Norway,1.0,65 days 00:00:00.000000000
10444,Malta,MLT,Europe,Poland,1.0,65 days 00:00:00.000000000
10445,Malta,MLT,Europe,Russian Federation,1.0,65 days 00:00:00.000000000
10446,Malta,MLT,Europe,Spain,1.0,65 days 00:00:00.000000000
10447,Malta,MLT,Europe,Sweden,1.0,65 days 00:00:00.000000000
10448,Malta,MLT,Europe,Switzerland,1.0,65 days 00:00:00.000000000
10449,Malta,MLT,Europe,Tunisia,1.0,65 days 00:00:00.000000000
10450,Malta,MLT,Europe,Turkey,1.0,65 days 00:00:00.000000000
10451,Malta,MLT,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,65 days 00:00:00.000000000
10478,Marshall Islands,MHL,Oceania,Kiribati,1.0,999 days 00:00:00.000000000
10479,Marshall Islands,MHL,Oceania,Micronesia (Federated States of),1.0,999 days 00:00:00.000000000
10480,Marshall Islands,MHL,Oceania,Nauru,1.0,999 days 00:00:00.000000000
10481,Marshall Islands,MHL,Oceania,United States of America,1.0,999 days 00:00:00.000000000
10482,Martinique,MTQ,Americas,Barbados,1.0,999 days 00:00:00.000000000
10483,Martinique,MTQ,Americas,Canada,1.0,999 days 00:00:00.000000000
10484,Martinique,MTQ,Americas,Cuba,1.0,999 days 00:00:00.000000000
10485,Martinique,MTQ,Americas,Dominican Republic,1.0,999 days 00:00:00.000000000
10486,Martinique,MTQ,Americas,France,1.0,999 days 00:00:00.000000000
10487,Martinique,MTQ,Americas,French Guiana,1.0,999 days 00:00:00.000000000
10488,Martinique,MTQ,Americas,Guadeloupe,1.0,999 days 00:00:00.000000000
10489,Martinique,MTQ,Americas,Puerto Rico,1.0,999 days 00:00:00.000000000
10490,Martinique,MTQ,Americas,Saint Lucia,1.0,999 days 00:00:00.000000000
10491,Martinique,MTQ,Americas,United States of America,1.0,999 days 00:00:00.000000000
10492,Mauritania,MRT,Africa,France,1.0,124 days 00:00:00.000000000
10493,Mauritania,MRT,Africa,Guinea,1.0,124 days 00:00:00.000000000
10494,Mauritania,MRT,Africa,Mali,1.0,124 days 00:00:00.000000000
10495,Mauritania,MRT,Africa,Morocco,1.0,124 days 00:00:00.000000000
10496,Mauritania,MRT,Africa,Senegal,1.0,124 days 00:00:00.000000000
10497,Mauritania,MRT,Africa,Spain,1.0,124 days 00:00:00.000000000
10498,Mauritania,MRT,Africa,Tunisia,1.0,124 days 00:00:00.000000000
10520,Mauritius,MUS,Africa,Australia,1.0,71 days 00:00:00.000000000
10521,Mauritius,MUS,Africa,China,1.0,71 days 00:00:00.000000000
10522,Mauritius,MUS,Africa,France,1.0,71 days 00:00:00.000000000
10523,Mauritius,MUS,Africa,Germany,1.0,71 days 00:00:00.000000000
10524,Mauritius,MUS,Africa,Hong Kong,1.0,71 days 00:00:00.000000000
10525,Mauritius,MUS,Africa,India,1.0,71 days 00:00:00.000000000
10526,Mauritius,MUS,Africa,Italy,1.0,71 days 00:00:00.000000000
10527,Mauritius,MUS,Africa,Kenya,1.0,71 days 00:00:00.000000000
10528,Mauritius,MUS,Africa,Madagascar,1.0,71 days 00:00:00.000000000
10529,Mauritius,MUS,Africa,Malaysia,1.0,71 days 00:00:00.000000000
10530,Mauritius,MUS,Africa,Réunion,1.0,71 days 00:00:00.000000000
10531,Mauritius,MUS,Africa,Russian Federation,1.0,71 days 00:00:00.000000000
10532,Mauritius,MUS,Africa,Seychelles,1.0,71 days 00:00:00.000000000
10533,Mauritius,MUS,Africa,South Africa,1.0,71 days 00:00:00.000000000
10534,Mauritius,MUS,Africa,United Arab Emirates,1.0,71 days 00:00:00.000000000
10535,Mauritius,MUS,Africa,United Kingdom of Great Britain and Northern Ireland,1.0,71 days 00:00:00.000000000
10536,Mayotte,MYT,Africa,Comoros,1.0,999 days 00:00:00.000000000
10537,Mayotte,MYT,Africa,Madagascar,1.0,999 days 00:00:00.000000000
10538,Mayotte,MYT,Africa,Réunion,1.0,999 days 00:00:00.000000000
10539,Mayotte,MYT,Africa,"Tanzania, United Republic of",1.0,999 days 00:00:00.000000000
10540,Mexico,MEX,Americas,Argentina,1.0,61 days 00:00:00.000000000
10541,Mexico,MEX,Americas,Belize,1.0,61 days 00:00:00.000000000
10542,Mexico,MEX,Americas,Brazil,1.0,61 days 00:00:00.000000000
10543,Mexico,MEX,Americas,Canada,1.0,61 days 00:00:00.000000000
10544,Mexico,MEX,Americas,Chile,1.0,61 days 00:00:00.000000000
10545,Mexico,MEX,Americas,China,1.0,61 days 00:00:00.000000000
10546,Mexico,MEX,Americas,Colombia,1.0,61 days 00:00:00.000000000
10547,Mexico,MEX,Americas,Costa Rica,1.0,61 days 00:00:00.000000000
10548,Mexico,MEX,Americas,Cuba,1.0,61 days 00:00:00.000000000
10549,Mexico,MEX,Americas,Ecuador,1.0,61 days 00:00:00.000000000
10550,Mexico,MEX,Americas,El Salvador,1.0,61 days 00:00:00.000000000
10551,Mexico,MEX,Americas,France,1.0,61 days 00:00:00.000000000
10552,Mexico,MEX,Americas,Germany,1.0,61 days 00:00:00.000000000
10553,Mexico,MEX,Americas,Guatemala,1.0,61 days 00:00:00.000000000
10554,Mexico,MEX,Americas,Honduras,1.0,61 days 00:00:00.000000000
10555,Mexico,MEX,Americas,Italy,1.0,61 days 00:00:00.000000000
10556,Mexico,MEX,Americas,Japan,1.0,61 days 00:00:00.000000000
10557,Mexico,MEX,Americas,Netherlands,1.0,61 days 00:00:00.000000000
10558,Mexico,MEX,Americas,Panama,1.0,61 days 00:00:00.000000000
10559,Mexico,MEX,Americas,Peru,1.0,61 days 00:00:00.000000000
10560,Mexico,MEX,Americas,Russian Federation,1.0,61 days 00:00:00.000000000
10561,Mexico,MEX,Americas,Spain,1.0,61 days 00:00:00.000000000
10562,Mexico,MEX,Americas,United Kingdom of Great Britain and Northern Ireland,1.0,61 days 00:00:00.000000000
10563,Mexico,MEX,Americas,United States of America,1.0,61 days 00:00:00.000000000
10564,Mexico,MEX,Americas,Venezuela (Bolivarian Republic of),1.0,61 days 00:00:00.000000000
10615,Micronesia (Federated States of),FSM,Oceania,Guam,1.0,999 days 00:00:00.000000000
10616,Micronesia (Federated States of),FSM,Oceania,Marshall Islands,1.0,999 days 00:00:00.000000000
10617,Micronesia (Federated States of),FSM,Oceania,Palau,1.0,999 days 00:00:00.000000000
10618,"Moldova, Republic of",MDA,Europe,Austria,1.0,66 days 00:00:00.000000000
10619,"Moldova, Republic of",MDA,Europe,Cyprus,1.0,66 days 00:00:00.000000000
10620,"Moldova, Republic of",MDA,Europe,France,1.0,66 days 00:00:00.000000000
10621,"Moldova, Republic of",MDA,Europe,Germany,1.0,66 days 00:00:00.000000000
10622,"Moldova, Republic of",MDA,Europe,Greece,1.0,66 days 00:00:00.000000000
10623,"Moldova, Republic of",MDA,Europe,Ireland,1.0,66 days 00:00:00.000000000
10624,"Moldova, Republic of",MDA,Europe,Italy,1.0,66 days 00:00:00.000000000
10625,"Moldova, Republic of",MDA,Europe,Latvia,1.0,66 days 00:00:00.000000000
10626,"Moldova, Republic of",MDA,Europe,Portugal,1.0,66 days 00:00:00.000000000
10627,"Moldova, Republic of",MDA,Europe,Romania,1.0,66 days 00:00:00.000000000
10628,"Moldova, Republic of",MDA,Europe,Russian Federation,1.0,66 days 00:00:00.000000000
10629,"Moldova, Republic of",MDA,Europe,Turkey,1.0,66 days 00:00:00.000000000
10630,"Moldova, Republic of",MDA,Europe,Ukraine,1.0,66 days 00:00:00.000000000
10631,"Moldova, Republic of",MDA,Europe,United Arab Emirates,1.0,66 days 00:00:00.000000000
10632,"Moldova, Republic of",MDA,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,66 days 00:00:00.000000000
10648,Mongolia,MNG,Asia,China,1.0,119 days 00:00:00.000000000
10649,Mongolia,MNG,Asia,Hong Kong,1.0,119 days 00:00:00.000000000
10650,Mongolia,MNG,Asia,Japan,1.0,119 days 00:00:00.000000000
10651,Mongolia,MNG,Asia,Kyrgyzstan,1.0,119 days 00:00:00.000000000
10652,Mongolia,MNG,Asia,Russian Federation,1.0,119 days 00:00:00.000000000
10653,Mongolia,MNG,Asia,"Korea, Republic of",1.0,119 days 00:00:00.000000000
10654,Mongolia,MNG,Asia,Thailand,1.0,119 days 00:00:00.000000000
10662,Montenegro,MNE,Europe,Austria,1.0,74 days 00:00:00.000000000
10663,Montenegro,MNE,Europe,Belgium,1.0,74 days 00:00:00.000000000
10664,Montenegro,MNE,Europe,France,1.0,74 days 00:00:00.000000000
10665,Montenegro,MNE,Europe,Germany,1.0,74 days 00:00:00.000000000
10666,Montenegro,MNE,Europe,Italy,1.0,74 days 00:00:00.000000000
10667,Montenegro,MNE,Europe,Russian Federation,1.0,74 days 00:00:00.000000000
10668,Montenegro,MNE,Europe,Serbia,1.0,74 days 00:00:00.000000000
10669,Montenegro,MNE,Europe,Slovenia,1.0,74 days 00:00:00.000000000
10670,Montenegro,MNE,Europe,Switzerland,1.0,74 days 00:00:00.000000000
10671,Montenegro,MNE,Europe,Turkey,1.0,74 days 00:00:00.000000000
10672,Montenegro,MNE,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,74 days 00:00:00.000000000
10706,Morocco,MAR,Africa,Algeria,1.0,65 days 00:00:00.000000000
10707,Morocco,MAR,Africa,Angola,1.0,65 days 00:00:00.000000000
10708,Morocco,MAR,Africa,Belgium,1.0,65 days 00:00:00.000000000
10709,Morocco,MAR,Africa,Benin,1.0,65 days 00:00:00.000000000
10710,Morocco,MAR,Africa,Brazil,1.0,65 days 00:00:00.000000000
10711,Morocco,MAR,Africa,Burkina Faso,1.0,65 days 00:00:00.000000000
10712,Morocco,MAR,Africa,Cameroon,1.0,65 days 00:00:00.000000000
10713,Morocco,MAR,Africa,Canada,1.0,65 days 00:00:00.000000000
10714,Morocco,MAR,Africa,Cabo Verde,1.0,65 days 00:00:00.000000000
10715,Morocco,MAR,Africa,Congo,1.0,65 days 00:00:00.000000000
10716,Morocco,MAR,Africa,"Congo, Democratic Republic of the",1.0,65 days 00:00:00.000000000
10717,Morocco,MAR,Africa,Côte d'Ivoire,1.0,65 days 00:00:00.000000000
10718,Morocco,MAR,Africa,Denmark,1.0,65 days 00:00:00.000000000
10719,Morocco,MAR,Africa,Egypt,1.0,65 days 00:00:00.000000000
10720,Morocco,MAR,Africa,Equatorial Guinea,1.0,65 days 00:00:00.000000000
10721,Morocco,MAR,Africa,France,1.0,65 days 00:00:00.000000000
10722,Morocco,MAR,Africa,Gabon,1.0,65 days 00:00:00.000000000
10723,Morocco,MAR,Africa,Gambia,1.0,65 days 00:00:00.000000000
10724,Morocco,MAR,Africa,Germany,1.0,65 days 00:00:00.000000000
10725,Morocco,MAR,Africa,Guinea,1.0,65 days 00:00:00.000000000
10726,Morocco,MAR,Africa,Guinea-Bissau,1.0,65 days 00:00:00.000000000
10727,Morocco,MAR,Africa,Ireland,1.0,65 days 00:00:00.000000000
10728,Morocco,MAR,Africa,Italy,1.0,65 days 00:00:00.000000000
10729,Morocco,MAR,Africa,Lebanon,1.0,65 days 00:00:00.000000000
10730,Morocco,MAR,Africa,Liberia,1.0,65 days 00:00:00.000000000
10731,Morocco,MAR,Africa,Libya,1.0,65 days 00:00:00.000000000
10732,Morocco,MAR,Africa,Luxembourg,1.0,65 days 00:00:00.000000000
10733,Morocco,MAR,Africa,Mali,1.0,65 days 00:00:00.000000000
10734,Morocco,MAR,Africa,Mauritania,1.0,65 days 00:00:00.000000000
10735,Morocco,MAR,Africa,Netherlands,1.0,65 days 00:00:00.000000000
10736,Morocco,MAR,Africa,Niger,1.0,65 days 00:00:00.000000000
10737,Morocco,MAR,Africa,Norway,1.0,65 days 00:00:00.000000000
10738,Morocco,MAR,Africa,Portugal,1.0,65 days 00:00:00.000000000
10739,Morocco,MAR,Africa,Qatar,1.0,65 days 00:00:00.000000000
10740,Morocco,MAR,Africa,Russian Federation,1.0,65 days 00:00:00.000000000
10741,Morocco,MAR,Africa,Saudi Arabia,1.0,65 days 00:00:00.000000000
10742,Morocco,MAR,Africa,Senegal,1.0,65 days 00:00:00.000000000
10743,Morocco,MAR,Africa,Sierra Leone,1.0,65 days 00:00:00.000000000
10744,Morocco,MAR,Africa,Spain,1.0,65 days 00:00:00.000000000
10745,Morocco,MAR,Africa,Sweden,1.0,65 days 00:00:00.000000000
10746,Morocco,MAR,Africa,Switzerland,1.0,65 days 00:00:00.000000000
10747,Morocco,MAR,Africa,Togo,1.0,65 days 00:00:00.000000000
10748,Morocco,MAR,Africa,Tunisia,1.0,65 days 00:00:00.000000000
10749,Morocco,MAR,Africa,Turkey,1.0,65 days 00:00:00.000000000
10750,Morocco,MAR,Africa,United Arab Emirates,1.0,65 days 00:00:00.000000000
10751,Morocco,MAR,Africa,United Kingdom of Great Britain and Northern Ireland,1.0,65 days 00:00:00.000000000
10752,Morocco,MAR,Africa,United States of America,1.0,65 days 00:00:00.000000000
10753,Morocco,MAR,Africa,Western Sahara,1.0,65 days 00:00:00.000000000
10850,Mozambique,MOZ,Africa,Angola,1.0,115 days 00:00:00.000000000
10851,Mozambique,MOZ,Africa,Ethiopia,1.0,115 days 00:00:00.000000000
10852,Mozambique,MOZ,Africa,Kenya,1.0,115 days 00:00:00.000000000
10853,Mozambique,MOZ,Africa,Portugal,1.0,115 days 00:00:00.000000000
10854,Mozambique,MOZ,Africa,South Africa,1.0,115 days 00:00:00.000000000
10855,Mozambique,MOZ,Africa,"Tanzania, United Republic of",1.0,115 days 00:00:00.000000000
10892,Myanmar,MMR,Asia,Bangladesh,1.0,92 days 00:00:00.000000000
10893,Myanmar,MMR,Asia,Cambodia,1.0,92 days 00:00:00.000000000
10894,Myanmar,MMR,Asia,China,1.0,92 days 00:00:00.000000000
10895,Myanmar,MMR,Asia,Hong Kong,1.0,92 days 00:00:00.000000000
10896,Myanmar,MMR,Asia,India,1.0,92 days 00:00:00.000000000
10897,Myanmar,MMR,Asia,Japan,1.0,92 days 00:00:00.000000000
10898,Myanmar,MMR,Asia,Malaysia,1.0,92 days 00:00:00.000000000
10899,Myanmar,MMR,Asia,Qatar,1.0,92 days 00:00:00.000000000
10900,Myanmar,MMR,Asia,Singapore,1.0,92 days 00:00:00.000000000
10901,Myanmar,MMR,Asia,"Korea, Republic of",1.0,92 days 00:00:00.000000000
10902,Myanmar,MMR,Asia,Taiwan,1.0,92 days 00:00:00.000000000
10903,Myanmar,MMR,Asia,Thailand,1.0,92 days 00:00:00.000000000
10904,Myanmar,MMR,Asia,Viet Nam,1.0,92 days 00:00:00.000000000
10957,Namibia,NAM,Africa,Angola,1.0,161 days 00:00:00.000000000
10958,Namibia,NAM,Africa,Botswana,1.0,161 days 00:00:00.000000000
10959,Namibia,NAM,Africa,Germany,1.0,161 days 00:00:00.000000000
10960,Namibia,NAM,Africa,Ghana,1.0,161 days 00:00:00.000000000
10961,Namibia,NAM,Africa,South Africa,1.0,161 days 00:00:00.000000000
10962,Namibia,NAM,Africa,Zambia,1.0,161 days 00:00:00.000000000
10963,Namibia,NAM,Africa,Zimbabwe,1.0,161 days 00:00:00.000000000
10985,Nauru,NRU,Oceania,Australia,1.0,999 days 00:00:00.000000000
10986,Nauru,NRU,Oceania,Kiribati,1.0,999 days 00:00:00.000000000
10987,Nauru,NRU,Oceania,Marshall Islands,1.0,999 days 00:00:00.000000000
10988,Nepal,NPL,Asia,Bangladesh,1.0,111 days 00:00:00.000000000
10989,Nepal,NPL,Asia,Bhutan,1.0,111 days 00:00:00.000000000
10990,Nepal,NPL,Asia,China,1.0,111 days 00:00:00.000000000
10991,Nepal,NPL,Asia,Hong Kong,1.0,111 days 00:00:00.000000000
10992,Nepal,NPL,Asia,India,1.0,111 days 00:00:00.000000000
10993,Nepal,NPL,Asia,Malaysia,1.0,111 days 00:00:00.000000000
10994,Nepal,NPL,Asia,Oman,1.0,111 days 00:00:00.000000000
10995,Nepal,NPL,Asia,Pakistan,1.0,111 days 00:00:00.000000000
10996,Nepal,NPL,Asia,Qatar,1.0,111 days 00:00:00.000000000
10997,Nepal,NPL,Asia,Singapore,1.0,111 days 00:00:00.000000000
10998,Nepal,NPL,Asia,"Korea, Republic of",1.0,111 days 00:00:00.000000000
10999,Nepal,NPL,Asia,Thailand,1.0,111 days 00:00:00.000000000
11000,Nepal,NPL,Asia,Turkey,1.0,111 days 00:00:00.000000000
11001,Nepal,NPL,Asia,United Arab Emirates,1.0,111 days 00:00:00.000000000
11016,Netherlands,NLD,Europe,Angola,1.0,49 days 00:00:00.000000000
11017,Netherlands,NLD,Europe,Argentina,1.0,49 days 00:00:00.000000000
11018,Netherlands,NLD,Europe,Aruba,1.0,49 days 00:00:00.000000000
11019,Netherlands,NLD,Europe,Austria,1.0,49 days 00:00:00.000000000
11020,Netherlands,NLD,Europe,Belarus,1.0,49 days 00:00:00.000000000
11021,Netherlands,NLD,Europe,Belgium,1.0,49 days 00:00:00.000000000
11022,Netherlands,NLD,Europe,Brazil,1.0,49 days 00:00:00.000000000
11023,Netherlands,NLD,Europe,Bulgaria,1.0,49 days 00:00:00.000000000
11024,Netherlands,NLD,Europe,Canada,1.0,49 days 00:00:00.000000000
11025,Netherlands,NLD,Europe,Cabo Verde,1.0,49 days 00:00:00.000000000
11026,Netherlands,NLD,Europe,China,1.0,49 days 00:00:00.000000000
11027,Netherlands,NLD,Europe,Croatia,1.0,49 days 00:00:00.000000000
11028,Netherlands,NLD,Europe,Cuba,1.0,49 days 00:00:00.000000000
11029,Netherlands,NLD,Europe,Cyprus,1.0,49 days 00:00:00.000000000
11030,Netherlands,NLD,Europe,Czechia,1.0,49 days 00:00:00.000000000
11031,Netherlands,NLD,Europe,Denmark,1.0,49 days 00:00:00.000000000
11032,Netherlands,NLD,Europe,Dominican Republic,1.0,49 days 00:00:00.000000000
11033,Netherlands,NLD,Europe,Ecuador,1.0,49 days 00:00:00.000000000
11034,Netherlands,NLD,Europe,Egypt,1.0,49 days 00:00:00.000000000
11035,Netherlands,NLD,Europe,Estonia,1.0,49 days 00:00:00.000000000
11036,Netherlands,NLD,Europe,Finland,1.0,49 days 00:00:00.000000000
11037,Netherlands,NLD,Europe,France,1.0,49 days 00:00:00.000000000
11038,Netherlands,NLD,Europe,Georgia,1.0,49 days 00:00:00.000000000
11039,Netherlands,NLD,Europe,Germany,1.0,49 days 00:00:00.000000000
11040,Netherlands,NLD,Europe,Ghana,1.0,49 days 00:00:00.000000000
11041,Netherlands,NLD,Europe,Greece,1.0,49 days 00:00:00.000000000
