,src,iso_code,region,trg,weights,days_since_100_cases_in_China_2019
4419,Czechia,CZE,Europe,Sweden,1.0,55 days 00:00:00.000000000
4420,Czechia,CZE,Europe,Switzerland,1.0,55 days 00:00:00.000000000
4421,Czechia,CZE,Europe,Turkey,1.0,55 days 00:00:00.000000000
4422,Czechia,CZE,Europe,Ukraine,1.0,55 days 00:00:00.000000000
4423,Czechia,CZE,Europe,United Arab Emirates,1.0,55 days 00:00:00.000000000
4424,Czechia,CZE,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,55 days 00:00:00.000000000
4425,Czechia,CZE,Europe,Uzbekistan,1.0,55 days 00:00:00.000000000
4540,Denmark,DNK,Europe,Austria,1.0,52 days 00:00:00.000000000
4541,Denmark,DNK,Europe,Belgium,1.0,52 days 00:00:00.000000000
4542,Denmark,DNK,Europe,Bosnia and Herzegovina,1.0,52 days 00:00:00.000000000
4543,Denmark,DNK,Europe,Bulgaria,1.0,52 days 00:00:00.000000000
4544,Denmark,DNK,Europe,Canada,1.0,52 days 00:00:00.000000000
4545,Denmark,DNK,Europe,China,1.0,52 days 00:00:00.000000000
4546,Denmark,DNK,Europe,Croatia,1.0,52 days 00:00:00.000000000
4547,Denmark,DNK,Europe,Czechia,1.0,52 days 00:00:00.000000000
4548,Denmark,DNK,Europe,Egypt,1.0,52 days 00:00:00.000000000
4549,Denmark,DNK,Europe,Estonia,1.0,52 days 00:00:00.000000000
4550,Denmark,DNK,Europe,Faroe Islands,1.0,52 days 00:00:00.000000000
4551,Denmark,DNK,Europe,Finland,1.0,52 days 00:00:00.000000000
4552,Denmark,DNK,Europe,France,1.0,52 days 00:00:00.000000000
4553,Denmark,DNK,Europe,Germany,1.0,52 days 00:00:00.000000000
4554,Denmark,DNK,Europe,Greece,1.0,52 days 00:00:00.000000000
4555,Denmark,DNK,Europe,Greenland,1.0,52 days 00:00:00.000000000
4556,Denmark,DNK,Europe,Hungary,1.0,52 days 00:00:00.000000000
4557,Denmark,DNK,Europe,Iceland,1.0,52 days 00:00:00.000000000
4558,Denmark,DNK,Europe,Ireland,1.0,52 days 00:00:00.000000000
4559,Denmark,DNK,Europe,Israel,1.0,52 days 00:00:00.000000000
4560,Denmark,DNK,Europe,Italy,1.0,52 days 00:00:00.000000000
4561,Denmark,DNK,Europe,Japan,1.0,52 days 00:00:00.000000000
4562,Denmark,DNK,Europe,Latvia,1.0,52 days 00:00:00.000000000
4563,Denmark,DNK,Europe,Lithuania,1.0,52 days 00:00:00.000000000
4564,Denmark,DNK,Europe,Luxembourg,1.0,52 days 00:00:00.000000000
4565,Denmark,DNK,Europe,Malta,1.0,52 days 00:00:00.000000000
4566,Denmark,DNK,Europe,Morocco,1.0,52 days 00:00:00.000000000
4567,Denmark,DNK,Europe,Netherlands,1.0,52 days 00:00:00.000000000
4568,Denmark,DNK,Europe,Norway,1.0,52 days 00:00:00.000000000
4569,Denmark,DNK,Europe,Pakistan,1.0,52 days 00:00:00.000000000
4570,Denmark,DNK,Europe,Poland,1.0,52 days 00:00:00.000000000
4571,Denmark,DNK,Europe,Portugal,1.0,52 days 00:00:00.000000000
4572,Denmark,DNK,Europe,Qatar,1.0,52 days 00:00:00.000000000
4573,Denmark,DNK,Europe,Romania,1.0,52 days 00:00:00.000000000
4574,Denmark,DNK,Europe,Russian Federation,1.0,52 days 00:00:00.000000000
4575,Denmark,DNK,Europe,Serbia,1.0,52 days 00:00:00.000000000
4576,Denmark,DNK,Europe,Singapore,1.0,52 days 00:00:00.000000000
4577,Denmark,DNK,Europe,Slovenia,1.0,52 days 00:00:00.000000000
4578,Denmark,DNK,Europe,Spain,1.0,52 days 00:00:00.000000000
4579,Denmark,DNK,Europe,Sweden,1.0,52 days 00:00:00.000000000
4580,Denmark,DNK,Europe,Switzerland,1.0,52 days 00:00:00.000000000
4581,Denmark,DNK,Europe,Thailand,1.0,52 days 00:00:00.000000000
4582,Denmark,DNK,Europe,Turkey,1.0,52 days 00:00:00.000000000
4583,Denmark,DNK,Europe,United Arab Emirates,1.0,52 days 00:00:00.000000000
4584,Denmark,DNK,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,52 days 00:00:00.000000000
4585,Denmark,DNK,Europe,United States of America,1.0,52 days 00:00:00.000000000
4632,Djibouti,DJI,Africa,Comoros,1.0,81 days 00:00:00.000000000
4633,Djibouti,DJI,Africa,Ethiopia,1.0,81 days 00:00:00.000000000
4634,Djibouti,DJI,Africa,France,1.0,81 days 00:00:00.000000000
4635,Djibouti,DJI,Africa,Kenya,1.0,81 days 00:00:00.000000000
4636,Djibouti,DJI,Africa,Saudi Arabia,1.0,81 days 00:00:00.000000000
4637,Djibouti,DJI,Africa,Somalia,1.0,81 days 00:00:00.000000000
4638,Djibouti,DJI,Africa,Turkey,1.0,81 days 00:00:00.000000000
4639,Djibouti,DJI,Africa,United Arab Emirates,1.0,81 days 00:00:00.000000000
4640,Djibouti,DJI,Africa,Yemen,1.0,81 days 00:00:00.000000000
4659,Dominica,DMA,Americas,Antigua and Barbuda,1.0,999 days 00:00:00.000000000
4660,Dominica,DMA,Americas,Barbados,1.0,999 days 00:00:00.000000000
4661,Dominica,DMA,Americas,Virgin Islands (British),1.0,999 days 00:00:00.000000000
4662,Dominica,DMA,Americas,Guadeloupe,1.0,999 days 00:00:00.000000000
4663,Dominica,DMA,Americas,Netherlands Antilles,1.0,999 days 00:00:00.000000000
4664,Dominica,DMA,Americas,Puerto Rico,1.0,999 days 00:00:00.000000000
4665,Dominica,DMA,Americas,Saint Vincent and the Grenadines,1.0,999 days 00:00:00.000000000
4667,Dominican Republic,DOM,Americas,Antigua and Barbuda,1.0,64 days 00:00:00.000000000
4668,Dominican Republic,DOM,Americas,Argentina,1.0,64 days 00:00:00.000000000
4669,Dominican Republic,DOM,Americas,Aruba,1.0,64 days 00:00:00.000000000
4670,Dominican Republic,DOM,Americas,Brazil,1.0,64 days 00:00:00.000000000
4671,Dominican Republic,DOM,Americas,Canada,1.0,64 days 00:00:00.000000000
4672,Dominican Republic,DOM,Americas,Chile,1.0,64 days 00:00:00.000000000
4673,Dominican Republic,DOM,Americas,Colombia,1.0,64 days 00:00:00.000000000
4674,Dominican Republic,DOM,Americas,Costa Rica,1.0,64 days 00:00:00.000000000
4675,Dominican Republic,DOM,Americas,Cuba,1.0,64 days 00:00:00.000000000
4676,Dominican Republic,DOM,Americas,France,1.0,64 days 00:00:00.000000000
4677,Dominican Republic,DOM,Americas,Germany,1.0,64 days 00:00:00.000000000
4678,Dominican Republic,DOM,Americas,Guadeloupe,1.0,64 days 00:00:00.000000000
4679,Dominican Republic,DOM,Americas,Haiti,1.0,64 days 00:00:00.000000000
4680,Dominican Republic,DOM,Americas,Italy,1.0,64 days 00:00:00.000000000
4681,Dominican Republic,DOM,Americas,Jamaica,1.0,64 days 00:00:00.000000000
4682,Dominican Republic,DOM,Americas,Netherlands,1.0,64 days 00:00:00.000000000
4683,Dominican Republic,DOM,Americas,Netherlands Antilles,1.0,64 days 00:00:00.000000000
4684,Dominican Republic,DOM,Americas,Panama,1.0,64 days 00:00:00.000000000
4685,Dominican Republic,DOM,Americas,Peru,1.0,64 days 00:00:00.000000000
4686,Dominican Republic,DOM,Americas,Puerto Rico,1.0,64 days 00:00:00.000000000
4687,Dominican Republic,DOM,Americas,Russian Federation,1.0,64 days 00:00:00.000000000
4688,Dominican Republic,DOM,Americas,Spain,1.0,64 days 00:00:00.000000000
4689,Dominican Republic,DOM,Americas,Switzerland,1.0,64 days 00:00:00.000000000
4690,Dominican Republic,DOM,Americas,Turks and Caicos Islands,1.0,64 days 00:00:00.000000000
4691,Dominican Republic,DOM,Americas,United Kingdom of Great Britain and Northern Ireland,1.0,64 days 00:00:00.000000000
4692,Dominican Republic,DOM,Americas,United States of America,1.0,64 days 00:00:00.000000000
4693,Dominican Republic,DOM,Americas,Venezuela (Bolivarian Republic of),1.0,64 days 00:00:00.000000000
4721,East Timor,TL,Asia,Australia,1.0,999 days 00:00:00.000000000
4722,East Timor,TL,Asia,Indonesia,1.0,999 days 00:00:00.000000000
4723,East Timor,TL,Asia,Singapore,1.0,999 days 00:00:00.000000000
4724,Ecuador,ECU,Americas,Argentina,1.0,60 days 00:00:00.000000000
4725,Ecuador,ECU,Americas,Brazil,1.0,60 days 00:00:00.000000000
4726,Ecuador,ECU,Americas,Chile,1.0,60 days 00:00:00.000000000
4727,Ecuador,ECU,Americas,Colombia,1.0,60 days 00:00:00.000000000
4728,Ecuador,ECU,Americas,Cuba,1.0,60 days 00:00:00.000000000
4729,Ecuador,ECU,Americas,El Salvador,1.0,60 days 00:00:00.000000000
4730,Ecuador,ECU,Americas,Mexico,1.0,60 days 00:00:00.000000000
4731,Ecuador,ECU,Americas,Netherlands,1.0,60 days 00:00:00.000000000
4732,Ecuador,ECU,Americas,Panama,1.0,60 days 00:00:00.000000000
4733,Ecuador,ECU,Americas,Peru,1.0,60 days 00:00:00.000000000
4734,Ecuador,ECU,Americas,Spain,1.0,60 days 00:00:00.000000000
4735,Ecuador,ECU,Americas,United States of America,1.0,60 days 00:00:00.000000000
4736,Ecuador,ECU,Americas,Venezuela (Bolivarian Republic of),1.0,60 days 00:00:00.000000000
4750,Egypt,EGY,Africa,Algeria,1.0,58 days 00:00:00.000000000
4751,Egypt,EGY,Africa,Austria,1.0,58 days 00:00:00.000000000
4752,Egypt,EGY,Africa,Bahrain,1.0,58 days 00:00:00.000000000
4753,Egypt,EGY,Africa,Belgium,1.0,58 days 00:00:00.000000000
4754,Egypt,EGY,Africa,Canada,1.0,58 days 00:00:00.000000000
4755,Egypt,EGY,Africa,China,1.0,58 days 00:00:00.000000000
4756,Egypt,EGY,Africa,Cyprus,1.0,58 days 00:00:00.000000000
4757,Egypt,EGY,Africa,Denmark,1.0,58 days 00:00:00.000000000
4758,Egypt,EGY,Africa,Eritrea,1.0,58 days 00:00:00.000000000
4759,Egypt,EGY,Africa,Ethiopia,1.0,58 days 00:00:00.000000000
4760,Egypt,EGY,Africa,France,1.0,58 days 00:00:00.000000000
4761,Egypt,EGY,Africa,Germany,1.0,58 days 00:00:00.000000000
4762,Egypt,EGY,Africa,Ghana,1.0,58 days 00:00:00.000000000
4763,Egypt,EGY,Africa,Greece,1.0,58 days 00:00:00.000000000
4764,Egypt,EGY,Africa,Hungary,1.0,58 days 00:00:00.000000000
4765,Egypt,EGY,Africa,India,1.0,58 days 00:00:00.000000000
4766,Egypt,EGY,Africa,Indonesia,1.0,58 days 00:00:00.000000000
4767,Egypt,EGY,Africa,Iraq,1.0,58 days 00:00:00.000000000
4768,Egypt,EGY,Africa,Israel,1.0,58 days 00:00:00.000000000
4769,Egypt,EGY,Africa,Italy,1.0,58 days 00:00:00.000000000
4770,Egypt,EGY,Africa,Jordan,1.0,58 days 00:00:00.000000000
4771,Egypt,EGY,Africa,Kenya,1.0,58 days 00:00:00.000000000
4772,Egypt,EGY,Africa,Kuwait,1.0,58 days 00:00:00.000000000
4773,Egypt,EGY,Africa,Lebanon,1.0,58 days 00:00:00.000000000
4774,Egypt,EGY,Africa,Libya,1.0,58 days 00:00:00.000000000
4775,Egypt,EGY,Africa,Morocco,1.0,58 days 00:00:00.000000000
4776,Egypt,EGY,Africa,Netherlands,1.0,58 days 00:00:00.000000000
4777,Egypt,EGY,Africa,Nigeria,1.0,58 days 00:00:00.000000000
4778,Egypt,EGY,Africa,Oman,1.0,58 days 00:00:00.000000000
4779,Egypt,EGY,Africa,Qatar,1.0,58 days 00:00:00.000000000
4780,Egypt,EGY,Africa,Russian Federation,1.0,58 days 00:00:00.000000000
4781,Egypt,EGY,Africa,Saudi Arabia,1.0,58 days 00:00:00.000000000
4782,Egypt,EGY,Africa,South Africa,1.0,58 days 00:00:00.000000000
4783,Egypt,EGY,Africa,South Sudan,1.0,58 days 00:00:00.000000000
4784,Egypt,EGY,Africa,Spain,1.0,58 days 00:00:00.000000000
4785,Egypt,EGY,Africa,Sudan,1.0,58 days 00:00:00.000000000
4786,Egypt,EGY,Africa,Switzerland,1.0,58 days 00:00:00.000000000
4787,Egypt,EGY,Africa,"Tanzania, United Republic of",1.0,58 days 00:00:00.000000000
4788,Egypt,EGY,Africa,Thailand,1.0,58 days 00:00:00.000000000
4789,Egypt,EGY,Africa,Tunisia,1.0,58 days 00:00:00.000000000
4790,Egypt,EGY,Africa,Turkey,1.0,58 days 00:00:00.000000000
4791,Egypt,EGY,Africa,Uganda,1.0,58 days 00:00:00.000000000
4792,Egypt,EGY,Africa,United Arab Emirates,1.0,58 days 00:00:00.000000000
4793,Egypt,EGY,Africa,United Kingdom of Great Britain and Northern Ireland,1.0,58 days 00:00:00.000000000
4794,Egypt,EGY,Africa,United States of America,1.0,58 days 00:00:00.000000000
4795,Egypt,EGY,Africa,Yemen,1.0,58 days 00:00:00.000000000
4888,El Salvador,SLV,Americas,Belize,1.0,82 days 00:00:00.000000000
4889,El Salvador,SLV,Americas,Canada,1.0,82 days 00:00:00.000000000
4890,El Salvador,SLV,Americas,Colombia,1.0,82 days 00:00:00.000000000
4891,El Salvador,SLV,Americas,Costa Rica,1.0,82 days 00:00:00.000000000
4892,El Salvador,SLV,Americas,Cuba,1.0,82 days 00:00:00.000000000
4893,El Salvador,SLV,Americas,Ecuador,1.0,82 days 00:00:00.000000000
4894,El Salvador,SLV,Americas,Guatemala,1.0,82 days 00:00:00.000000000
4895,El Salvador,SLV,Americas,Honduras,1.0,82 days 00:00:00.000000000
4896,El Salvador,SLV,Americas,Mexico,1.0,82 days 00:00:00.000000000
4897,El Salvador,SLV,Americas,Nicaragua,1.0,82 days 00:00:00.000000000
4898,El Salvador,SLV,Americas,Panama,1.0,82 days 00:00:00.000000000
4899,El Salvador,SLV,Americas,Peru,1.0,82 days 00:00:00.000000000
4900,El Salvador,SLV,Americas,Spain,1.0,82 days 00:00:00.000000000
4901,El Salvador,SLV,Americas,United States of America,1.0,82 days 00:00:00.000000000
4916,Equatorial Guinea,GNQ,Africa,Benin,1.0,98 days 00:00:00.000000000
4917,Equatorial Guinea,GNQ,Africa,Cameroon,1.0,98 days 00:00:00.000000000
4918,Equatorial Guinea,GNQ,Africa,Ethiopia,1.0,98 days 00:00:00.000000000
4919,Equatorial Guinea,GNQ,Africa,Gabon,1.0,98 days 00:00:00.000000000
4920,Equatorial Guinea,GNQ,Africa,Morocco,1.0,98 days 00:00:00.000000000
4921,Equatorial Guinea,GNQ,Africa,Nigeria,1.0,98 days 00:00:00.000000000
4922,Equatorial Guinea,GNQ,Africa,Spain,1.0,98 days 00:00:00.000000000
4930,Eritrea,ERI,Africa,Egypt,1.0,150 days 00:00:00.000000000
4931,Eritrea,ERI,Africa,Kenya,1.0,150 days 00:00:00.000000000
4932,Eritrea,ERI,Africa,Saudi Arabia,1.0,150 days 00:00:00.000000000
4933,Eritrea,ERI,Africa,South Sudan,1.0,150 days 00:00:00.000000000
4934,Eritrea,ERI,Africa,Sudan,1.0,150 days 00:00:00.000000000
4935,Eritrea,ERI,Africa,Yemen,1.0,150 days 00:00:00.000000000
4954,Estonia,EST,Europe,Belgium,1.0,57 days 00:00:00.000000000
4955,Estonia,EST,Europe,Croatia,1.0,57 days 00:00:00.000000000
4956,Estonia,EST,Europe,Denmark,1.0,57 days 00:00:00.000000000
4957,Estonia,EST,Europe,Finland,1.0,57 days 00:00:00.000000000
4958,Estonia,EST,Europe,France,1.0,57 days 00:00:00.000000000
4959,Estonia,EST,Europe,Germany,1.0,57 days 00:00:00.000000000
4960,Estonia,EST,Europe,Greece,1.0,57 days 00:00:00.000000000
4961,Estonia,EST,Europe,Italy,1.0,57 days 00:00:00.000000000
4962,Estonia,EST,Europe,Latvia,1.0,57 days 00:00:00.000000000
4963,Estonia,EST,Europe,Lithuania,1.0,57 days 00:00:00.000000000
4964,Estonia,EST,Europe,Netherlands,1.0,57 days 00:00:00.000000000
4965,Estonia,EST,Europe,Norway,1.0,57 days 00:00:00.000000000
4966,Estonia,EST,Europe,Poland,1.0,57 days 00:00:00.000000000
4967,Estonia,EST,Europe,Russian Federation,1.0,57 days 00:00:00.000000000
4968,Estonia,EST,Europe,Spain,1.0,57 days 00:00:00.000000000
4969,Estonia,EST,Europe,Sweden,1.0,57 days 00:00:00.000000000
4970,Estonia,EST,Europe,Turkey,1.0,57 days 00:00:00.000000000
4971,Estonia,EST,Europe,Ukraine,1.0,57 days 00:00:00.000000000
4972,Estonia,EST,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,57 days 00:00:00.000000000
4992,Ethiopia,ETH,Africa,Angola,1.0,92 days 00:00:00.000000000
4993,Ethiopia,ETH,Africa,Bahrain,1.0,92 days 00:00:00.000000000
4994,Ethiopia,ETH,Africa,Benin,1.0,92 days 00:00:00.000000000
4995,Ethiopia,ETH,Africa,Burkina Faso,1.0,92 days 00:00:00.000000000
4996,Ethiopia,ETH,Africa,Cameroon,1.0,92 days 00:00:00.000000000
4997,Ethiopia,ETH,Africa,Chad,1.0,92 days 00:00:00.000000000
4998,Ethiopia,ETH,Africa,China,1.0,92 days 00:00:00.000000000
4999,Ethiopia,ETH,Africa,Congo,1.0,92 days 00:00:00.000000000
5000,Ethiopia,ETH,Africa,"Congo, Democratic Republic of the",1.0,92 days 00:00:00.000000000
5001,Ethiopia,ETH,Africa,Djibouti,1.0,92 days 00:00:00.000000000
5002,Ethiopia,ETH,Africa,Egypt,1.0,92 days 00:00:00.000000000
5003,Ethiopia,ETH,Africa,Equatorial Guinea,1.0,92 days 00:00:00.000000000
5004,Ethiopia,ETH,Africa,France,1.0,92 days 00:00:00.000000000
5005,Ethiopia,ETH,Africa,Gabon,1.0,92 days 00:00:00.000000000
5006,Ethiopia,ETH,Africa,Germany,1.0,92 days 00:00:00.000000000
5007,Ethiopia,ETH,Africa,Ghana,1.0,92 days 00:00:00.000000000
5008,Ethiopia,ETH,Africa,Hong Kong,1.0,92 days 00:00:00.000000000
5009,Ethiopia,ETH,Africa,India,1.0,92 days 00:00:00.000000000
5010,Ethiopia,ETH,Africa,Israel,1.0,92 days 00:00:00.000000000
5011,Ethiopia,ETH,Africa,Italy,1.0,92 days 00:00:00.000000000
5012,Ethiopia,ETH,Africa,Kenya,1.0,92 days 00:00:00.000000000
5013,Ethiopia,ETH,Africa,Kuwait,1.0,92 days 00:00:00.000000000
5014,Ethiopia,ETH,Africa,Lebanon,1.0,92 days 00:00:00.000000000
5015,Ethiopia,ETH,Africa,Malawi,1.0,92 days 00:00:00.000000000
5016,Ethiopia,ETH,Africa,Mali,1.0,92 days 00:00:00.000000000
5017,Ethiopia,ETH,Africa,Mozambique,1.0,92 days 00:00:00.000000000
5018,Ethiopia,ETH,Africa,Niger,1.0,92 days 00:00:00.000000000
5019,Ethiopia,ETH,Africa,Nigeria,1.0,92 days 00:00:00.000000000
5020,Ethiopia,ETH,Africa,Oman,1.0,92 days 00:00:00.000000000
5021,Ethiopia,ETH,Africa,Qatar,1.0,92 days 00:00:00.000000000
5022,Ethiopia,ETH,Africa,Rwanda,1.0,92 days 00:00:00.000000000
5023,Ethiopia,ETH,Africa,Saudi Arabia,1.0,92 days 00:00:00.000000000
5024,Ethiopia,ETH,Africa,Somalia,1.0,92 days 00:00:00.000000000
5025,Ethiopia,ETH,Africa,South Africa,1.0,92 days 00:00:00.000000000
5026,Ethiopia,ETH,Africa,South Sudan,1.0,92 days 00:00:00.000000000
5027,Ethiopia,ETH,Africa,Sudan,1.0,92 days 00:00:00.000000000
5028,Ethiopia,ETH,Africa,"Tanzania, United Republic of",1.0,92 days 00:00:00.000000000
5029,Ethiopia,ETH,Africa,Thailand,1.0,92 days 00:00:00.000000000
5030,Ethiopia,ETH,Africa,Togo,1.0,92 days 00:00:00.000000000
5031,Ethiopia,ETH,Africa,Turkey,1.0,92 days 00:00:00.000000000
5032,Ethiopia,ETH,Africa,Uganda,1.0,92 days 00:00:00.000000000
5033,Ethiopia,ETH,Africa,United Arab Emirates,1.0,92 days 00:00:00.000000000
5034,Ethiopia,ETH,Africa,United Kingdom of Great Britain and Northern Ireland,1.0,92 days 00:00:00.000000000
5035,Ethiopia,ETH,Africa,Yemen,1.0,92 days 00:00:00.000000000
5036,Ethiopia,ETH,Africa,Zambia,1.0,92 days 00:00:00.000000000
5037,Ethiopia,ETH,Africa,Zimbabwe,1.0,92 days 00:00:00.000000000
5268,Falkland Islands (Malvinas),FLK,Americas,Chile,1.0,999 days 00:00:00.000000000
5269,Faroe Islands,FRO,Europe,Denmark,1.0,65 days 00:00:00.000000000
5270,Faroe Islands,FRO,Europe,Norway,1.0,65 days 00:00:00.000000000
5271,Fiji,FJI,Oceania,Australia,1.0,999 days 00:00:00.000000000
5272,Fiji,FJI,Oceania,Hong Kong,1.0,999 days 00:00:00.000000000
5273,Fiji,FJI,Oceania,Kiribati,1.0,999 days 00:00:00.000000000
5274,Fiji,FJI,Oceania,New Caledonia,1.0,999 days 00:00:00.000000000
5275,Fiji,FJI,Oceania,New Zealand,1.0,999 days 00:00:00.000000000
5276,Fiji,FJI,Oceania,Papua New Guinea,1.0,999 days 00:00:00.000000000
5277,Fiji,FJI,Oceania,Samoa,1.0,999 days 00:00:00.000000000
5278,Fiji,FJI,Oceania,Solomon Islands,1.0,999 days 00:00:00.000000000
5279,Fiji,FJI,Oceania,"Korea, Republic of",1.0,999 days 00:00:00.000000000
5280,Fiji,FJI,Oceania,Tonga,1.0,999 days 00:00:00.000000000
5281,Fiji,FJI,Oceania,Tuvalu,1.0,999 days 00:00:00.000000000
5282,Fiji,FJI,Oceania,United States of America,1.0,999 days 00:00:00.000000000
5283,Fiji,FJI,Oceania,Vanuatu,1.0,999 days 00:00:00.000000000
5284,Fiji,FJI,Oceania,Wallis and Futuna,1.0,999 days 00:00:00.000000000
5341,Finland,FIN,Europe,Austria,1.0,55 days 00:00:00.000000000
5342,Finland,FIN,Europe,Belarus,1.0,55 days 00:00:00.000000000
5343,Finland,FIN,Europe,Belgium,1.0,55 days 00:00:00.000000000
5344,Finland,FIN,Europe,Bulgaria,1.0,55 days 00:00:00.000000000
5345,Finland,FIN,Europe,China,1.0,55 days 00:00:00.000000000
5346,Finland,FIN,Europe,Croatia,1.0,55 days 00:00:00.000000000
5347,Finland,FIN,Europe,Czechia,1.0,55 days 00:00:00.000000000
5348,Finland,FIN,Europe,Denmark,1.0,55 days 00:00:00.000000000
5349,Finland,FIN,Europe,Estonia,1.0,55 days 00:00:00.000000000
5350,Finland,FIN,Europe,France,1.0,55 days 00:00:00.000000000
5351,Finland,FIN,Europe,Germany,1.0,55 days 00:00:00.000000000
5352,Finland,FIN,Europe,Greece,1.0,55 days 00:00:00.000000000
5353,Finland,FIN,Europe,Hong Kong,1.0,55 days 00:00:00.000000000
5354,Finland,FIN,Europe,Hungary,1.0,55 days 00:00:00.000000000
5355,Finland,FIN,Europe,Iceland,1.0,55 days 00:00:00.000000000
5356,Finland,FIN,Europe,India,1.0,55 days 00:00:00.000000000
5357,Finland,FIN,Europe,Ireland,1.0,55 days 00:00:00.000000000
5358,Finland,FIN,Europe,Israel,1.0,55 days 00:00:00.000000000
5359,Finland,FIN,Europe,Italy,1.0,55 days 00:00:00.000000000
5360,Finland,FIN,Europe,Japan,1.0,55 days 00:00:00.000000000
5361,Finland,FIN,Europe,Latvia,1.0,55 days 00:00:00.000000000
5362,Finland,FIN,Europe,Lithuania,1.0,55 days 00:00:00.000000000
5363,Finland,FIN,Europe,Netherlands,1.0,55 days 00:00:00.000000000
5364,Finland,FIN,Europe,Norway,1.0,55 days 00:00:00.000000000
5365,Finland,FIN,Europe,Poland,1.0,55 days 00:00:00.000000000
5366,Finland,FIN,Europe,Portugal,1.0,55 days 00:00:00.000000000
5367,Finland,FIN,Europe,Russian Federation,1.0,55 days 00:00:00.000000000
5368,Finland,FIN,Europe,Singapore,1.0,55 days 00:00:00.000000000
5369,Finland,FIN,Europe,Slovenia,1.0,55 days 00:00:00.000000000
5370,Finland,FIN,Europe,"Korea, Republic of",1.0,55 days 00:00:00.000000000
5371,Finland,FIN,Europe,Spain,1.0,55 days 00:00:00.000000000
5372,Finland,FIN,Europe,Sweden,1.0,55 days 00:00:00.000000000
5373,Finland,FIN,Europe,Switzerland,1.0,55 days 00:00:00.000000000
5374,Finland,FIN,Europe,Thailand,1.0,55 days 00:00:00.000000000
5375,Finland,FIN,Europe,Turkey,1.0,55 days 00:00:00.000000000
5376,Finland,FIN,Europe,Ukraine,1.0,55 days 00:00:00.000000000
5377,Finland,FIN,Europe,United Kingdom of Great Britain and Northern Ireland,1.0,55 days 00:00:00.000000000
5378,Finland,FIN,Europe,United States of America,1.0,55 days 00:00:00.000000000
5455,France,FRA,Europe,Algeria,1.0,44 days 00:00:00.000000000
5456,France,FRA,Europe,Angola,1.0,44 days 00:00:00.000000000
5457,France,FRA,Europe,Antigua and Barbuda,1.0,44 days 00:00:00.000000000
5458,France,FRA,Europe,Argentina,1.0,44 days 00:00:00.000000000
5459,France,FRA,Europe,Armenia,1.0,44 days 00:00:00.000000000
5460,France,FRA,Europe,Austria,1.0,44 days 00:00:00.000000000
5461,France,FRA,Europe,Azerbaijan,1.0,44 days 00:00:00.000000000
5462,France,FRA,Europe,Bahrain,1.0,44 days 00:00:00.000000000
5463,France,FRA,Europe,Belarus,1.0,44 days 00:00:00.000000000
5464,France,FRA,Europe,Belgium,1.0,44 days 00:00:00.000000000
5465,France,FRA,Europe,Benin,1.0,44 days 00:00:00.000000000
5466,France,FRA,Europe,Brazil,1.0,44 days 00:00:00.000000000
5467,France,FRA,Europe,Bulgaria,1.0,44 days 00:00:00.000000000
5468,France,FRA,Europe,Burkina Faso,1.0,44 days 00:00:00.000000000
5469,France,FRA,Europe,Cameroon,1.0,44 days 00:00:00.000000000
5470,France,FRA,Europe,Canada,1.0,44 days 00:00:00.000000000
5471,France,FRA,Europe,Cabo Verde,1.0,44 days 00:00:00.000000000
5472,France,FRA,Europe,Central African Republic,1.0,44 days 00:00:00.000000000
5473,France,FRA,Europe,Chad,1.0,44 days 00:00:00.000000000
5474,France,FRA,Europe,Chile,1.0,44 days 00:00:00.000000000
5475,France,FRA,Europe,China,1.0,44 days 00:00:00.000000000
5476,France,FRA,Europe,Colombia,1.0,44 days 00:00:00.000000000
5477,France,FRA,Europe,Congo,1.0,44 days 00:00:00.000000000
5478,France,FRA,Europe,"Congo, Democratic Republic of the",1.0,44 days 00:00:00.000000000
5479,France,FRA,Europe,Côte d'Ivoire,1.0,44 days 00:00:00.000000000
5480,France,FRA,Europe,Croatia,1.0,44 days 00:00:00.000000000
5481,France,FRA,Europe,Cuba,1.0,44 days 00:00:00.000000000
5482,France,FRA,Europe,Cyprus,1.0,44 days 00:00:00.000000000
5483,France,FRA,Europe,Czechia,1.0,44 days 00:00:00.000000000
5484,France,FRA,Europe,Denmark,1.0,44 days 00:00:00.000000000
5485,France,FRA,Europe,Djibouti,1.0,44 days 00:00:00.000000000
5486,France,FRA,Europe,Dominican Republic,1.0,44 days 00:00:00.000000000
5487,France,FRA,Europe,Egypt,1.0,44 days 00:00:00.000000000
5488,France,FRA,Europe,Estonia,1.0,44 days 00:00:00.000000000
5489,France,FRA,Europe,Ethiopia,1.0,44 days 00:00:00.000000000
5490,France,FRA,Europe,Finland,1.0,44 days 00:00:00.000000000
5491,France,FRA,Europe,French Guiana,1.0,44 days 00:00:00.000000000
5492,France,FRA,Europe,Gabon,1.0,44 days 00:00:00.000000000
5493,France,FRA,Europe,Georgia,1.0,44 days 00:00:00.000000000
5494,France,FRA,Europe,Germany,1.0,44 days 00:00:00.000000000
5495,France,FRA,Europe,Greece,1.0,44 days 00:00:00.000000000
5496,France,FRA,Europe,Guadeloupe,1.0,44 days 00:00:00.000000000
