	src	trg	iso_code_src	region	iso_code_trg	kmdist	proximity	log-prox	Norm_prox	norm_log_prox
246	Eritrea	Ethiopia	ERI	Africa	ETH	704	0.001420454545	0.1525139246	0.02703920595	0.02703920595
247	Eritrea	Ethiopia	ERI	Africa	ETH	704	0.001420454545	0.1525139246	0.02703920595	0.02703920595
248	Eritrea	South Sudan	ERI	Africa	SSD	1415	0.0007067137809	0.1378381637	0.01274426402	0.01274426402
249	Eritrea	Sudan	ERI	Africa	SDN	671	0.001490312966	0.1536388799	0.02843834428	0.02843834428
250	Eritrea	Sudan	ERI	Africa	SDN	671	0.001490312966	0.1536388799	0.02843834428	0.02843834428
251	Estonia	Latvia	EST	Europe	LVA	329	0.003039513678	0.1725310621	0.05946604412	0.05946604412
252	Estonia	Russian Federation	EST	Europe	RUS	898	0.001113585746	0.1470551457	0.02089317663	0.02089317663
253	Ethiopia	Djibouti	ETH	Africa	DJI	549	0.001821493625	0.1585263783	0.03507129636	0.03507129636
254	Ethiopia	Djibouti	ETH	Africa	DJI	549	0.001821493625	0.1585263783	0.03507129636	0.03507129636
255	Ethiopia	Eritrea	ETH	Africa	ERI	704	0.001420454545	0.1525139246	0.02703920595	0.02703920595
256	Ethiopia	Eritrea	ETH	Africa	ERI	704	0.001420454545	0.1525139246	0.02703920595	0.02703920595
257	Ethiopia	Kenya	ETH	Africa	KEN	1133	0.0008826125331	0.1421944303	0.0162671992	0.0162671992
258	Ethiopia	Kenya	ETH	Africa	KEN	1133	0.0008826125331	0.1421944303	0.0162671992	0.0162671992
259	Ethiopia	Somalia	ETH	Africa	SOM	1070	0.0009345794393	0.143360668	0.01730800273	0.01730800273
260	Ethiopia	Somalia	ETH	Africa	SOM	1070	0.0009345794393	0.143360668	0.01730800273	0.01730800273
261	Ethiopia	South Sudan	ETH	Africa	SSD	915	0.001092896175	0.1466507018	0.02047880178	0.02047880178
262	Ethiopia	Sudan	ETH	Africa	SDN	936	0.001068376068	0.1461643092	0.01998770821	0.01998770821
263	Ethiopia	Sudan	ETH	Africa	SDN	936	0.001068376068	0.1461643092	0.01998770821	0.01998770821
264	Ethiopia	Sudan	ETH	Africa	SDN	936	0.001068376068	0.1461643092	0.01998770821	0.01998770821
265	Ethiopia	Sudan	ETH	Africa	SDN	936	0.001068376068	0.1461643092	0.01998770821	0.01998770821
266	Falkland Islands (Malvinas)	Argentina	FLK	Americas	ARG	1901	0.0005260389269	0.1324479568	0.009125672127	0.009125672127
267	Faroe Islands	United Kingdom of Great Britain and Northern Ireland	FRO	Europe	GBR	1235	0.0008097165992	0.1404725955	0.01480722494	0.01480722494
268	Fiji	New Caledonia	FJI	Oceania	NCL	1332	0.0007507507508	0.1389962857	0.01362624521	0.01362624521
269	Fiji	Samoa	FJI	Oceania	WSM	823	0.001215066829	0.1489656673	0.02292565992	0.02292565992
270	Fiji	Tuvalu	FJI	Oceania	TUV	1073	0.0009319664492	0.1433031485	0.01725566924	0.01725566924
271	Fiji	Vanuatu	FJI	Oceania	VUT	1242	0.0008051529791	0.1403611553	0.01471582385	0.01471582385
272	Fiji	Wallis and Futuna	FJI	Oceania	WLF	792	0.001262626263	0.1498225788	0.02387818972	0.02387818972
273	Finland	Norway	FIN	Europe	NOR	803	0.001245330012	0.1495136013	0.02353177699	0.02353177699
274	Finland	Russian Federation	FIN	Europe	RUS	939	0.001064962726	0.1460959763	0.01991934512	0.01991934512
275	Finland	Sweden	FIN	Europe	SWE	400	0.0025	0.1669041003	0.04866055693	0.04866055693
276	France	Belgium	FRA	Europe	BEL	266	0.003759398496	0.1790992498	0.07388404038	0.07388404038
277	France	Belgium	FRA	Europe	BEL	266	0.003759398496	0.1790992498	0.07388404038	0.07388404038
278	France	Germany	FRA	Europe	DEU	909	0.001100110011	0.1467923287	0.02062328193	0.02062328193
279	France	Germany	FRA	Europe	DEU	415	0.002409638554	0.165884837	0.04685077993	0.04685077993
280	France	Italy	FRA	Europe	ITA	1127	0.0008873114463	0.1423018705	0.01636130997	0.01636130997
281	France	Luxembourg	FRA	Europe	LUX	336	0.002976190476	0.1719066342	0.05819779445	0.05819779445
282	France	Spain	FRA	Europe	ESP	1012	0.0009881422925	0.1445152729	0.0183807702	0.0183807702
283	France	Switzerland	FRA	Europe	CHE	438	0.002283105023	0.164413681	0.0443165412	0.0443165412
284	French Guiana	Brazil	GUF	Americas	BRA	2354	0.000424808836	0.1288017231	0.007098215743	0.007098215743
285	French Guiana	Suriname	GUF	Americas	SUR	330	0.00303030303	0.1724407695	0.05928157144	0.05928157144
286	French Polynesia	Cook Islands	PYF	Oceania	COK	1144	0.0008741258741	0.1419993416	0.01609722671	0.01609722671
287	Gabon	Cameroon	GAB	Africa	CMR	405	0.002469135802	0.1665587625	0.04804240264	0.04804240264
288	Gabon	Congo	GAB	Africa	COG	790	0.001265822785	0.1498793558	0.0239422103	0.0239422103
289	Gabon	Equatorial Guinea	GAB	Africa	GNQ	225	0.004444444444	0.1846346865	0.08760427682	0.08760427682
290	Gambia	Senegal	GMB	Africa	SEN	144	0.006944444444	0.2012148022	0.1376747738	0.1376747738
291	Georgia	Azerbaijan	GEO	Asia	AZE	425	0.002352941176	0.1652321987	0.04571523357	0.04571523357
292	Georgia	Russian Federation	GEO	Asia	RUS	1751	0.0005711022273	0.1339056939	0.01002820887	0.01002820887
293	Georgia	Turkey	GEO	Asia	TUR	1033	0.000968054211	0.1440876001	0.01797844211	0.01797844211
294	Germany	Austria	DEU	Europe	AUT	492	0.002032520325	0.1613299078	0.03929778106	0.03929778106
295	Germany	Austria	DEU	Europe	AUT	705	0.001418439716	0.1524809147	0.02699885255	0.02699885255
296	Germany	Belgium	DEU	Europe	BEL	676	0.001479289941	0.1534638382	0.02821757294	0.02821757294
297	Germany	Belgium	DEU	Europe	BEL	676	0.001479289941	0.1534638382	0.02821757294	0.02821757294
298	Germany	Belgium	DEU	Europe	BEL	202	0.00495049505	0.1883853749	0.09773955894	0.09773955894
299	Germany	Belgium	DEU	Europe	BEL	202	0.00495049505	0.1883853749	0.09773955894	0.09773955894
300	Germany	Czechia	DEU	Europe	CZE	237	0.004219409283	0.1828802124	0.08309722786	0.08309722786
301	Germany	Czechia	DEU	Europe	CZE	523	0.001912045889	0.15975509	0.03688489511	0.03688489511
302	Germany	Denmark	DEU	Europe	DNK	342	0.002923976608	0.1713851648	0.05715204472	0.05715204472
303	Germany	Denmark	DEU	Europe	DNK	662	0.001510574018	0.1539582934	0.02884413666	0.02884413666
304	Germany	France	DEU	Europe	FRA	909	0.001100110011	0.1467923287	0.02062328193	0.02062328193
305	Germany	France	DEU	Europe	FRA	415	0.002409638554	0.165884837	0.04685077993	0.04685077993
306	Germany	Luxembourg	DEU	Europe	LUX	574	0.001742160279	0.1574151328	0.03348239233	0.03348239233
307	Germany	Luxembourg	DEU	Europe	LUX	80	0.0125	0.2282049114	0.2489425449	0.2489425449
308	Germany	Netherlands	DEU	Europe	NLD	592	0.001689189189	0.1566537104	0.03242147682	0.03242147682
309	Germany	Netherlands	DEU	Europe	NLD	273	0.003663003663	0.1782699043	0.0719534255	0.0719534255
310	Germany	Poland	DEU	Europe	POL	524	0.001908396947	0.1597063528	0.03681181336	0.03681181336
311	Germany	Poland	DEU	Europe	POL	1000	0.001	0.1447648273	0.01861825872	0.01861825872
312	Germany	Switzerland	DEU	Europe	CHE	799	0.001251564456	0.149625317	0.02365664165	0.02365664165
313	Germany	Switzerland	DEU	Europe	CHE	441	0.002267573696	0.1642293694	0.04400547671	0.04400547671
314	Ghana	Burkina Faso	GHA	Africa	BFA	797	0.001254705144	0.1496814477	0.02371954399	0.02371954399
315	Ghana	Côte d'Ivoire	GHA	Africa	CIV	619	0.001615508885	0.1555668362	0.03094579304	0.03094579304
316	Ghana	Togo	GHA	Africa	TGO	154	0.006493506494	0.1985327397	0.1286432989	0.1286432989
317	Gibraltar	Spain	GIB	Europe	ESP	496	0.002016129032	0.1611194339	0.03896949299	0.03896949299
318	Greece	Albania	GRC	Europe	ALB	475	0.002105263158	0.1622503526	0.04075468898	0.04075468898
319	Greece	Bulgaria	GRC	Europe	BGR	453	0.002207505519	0.1635084432	0.04280241931	0.04280241931
320	Greece	North Macedonia	GRC	Europe	MKD	481	0.002079002079	0.1619205783	0.04022872687	0.04022872687
321	Greece	Turkey	GRC	Europe	TUR	806	0.001240694789	0.1494302879	0.02343894181	0.02343894181
322	Greenland	Iceland	GRL	Americas	ISL	1429	0.000699790063	0.1376513615	0.01260559442	0.01260559442
323	Grenada	Trinidad and Tobago	GRD	Americas	TTO	165	0.006060606061	0.1958501134	0.119973083	0.119973083
324	Guadeloupe	Antigua and Barbuda	GLP	Americas	ATG	125	0.008	0.2071116449	0.1588156503	0.1588156503
325	Guam	Northern Mariana Islands	GUM	Oceania	MNP	220	0.004545454545	0.1854039775	0.0896273272	0.0896273272
326	Guam	Palau	GUM	Oceania	PLW	1291	0.0007745933385	0.1396029504	0.0141037693	0.0141037693
327	Guatemala	Belize	GTM	Americas	BLZ	400	0.0025	0.1669041003	0.04866055693	0.04866055693
328	Guatemala	El Salvador	GTM	Americas	SLV	171	0.005847953216	0.1944895828	0.1157140295	0.1157140295
329	Guatemala	Honduras	GTM	Americas	HND	345	0.002898550725	0.171129015	0.05664281007	0.05664281007
330	Guatemala	Mexico	GTM	Americas	MEX	1065	0.0009389671362	0.1434569964	0.01739588039	0.01739588039
331	Guernsey	France	GGY	Europe	FRA	361	0.002770083102	0.1698116359	0.054069835	0.054069835
332	Guernsey	United Kingdom of Great Britain and Northern Ireland	GGY	Europe	GBR	284	0.003521126761	0.1770232892	0.06911188669	0.06911188669
333	Guinea	Côte d'Ivoire	GIN	Africa	CIV	975	0.001025641026	0.1452973607	0.01913180228	0.01913180228
334	Guinea	Guinea-Bissau	GIN	Africa	GNB	315	0.003174603175	0.1738352669	0.06217164342	0.06217164342
335	Guinea	Liberia	GIN	Africa	LBR	458	0.002183406114	0.1632154972	0.04231975163	0.04231975163
336	Guinea	Mali	GIN	Africa	MLI	704	0.001420454545	0.1525139246	0.02703920595	0.02703920595
337	Guinea	Senegal	GIN	Africa	SEN	696	0.001436781609	0.1527802259	0.02736620763	0.02736620763
338	Guinea	Sierra Leone	GIN	Africa	SLE	117	0.008547008547	0.2099881301	0.1697712463	0.1697712463
339	Guinea-Bissau	Guinea	GNB	Africa	GIN	315	0.003174603175	0.1738352669	0.06217164342	0.06217164342
340	Guinea-Bissau	Senegal	GNB	Africa	SEN	387	0.002583979328	0.1678295945	0.05034251161	0.05034251161
341	Guyana	Brazil	GUY	Americas	BRA	2714	0.0003684598379	0.1264833518	0.005969646806	0.005969646806
342	Guyana	Suriname	GUY	Americas	SUR	341	0.00293255132	0.1714712194	0.05732378075	0.05732378075
343	Guyana	Venezuela (Bolivarian Republic of)	GUY	Americas	VEN	1042	0.0009596928983	0.1439077264	0.01781098008	0.01781098008
344	Haiti	Cuba	HTI	Americas	CUB	1152	0.0008680555556	0.1418589656	0.01597564916	0.01597564916
345	Haiti	Dominican Republic	HTI	Americas	DOM	246	0.00406504065	0.1816421034	0.08000550221	0.08000550221
346	Honduras	El Salvador	HND	Americas	SLV	201	0.004975124378	0.1885616643	0.09823284003	0.09823284003
347	Honduras	Guatemala	HND	Americas	GTM	345	0.002898550725	0.171129015	0.05664281007	0.05664281007
348	Honduras	Nicaragua	HND	Americas	NIC	247	0.004048582996	0.1815083525	0.07967588503	0.07967588503
349	Hong Kong	China	HKG	Asia	CHN	1973	0.000506842372	0.1317990083	0.00874119971	0.00874119971
350	Hungary	Austria	HUN	Europe	AUT	238	0.004201680672	0.1827394988	0.08274215573	0.08274215573
351	Hungary	Croatia	HUN	Europe	HRV	328	0.003048780488	0.1726217246	0.05965164163	0.05965164163
352	Hungary	Romania	HUN	Europe	ROU	639	0.001564945227	0.1548010512	0.02993309404	0.02993309404
353	Hungary	Serbia	HUN	Europe	SRB	346	0.00289017341	0.1710442952	0.05647502756	0.05647502756
354	Hungary	Slovakia	HUN	Europe	SVK	185	0.005405405405	0.1915578235	0.106850594	0.106850594
355	Hungary	Slovenia	HUN	Europe	SVN	375	0.002666666667	0.1687215254	0.05199859006	0.05199859006
356	Hungary	Ukraine	HUN	Europe	UKR	897	0.001114827202	0.1470792446	0.02091804075	0.02091804075
357	Iceland	Faroe Islands	ISL	Europe	FRO	802	0.001246882793	0.1495414623	0.02356287638	0.02356287638
358	India	Bangladesh	IND	Asia	BGD	1430	0.0006993006993	0.1376381079	0.01259579335	0.01259579335
359	India	Bangladesh	IND	Asia	BGD	1430	0.0006993006993	0.1376381079	0.01259579335	0.01259579335
360	India	Bhutan	IND	Asia	BTN	1220	0.0008196721311	0.1407141441	0.01500661632	0.01500661632
361	India	Bhutan	IND	Asia	BTN	1220	0.0008196721311	0.1407141441	0.01500661632	0.01500661632
362	India	China	IND	Asia	CHN	3780	0.0002645502646	0.1213963599	0.003888525214	0.003888525214
363	India	China	IND	Asia	CHN	3780	0.0002645502646	0.1213963599	0.003888525214	0.003888525214
364	India	Myanmar	IND	Asia	MMR	2347	0.0004260758415	0.1288511483	0.007123591581	0.007123591581
365	India	Myanmar	IND	Asia	MMR	2347	0.0004260758415	0.1288511483	0.007123591581	0.007123591581
366	India	Nepal	IND	Asia	NPL	795	0.001257861635	0.1497377617	0.02378276282	0.02378276282
367	India	Nepal	IND	Asia	NPL	795	0.001257861635	0.1497377617	0.02378276282	0.02378276282
368	India	Pakistan	IND	Asia	PAK	696	0.001436781609	0.1527802259	0.02736620763	0.02736620763
369	India	Pakistan	IND	Asia	PAK	696	0.001436781609	0.1527802259	0.02736620763	0.02736620763
370	India	Pakistan	IND	Asia	PAK	696	0.001436781609	0.1527802259	0.02736620763	0.02736620763
371	India	Pakistan	IND	Asia	PAK	696	0.001436781609	0.1527802259	0.02736620763	0.02736620763
372	Indonesia	East Timor	IDN	Asia	TLS	2085	0.000479616307	0.1308468227	0.008195910667	0.008195910667
373	Indonesia	Malaysia	IDN	Asia	MYS	1158	0.0008635578584	0.1417545023	0.01588556839	0.01588556839
374	Indonesia	Papua New Guinea	IDN	Asia	PNG	4472	0.0002236135957	0.118968434	0.003068637472	0.003068637472
375	Iran (Islamic Republic of)	Afghanistan	IRN	Asia	AFG	1618	0.0006180469716	0.135337298	0.01096842754	0.01096842754
376	Iran (Islamic Republic of)	Armenia	IRN	Asia	ARM	825	0.001212121212	0.1489118257	0.02286666453	0.02286666453
377	Iran (Islamic Republic of)	Azerbaijan	IRN	Asia	AZE	571	0.001751313485	0.1575450893	0.03366571457	0.03366571457
378	Iran (Islamic Republic of)	Iraq	IRN	Asia	IRQ	698	0.001432664756	0.1527132774	0.02728375448	0.02728375448
379	Iran (Islamic Republic of)	Pakistan	IRN	Asia	PAK	1987	0.0005032712632	0.131676297	0.008669676833	0.008669676833
380	Iran (Islamic Republic of)	Pakistan	IRN	Asia	PAK	1987	0.0005032712632	0.131676297	0.008669676833	0.008669676833
381	Iran (Islamic Republic of)	Turkey	IRN	Asia	TUR	1710	0.0005847953216	0.1343318912	0.01030245688	0.01030245688
382	Iran (Islamic Republic of)	Turkmenistan	IRN	Asia	TKM	653	0.001531393568	0.1542834375	0.02926111475	0.02926111475
383	Iraq	Iran (Islamic Republic of)	IRQ	Asia	IRN	698	0.001432664756	0.1527132774	0.02728375448	0.02728375448
384	Iraq	Jordan	IRQ	Asia	JOR	813	0.0012300123	0.1492374464	0.0232249908	0.0232249908
385	Iraq	Kuwait	IRQ	Asia	KWT	567	0.00176366843	0.1577197682	0.03391316187	0.03391316187
386	Iraq	Saudi Arabia	IRQ	Asia	SAU	1026	0.0009746588694	0.1442289034	0.01811072152	0.01811072152
387	Iraq	Turkey	IRQ	Asia	TUR	1233	0.0008110300081	0.1405045842	0.01483353016	0.01483353016
388	Ireland	United Kingdom of Great Britain and Northern Ireland	IRL	Europe	GBR	496	0.002016129032	0.1611194339	0.03896949299	0.03896949299
389	Isle of Man	Ireland	IMN	Europe	IRL	1482	0.0006747638327	0.1369647659	0.01210436411	0.01210436411
390	Isle of Man	United Kingdom of Great Britain and Northern Ireland	IMN	Europe	GBR	415	0.002409638554	0.165884837	0.04685077993	0.04685077993
391	Israel	Egypt	ISR	Asia	EGY	401	0.002493765586	0.1668345738	0.04853569284	0.04853569284
392	Israel	Jordan	ISR	Asia	JOR	149	0.006711409396	0.1998422723	0.1330075015	0.1330075015
393	Israel	Lebanon	ISR	Asia	LBN	136	0.007352941176	0.2035559231	0.1458562276	0.1458562276
394	Italy	Austria	ITA	Europe	AUT	823	0.001215066829	0.1489656673	0.02292565992	0.02292565992
395	Italy	France	ITA	Europe	FRA	1127	0.0008873114463	0.1423018705	0.01636130997	0.01636130997
396	Italy	Slovenia	ITA	Europe	SVN	566	0.001766784452	0.1577636914	0.03397557017	0.03397557017
397	Italy	Switzerland	ITA	Europe	CHE	703	0.001422475107	0.1525469958	0.02707967415	0.02707967415
398	Jamaica	Cuba	JAM	Americas	CUB	810	0.001234567901	0.1493198277	0.02331623128	0.02331623128
399	Jamaica	Haiti	JAM	Americas	HTI	480	0.002083333333	0.1619751613	0.04031547409	0.04031547409
400	Japan	Korea (Democratic People's Republic of)	JPN	Asia	PRK	1315	0.0007604562738	0.1392448927	0.01382062935	0.01382062935
401	Jersey	France	JEY	Europe	FRA	327	0.003058103976	0.1727127598	0.0598383743	0.0598383743
402	Jersey	United Kingdom of Great Britain and Northern Ireland	JEY	Europe	GBR	293	0.003412969283	0.176050988	0.06694568723	0.06694568723
403	Jordan	Iraq	JOR	Asia	IRQ	813	0.0012300123	0.1492374464	0.0232249908	0.0232249908
404	Jordan	Israel	JOR	Asia	ISR	149	0.006711409396	0.1998422723	0.1330075015	0.1330075015
405	Jordan	Saudi Arabia	JOR	Asia	SAU	1323	0.0007558578987	0.1391273926	0.01372853218	0.01372853218
406	Kazakhstan	China	KAZ	Asia	CHN	3280	0.0003048780488	0.1235239093	0.004696218094	0.004696218094
407	Kazakhstan	Kyrgyzstan	KAZ	Asia	KGZ	230	0.004347826087	0.1838884546	0.08566918515	0.08566918515
408	Kazakhstan	Russian Federation	KAZ	Asia	RUS	3119	0.0003206155819	0.1242966717	0.005011412536	0.005011412536
409	Kazakhstan	Turkmenistan	KAZ	Asia	TKM	1727	0.0005790387956	0.1341536187	0.01018716403	0.01018716403
410	Kazakhstan	Uzbekistan	KAZ	Asia	UZB	683	0.001464128843	0.1532216023	0.02791392347	0.02791392347
411	Kenya	Ethiopia	KEN	Africa	ETH	1133	0.0008826125331	0.1421944303	0.0162671992	0.0162671992
412	Kenya	Ethiopia	KEN	Africa	ETH	1133	0.0008826125331	0.1421944303	0.0162671992	0.0162671992
413	Kenya	Somalia	KEN	Africa	SOM	1003	0.0009970089731	0.1447020781	0.01855835384	0.01855835384
414	Kenya	South Sudan	KEN	Africa	SSD	894	0.001118568233	0.1471517504	0.02099296686	0.02099296686
415	Kenya	Tanzania, United Republic of	KEN	Africa	TZA	626	0.001597444089	0.1552951684	0.03058398772	0.03058398772
416	Kenya	Tanzania, United Republic of	KEN	Africa	TZA	626	0.001597444089	0.1552951684	0.03058398772	0.03058398772
417	Kenya	Uganda	KEN	Africa	UGA	496	0.002016129032	0.1611194339	0.03896949299	0.03896949299
418	Kiribati	United States of America	KIR	Oceania	USA	11623	8.60E-05	0.1068291476	0.0003132121896	0.0003132121896
419	Korea (Democratic People's Republic of)	China	PRK	Asia	CHN	820	0.001219512195	0.149046749	0.02301469261	0.02301469261
420	Korea (Democratic People's Republic of)	Korea, Republic of	PRK	Asia	KOR	238	0.004201680672	0.1827394988	0.08274215573	0.08274215573
421	Korea (Democratic People's Republic of)	Russian Federation	PRK	Asia	RUS	6443	0.0001552072016	0.1140153409	0.001698580612	0.001698580612
422	Korea, Republic of	Korea (Democratic People's Republic of)	KOR	Asia	PRK	238	0.004201680672	0.1827394988	0.08274215573	0.08274215573
423	Kuwait	Iraq	KWT	Asia	IRQ	567	0.00176366843	0.1577197682	0.03391316187	0.03391316187
424	Kuwait	Saudi Arabia	KWT	Asia	SAU	562	0.001779359431	0.1579404103	0.03422742434	0.03422742434
425	Kyrgyzstan	China	KGZ	Asia	CHN	3497	0.0002859593938	0.122554115	0.00431731151	0.00431731151
426	Kyrgyzstan	Kazakhstan	KGZ	Asia	KAZ	230	0.004347826087	0.1838884546	0.08566918515	0.08566918515
427	Kyrgyzstan	Tajikistan	KGZ	Asia	TJK	668	0.001497005988	0.1537447255	0.02857239346	0.02857239346
428	Kyrgyzstan	Uzbekistan	KGZ	Asia	UZB	458	0.002183406114	0.1632154972	0.04231975163	0.04231975163
429	Lao People's Democratic Republic	Cambodia	LAO	Asia	KHM	710	0.001408450704	0.1523167769	0.02679879063	0.02679879063
430	Lao People's Democratic Republic	China	LAO	Asia	CHN	2780	0.0003597122302	0.1261001258	0.005794447981	0.005794447981
431	Lao People's Democratic Republic	Myanmar	LAO	Asia	MMR	701	0.001426533524	0.1526133226	0.02716095693	0.02716095693
432	Lao People's Democratic Republic	Thailand	LAO	Asia	THA	503	0.001988071571	0.1607564512	0.03840755257	0.03840755257
433	Lao People's Democratic Republic	Viet Nam	LAO	Asia	VNM	826	0.001210653753	0.1488849683	0.02283727397	0.02283727397
434	Latvia	Belarus	LVA	Europe	BLR	404	0.002475247525	0.1666273738	0.04816480943	0.04816480943
435	Latvia	Estonia	LVA	Europe	EST	329	0.003039513678	0.1725310621	0.05946604412	0.05946604412
436	Latvia	Lithuania	LVA	Europe	LTU	241	0.004149377593	0.1823221556	0.08169461926	0.08169461926
437	Latvia	Russian Federation	LVA	Europe	RUS	854	0.001170960187	0.1481496583	0.02204228334	0.02204228334
438	Lebanon	Israel	LBN	Asia	ISR	136	0.007352941176	0.2035559231	0.1458562276	0.1458562276
439	Lesotho	South Africa	LSO	Africa	ZAF	999	0.001001001001	0.1447857977	0.01863830697	0.01863830697
440	Liberia	Côte d'Ivoire	LBR	Africa	CIV	608	0.001644736842	0.1560019841	0.03153117637	0.03153117637
441	Liberia	Guinea	LBR	Africa	GIN	458	0.002183406114	0.1632154972	0.04231975163	0.04231975163
442	Liberia	Sierra Leone	LBR	Africa	SLE	355	0.002816901408	0.1702963115	0.05500752134	0.05500752134
443	Libya	Algeria	LBY	Africa	DZA	1059	0.0009442870633	0.1435733617	0.01750242895	0.01750242895
444	Libya	Chad	LBY	Africa	TCD	2243	0.0004458314757	0.1296080601	0.00751926135	0.00751926135
445	Libya	Egypt	LBY	Africa	EGY	1712	0.0005841121495	0.1343108016	0.01028877418	0.01028877418
446	Libya	Niger	LBY	Africa	NER	2416	0.0004139072848	0.1283718708	0.006879877307	0.006879877307
447	Libya	Sudan	LBY	Africa	SDN	2715	0.0003683241252	0.1264774586	0.005966928726	0.005966928726
448	Libya	Sudan	LBY	Africa	SDN	2715	0.0003683241252	0.1264774586	0.005966928726	0.005966928726
449	Libya	Tunisia	LBY	Africa	TUN	535	0.001869158879	0.1591782139	0.03602594553	0.03602594553
450	Lithuania	Belarus	LTU	Europe	BLR	180	0.005555555556	0.1925685171	0.109857831	0.109857831
451	Lithuania	Latvia	LTU	Europe	LVA	241	0.004149377593	0.1823221556	0.08169461926	0.08169461926
452	Lithuania	Poland	LTU	Europe	POL	367	0.00272479564	0.1693376334	0.0531628087	0.0531628087
453	Lithuania	Russian Federation	LTU	Europe	RUS	791	0.001264222503	0.149850944	0.02391015955	0.02391015955
454	Luxembourg	Belgium	LUX	Europe	BEL	136	0.007352941176	0.2035559231	0.1458562276	0.1458562276
455	Luxembourg	Belgium	LUX	Europe	BEL	136	0.007352941176	0.2035559231	0.1458562276	0.1458562276
456	Luxembourg	France	LUX	Europe	FRA	336	0.002976190476	0.1719066342	0.05819779445	0.05819779445
457	Luxembourg	Germany	LUX	Europe	DEU	574	0.001742160279	0.1574151328	0.03348239233	0.03348239233
458	Luxembourg	Germany	LUX	Europe	DEU	80	0.0125	0.2282049114	0.2489425449	0.2489425449
459	Macao	China	MAC	Asia	CHN	1990	0.0005025125628	0.1316501438	0.008654481431	0.008654481431
460	Madagascar	Mayotte	MDG	Africa	MYT	726	0.001377410468	0.151801504	0.02617711061	0.02617711061
461	Malawi	Mozambique	MWI	Africa	MOZ	1448	0.0006906077348	0.1374015444	0.01242168893	0.01242168893
462	Malawi	Tanzania, United Republic of	MWI	Africa	TZA	996	0.001004016064	0.1448488716	0.01869869326	0.01869869326
463	Malawi	Tanzania, United Republic of	MWI	Africa	TZA	996	0.001004016064	0.1448488716	0.01869869326	0.01869869326
464	Malawi	Zambia	MWI	Africa	ZMB	594	0.001683501684	0.1565709872	0.03230756632	0.03230756632
465	Malaysia	Brunei	MYS	Asia	BRN	1451	0.0006891798759	0.1373624816	0.01239309149	0.01239309149
466	Malaysia	Indonesia	MYS	Asia	IDN	1158	0.0008635578584	0.1417545023	0.01588556839	0.01588556839
467	Malaysia	Philippines	MYS	Asia	PHL	2451	0.000407996736	0.1281352882	0.006761499662	0.006761499662
468	Malaysia	Singapore	MYS	Asia	SGP	326	0.003067484663	0.1728041702	0.06002625257	0.06002625257
469	Malaysia	Thailand	MYS	Asia	THA	1126	0.0008880994671	0.1423198487	0.01637709261	0.01637709261
470	Maldives	Sri Lanka	MDV	Asia	LKA	820	0.001219512195	0.149046749	0.02301469261	0.02301469261
471	Mali	Algeria	MLI	Africa	DZA	2888	0.0003462603878	0.1254969759	0.005525031807	0.005525031807
472	Mali	Burkina Faso	MLI	Africa	BFA	706	0.001416430595	0.1524479659	0.02695861347	0.02695861347
473	Mali	Côte d'Ivoire	MLI	Africa	CIV	726	0.001377410468	0.151801504	0.02617711061	0.02617711061
474	Mali	Guinea	MLI	Africa	GIN	704	0.001420454545	0.1525139246	0.02703920595	0.02703920595
475	Mali	Mauritania	MLI	Africa	MRT	1083	0.0009233610342	0.143112901	0.01708331828	0.01708331828
476	Mali	Niger	MLI	Africa	NER	1108	0.0009025270758	0.1426470061	0.01666605162	0.01666605162
477	Mali	Senegal	MLI	Africa	SEN	1052	0.0009505703422	0.1437101985	0.01762827171	0.01762827171
478	Malta	Italy	MLT	Europe	ITA	607	0.001647446458	0.1560420547	0.0315854451	0.0315854451
479	Malta	Tunisia	MLT	Europe	TUN	398	0.002512562814	0.1670438515	0.04891216746	0.04891216746
480	Marshall Islands	Nauru	MHL	Oceania	NRU	985	0.001015228426	0.1450822561	0.01892325668	0.01892325668
481	Martinique	Dominica	MTQ	Americas	DMA	85	0.01176470588	0.2250908168	0.2342159282	0.2342159282
482	Mauritania	Algeria	MRT	Africa	DZA	2740	0.0003649635036	0.1263310045	0.005899621529	0.005899621529
483	Mauritania	Mali	MRT	Africa	MLI	1083	0.0009233610342	0.143112901	0.01708331828	0.01708331828
484	Mauritania	Senegal	MRT	Africa	SEN	467	0.002141327623	0.1626987358	0.04147699526	0.04147699526
485	Mauritania	Western Sahara	MRT	Africa	ESH	976	0.001024590164	0.1452757224	0.01911075542	0.01911075542
486	Mauritius	Réunion	MUS	Africa	REU	228	0.004385964912	0.1841842587	0.08643303712	0.08643303712
487	Mayotte	Mozambique	MYT	Africa	MOZ	1975	0.0005063291139	0.1317814108	0.008730920075	0.008730920075
488	Mexico	Belize	MEX	Americas	BLZ	1178	0.0008488964346	0.1414112459	0.01559192648	0.01559192648
489	Mexico	Guatemala	MEX	Americas	GTM	1065	0.0009389671362	0.1434569964	0.01739588039	0.01739588039
490	Mexico	United States of America	MEX	Americas	USA	3024	0.0003306878307	0.1247764048	0.005213141537	0.005213141537
491	Mexico	United States of America	MEX	Americas	USA	3024	0.0003306878307	0.1247764048	0.005213141537	0.005213141537
492	Micronesia (Federated States of)	Papua New Guinea	FSM	Oceania	PNG	2147	0.0004657661854	0.1303470511	0.007918517678	0.007918517678
